[2026-06-12 12:20:41] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-11
正在获取论文...
[arXiv] 2026-06-11 | Multi-Field Hybrid Retrieval-Augmented Generation for Maritime Accident Root Cause Analysis
[arXiv] 2026-06-11 | Maestro: Workload-Aware Cross-Cluster Scheduling for LLM-Based Multi-Agent Systems
[arXiv] 2026-06-11 | Maximum spectral gap of regular graphs with bounded essential edge-connectivity
[arXiv] 2026-06-11 | Tests of general relativity at the fourth post-Newtonian order with GW230627 and GW250114
[arXiv] 2026-06-11 | Low-regularity Schrödinger map flow on high-dimensional periodic domains
[arXiv] 2026-06-11 | Multi-Label Test-Time Adaptation with Bayesian Conditional Priors
[arXiv] 2026-06-11 | Polar: A Benchmark for Evaluating Political Bias in LLMs
[arXiv] 2026-06-11 | An Oskolkov--Zhizhiashvili Criterion for Rectangular Fourier Sums
[arXiv] 2026-06-11 | Birkhoff conjecture and finite energy foliations in Hill's lunar problem
[arXiv] 2026-06-11 | SIDM and CDM interpretations of the million-solar-mass lensing perturber JVAS B1938+666-$\mathcal{V}$
[arXiv] 2026-06-11 | PRISM: Prosody-Integrated Multi-Agent Reasoning Framework for Empathetic Spoken Dialogue
[arXiv] 2026-06-11 | PolicyGuard: Towards Test-time and Step-level Adversary Defense for Reinforcement Learning Agent
[arXiv] 2026-06-11 | Pinching-Antenna Enabled Multicell Wireless Systems
[arXiv] 2026-06-11 | Volterra--Wiener--Kunchenko Orthogonalization: From Wiener--Hermite to Distribution-Matched Volterra Bases
[arXiv] 2026-06-11 | Non-Spanning Identification of Scheduled Event Risk in Option Pricing
[arXiv] 2026-06-11 | Multimodal Graph Negative Learning
[arXiv] 2026-06-11 | Leveraging rapid sintering to retain metastable zirconia in copper
[arXiv] 2026-06-11 | SemanticXR: Low Power and Real-time Queryable Semantic Mapping with an Object-Level Device-Cloud Architecture
[arXiv] 2026-06-11 | Language-Guided Abstraction for Visual Reasoning
[arXiv] 2026-06-11 | Active Perception for Radio Map Reconstruction in Uncharted 3D Air-Ground Environments
[arXiv] 2026-06-11 | LoHoSearch: Benchmarking Long-Horizon Search Agents Beyond the Human Difficulty Ceiling
[arXiv] 2026-06-11 | Fantastic Scientific Agents and How to Build Them: AgentBuild for Rietveld Refinement
[arXiv] 2026-06-11 | Data-driven modeling of Galactic diffuse emission with multi-wavelength observations
[arXiv] 2026-06-11 | Perceive, Interact, Reason: Building Tool-Augmented Visual Agents for Spatial Reasoning
[arXiv] 2026-06-11 | Calculation of solitons derived from quivers
[arXiv] 2026-06-11 | Topical Phase Transitions in Artificial Intelligence Research: Large-Scale Evidence and an Early-Warning Signature for Emerging Topics
[arXiv] 2026-06-11 | Acquisition state behaves as a structured, measurable variable governing lung-nodule AI: kernel-driven measurement instability and noise-driven detection fragility, invisible to DICOM metadata
[arXiv] 2026-06-11 | Geometric obstruction to resolving the Hubble tension: orthogonality of scale and shape in distance measurements
[arXiv] 2026-06-11 | GeoNatureAgent Benchmark: Benchmarking LLM Agents for Environmental Geospatial Analysis Across Frontier and Open-Weight Foundation Models
[arXiv] 2026-06-11 | Strong deflection limit-analysis using Picard-Fuchs equation in Einstein-Maxwell-Dilaton spacetime
[arXiv] 2026-06-11 | Identification of Lensed Gravitational-Wave Beat Patterns by LISA
[arXiv] 2026-06-11 | A Tutorial on World Models and Physical AI
[arXiv] 2026-06-11 | Quantum Network Routing based on Surface Code Error Correction
[arXiv] 2026-06-11 | An AI Proof of 18-Variable Undecidability for Diophantine Equations over $\mathbb Z[i]$
[arXiv] 2026-06-11 | Agentic MPC for Semantic Control System Resynthesis
[arXiv] 2026-06-11 | Explicit Quantum Circuit Simulation of Nonlinear 1-Dimensional Fluid with Carleman-linearized Boltzmann Method
[arXiv] 2026-06-11 | Adaptive Weighted Averaging
[arXiv] 2026-06-11 | Comparison of Two Operational Microphysics Schemes Across Various Regional-MPAS Simulations
[arXiv] 2026-06-11 | The toroidal flux and separatrix effects in tokamaks
[arXiv] 2026-06-11 | Intent-Based Cryptographic API Design for Cryptographic Agility
[arXiv] 2026-06-11 | Causal invariance in graphical models with latent variables
[arXiv] 2026-06-11 | Solar-System Bounds on Ricci-flat Spindle Deformations of Schwarzschild
[arXiv] 2026-06-11 | Double copy of form factors with multiple operator insertions
[arXiv] 2026-06-11 | Constraining inhomogeneities and asymmetries in SNe, FBOTs, and other high-energy transients from unresolved radio observations
[arXiv] 2026-06-11 | Tracking in-silico Lagrangian sensors in a lab-scale stirred tank reactor
[arXiv] 2026-06-11 | A note on uniform finiteness in weakly o-minimal theories
[arXiv] 2026-06-11 | Invariant Measures and Weak-Magic-Injection Asymptotics in Random Monitored Quantum Circuits
[arXiv] 2026-06-11 | InterleaveThinker: Reinforcing Agentic Interleaved Generation
[arXiv] 2026-06-11 | A model of local and global reciprocity
[arXiv] 2026-06-11 | $\texttt{WEAVER}$, Better, Faster, Longer: An Effective World Model for Robotic Manipulation
[arXiv] 2026-06-11 | Agents-K1: Towards Agent-native Knowledge Orchestration
[arXiv] 2026-06-11 | EurekAgent: Agent Environment Engineering is All You Need For Autonomous Scientific Discovery
[arXiv] 2026-06-11 | Before You Think: System 0, AI-Mediated Cognition and Cognitive Colonization
[arXiv] 2026-06-11 | On the sunflower property and the galah property
[arXiv] 2026-06-11 | Engineering electrically-switchable quantum anomalous Hall states by spin-orbit coupling
[arXiv] 2026-06-11 | Growth of Approximate Groups in Hyperbolic Groups
[arXiv] 2026-06-11 | From Tokens to Faces: Investigating Discrete Speech Representations for 3D Facial Animation
[arXiv] 2026-06-11 | A Graphical Coaction for FRW Integrals from Partial/Relative Twisted (Co)homology
[arXiv] 2026-06-11 | Revisiting Vehicle Color Recognition in Long-Tailed Surveillance Scenarios
[arXiv] 2026-06-11 | Cosmological Dynamics of the Thermal Scalar Near the Hagedorn Temperature
[arXiv] 2026-06-11 | Reasoning as Pattern Matching: Shared Mechanisms in Human and LLM Everyday Reasoning
[arXiv] 2026-06-11 | Diffusive Dynamics of Nonstabilizerness
[arXiv] 2026-06-11 | Feasibility of up-the-ramp sampling under variable sky for ground-based spectrographs
[arXiv] 2026-06-11 | Reward Modeling for Multi-Agent Orchestration
[arXiv] 2026-06-11 | Cellular waists of hyperbolic spaces
[arXiv] 2026-06-11 | Max-Min Secrecy Rate Optimization for Secure ISAC Networks: Global Optimization and Low-Complexity Algorithm
[arXiv] 2026-06-11 | EvTexture++: Event-Driven Texture Enhancement for Video Super-Resolution
[arXiv] 2026-06-11 | Optimal Proximity Bound and Product Function Estimates in Integer Linear Programming
[arXiv] 2026-06-11 | Learning with Simulators: No Regret in a Computationally Bounded World
[arXiv] 2026-06-11 | Tuning perpendicular magnetic anisotropy in ultra-low damping Li$_{0.5}$Al$_{x}$Fe$_{(2.5-x)}$O$_4$ thin films for efficient spin-orbit torque switching
[arXiv] 2026-06-11 | Existence Precedes Value: Joint Modeling of Observational Existence and Evolving States in Time Series Forecasting
[arXiv] 2026-06-11 | Adjusted Cup-Product Neural Layer
[arXiv] 2026-06-11 | A2D2: Fine-Tuning Any-Length Discrete Diffusion for Adaptive Decoding
[arXiv] 2026-06-11 | Contrast-Informed Augmentation and Domain-Adversarial Training for Adult-to-Neonatal MR Reconstruction Generalization
[arXiv] 2026-06-11 | ReSCom: A Reconfigurable Spiking Neural Network Accelerator Using Stochastic Computing
[arXiv] 2026-06-11 | Edit the Bits, Diff the Codes: Bitwise Residual Editing for Visual Autoregressive Models
[arXiv] 2026-06-11 | Uncertainty-Aware Hybrid Retrieval for Long-Document RAG
[arXiv] 2026-06-11 | Symmetry-electronic fingerprints reveal competing magnetic phases in two-dimensional materials
[arXiv] 2026-06-11 | OneRetrieval: Unifying Multi-Branch E-commerce Retrieval with an Editable Generative Model
[arXiv] 2026-06-11 | Spectral Decomposition and Linearization of Kubo-Ando Means
[arXiv] 2026-06-11 | Ride, Track, and Recover: Pilot Randomized Trial of a Wearable Digital Self-Management Intervention During a Veteran Endurance-Cycling Program
[arXiv] 2026-06-11 | Machine Learning Does It and Does It Better: Unearthing Primordial Dark-Matter Velocities from the Matter Power Spectrum
[arXiv] 2026-06-11 | MaskWAM: Unifying Mask Prompting and Prediction for World-Action Models
[arXiv] 2026-06-11 | Spectrum Sharing Across Terrestrial and Non-Terrestrial Services in the FR3 Upper Midband
[arXiv] 2026-06-11 | Heterogeneous LiDAR Early Fusion and Learned Re-Ranking Strategy for Robust Long-Term Place Recognition in Unstructured Environments
[arXiv] 2026-06-11 | Observation of Non-Gaussian Magnon Dynamics in a Two-Dimensional Long-Range XY Model
[arXiv] 2026-06-11 | SpatialClaw: Rethinking Action Interface for Agentic Spatial Reasoning
[arXiv] 2026-06-11 | Current patterns and loss contributions in CORT cables carrying AC current
[arXiv] 2026-06-11 | Simplex-Constrained Sparse Bagging: Transitioning from Uniform Priors to Sparse Posteriors in Ensemble Learning
[arXiv] 2026-06-11 | Interpretable model-free inference of parametric variation across time-series data through large-scale feature extraction
[arXiv] 2026-06-11 | Proportional power dispatch and fairness in wind farm power tracking
[arXiv] 2026-06-11 | A Machine Learning Framework for Real-Time Personalized Ergonomic Pose Analysis
[arXiv] 2026-06-11 | Diffusion Transformer World-Action Model for AV Scene Prediction
[arXiv] 2026-06-11 | Objects Before Words: Object-First Inductive Biases for Grounding Language in Child-View Video
[arXiv] 2026-06-11 | SkillChain: Closing the Loop on Skill Evolution for Image-Based E-Commerce AI Assistants
[arXiv] 2026-06-11 | A Review on Resolving the Hubble Tension via Late-Universe Physics
[arXiv] 2026-06-11 | Binary Search Variants: A Comprehensive Analysis
[arXiv] 2026-06-11 | Circuit Synchronization Precedes Generalization: Causal Evidence from Fourier Structure in Grokking Transformers
[arXiv] 2026-06-11 | EmbodiSteer: Steering Embodiment-Agnostic Visuomotor Policies with Joint-Space Guidance for Zero-Shot Cross-Embodiment Deployment
[arXiv] 2026-06-11 | ScaleAcross: Designing Multi-Data-Center Infrastructure for Geo-Distributed AI Training
[arXiv] 2026-06-11 | Asymptotic stability of Benjamin--Ono multisolitons in $L^2(\mathbb R)$
[arXiv] 2026-06-11 | Data Aphasia: An Institutional Counterfactual Study of the Stability of Academic Cognition Under Letter-Grade Evaluation Systems
[arXiv] 2026-06-11 | Learning What to Remember: A Cognitively Grounded Multi-Factor Value Model for Agentic Memory
[arXiv] 2026-06-11 | Phase transition of Schott's statistic for high-dimensional heavy-tailed data
[arXiv] 2026-06-11 | Root Systems, Tits Cones and Imaginary Cones of Brink-Howlett Groupoids
[arXiv] 2026-06-11 | A micromagnetic model with bidirectional magneto-thermal coupling
[arXiv] 2026-06-11 | Is Spurious Correlation Removal Always Learnable?
[arXiv] 2026-06-11 | The (local) geometry of oscillatory integrals on manifolds: Dimension three
[arXiv] 2026-06-11 | Iterating Toward Better Search: A Two-Agent Simulation Framework for Evaluating Agentic Search Architectures in E-Commerce
[arXiv] 2026-06-11 | MDForge: Agentic Molecular Dynamics Pipeline Design under Sparse Simulator Feedback
[arXiv] 2026-06-11 | Quantum charge pumping in helical systems: A comparative study of short- and long-range hopping
[arXiv] 2026-06-11 | Quantum Gravity Induced Entanglement from Propagating Gravitons
[arXiv] 2026-06-11 | Magnifying What Matters: Attention-Guided Adaptive Rendering for Visual Text Comprehension
[arXiv] 2026-06-11 | SafeLLM: Extraction as a Hallucination-Resistant Alternative to Rewriting in Safety-Critical Settings
[arXiv] 2026-06-11 | Longitudinal particle separation
[arXiv] 2026-06-11 | Randomized Optimal Switching Problem and Related Mirror Descent Flow
[arXiv] 2026-06-11 | Learning Task-Aware Sampling with Shared Saliency through Density-Equalizing Mappings
[arXiv] 2026-06-11 | Ultraviolet Imaging of SR 12 c with HST/WFC3: Accretion and Variability of a Giant Planet at the End Stages of Growth
[arXiv] 2026-06-11 | JSCGC: Joint Source-Channel-Generation Coding for Wireless Generative Communications
[arXiv] 2026-06-11 | Discrepancy Modeling with Intermediate Variables: A New Framework for Robust Gaussian Process Calibration
[arXiv] 2026-06-11 | Quantum walk-based optimisation for capacitated vehicle routing with homogeneous and heterogeneous fleets
[arXiv] 2026-06-11 | Computing Headway Bounds under Worst-Case Bunching in Fixed-Line Transit Systems
[arXiv] 2026-06-11 | Supermassive Black Hole Assembly from Heavy Seeds with Dynamical Friction in the BRAHMA Simulations: Implications for JWST, LISA, and the Local Universe
[arXiv] 2026-06-11 | High-Order Spectral Element Methods for Wave Propagation on ARM Multicore CPU with SME: Optimizations and Implications
[arXiv] 2026-06-11 | (Human) Attention Is (Still) All You Need: Human oversight makes AI-assisted social science reliable
[arXiv] 2026-06-11 | Connecting Polarization to Exoplanet Yield Calculations for HWO
[arXiv] 2026-06-11 | A Quaternion--BCH Framework for the Local Accuracy of SIDER Interpolation
[arXiv] 2026-06-11 | Chirp Parameter Optimization and Distributed Detection for Cooperative RSMA-AFDM Systems
[arXiv] 2026-06-11 | Averaging principles for nonautonomous multiscale McKean-Vlasov stochastic systems
[arXiv] 2026-06-11 | Graph Reinforcement Learning for Calibration-Aware Quantum Circuit Routing
[arXiv] 2026-06-11 | Fence Complexes and Toric Degenerations of Positroid Varieties
[arXiv] 2026-06-11 | Vocal Identity Under Siege by AI Voice Cloning Technologies
[arXiv] 2026-06-11 | Quantum Reservoir Computing for Short-Term Power Load Forecasting in Resource-Constrained Energy Systems
[arXiv] 2026-06-11 | The Containment Gap: How Deployed Agentic AI Frameworks Fail Public-Facing Safety Requirements
[arXiv] 2026-06-11 | Rank recursion for $q$-Whittaker and Macdonald operators
[arXiv] 2026-06-11 | The GIST 2064-Bus Test System: A Public-Data Synthetic Model of the Korean Power Grid
[arXiv] 2026-06-11 | Revealing nonvolatile behaviors in magneto-thermal switching using microstructure-controlled superconducting composites
[arXiv] 2026-06-11 | Abstract Dynamic Programming on Partially Ordered Spaces
[arXiv] 2026-06-11 | Towards More General Control of Diffusion Models Using Jeffrey Guidance
[arXiv] 2026-06-11 | Decoding Insect Song: A Multitask Semisupervised Orthoptera Bioacoustic Classifier
[arXiv] 2026-06-11 | Analysis of a nonisothermal Maxwell--Stefan system with degenerate thermal conductivity
[arXiv] 2026-06-11 | Embedded Trefftz DG method for steady Navier-Stokes flow. Part II: Nonlinear problem
[arXiv] 2026-06-11 | Layer-Resolved Optimal Transport for Hallucination Detection in NMT and Abstractive Summarization
[arXiv] 2026-06-11 | CoDeR: Local Constraint-Compatible Retrieval Beyond Semantic Similarity
[arXiv] 2026-06-11 | The first hours and days of the 2021 explosion of the recurrent symbiotic nova RS Ophiuchii
[arXiv] 2026-06-11 | A Minimal Model of Bounded Trade-Off Screening in Multi-Attribute Choice
[arXiv] 2026-06-11 | Under What Conditions Can a Machine Become Genuinely Creative?
[arXiv] 2026-06-11 | Transformer-Guided Graph Attention for Direct Cardiac Mesh Reconstruction: A Structural Digital Twin Framework
[arXiv] 2026-06-11 | Manipulation of the gyrotropic mode frequency and band structure in an FM / AFM disk via vortex imprinting
[arXiv] 2026-06-11 | MemRefine: LLM-Guided Compression for Long-Term Agent Memory
[arXiv] 2026-06-11 | The End of Code Review: Coding Agents Supersede Human Inspection
[arXiv] 2026-06-11 | Getting Better at Working With You: Compiling User Corrections into Runtime Enforcement for Coding Agents
[arXiv] 2026-06-11 | Ramanujan's and Lim's Identities and Harmonic Maass--Jacobi Forms
