[2026-08-19 09:35:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-18
正在获取论文...
[arXiv] 2026-08-18 | Quantum simulation of slow analytic time-dependent Hamiltonians
[arXiv] 2026-08-18 | Unified Message Model for Heterogeneous Serial Data Exchange Protocols
[arXiv] 2026-08-18 | Beyond the Trace: Coupling an Interpretable Reasoning-State Readout to Native MoE Routing
[arXiv] 2026-08-18 | RetiWave-Mamba: A Dual-Stream Network for Retinal Disease Detection based on Multi-scale Context and Frequency-Adaptive Mamba Projection
[arXiv] 2026-08-18 | From Student Risk Prediction to SC2R: Semantics-Constrained Counterfactual Recourse for Educational Decision Support
[arXiv] 2026-08-18 | Time-Asymptotic Stability of the Stationary Solution to the Impermeable Wall Problem for the radially Symmetric Navier-Stokes-Korteweg Equations
[arXiv] 2026-08-18 | Geometry-Aware DRL for Multi-Subband Scheduling in Satellite-Assisted UAM Networks
[arXiv] 2026-08-18 | Towards the Impossibility of Imperfectly Complete Key Agreement in the QROM
[arXiv] 2026-08-18 | PathoArgus: Advancing Evidence-Grounded Long-Context Visual Reasoning across Gigapixel Whole-Slide and Multi-Slide Case Contexts
[arXiv] 2026-08-18 | Exponential Growth of Mean Multiplicities in Length Spectra of Semi-Arithmetic Surfaces of Arbitrary Arithmetic Dimension
[arXiv] 2026-08-18 | SST-1M: Recent results and prospects for observation of the Galactic Center region
[arXiv] 2026-08-18 | tinyDSM: A Framework for Skill Modeling and Development for Resource-Constrained Millirobots
[arXiv] 2026-08-18 | A New Syntax and Semantics for Probabilistic Trace Expressions
[arXiv] 2026-08-18 | Periodic orbits for perturbations of Zoll contact forms
[arXiv] 2026-08-18 | Feature Priming in Online Linear Regression: Sparse-Regret Lower Bounds and a Tight Univariate Rate
[arXiv] 2026-08-18 | Decomposition of a square matrix into a product of a nilpotent matrix and an involutive or idempotent matrix
[arXiv] 2026-08-18 | Inducing metal-insulator transition via disorder in correlated kagome systems
[arXiv] 2026-08-18 | Multiple topological electronic and phononic quasiparticle excitations in hexagonal TTe (T=Hf, Zr & Ti) crystals
[arXiv] 2026-08-18 | The vanishing distance: a practical range boundary for dynamic wavefront shaping
[arXiv] 2026-08-18 | Roughness-controlled layer in oscillatory turbulent boundary layers over densely packed uniform roughness
[arXiv] 2026-08-18 | Too cheap to matter: over abundant microchips, and what we can learn from them
[arXiv] 2026-08-18 | Energy dissipation and stability of a finite-volume scheme for two-phase flow models with dynamic capillary pressure
[arXiv] 2026-08-18 | ArborMem: Navigating Interaction States with Memory Forests
[arXiv] 2026-08-18 | When to Review: Spaced Repetition for Continual Pre-Training of Language Models
[arXiv] 2026-08-18 | Agent Lightning v1.0: Towards Harnessed Agentic RL
[arXiv] 2026-08-18 | Equilibrium and nonequlibrium scaling behaviors of localization transition in a non-Hermitian Aubry-André model with onsite gain and loss
[arXiv] 2026-08-18 | Evaluating RL Explainability Methods by How Much They Help Fix Bugs in Agents
[arXiv] 2026-08-18 | Completion-Path Credits: Multi-Resource Control for Scale-Up Fabrics
[arXiv] 2026-08-18 | Looking Beyond the Scale: Do Surgical Skill Models Learn Transferable Representations Across Assessment Rubrics?
[arXiv] 2026-08-18 | Hardy-Szegő Point Processes: Large Deviations and Strong Szegő Asymptotics
[arXiv] 2026-08-18 | Calibrated Predictive Safety for Heterogeneous Robots: An Action-Conditioned JEPA Framework with Model-Based Safety Shields
[arXiv] 2026-08-18 | Characterize the properties of $D_s^+$-meson decay constant and leptonic decays by using QCD sum rules within background field theory framework
[arXiv] 2026-08-18 | A generic nonparametric value-at-risk estimator for high dimensions
[arXiv] 2026-08-18 | Mutual Recognition in the Philosophy of Physics: QBism, Phenomenology, Hegel
[arXiv] 2026-08-18 | Nonlocal Transition Kernel for Efficient Learning of Restricted Boltzmann Machines
[arXiv] 2026-08-18 | Spectral gap for unlabelled Ginibre Interacting Brownian motion
[arXiv] 2026-08-18 | Flat band and Bulk-Boundary correspondence in a non-Hermitian trimerized lattice model with generic boundary conditions
[arXiv] 2026-08-18 | Static and dynamic properties of Triply Heavy Baryons
[arXiv] 2026-08-18 | Quantum Geometric Tensor Preconditioning for Stable Training of Recurrent Neural Quantum States
[arXiv] 2026-08-18 | TokEval: A Tokenizer Evaluation Suite
[arXiv] 2026-08-18 | Delegation Asymmetry in Agentic Recommender Systems: Measuring Two-Sided Receptivity in Online Dating
[arXiv] 2026-08-18 | Electronic Reconstruction at the Quasicrystal-Moiré Crossover in Twisted Bilayer Graphene
[arXiv] 2026-08-18 | Long-time fermionic quantum transport with controlled full-state error using an adaptive reservoir-mode window
[arXiv] 2026-08-18 | Supercritical sharpness for the random cluster representation of real-valued spin models
[arXiv] 2026-08-18 | CLOPS: Benchmarking System Speed at Utility Scale
[arXiv] 2026-08-18 | The geometric Laplace transform: Definition, existence and properties of the Geometric Algebra Laplace transform
[arXiv] 2026-08-18 | Confining density functional approach to the QCD phase diagram at low temperatures and thermal twin stars
[arXiv] 2026-08-18 | Where A Small Language Model Helps in Invoice Categorisation, Understood Through Embedding Geometry
[arXiv] 2026-08-18 | Minimizing Commit Rules for DAG-based Atomic Broadcast
[arXiv] 2026-08-18 | Why GPT-Style Models Do Not Directly Transfer to Symbolic Music: Compression in the Wrong Coordinate System
[arXiv] 2026-08-18 | An equidistribution conjecture for quotient-closed and submodule-closed subcategories
[arXiv] 2026-08-18 | Can $γγ$ collisions rival $e^-e^+$ in probing doubly charged Higgs bosons?
[arXiv] 2026-08-18 | Ordered Diffusion Kernels
[arXiv] 2026-08-18 | Can Large Language Models Explain Flight Safety Events? A Prior-Guided Semantic LLM-based Approach
[arXiv] 2026-08-18 | Non-orientable representation spheres
[arXiv] 2026-08-18 | Products of point counts of higher genus curves over finite fields
[arXiv] 2026-08-18 | Memory Tree Guided Key Frame Querying for Efficient 3D Question Answering
[arXiv] 2026-08-18 | Combinatorial Hodge Index Theorem for Polytopes
[arXiv] 2026-08-18 | Cluster-Graph Edit Distance: Metric Proxies, Multiscale Embeddings, and Complexity
[arXiv] 2026-08-18 | GS-Voxel: Fitting-Free Structured Latents for Large-Scale 3DGS Generation
[arXiv] 2026-08-18 | Against Political Polarization: A Unified Framework for Tracing Evolving Political Ideologies on Social Media
[arXiv] 2026-08-18 | How Do AI Climate Models Respond to Warming Across Climate Zones?
[arXiv] 2026-08-18 | A generalised transference principle
[arXiv] 2026-08-18 | Flexible Piezoresistive Yarn Pressure Sensor for Arterial Blood Pressure Waveform Measurement
[arXiv] 2026-08-18 | Simplicial closure fragments the explosive cooperation transitions in higher-order public goods games
[arXiv] 2026-08-18 | SFMformer: A Spatial-Frequency Modulation Transformer for Lightweight Image Super-Resolution
[arXiv] 2026-08-18 | Overlap-free multi-material topology optimization for minimum compliance in two and three dimensions by level-set-based negative-mapping interpolation
[arXiv] 2026-08-18 | Towards Zero-Shot Task Transfer with Neurosymbolic World Models
[arXiv] 2026-08-18 | An Omitted Mode Is a Rare Rule: The Sampling-Verification Danger Law in Continuous Code World Models
[arXiv] 2026-08-18 | Mixed-norm Brasamp-Lieb inequalities
[arXiv] 2026-08-18 | Tail exponents of conditional guesswork via the method of types
[arXiv] 2026-08-18 | Procedural Content Metageneration via Program Search and Continual Abstraction Discovery
[arXiv] 2026-08-18 | A characterization of tight ($ k, 0 $)-stable graphs
[arXiv] 2026-08-18 | Graphs attaining an upper bound on the mixed metric dimension
[arXiv] 2026-08-18 | Zariski-Dense Monodromy of Singular Hyperbolic Metrics on Non-Hyperbolic Riemann Surfaces
[arXiv] 2026-08-18 | A Theoretical Framework for Parallel Lifelong MAPF Using Group Decentralized Planning
[arXiv] 2026-08-18 | Steady-State Equivalent Circuit Model for Data Center Loads
[arXiv] 2026-08-18 | Analysis of Types of Inquiries in Student-AI Interaction: A case study of two CS2 tasks
[arXiv] 2026-08-18 | Comparative Study of Out-of-the-Box Technology for Automatic Target Detection and Recognition
[arXiv] 2026-08-18 | Computational Prosopography across a Millennium: Mathematically Oriented Lineages Traced from the Fields Medalists
[arXiv] 2026-08-18 | The critical exponent of the Falconer functional for Anosov representations
[arXiv] 2026-08-18 | Stochastic Robust Linear W-infinity Control via Dynamic Output Feedback
[arXiv] 2026-08-18 | Understanding the Surprising Generalization Properties of Tabular Foundation Models
[arXiv] 2026-08-18 | Almost-product Kähler surfaces
[arXiv] 2026-08-18 | Reduced State Stabilizer Rényi Entropy as a Probe of Quantum Phase Transitions in Frustrated J_1-J_2 Spin Models
[arXiv] 2026-08-18 | Formation of heavy double neutron stars II: the role of heavy first-born neutron stars and low metallicity
[arXiv] 2026-08-18 | Density-induced dark-baryon conversion in $Δ-$admixed hypernuclear neutron stars
[arXiv] 2026-08-18 | Affine Dual Braid Monoids: Finite Cores, Exceptional Cluster Complexes, and Koszul Resolutions
[arXiv] 2026-08-18 | BullsEye: Directed Firmware Fuzzing
[arXiv] 2026-08-18 | Dispersive Shock Waves in a 1D Quantum Liquid
[arXiv] 2026-08-18 | Chiral Spinterfaces as an Overlooked Component of the Chiral-Induced Spin Selectivity Effect
[arXiv] 2026-08-18 | Jetson-ORB-SLAM3: Accuracy-Preserving GPU Implementation for Edge Computing Devices
[arXiv] 2026-08-18 | Atomistic Structure Generation and Neural-Network Screening of Hard Carbons to Identify High-Capacity Sodium Storage
[arXiv] 2026-08-18 | Infinite-Horizon Sparse Optimal Control: Solution through a Finite-Horizon Subproblem and Its Receding-Horizon Implementation
[arXiv] 2026-08-18 | Planning Against Learning in Rank-1 Games
[arXiv] 2026-08-18 | On the Fragility of Self-Improving Agents: Variance, Task Order, and Underspecification
[arXiv] 2026-08-18 | Universal admissibility for scattering transforms
[arXiv] 2026-08-18 | The Limits of Experimental Design: Covariate Balance Beyond Low Dimension
[arXiv] 2026-08-18 | Primitive Representation Learning for Unsupervised Dynamic Contrast Enhanced MRI Reconstruction
[arXiv] 2026-08-18 | The Polyglot's Dilemma: Conformance Testing a Dozen Specs in as Many Languages
[arXiv] 2026-08-18 | Harnessing Magnitude-Only and Complex Measurements for Improved Dynamic MRI Reconstruction with Learned Priors
[arXiv] 2026-08-18 | Plug-and-Play Traffic Element Awareness for End-to-End Autonomous Driving
[arXiv] 2026-08-18 | Deep Academic Survey: Stateful Agentic Closed-Loop Paradigm for Academic Survey Automation
[arXiv] 2026-08-18 | Initialization-Free Bundle Adjustment Revisited: A Controlled Experimental Study
[arXiv] 2026-08-18 | TabNSM: Neural Sparse Mixer for Tabular Regression
[arXiv] 2026-08-18 | Entropic Value-at-Risk portfolio optimization for tempered stable Lévy processes
[arXiv] 2026-08-18 | Revisiting WEASEL 2.0: Reproduction, Sensitivity, and an Adaptive Ensemble-Size Rule
[arXiv] 2026-08-18 | Runs Above Expected (RAE) and Wicket Effect (WE): A Context-adjusted and Unified Impact Metric for Twenty20 Cricket
[arXiv] 2026-08-18 | Automated ACL Footprint Identification Using 3D Deep Learning
[arXiv] 2026-08-18 | Gisin's Argument and the Limits of Causal Explanations in Relativistic Spacetime
[arXiv] 2026-08-18 | Composing Flow-Matching Energies with Known Physics: Generation, OOD Detection, and Inversion on PDE Fields
[arXiv] 2026-08-18 | Traceable Trust for action-ready artificial intelligence in bioscience
[arXiv] 2026-08-18 | Judge, Retrieve, or Abstain: Uncertainty-Guarded LLM Judging with Provable Risk Guarantees
[arXiv] 2026-08-18 | What Does It Mean and Why Should I Bother? Motivating Students to Write Better Commit Messages
[arXiv] 2026-08-18 | Combinatorics of the Fourier transform: Stokes data, Gale duality and frieze patterns
[arXiv] 2026-08-18 | The Spin Angular Momentum and Black Hole Mass Components of Sagittarius A*
[arXiv] 2026-08-18 | The elliptic wind on jet wakes in high-energy heavy-ion collisions
[arXiv] 2026-08-18 | Evidence of self-organized criticality in the prompt emission of a bright gamma-ray burst
[arXiv] 2026-08-18 | PRISM: Precision and contact-rich Real-world Industrial Skill dataset with Multimodal sensing
[arXiv] 2026-08-18 | Topology of Nonequilibrium Currents Controls Active Transport
[arXiv] 2026-08-18 | Grading Needs a Rubric, Not Intelligence
[arXiv] 2026-08-18 | Dephasing-induced distinct mobility edges in a dimerized off-diagonal quasicrystal
[arXiv] 2026-08-18 | A Coalitional Game for Demand-Side Management in a Micro-Grid with Multiple Electricity Retailers
[arXiv] 2026-08-18 | EvoTS-Agent: A Self-Evolving LLM Agent for Financial Time Series Change Point Detection
[arXiv] 2026-08-18 | Near-unit-root persistence of symmetric stable autoregressive sequences
[arXiv] 2026-08-18 | AppendiGrade: An XAI-Enhanced Deep Learning Framework for Grading Appendicitis in Ultrasound with Gaussian Blur and Grad-CAM
[arXiv] 2026-08-18 | Set-Oriented Approach to the Analysis of Chaotic Itinerancy
[arXiv] 2026-08-18 | The FLARE Facility
[arXiv] 2026-08-18 | Adaptive Model Predictive Control for Ground Vehicles: Review and Demonstrative Implementation
[arXiv] 2026-08-18 | Stability and Reconstruction of a Nonlinearity in a Parabolic Equation from Partial Boundary Data
[arXiv] 2026-08-18 | Benchmarking Least-Squares Tensor Hypercontraction Techniques for Molecular Systems
[arXiv] 2026-08-18 | Optical decoherence in Er$^{3+}$-doped CeO$_2$ spin qubit platforms
[arXiv] 2026-08-18 | An improved bound for the randomized metric distortion problem
[arXiv] 2026-08-18 | Efficient computation of eddy-currents for nonlinear magnetic field problems
[arXiv] 2026-08-18 | Search for $B$ meson decays to multimuon final states
[arXiv] 2026-08-18 | UniVerse: Benchmarking and Enhancing LALMs on Culturally Inclusive Low-Resource Music Understanding
[arXiv] 2026-08-18 | MoRAX: Mobility-based Representation Augmentation for Geospatial Foundation Models
[arXiv] 2026-08-18 | Quantum Circuit for General Unitary: Improved T-count via Block Flattening and Dilation
[arXiv] 2026-08-18 | Accurately simulating gain and clock-induced charge production in the EMCCD gain register
[arXiv] 2026-08-18 | A single loop method for quadratic minmax optimization
[arXiv] 2026-08-18 | The Model's Tell: Measuring Context-Leakage Attack Signals with Behavior Gauges
[arXiv] 2026-08-18 | From Global Benchmarks to Local Evaluations: Benchmarking LLMs for the German Public Sector
[arXiv] 2026-08-18 | Robust Orbital Angular Momentum Transfer Using low-cost Diffractive Optics
[arXiv] 2026-08-18 | Electron transport in amorphous materials: from localization to predictive transport modeling
[arXiv] 2026-08-18 | Three explicit examples of Lie 2-groupoids
[arXiv] 2026-08-18 | An Empirical Study of Reward Specification and Benchmark Reliability in GRPO-based LLM Unlearning
[arXiv] 2026-08-18 | TraceSQL: Traceable Answerability Estimation for Reference-Free Text-to-SQL Verification
[arXiv] 2026-08-18 | ETHEREAL: A 25.6-$μ$s/inf. Low-latency Event-driven Graph-neural-network Processor for High-resolution Vision at the Edge
[arXiv] 2026-08-18 | Stability Control for Real World Testing in Autonomous Racing
[arXiv] 2026-08-18 | Tunable high-charge relativistic electron beams via direct laser acceleration in hohlraum-preheated foam targets
[arXiv] 2026-08-18 | On the abelianization of congruence subgroups of $\mathrm{SL}_2$ over $S$-integers
[arXiv] 2026-08-18 | Finitely Related Clones: Action Algebras and Applications to Free Algebras
[arXiv] 2026-08-18 | On the degrees of equivariant maps from spheres to complex Stiefel manifolds
