[2026-08-25 21:16:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-24
正在获取论文...
[arXiv] 2026-08-24 | A Cap-Move Reformulation of Ling's Proof of Samuels' Conjecture
[arXiv] 2026-08-24 | An Energy-Proportional Multimodal and Context-Aware Vision IoT Node
[arXiv] 2026-08-24 | An improved view of cosmic-ray transport and the galactic outflow in NGC 253
[arXiv] 2026-08-24 | A Sharp Curvature Threshold for GLMY Path Homology
[arXiv] 2026-08-24 | A Comparative Study of Label-free Representation Quality Metrics in Deep Learning
[arXiv] 2026-08-24 | BenthicFlow: Generating Extensible Underwater Environments via Flow Matching
[arXiv] 2026-08-24 | 5 Shades of Cooperation: Spectrum Sharing in the Upper-Mid Band
[arXiv] 2026-08-24 | Holomorphic Toroidal Pseudodifferential Operators on the Polydisk
[arXiv] 2026-08-24 | Dynamics of Wave Structures in Multifield Fuzzy Dark Matter Halos
[arXiv] 2026-08-24 | Language Chain in Alignment: Cross-Lingual Ranking Preference Optimization
[arXiv] 2026-08-24 | First Demonstration of Multi-Agent LLM System for Million-Scale Optical Link Management in Global Production AIDCs
[arXiv] 2026-08-24 | Activation-Weighted Seeded Residual Coding for Low-Bit LLM Weight Repair
[arXiv] 2026-08-24 | How Merge-Tolerant Are Vision Transformers for Wheat Phenotyping?
[arXiv] 2026-08-24 | MIVIFI: Bridging Perspective and Fisheye Domains for Training Multi-View Fisheye Image Generation Models
[arXiv] 2026-08-24 | The longest-edge bisection algorithm may produce degenerating tetrahedra
[arXiv] 2026-08-24 | LITERARYBIGFIVE: Author-Personalized Text Generation in a Unified Interpretable Space
[arXiv] 2026-08-24 | Neutron star masses from electron-capture supernovae under equation-of-state uncertainties
[arXiv] 2026-08-24 | Quantum Reservoir Computing with Physics-Informed Correction for Reduced-Order PDE Forecasting
[arXiv] 2026-08-24 | Relational Quantum Causal Processes toward Quantum Gravity with Controlled Einstein Response
[arXiv] 2026-08-24 | R-matrix via Hasse diagrams
[arXiv] 2026-08-24 | PolyChirp: Multi-Species Birdsong Classification Using TinyML on Low-Power Acoustic Sensors
[arXiv] 2026-08-24 | The Infinite, in Finite Time
[arXiv] 2026-08-24 | Definitional Sensitivity in Media Bias Detection: A Multi-Definition Dataset and Benchmark
[arXiv] 2026-08-24 | Yau's conjecture on smooth Reinhardt domains
[arXiv] 2026-08-24 | Polyconvexity for Cosserat nonlinear elasticity and nonlinear couple-stress theory
[arXiv] 2026-08-24 | Proceedings 17th International Conference on Automata and Formal Languages
[arXiv] 2026-08-24 | Signal or Noise? A Benchmark Study of Agent Skills in Web Development
[arXiv] 2026-08-24 | Improving O-RADS Risk Stratification from Ultrasound Reports: A Comparative Evaluation of Hybrid versus End-to-End LLM Reasoning Strategies
[arXiv] 2026-08-24 | LLM-based Agents for Forecasting and Prediction: Methods, Training, Evaluation, and Applications
[arXiv] 2026-08-24 | $p$-adic Equidistribution of Special Loci in a Product of Modular Curves
[arXiv] 2026-08-24 | What Makes an Initial Reaction Ready for Discussion?: Multi-Persona AI Support for Stance Reflection and Writing
[arXiv] 2026-08-24 | Introducing the Self-Stabilizing SLEEPING Model
[arXiv] 2026-08-24 | Photonic Crystal Defect Nanocavities Based on Monocrystalline Yttrium Iron Garnet
[arXiv] 2026-08-24 | The Multilingual FrameNet Corpus
[arXiv] 2026-08-24 | Hopf type theorem for surfaces of constant weighted mean curvature in Riemannian manifolds
[arXiv] 2026-08-24 | A Unified Quantum Neural Network Framework for Hamiltonian Learning and Emulation of Unknown Quantum Systems
[arXiv] 2026-08-24 | SplitLite: Low-Rank Residual Compression for Split Learning
[arXiv] 2026-08-24 | CED-EF: Compressed Exact Diffusion with Error Feedback for Multi-Agent Learning
[arXiv] 2026-08-24 | Large language models simulate intersectional synthetic identities with a budget of one to two dimensions
[arXiv] 2026-08-24 | Exact and Optimal Recursive Quantum Search via Hilbert-Space Decomposition
[arXiv] 2026-08-24 | Rubio de Francia's Extrapolation Theorem and Sparse Bounds
[arXiv] 2026-08-24 | Fairness Hazard Analysis for Socio-Technical Processes: A Multiple-Case Study in Bias-sensitive Organisational Settings
[arXiv] 2026-08-24 | Privileged Critic Training Enables Sensor-Free Thruster Fault Adaptation in End-to-End RL
[arXiv] 2026-08-24 | Rational Dolev--Yao Attackers: Decidable Incentive-Aware Verification of Security Protocols in Strategic Logic
[arXiv] 2026-08-24 | The star formation history of NGC 2276: Comparison between SED modeling and hydrodynamical simulations
[arXiv] 2026-08-24 | What's Your NIC Whispering? Network Threat Behavior Recognition via NIC Electromagnetic Side-Channel Leakage
[arXiv] 2026-08-24 | Six new doubly eclipsing quadruples in a 2+2 architecture
[arXiv] 2026-08-24 | Coarse-grained kinetic scale tightens thermodynamic spectral bounds of Markov cycles
[arXiv] 2026-08-24 | Concepts for Securing Agentic AI Coding and the Terok Environment
[arXiv] 2026-08-24 | When Can Agents Safely Checkpoint, Fork, Restore, and Merge? Exact Checking for Execution Edits
[arXiv] 2026-08-24 | Safety Hacking in Constrained Best-of-$N$ Inference-time Scaling
[arXiv] 2026-08-24 | Drafting-Kissing-Tumbling Dynamics of Two Particles Subjected to Horizontal Oscillations
[arXiv] 2026-08-24 | A Commutator Framework for Selective Spectral Alignment in Deep Neural Networks
[arXiv] 2026-08-24 | Exploring Dowker Homology for Sentence Similarity
[arXiv] 2026-08-24 | A Fully Matrix-Free Three-Grid Preconditioner for the Time-Harmonic Maxwell Equations at Extreme Scale
[arXiv] 2026-08-24 | Revised symmetry rule and intrinsically time-reversal symmetry breaking pairing in multi-orbital superconductors
[arXiv] 2026-08-24 | A subquadratic bound for generalized Turán numbers of odd cycles
[arXiv] 2026-08-24 | Deterministic Preparation of Arbitrary Spin Eigenfunctions
[arXiv] 2026-08-24 | Same Agent, Different Answers: A Repeat-Aware Audit of Corpus-Induced Answer Churn in Retrieval-Augmented QA
[arXiv] 2026-08-24 | Your AI, On a Dial: Controlling Investment Bias in LLMs with a Single Neuron
[arXiv] 2026-08-24 | Let the Bullets Fly: Multimodal Fake News Detection with Temporal-Aligned Generative Danmaku
[arXiv] 2026-08-24 | Beyond the Harness: End-to-End Optimization of Context Artifacts for Enterprise Text-to-SQL
[arXiv] 2026-08-24 | Partial Progress on Stone's Conjecture: $P_0$-Membership of Fully Semimonotone Matrices with Positive Determinant
[arXiv] 2026-08-24 | VeCAS: Vessel-Focused Contrast-Free Angiogram Synthesis for Vascular Interventions
[arXiv] 2026-08-24 | On the Hilbert series of ideals generated by general linear forms
[arXiv] 2026-08-24 | Fairness-Aware Mixture-of-Experts via Subgroup Reweighting and Gate Regularization
[arXiv] 2026-08-24 | When Is Two-Stage Sample Robust Optimization Asymptotically Optimal? A Simple Perspective
[arXiv] 2026-08-24 | Gromov Hyperbolicity of Substitution graphs
[arXiv] 2026-08-24 | Ab initio anatomy of quadrupole correlations in $^{16}$O and $^{20}$Ne
[arXiv] 2026-08-24 | Dendritic structure enables powerful plasticity
[arXiv] 2026-08-24 | The pointwise multiscale texture operator: analytical foundations and functional characterization
[arXiv] 2026-08-24 | MetaCaster: Meta-Harness-Optimized Agent for End-to-End Few-Shot Learning of Lightweight Time Series Forecasters
[arXiv] 2026-08-24 | Non-Regularizing properties of $n$-Laplace systems with antisymmetric potentials in critical Lebesgue spaces
[arXiv] 2026-08-24 | CSymPlan: Certified Symbolic Planning and Control for High-DOF Manipulators
[arXiv] 2026-08-24 | Impact of Bubble Nucleation History and Friction on Primordial Black Hole Formation
[arXiv] 2026-08-24 | Gravitationally-decoupled hairy black holes: probing geometric, optical, and quasinormal mode signatures
[arXiv] 2026-08-24 | Permeability parameter asymptotics in a Cahn--Hilliard system with third type transmission conditions
[arXiv] 2026-08-24 | Quality Inspection of Printed Circuit Board Pin Insertion via Semantic Segmentation and Board-Level Feature Extraction
[arXiv] 2026-08-24 | Towards Perturbative Unimodular Poincaré Gauge Theories with Propagating Torsion
[arXiv] 2026-08-24 | Universal equilibrium magic in quantum many-body systems
[arXiv] 2026-08-24 | The Orlik--Solomon algebra of a locally geometric poset and cohomology of complex abelian arrangements
[arXiv] 2026-08-24 | Credal Large Language Models for Semantic Commitment under Uncertainty
[arXiv] 2026-08-24 | Monotonicity Principle and "p-Laplace Signature" for Tomography in Nonlinear Elliptic Inverse Problems
[arXiv] 2026-08-24 | Simplified Cross-Modal Calibration for Heterogeneous Event-RGB Stereo Systems
[arXiv] 2026-08-24 | Proxy reliance in large language model decisions is uncalibrated to predictive evidence
[arXiv] 2026-08-24 | Cyclotomic norm congruences for zeta values and modular $L$-values
[arXiv] 2026-08-24 | Inverting and Up-channelizing Critically-Sampled Polyphase Filter Banks
[arXiv] 2026-08-24 | Aligning Biomedical Texts and Knowledge Graphs: A Systematic Comparison of Lightweight Alignment Strategies
[arXiv] 2026-08-24 | Extreme-ultraviolet spectroscopy using quantum logic: a feasibility study for singly-ionized helium
[arXiv] 2026-08-24 | First-Principles Spin-Lattice Coupling from Downfolded Electron-Phonon Interaction
[arXiv] 2026-08-24 | Why We Created Yet Another Memory Framework: Understanding MGA's Role in Next-Gen Database Systems
[arXiv] 2026-08-24 | The Surprising Effectiveness of LLMs in BGP Security: Mining An Unprecedented Amount of Incidents and Boosting Anomaly Detection
[arXiv] 2026-08-24 | The Douglas question for functions of the form $\overline{z}+h$ with $h$ in the disk algebra
[arXiv] 2026-08-24 | Triplet2Track: A Hierarchical System with Object-Centric Representations for Reliable Long-Horizon Manipulation
[arXiv] 2026-08-24 | VersaDB: A High-Performance AI Storage Database for Unifying Mutimodal Datasets
[arXiv] 2026-08-24 | Joule Thomson expansion of $κ$-deformed Schwarzschild-AdS black hole
[arXiv] 2026-08-24 | Interpretable Landsat-to-Hyperspectral Dual Super-Resolution Without Large Matrix Inversion
[arXiv] 2026-08-24 | TailSieve: Partial-Rollout-Guided Tail Routing for LLM Rollouts
[arXiv] 2026-08-24 | ReCoG: Reciprocal Co-Evolution for Multimodal Graph Learning
[arXiv] 2026-08-24 | Global convergence and monotonicity of Newton iteration for the inverse Grötzsch modulus
[arXiv] 2026-08-24 | DelistBench: Evaluating Search-Enabled LLMs for Auditable Corporate-Event Database Completion
[arXiv] 2026-08-24 | Classical and quantum spectral density estimation under local graph access
[arXiv] 2026-08-24 | LpWM: A Case for Sparse Representations in World Models
[arXiv] 2026-08-24 | Compositional Chain-of-Relations for Faithful Knowledge Graph Question Answering with Large Language Models
[arXiv] 2026-08-24 | Object-Uni: A Unified Model for Object-Centric Spatial Understanding and Controllable Generation
[arXiv] 2026-08-24 | Derivations of Generalized Moduli Algebras of Isolated Hypersurface Singularities
[arXiv] 2026-08-24 | Interior estimates and regularity for the scalar curvature equation in dimension 4
[arXiv] 2026-08-24 | Role of $d$-electron density of states in the quantum size effect \newline of Pt-Ni and Pt-Pd nanoparticles
[arXiv] 2026-08-24 | Counterexamples to a treewidth conjecture on generalized Turán problems
[arXiv] 2026-08-24 | Rethinking Item Tokenization in Generative Recommenders: From Fixed Atoms to Semantic Subwords
[arXiv] 2026-08-24 | Probing AU-Scale Magnetic-Field Reversals in the Interstellar Medium with Pulsar Scintillation
[arXiv] 2026-08-24 | A Source-Grounded Framework for Constructing and Evaluating Progressive Multimodal Diagnostic Dialogues from Clinical Case Reports
[arXiv] 2026-08-24 | Weak flocking for phase-spatially extended kinetic Cucker-Smale equation in a confining force field
[arXiv] 2026-08-24 | Effects of femtoscopic correlations on spin-spin correlation measurements
[arXiv] 2026-08-24 | WnW: Waxing-and-Waning KV Cache for Long-Form Speech LLMs
[arXiv] 2026-08-24 | Unique continuation for $\bar\partial u = Vu$ at infinity
[arXiv] 2026-08-24 | Unit-to-Plant Stability Shaping of Multi-Electrolyzer ReP2H Plants via Interface Design and Dispatch
[arXiv] 2026-08-24 | Enrich-Retrieve-Rank: Scaling Capability Discovery Beyond In-Context Routing
[arXiv] 2026-08-24 | Outcome Disclosure and Temporal Refinement in Multi-Battle Team Contests
[arXiv] 2026-08-24 | Quantifying Multipartite Entanglement Based on unified entropy
[arXiv] 2026-08-24 | Intermediate hyperbolicity of varieties supporting a variation of Hodge structure
[arXiv] 2026-08-24 | Maximum-distance nonnegative matrix factorization for unmixing highly mixed grain-size distribution data: A generalization of AnalySize
[arXiv] 2026-08-24 | Contextrast++: Robust Multi-Scale Contextual Contrastive Learning for Semantic Segmentation
[arXiv] 2026-08-24 | Collective self-sorting on a chip
[arXiv] 2026-08-24 | A-CPES: A Reference Framework for Agentic AI in Cyber-Physical Energy Systems
[arXiv] 2026-08-24 | Where Do Periodic Density Structures Acquire Coherence? A Low-Coronal Resonator Candidate and a 12-Event STEREO/SECCHI Transfer Test
[arXiv] 2026-08-24 | Time-Resolved Edge Flux on the SU(3) Triangle: A Cooperative-Decay Graph Framework with Exact Bateman Solutions
[arXiv] 2026-08-24 | Compressed sensing matrices from orthogonal spaces over finite fields of odd characteristic
[arXiv] 2026-08-24 | Curved Waveguide-Enabled Pinching-Antenna System (C-PAS): Communication Performance Analysis
[arXiv] 2026-08-24 | Reservoir of Importance: Learning Semi-Structured Sparsity with Differentiable Subset Sampling
[arXiv] 2026-08-24 | Beyond FAIR Data: Instrument Traces for Active and Autonomous Scientific Experimentation
[arXiv] 2026-08-24 | LipsAM: Lipschitz-continuous Neural Networks for Convergent Plug-and-Play Audio Signal Recovery
[arXiv] 2026-08-24 | Meta-Moderator: Empowering Multi-Agent Debate with Meta-Cognition
[arXiv] 2026-08-24 | Beyond Surface Cues: Disentangling Sociocultural Signals in Multilingual LLMs
[arXiv] 2026-08-24 | When the Edit Changes the Patient: Measuring Identity Preservation in Counterfactual Retinal Images
[arXiv] 2026-08-24 | Most of the LLM routing gap is task type
[arXiv] 2026-08-24 | Neural Boltzmann Equations
[arXiv] 2026-08-24 | On smooth affine surfaces with the cohomology of a smooth projective curve
[arXiv] 2026-08-24 | Three-dimensional simple real Bol algebras
[arXiv] 2026-08-24 | Nonstandard Axiomatic Semantics
[arXiv] 2026-08-24 | ENCORE: Entropy-Guided Cropping and Attention Regularization for Robust Vision--Language Understanding
[arXiv] 2026-08-24 | A Physical Response-and-Memory Model for Muon Optimization
[arXiv] 2026-08-24 | InstructMove: A Text-Indispensable Benchmark for Instruction-Following Manipulation
[arXiv] 2026-08-24 | What Does Activation Steering Control? Attribution Across Answer Encodings and Output-Sensitive Subspaces
[arXiv] 2026-08-24 | Uncovering Cellular Resolution in scRNAseq via Unbiased Cell and Gene Network Analysis
[arXiv] 2026-08-24 | Hierarchy-Aware Semantic Losses for Knowledge Graph Link Prediction
[arXiv] 2026-08-24 | Cascading Relevance-driven Recommendation Network for CTR Prediction in Trigger-Introduced Recommendation
[arXiv] 2026-08-24 | Curvature and Isocurvature Perturbations in multi-field Gauss-Bonnet inflation
[arXiv] 2026-08-24 | Do Time-Series Foundation Models Pay Off for Industrial Monitoring? A Cost-Aware Empirical Study
[arXiv] 2026-08-24 | An Exact Counting Formula for the Mutual Position of Two Plane Conics
[arXiv] 2026-08-24 | The Illusion of Control: Why Bare Classifier Inversion Silently Fails in Concept-Bottleneck Text Generation
[arXiv] 2026-08-24 | WADE: A Reasoning-Annotated Benchmark for Multi-Instance Floating-Waste Grounding with Compact Vision-Language Models
[arXiv] 2026-08-24 | Nonexistence Results and Constructions for Signed Difference Sets
[arXiv] 2026-08-24 | Rethinking the Foundations of Two-Sided AI Models for 6G
[arXiv] 2026-08-24 | TSWAP: A Multilingual Retrieval-Augmented Thai Wellness Advisor
[arXiv] 2026-08-24 | Uniform exponent bounds for integral group homology
[arXiv] 2026-08-24 | A priori bounds for the generalized parabolic Anderson model in the full subcritical regime
[arXiv] 2026-08-24 | Do Spoken Language Models Hear Speech as They Read Text? Bridging Structural Gaps Between Speech and Text
