[2026-07-09 12:12:28] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-08
正在获取论文...
[arXiv] 2026-07-08 | Innovating Risk Modelling for Global Funds
[arXiv] 2026-07-08 | Gradient-free stochastic optimization of derivatives under strong convexity
[arXiv] 2026-07-08 | Regularity for eigenvalue-type equations in sets with thick complement
[arXiv] 2026-07-08 | A Physics-guided Fine-tuned LLM-based Framework for Customized Power Distribution System Feeder Generation
[arXiv] 2026-07-08 | ORCAID: Oblique Rule-Based Continuous-Action Interpretation for Deep RL Policies
[arXiv] 2026-07-08 | DiPhon: Diffusion on Graphons for Scalable Graph Generation
[arXiv] 2026-07-08 | `Attention-Guided Cross-Temporal Clustering for Self-Supervised Video Object Segmentation
[arXiv] 2026-07-08 | Quantum Boomerang Effect in Time-Crystalline Structures
[arXiv] 2026-07-08 | Understanding surface potential dynamics of passivated perovskites via Kelvin Probe Force Microscopy
[arXiv] 2026-07-08 | An Approximate Bounded Cochain Projection
[arXiv] 2026-07-08 | Semantic Communications in the THz Band
[arXiv] 2026-07-08 | LLM Assisted Verification Assertion Generation: Challenges and Future Directions
[arXiv] 2026-07-08 | A fully one-sided diffuse-interface immersed boundary method for wall-modeled large-eddy simulation
[arXiv] 2026-07-08 | Double-periodic pulsations simultaneously detected in mid-infrared and hard X-ray emissions during an X1.5 flare
[arXiv] 2026-07-08 | Compact Rational Krylov for Parametrized Systems with Application to BEM Frequency Sweeping
[arXiv] 2026-07-08 | On the Assadi Liu Tarjan Auction Algorithm for Bipartite Matching: Simplification, Alternative Analysis, and Hard Instance
[arXiv] 2026-07-08 | Tight Formulations for Unit Commitment with Different Levels of Details -- Part I: Models and Theoretical Insights
[arXiv] 2026-07-08 | Hyperlocal monitoring of urban activity reveals responses to heat exposure
[arXiv] 2026-07-08 | Hyperuniform systems are maximally irreversible
[arXiv] 2026-07-08 | Essential spectrum for Brox-type diffusion processes
[arXiv] 2026-07-08 | Multi-Agent Robotic Control with Onboard Vision-Language Models
[arXiv] 2026-07-08 | Coexistence and manipulation of multiple singularities in a reconfigurable non-Hermitian metasurface
[arXiv] 2026-07-08 | Circuit Depth Reduction of One-Ancilla Quantum Differential Equation Solver via Extrapolation
[arXiv] 2026-07-08 | TF-Engram: A Train-Free Engram with SSD-Backed Memory for Large Language Models
[arXiv] 2026-07-08 | MMAgent-R$^2$: Learning to Rerank and Reject for Agentic mRAG
[arXiv] 2026-07-08 | Interpretable Uncertainty for Adaptive Retrieval and Reasoning in Question Answering
[arXiv] 2026-07-08 | Radiation Damage Cascades in Fullerite Using Molecular Dynamics
[arXiv] 2026-07-08 | Path Integral Monte Carlo for Fictitious Identical Particles with ξ-Ensemble
[arXiv] 2026-07-08 | Self-Supervised Pretraining Improves Cross-Site and Cross-Scale Robustness of Point Cloud Leaf-Wood Segmentation
[arXiv] 2026-07-08 | A categorification of the Brenti--Welker identity
[arXiv] 2026-07-08 | Bi-PT: Bidirectional Cross-Attention Point Transformers for Four-Chamber Heart Reconstruction from Sparse Cardiac MRI Data
[arXiv] 2026-07-08 | Scaling Author Identity Disambiguation to the World of Code: A Methodology
[arXiv] 2026-07-08 | A Hierarchical Multilevel Inference Framework for Structural Cardiovascular Risk Modeling: County-Scale Analysis of Cardiovascular Mortality in Ohio and Pennsylvania (1999-2020)
[arXiv] 2026-07-08 | Evaluating LLM Robustness Under Domain-Specific Prompt Perturbations in Public Health Applications
[arXiv] 2026-07-08 | The direction of rotation of supermassive black holes is unrelated to the direction of rotation of the host galaxy
[arXiv] 2026-07-08 | Schwarz maps for modular curves
[arXiv] 2026-07-08 | Dynamic Object Detection and Tracking in Construction: A Fisheye Camera and LiDAR Sensor Fusion Model
[arXiv] 2026-07-08 | UBG-Net: An Uncertainty-aware Bayesian Gating Network for Robust Audio-Visual Speech Recognition
[arXiv] 2026-07-08 | A locking free mixed FEM based on a pure pseudostress based formulation for the elasticity eigenproblem
[arXiv] 2026-07-08 | The Key to Going Linear: Analysis-Driven Transformer Linearization
[arXiv] 2026-07-08 | Coherent Signal Detection with Pruning -- I. Finding Short-Period Binary Pulsars in Circular Orbits
[arXiv] 2026-07-08 | Induced Erdős--Pósa property for long holes, long thetas, and beyond
[arXiv] 2026-07-08 | Institutional Red-Teaming: Deployment Rules, Not Just Models, Causally Shape Multi-Agent AI Safety
[arXiv] 2026-07-08 | Error bounds for the truncated Baker--Campbell--Hausdorff and Zassenhaus formulas in unitary problems
[arXiv] 2026-07-08 | Faster quantum linear system solver beyond the condition number
[arXiv] 2026-07-08 | Small Matrices with Large Inverses: Unimodular $4 \times 4$ Cases
[arXiv] 2026-07-08 | Unification of polynomial and exponential cosmological attractors
[arXiv] 2026-07-08 | Multistage development of short-range spin correlations and weak magnetic order in the two coupled trillium lattices of K2Fe2(MoO4)(PO4)2
[arXiv] 2026-07-08 | On relativistic observables in black bounce spacetimes
[arXiv] 2026-07-08 | How Data Shapes RoPE Frequency Usage: From Positional Scale Matching to Length Generalization
[arXiv] 2026-07-08 | A hierarchical memory architecture overcomes context limits in long-horizon multi-agent computational modeling
[arXiv] 2026-07-08 | Wavelength-resolved small-angle neutron spectroscopy of spin waves in MnSi under pressure
[arXiv] 2026-07-08 | Answering Without Referring: How AI Search Rewrites the Web's Economic Bargain
[arXiv] 2026-07-08 | Semilocal exchange functionals from the exact-exchange condition for the hydrogen atom: Hydrogenic exactness and recovery of Rydberg-like bound states
[arXiv] 2026-07-08 | Are Machine Learning Interatomic Potentials Truly Practical? A Benchmark of 23 Mainstream Models
[arXiv] 2026-07-08 | Acoustic-phonon-driven spin-lattice relaxation of the hBN boron vacancy in the sub-THz regime
[arXiv] 2026-07-08 | A curious congruence modulo primes
[arXiv] 2026-07-08 | Unlearning to Protect: A Distilled Reinforcement Learning Framework with Privacy-Preserving Feature Unlearning and XAI for IoT Security
[arXiv] 2026-07-08 | From Custom-Fit to Portable: Bridging the Gap Between Synthesized and Engineered GPU Query Execution
[arXiv] 2026-07-08 | Raman spectroscopic signature of Kitaev magnetism and complex spin-lattice coupling in S = 1/2 antiferromagnet SrLaCoNbO$_6$ double perovskite
[arXiv] 2026-07-08 | Pure Nash Equilibria in Graphical Games of Bounded Width Revisited
[arXiv] 2026-07-08 | Odd-Dimensional Localization in Supergravity
[arXiv] 2026-07-08 | Time-periodic vortices near translating symmetric dipole patches
[arXiv] 2026-07-08 | Bayesian spatial modelling framework for assessing residential flood risk in property insurance
[arXiv] 2026-07-08 | MLIP Studio: An Open Platform for Interactive Benchmarking and Atomistic Simulations Using Machine Learning Interatomic Potentials
[arXiv] 2026-07-08 | Operational Collapse Region in Repeaterless Loss-Dephasing Quantum Channels
[arXiv] 2026-07-08 | Koopman Spectral Analysis of Lithium-Ion Battery Dynamics: State of Charge as a Marginally Stable Observable
[arXiv] 2026-07-08 | Decolonizing technosignatures: Reimagining technosignatures through an Indigenist lens
[arXiv] 2026-07-08 | Vacuum polarization and renormalized stress-energy tensor of spherical thin shells
[arXiv] 2026-07-08 | Directional bias of a single polarized cell under confinement
[arXiv] 2026-07-08 | Ionized gas emission in protoplanetary disks with the SKAO
[arXiv] 2026-07-08 | On the Robustness in Data-Driven Nonlinear Optimal Control: From Stability to Optimality
[arXiv] 2026-07-08 | Practical Computations of the Mertens Function: $M(10^{24})$ and $M(10^{25})$
[arXiv] 2026-07-08 | Tunnel-rate controlled local heat distribution in mesoscopic circuits
[arXiv] 2026-07-08 | Magnitude of module categories
[arXiv] 2026-07-08 | AA-ViT: Anatomically Aware Vision Transformer with Structural and Frequency Guidance for Contrast Enhanced Brain MRI Synthesis
[arXiv] 2026-07-08 | Weak convergence rate for the Cox-Ingersoll-Ross process
[arXiv] 2026-07-08 | An analytical solution of a quantum system with non-Markovian behavior: The Bixon-Jortner system in time domain
[arXiv] 2026-07-08 | Equivalence testing in pesticide risk assessment -- Evaluation and practical guidance for design, analysis and interpretation
[arXiv] 2026-07-08 | Towards Minimax Estimation of High-Order Functionals by Quantum Arguments
[arXiv] 2026-07-08 | Avoiding unsafe sets when training with Langevin Dynamics
[arXiv] 2026-07-08 | A Unified Detection Framework for AI-Related Content and Artifacts
[arXiv] 2026-07-08 | On the rate of the vanishing viscosity approximation for Mean Field Games with nonlocal coupling
[arXiv] 2026-07-08 | Empirical Bayes Estimation of the Mean of a Function of the Latent Variable with Applications to the Treatment of Nonresponse
[arXiv] 2026-07-08 | HIVE: Understanding Post-Hallucination Reasoning in Vision Language Models
[arXiv] 2026-07-08 | TimEE: End-to-end Time Series Classification via In-Context Learning
[arXiv] 2026-07-08 | Explicit stabilized implementation of singly diagonally implicit Runge-Kutta methods
[arXiv] 2026-07-08 | Scalar and Electromagnetic Perturbations around a Black Hole with a Topological Defect: Quasinormal Modes and Quasi-bound States in a Plasma Medium
[arXiv] 2026-07-08 | Revisiting cLFV in "T1-2-A" scotogenic models: asymmetries in three-body lepton decays
[arXiv] 2026-07-08 | From Decision to Random Certificates: Exponential Separation for Edge Estimation with Independent Set Queries
[arXiv] 2026-07-08 | Biased or Personalized? The Impact of Personal Information on AI-driven Development
[arXiv] 2026-07-08 | Population statistics of nanohertz gravitational wave sources
[arXiv] 2026-07-08 | Beyond Attack-Success Rate: Action-Graded Severity Scale for Tool-Using AI Agents
[arXiv] 2026-07-08 | The space of preorders on a commutative monoid
[arXiv] 2026-07-08 | A Theory of Contrastive Learning with Natural Images
[arXiv] 2026-07-08 | Statistical inverse learning and $\ell^1$-regularization
[arXiv] 2026-07-08 | 5G Positioning Reference Signal impact assessment in Non-Terrestrial Networks communication service
[arXiv] 2026-07-08 | Infinite hidden Markov models for cylindrical data
[arXiv] 2026-07-08 | Relativistic Common-envelope Dynamics of a Stellar-mass Black Hole II: Kerr Black Hole
[arXiv] 2026-07-08 | Mitigating Taint-Style Vulnerabilities in MCP Servers via Security-Aware Tool Descriptions
[arXiv] 2026-07-08 | Milky Way Atlas: A radial-velocity-resolved, three-dimensional map of H I within 1.25 kpc
[arXiv] 2026-07-08 | The Blind Curator: How a Biased Judge Silently Disables Skill Retirement in Self-Evolving Agents
[arXiv] 2026-07-08 | Growth of (111)-textured SrTiO3 thin films on Pt(111)/Al2O3(1-102) substrates by rf magnetron sputter deposition
[arXiv] 2026-07-08 | Chimera state in a neuronal network under the action of a magnetic field
[arXiv] 2026-07-08 | The Optimal Sample Complexity of Learning Autoregressive Chain-of-Thought
[arXiv] 2026-07-08 | Initiation Safety: A Missing Dimension in Generalist-Robot Safety
[arXiv] 2026-07-08 | Revisiting Maximum $k$-Biplex Search Through $k$-Bounded-Degree Deletion
[arXiv] 2026-07-08 | How Reliable Is the Multi-Input Heuristic for Bitcoin Address Clustering in Law Enforcement Contexts?
[arXiv] 2026-07-08 | Heterogeneity-Adaptive Diffusion Schrodinger Bridge for PET-Guided Whole-Body MRI Translation
[arXiv] 2026-07-08 | When Prompts Ignore Structure: Graph-Based Attribute Reasoning for Calibrated VLMs
[arXiv] 2026-07-08 | Inverse Scattering from Conformal Infinity for Totally Geodesic Defects in Hyperbolic Space
[arXiv] 2026-07-08 | A Large Language Model-Driven Agent-Based Modeling Framework with Multi-Round Communication for Simulating Vaccine Opinion Dynamics
[arXiv] 2026-07-08 | Stiffness by design in biological fibers: the influence of microstructure and temperature
[arXiv] 2026-07-08 | zk-ScalHard: Scalable and Hardware-Rooted Privacy-Preserving Authentication for Secure OTA Updates in Zonal SDVs
[arXiv] 2026-07-08 | Benchmarking and Engineering Data Structures for Spherical Range Queries
[arXiv] 2026-07-08 | Hardness of Frequency-Related Queries on Compressed Strings
[arXiv] 2026-07-08 | Improving greenhouse fruit-production control by integrating reinforcement learning into short-horizon model predictive control
[arXiv] 2026-07-08 | Topological changes and response singularities in black hole thermodynamic branch structure
[arXiv] 2026-07-08 | Maximal monotonicity of piecewise polyhedral mappings
[arXiv] 2026-07-08 | Thermodynamic limit for SO(2N) gauge theories with spinors/conjugate spinors
[arXiv] 2026-07-08 | Dyadic potential theory and de Rham functions
[arXiv] 2026-07-08 | Latency-Aware Bid Acceptance under Operational Feasibility: A Public Benchmark with Hindsight Ceilings
[arXiv] 2026-07-08 | Spatial Limits of Fluid Antenna Systems
[arXiv] 2026-07-08 | Lecture notes on classical and quantum non-Markovianity
[arXiv] 2026-07-08 | On capitulations of even $K$-groups and pseudo-null submodules in $\mathbb{Z}_p^d$-extensions
[arXiv] 2026-07-08 | Taming nonlinear energy diffusion: The case of time-crystal energy condensates
[arXiv] 2026-07-08 | Perspectives on inverse design for AI magnonics
[arXiv] 2026-07-08 | HAJJv2-CrowdCount: Zero-Shot Benchmark for Dense Crowd Counting
[arXiv] 2026-07-08 | From Atomic Actions to Standard Operating Procedures: Iterative Tool Optimization for Self-Evolving LLM Agents
[arXiv] 2026-07-08 | Pulley coupler engineering for frequency comb generation based on the supermodal approach
[arXiv] 2026-07-08 | Wrench-Based Bayesian Pose Estimation via Matrix--Fisher Gaussian Inference
[arXiv] 2026-07-08 | Gravitational form factors of the pion in light-front holographic QCD
[arXiv] 2026-07-08 | Design and Deployment Guidelines for UAV-Mounted RIS Under Position Uncertainty
[arXiv] 2026-07-08 | Visualizing and forecasting subnational life-table death counts: Gap forecasting methods
[arXiv] 2026-07-08 | Blockage-Robust Beamforming for Near-Field Communications: From Single-Airy to Multi-Airy
[arXiv] 2026-07-08 | Understanding Interpretation Difficulty in Harmful Online Communication: Insights from Cybercrime Communities
[arXiv] 2026-07-08 | Revisiting Certainty Equivalence: The Structural Coupling Between Estimation and Control in Underactuated Nonlinear Systems
[arXiv] 2026-07-08 | BubbleSH: A Dataset of Rising Bubbles with Deformable Interfaces
[arXiv] 2026-07-08 | Safe2Hail: A Forensic-Driven Post-Trip Tracking Framework for Ride-Hailing Safety in Africa
[arXiv] 2026-07-08 | Quantifying Environmental Effects on Galaxy Properties using Non-spherical Voids Identified from SDSS DR7
[arXiv] 2026-07-08 | Naming the Concepts Classifiers Rely On: Language-Anchored Decomposition for Faithful Explanation
[arXiv] 2026-07-08 | GalPort: Investigation of the bar in action-angle space
[arXiv] 2026-07-08 | Some Comments on Regular Overpartitions modulo $2^k$
[arXiv] 2026-07-08 | Non-minimal k-perfect hashing: Tight lower bounds and an application to fast static hash tables
[arXiv] 2026-07-08 | Recent highlights from the STAR Experiment
[arXiv] 2026-07-08 | Non-Abelian Thouless pumping based on the global adiabatic criterion in Rydberg synthetic lattices
[arXiv] 2026-07-08 | Vision Foundation Models in Radiology: A Scoping Review of Data, Methodology, Evaluation and Clinical Translation
[arXiv] 2026-07-08 | Symmetry-breaking and local stability of a two-phase eigenvalue problem in optimal insulation
[arXiv] 2026-07-08 | Floquet-Weyl states at one-photon resonances in three-dimensional topological insulators
[arXiv] 2026-07-08 | Prototype-Anchored Generalized Manifold Regression for Unknown-Domain Object Detection
[arXiv] 2026-07-08 | Evaluating Endpoint Detection Robustness Against Genetic Algorithm Driven Code Transformations
