[2026-05-30 10:47:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-29
正在获取论文...
[ACM] 2026-5-29 | BeamFormer: Transformer-based Beam Management for 6G Networks
[ACM] 2026-5-29 | Gaze-informed Object Sequences for Egocentric Action Recognition using Deep Learning
[ACM] 2026-5-29 | Cultural Accessibility: How Writing Direction and Pictorial Perspective Shape Gaze Dynamics
[ACM] 2026-5-29 | BIONIC: A Co-Designed Hardware and Runtime for Time-Sensitive Battery-Free IoT
[ACM] 2026-5-29 | Act Before It’s Too Late: Power-Efficient LLM Inference on Mobile Device
[ACM] 2026-5-29 | TwinFocus: Autofocus for Handheld mmWave SAR Imaging via Physical and Digital Twin References
[ACM] 2026-5-29 | FairNS: Fair Negative Sampling in Collaborative Filtering via Diffusion Models
[IEEE] 2026-5-29 | Malware Patching Strategies in Edge Intelligence IoT Systems: A Differential Games Approach With Spiking Neural Networks
[ACM] 2026-5-29 | ECCentric: An Empirical Analysis of Quantum Error Correction Codes
[IEEE] 2026-5-29 | Robotic Steerable Sheath for Left Atrial Appendage Occlusion_supp3-3689692.mp4
[IEEE] 2026-5-29 | ATP-VLA: A Robust Grasping Framework Driven by Temporal Asymmetric Multimodal Fusion and Representation Isomorphism
[IEEE] 2026-5-29 | Self-Adaptive Differential Evolution for Joint D-RIS Placement and Channel Estimation
[IEEE] 2026-5-29 | Empirical Evidence of Quantum Kernel Concentration in Few-Shot Keyword Spotting
[IEEE] 2026-5-29 | Distributed ISAC Resource Allocation for V2V Detection and Tracking
[IEEE] 2026-5-29 | Introducing IEEE Collabratec
[IEEE] 2026-5-29 | Agents of Change: Decoding Human Voices in Large Language Models
[IEEE] 2026-5-29 | Joint Beamforming and UAV Deployment Optimization for ISAC-Enhanced UAV-Assisted VEC
[IEEE] 2026-5-29 | Locating Accountability and Centering the Margins for Ethical Technology Futures
[ACM] 2026-5-30 | Wearable Rhythm: An Ambient Wearable for Promoting Awareness of Internal Rhythms
[ACM] 2026-5-29 | Quality of Multimedia Experience Meets Machine Intelligence
[ACM] 2026-5-29 | MPEG Column: 153rd MPEG Meeting
[IEEE] 2026-5-29 | Bio-inspired Optofluidic Molecular Communication with Photothermally Actuated Microrobot Swarms
[IEEE] 2026-5-29 | Coarse Labels Matter: Revisiting the Role of Coarse-Grained Supervision in Fine-Grained Learning
[IEEE] 2026-5-29 | Decouple-Then-Synergize: A Self-Paced Collaborative Learning Network for RGB-T Snowy Urban Scene Parsing
[IEEE] 2026-5-29 | Topology-Guided Knowledge Transfer for Multiobjective Multitask Optimization_supp1-3696355.pdf
[IEEE] 2026-5-29 | Bandwidth Enhancement of Low-Profile Glass-Based Substrate Integrated Cavity Antenna-in-Package
[IEEE] 2026-5-29 | MuSL: Multimodal deep learning for generalizable prediction of synthetic lethality from sequence, transcriptomic, and network data
[IEEE] 2026-5-29 | A Novel Flux-Shunt DC-Saturated Magneto-Controlled Transformer: Structure, Modeling and Implementation
[IEEE] 2026-5-29 | Impulse Current Test System for High Frequency B-H Magnetic Ring Characterization
[IEEE] 2026-5-29 | Front Cover
[IEEE] 2026-5-29 | An analytical formula for stress-dependent anhysteretic behaviour
[IEEE] 2026-5-29 | Three-Dimensional Decoupled Atomic Norm Minimization for NLoS Target Localization in RIS-Aided FDA-MIMO Radar Systems
[ACM] 2026-5-29 | Imbalanced Multi-Domain Multi-Modal Learning with Expert Collaboration and Dynamic Fusion Mechanism for Fake News Detection
[ACM] 2026-5-29 | Non-dyadic Mobile Multi-Robot System Interaction: A Systematic Literature Review
[ACM] 2026-5-29 | PCREQ: Automated Inference of Compatible Requirements for Python Third-party Library Upgrades
[ACM] 2026-5-29 | ADL-CLIP: Text-Aligned RF Representation for Continuous ADL Detection in Home Environments
[ACM] 2026-5-29 | Introduction to the Special Section on USENIX OSDI 2025
[ACM] 2026-5-29 | Analyzing the Relationship Between Reading Times and Lexical Complexity Prediction in Romanian
[ACM] 2026-5-29 | A Standardized Comparison of Blink, Wink, and Dwell as Selection Methods for Gaze-based Interaction
[ACM] 2026-5-29 | Dynamical Time Course Analysis of Real-Time Gaze Metrics
[IEEE] 2026-5-29 | Partially Parallel Decoding for IRSA Over Fading and Noisy Channels
[ACM] 2026-5-30 | NeuroHarmonium: An Interactive Neuroadaptive Musical Instrument Using Brain-Computer Interface and Neural Network Learning
[ACM] 2026-5-30 | InvestChat: Exploring Multimodal Interaction via Natural Language, Touch, and Pen in an Investment Dashboard
[ACM] 2026-5-30 | DirectionalIllusion: Displaying Different Images Based on Gaze Movement Directions using a High-Speed Projector
[ACM] 2026-5-30 | Investigating the Design and Performance of Letter Chords
[ACM] 2026-5-30 | Leveraging Large Language Models for Alt-Text Evaluation in E-Commerce: A Data-Driven Study
[ACM] 2026-5-29 | Vec-LUT: Vector Table Lookup for Parallel Ultra-Low-Bit LLM Inference on Edge Devices
[ACM] 2026-5-29 | Prediction of Eye Dominance in VR
[ACM] 2026-5-29 | Social Interaction Graphs for Eye Tracking
[ACM] 2026-5-29 | Doctoral Consortium application Efficient lightweight Eye tracking algorithms aimed at Embedded solutions for smart eyewear
[ACM] 2026-5-29 | MPEG Column: 152nd MPEG Meeting
[IEEE] 2026-5-29 | Paving the Way for Point Cloud Video Representation Learning Using a PDE Model
[IEEE] 2026-5-29 | A Bayesian Hierarchical Framework for Non-linear and Iterative Transfer Learning of Gaussian Process_supp1-3696225.pdf
[IEEE] 2026-5-29 | IEEE Membership
[IEEE] 2026-5-29 | Fast Adaptive Automatic Modulation Classification Under Non-Gaussian Impulsive Noise
[IEEE] 2026-5-29 | A
                    <i>Q-V</i>
                    -Based Stability Criterion for Recurrent Fault Ride-Through in Grid-Following Converters
[IEEE] 2026-5-29 | DSCAttenEMG: A Lightweight sEMG-Based Hand Gesture Recognition Model Via Depthwise Separable Convolution and Multi-Head Attention
[IEEE] 2026-5-29 | A Rapid, Model-Based Method for Screening Machine Learning Algorithms for EV Retired Battery Capacity Estimation with Limited Pack-Level Data
[IEEE] 2026-5-29 | I2I-Mamba: Multi-modal medical image synthesis via selective state space modeling
[IEEE] 2026-5-29 | Computing Through Time: Post-Industrial Revolution
[IEEE] 2026-5-29 | Guiding Hyperspectral Tracking: A Cross-Modal Spatial Prompt and Dynamic Semantic Memory Framework
[ACM] 2026-5-29 | Studying Webcam-based Gaze Estimation and Mouse Coordination for Cognitive Inferences
[ACM] 2026-5-29 | Identifying Effective Program Comprehension Strategies through Gaze Transitions over Syntactic Elements
[ACM] 2026-5-29 | GARB: A Gaze-Aware Reading Aid for the Browser
[ACM] 2026-5-29 | Supporting Gaze Training for Microsurgical Suturing Using Task-Region Highlighting
[ACM] 2026-5-29 | FOVAL: Subject-Adaptive, Calibration-Free Fixation Depth Estimation
[ACM] 2026-5-29 | BeamMix: 3D Gaussian Mixture-of-Experts for Element-Space Wireless Channel Modeling
[IEEE] 2026-5-29 | A V/E-Band Mixer With an Integrated Octave LO Tripler in 0.1-
                    <i>μ</i>
                    m GaAs pHEMT Technology
[IEEE] 2026-5-29 | Multifrequency Hysteresis Compensation and Fuzzy-Adaptive Fast Terminal Sliding Mode for Piezoelectric Nanorobots
[IEEE] 2026-5-29 | PRAD++: Towards Robust Periapical Radiograph Analysis through Dataset and Model Advancements
[IEEE] 2026-5-29 | We Want to Hear From You!
[IEEE] 2026-5-29 | Dynamics-Enhanced Dual-Energy Transition Control of Low-Capacitance Voltage-Doubler LCC Converter Based on High-Precision State-Trajectory Modeling
[IEEE] 2026-5-29 | Machine Learning Approaches for Event Detection and Credibility Analysis in the Digital Information Environment: A Literature Review
[IEEE] 2026-5-29 | Structure-Aware Matrix Pencil for Estimating the Number of Damped Complex Exponentials
[ACM] 2026-5-29 | SemanticDFL: Similarity-Aware Pull-based Personalized Decentralized Federated Learning
[IEEE] 2026-5-29 | Sensing-Assisted Secure Beamforming for RIS-Enabled ISAC With Leakage Suppression
[IEEE] 2026-5-29 | Adaptive Current Filter Fusion Strategy Based on Indirect Supervised Mechanism in Magnetic Suspension Balances
[ACM] 2026-5-30 | Navigating Uncertainty in a Virtual Supermarket: Designing a VR Tool to Promote Autonomy in Autistic Youth
[ACM] 2026-5-30 | SCAPED: Spoken Conversational AI Platform for Experiments on Dialogue
[IEEE] 2026-5-29 | AnAdaptive Graph Convolution-based Bi-level Planning Strategy for Urban Fast-Charging Stations in Electricity-Transportation Coupled Networks
[IEEE] 2026-5-29 | Model Predictive Black Start for Dynamic Formation of DER-Led Microgrids with Inrush Current Impacts
[IEEE] 2026-5-29 | HAECHI: Behavior-Aware Attacker-Centric Hierarchical Network Threat Detection Framework
[IEEE] 2026-5-29 | Synergistic Effects of Protons and Heavy Ions Irradiation on Enhanced Dual-Trench SiC MOSFETs
[IEEE] 2026-5-29 | Holographic imaging optofluidic platform for particles' three-dimensional location and reconstruction with physics-aware strategy
[IEEE] 2026-5-29 | Reinforcement Learning-Based MPC for CAV Platoon Subject to Random Switching Communication Topologies and Disturbances
[IEEE] 2026-5-29 | Boundary as Barrier: Boundary-Guided Coherence Refinement for Robust Semantic Segmentation
[IEEE] 2026-5-29 | U-DiffPlan: Uncertainty-Aware Trajectory Prediction and Planning Via Diffusion for Strategic Autonomous Racing
[IEEE] 2026-5-29 | Area and Energy Efficient Carry Select Adder utilizing Molecular Memristor
[IEEE] 2026-5-29 | Trajectory Planning for Continuum Space Manipulators Based on Generalized Jacobian Operator
[ACM] 2026-5-29 | d-HNSW: A High-performance Vector Search Engine on Disaggregated Memory
[ACM] 2026-5-29 | Closing the Foveal Gap: Perceptually Grounded Scanpath Comparison with Disc IoU
[ACM] 2026-5-29 | Eye-Tracking-Controlled Social Gameplay in Virtual Reality for Distance Learners
[ACM] 2026-5-29 | Toward Always-On PSOG: Wearable Gaze Tracking System via a PPG-Derived Optical Analog Front-End
[ACM] 2026-5-29 | How do we look at images through polygonal apertures: The PolyCAT Dataset
[ACM] 2026-5-29 | Blind Spots of Pupillary Metrics and Recommended Reporting Standards
[ACM] 2026-5-29 | MulDar: Unleashing the Potential of Distributed COTS mmWave Radar by Exploiting Cross-Device Channels
[ACM] 2026-5-29 | DeformRF: Data-driven Beamforming and Direction Finding with Deformable Antenna Arrays
[ACM] 2026-5-29 | Fragile Deliveries: Inconsistencies in Android Parcel and Their Security Consequences
[ACM] 2026-5-29 | Diversified Neural Networks: Defeating Adversarial Attacks via Numerous Orthogonal Variants
[IEEE] 2026-5-29 | Hope and Generational AI
[IEEE] 2026-5-29 | Who Gets Left Behind? The Uncomfortable Questions Behind Homecare Innovation
[ACM] 2026-5-30 | Visual Interface Design for Informal Language Acquisition with Machine Translation and LLMs
[ACM] 2026-5-29 | Massively Parallel In-Memory Computing via Frequency Multiplexing in Ferroelectric Capacitive Memory Arrays
[ACM] 2026-5-29 | ClassShift: Improving Fixation-to-Class Assignment in UML Class Diagrams
[ACM] 2026-5-29 | Uncovering the effect of slippage on wearable eye trackers: a motion capture study
[ACM] 2026-5-29 | What They Saw, Not Just Where They Looked: Semantic Scanpath Similarity via VLMs and NLP metrics
[ACM] 2026-5-29 | Toward Understanding Multimodal Gaze-Enabled Exploratory Data Analysis in Visual Analytics
[IEEE] 2026-5-29 | Design Methodology for a
                    <i>CLLLC</i>
                    Resonant Dual Active Bridge Converter with Minimized RMS Current and ZVS Operation for Predefined EV Charging Profile
[IEEE] 2026-5-29 | Robust Filtering for Multi-Object Tracking Against Stealthy Measurement-Oriented Adversarial Attacks_supp1-3697369.pdf
[ACM] 2026-5-29 | cuPTW: Leveraging Idle Compute Units for Massively Parallel GPU Page Table Walks
[ACM] 2026-5-29 | PEMI: Transparent Performance Enhancements for QUIC
[ACM] 2026-5-30 | From Motion Data to Meaning: Towards Human-Centered and Interpretable Movement Analysis Interfaces
[ACM] 2026-5-30 | TombWriter: Scaffolding Story Archeology through Beat-Level Interaction in Human-AI Co-Writing
[ACM] 2026-5-30 | Revealing Nature's Heartbeats: A Playful Experience for Teens
[ACM] 2026-5-29 | Shift-Left Techniques in Electronic Design Automation: A Survey
[ACM] 2026-5-29 | From ITS to EyeTS: Utilizing Eye Tracking for Context and Proactivity in Intelligent Tutoring Systems
[ACM] 2026-5-29 | Train the Spire: An ML-Driven Single Player GWAP for Image Annotation
[ACM] 2026-5-29 | VIVA Stimuli: A Web-Based Platform for Eye Tracking Stimuli
[ACM] 2026-5-29 | An Empirical Study of Privacy-Utility Trade-offs in Gaze-Based Authentication for Extended Reality
[ACM] 2026-5-29 | Internal vs. External Attention: Context-Agnostic Classification from Gaze Kinematics
[ACM] 2026-5-29 | The Linear Session Abstract Machine
[ACM] 2026-5-29 | SpMAP: Transparent Sparsity for LLMs
[IEEE] 2026-5-29 | A 4 × 112-GBaud Linear PAM-4 TIA With 65-GHz Bandwidth and 13.2-pA/ Input Noise for 1.6-T Optical Links
[IEEE] 2026-5-29 | Blank Space: Adaptive Causal Coding for Streaming Communications Over Multi-Hop Networks
[IEEE] 2026-5-29 | Visual servo tracking control for robot manipulator via Koopman operator-based disturbance observer
[IEEE] 2026-5-29 | Standards Compliant Cross Layer Coordinated Middleware for Time Sensitive 6G Embedded Education Management Systems
[IEEE] 2026-5-29 | Personalized Cycle-to-Failure Correction Method for New Electric Vehicle Lithium Batteries Based on Safety State Constraints and Bayesian Hybrid Reasoning
[IEEE] 2026-5-29 | A Survey of Functional Testing and Validation of Quantum Circuits
[IEEE] 2026-5-29 | BSTAR Parameter Correction and Improved Orbit Prediction Accuracy for Low-Earth Orbit Space Objects Based on LR-MS-TCN
[IEEE] 2026-5-29 | A Communication-Centric 6G–LLM Architecture for Scalable Tactical Autonomous Defense Vehicle Networks
[IEEE] 2026-5-29 | To the Moon and Back: Scaling GPT-5 for the Future of AI
[IEEE] 2026-5-29 | Collective Care for Ethical Innovation: Applying the “Binder Test” to Home Care Technologies
[ACM] 2026-5-30 | Enhancing Pointing Gestures of Non-HMD Users in Asymmetric Collocated Mixed Reality Collaboration
[ACM] 2026-5-30 | From Answer to Audio: Visual Traceability for AI-Assisted Meeting Retrieval
[ACM] 2026-5-29 | AquaCode: Turning Transaction Platforms into Non-Invasive Liquid Quality Checker
[ACM] 2026-5-29 | Physical Self-Supervised Learning: IMU Sensing without Manual Labels
[ACM] 2026-5-29 | TimelyLLM: Time-sensitive LLM Serving System for Physical-I/O Limited Agents
[ACM] 2026-5-29 | HoloMobile: Photorealistic Avatar on Mobile via Compact Dynamic Gaussians from a Monocular Video
[ACM] 2026-5-29 | Quantitative Equational Logic
[IEEE] 2026-5-29 | A Robust Framework based on Embedding Projection Learning for Intelligent Process Monitoring_supp1-3697096.docx
[IEEE] 2026-5-29 | Machine Learning for Metamaterial Design: Methods, Challenges, and Future Perspectives
[IEEE] 2026-5-29 | Comparative Insights into NeRF 3D Scalability
[IEEE] 2026-5-29 | LOPAL: Local Performance-Aware Active Learning from Imperfect Demonstrations
[IEEE] 2026-5-29 | Wasserstein bounds for non-linear Gaussian filters
[IEEE] 2026-5-29 | Mosaic Entropy: A Novel Widely-Applicable Measure for Two-Dimensional Irregularity Analysis_supp1-3697682.pdf
[IEEE] 2026-5-29 | Reliability Test Techniques in Tabu Search Detection for Enhancing BER Performance of Array Reader Bit-Patterned Magnetic Recording Systems
[IEEE] 2026-5-29 | From Space to Economy: Deep Learning Fusion of Remote Sensing Data for Sub-National GDP Estimation
[IEEE] 2026-5-29 | Vulnerability Analysis of Multi-Timescale DC Microgrids under False Data Injection Attacks
[IEEE] 2026-5-29 | Near-Field Radio Simultaneous Localization and Mapping
[IEEE] 2026-5-29 | Low Harmonic Alternating Convex-Concave Modulation Strategy for Multi-Port Matrix Converter
[IEEE] 2026-5-29 | Unified Energy Function Tailored to Inverter-Based Resources with PI Controllers for Transient Stability Analysis
[IEEE] 2026-5-29 | Ethical Synthetic Text Generation for Vulnerable Populations Using Large Language Models: A Comprehensive Survey
[IEEE] 2026-5-29 | Design and characterization of a dense linear array EMAT based on spatial vertical winding coils for high-resolution imaging
[ACM] 2026-5-29 | Minos: Systematically Classifying Performance and Power Characteristics of GPU Workloads on HPC Clusters
[IEEE] 2026-5-29 | Megatrends in Biomedical AI for Health Care From Data Foundations to Clinical Deployment
[IEEE] 2026-5-29 | The Conversational Exam: A Scalable Assessment Design for the AI Era
[ACM] 2026-5-30 | CoPDA2026: Exploring the Relationship between EUD, AI-Assisted Development, and Meta-Design
[ACM] 2026-5-30 | Cloud-9: A Multimodal Interaction Paradigm for Assisted and Automated Parking Adoption
[ACM] 2026-5-30 | When AI Lies with Charts: Misleading Infographics in Text-to-Image Generation
