[2025-11-21 09:10:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-20
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511200000+TO+202511202359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[IEEE] 2025-11-20 | Section 3: Medical Decision Support Systems. Intelligent Systems in Healthcare
[IEEE] 2025-11-20 | Semidefinite Programming-Based Decoupling Capacitor Placement for Power Distribution Network Optimization
[IEEE] 2025-11-20 | 3D Personalised Modeling of an Aortic Valve
[IEEE] 2025-11-20 | A Comparative Evaluation of Spatial Frequency Domain Imaging and Diffuse Reflectance Spectroscopy in Measuring Tissue-Mimicking Phantom Optical Properties
[IEEE] 2025-11-20 | DevTrace: Lightweight Plug-In Design for PCIe Transaction Tracing in Edge Intelligence Workloads
[IEEE] 2025-11-20 | DecoRTL: A Run-Time Decoding Framework for RTL Code Generation with LLMs
[IEEE] 2025-11-20 | DynVec: An End-to-End Framework for Efficient Vector-Dataflow Execution
[IEEE] 2025-11-20 | HD-MoE: Hybrid and Dynamic Parallelism for Mixture-of-Expert LLMs with 3D Near-Memory Processing
[IEEE] 2025-11-20 | Athena: A Plug-and-Play Advisor for Retrieval-Augmented Generation using VectorDB
[IEEE] 2025-11-20 | miniGiraffe: A Pangenomic Mapping Proxy App
[IEEE] 2025-11-20 | Deep learning based Atmospheric Temperature and Humidity Inversion from Airborne Microwave Radiometer Data
[IEEE] 2025-11-20 | Resource Optimization in Multi-Hop IAB Networks: Balancing Data Freshness and Spectral Efficiency
[IEEE] 2025-11-20 | Multi-source Remote Sensing Image Matching in Mountainous Areas Based on Spatial Structure Features
[IEEE] 2025-11-20 | Large Language Models Versus Static Code Analysis Tools: A Systematic Benchmark for Vulnerability Detection
[IEEE] 2025-11-20 | Beyond Gaussian Assumptions: A General Fractional HJB Control Framework for Lévy-Driven Heavy-Tailed Channels in 6G
[IEEE] 2025-11-20 | Table of Contents
[IEEE] 2025-11-20 | Improving Ground Deformation Classification by Integrating InSAR Time Series with Geospatial Information
[IEEE] 2025-11-20 | Enhancing Consumer UAV Autonomy: An Entropy-Augmented Deep Reinforcement Learning for Autonomous Navigation in Dense Obstacle Environments
[IEEE] 2025-11-20 | Enhancing PROSAIL Inversion: Key Considerations and Practical Insights
[IEEE] 2025-11-20 | Organizing Committee
[ACM] 2025-11-20 | AdaMKG: Context-Aware Multimodal Knowledge Graph Fusion for Cross-Domain Retrieval, Reasoning and Analytics in Enterprise Information Governance
[IEEE] 2025-11-20 | End-to-end Autonomous Driving: From Classic Paradigm to Large Model Empowerment - A Comprehensive Survey
[IEEE] 2025-11-20 | CRM-NAS: A Structure-adaptive and Attention-based Approach for Fingerprint Reconstruction from Noisy OCT Data
[IEEE] 2025-11-20 | 2025 Index IEEE Transactions on Biomedical Engineering
[IEEE] 2025-11-20 | A Modular Battery System for Integrated AC, DC, and Auxiliary Outputs in Electric Vehicles
[IEEE] 2025-11-20 | The Journal of Miniaturized Air and Space Systems
[IEEE] 2025-11-20 | Multi-Agent DRL-Driven Age-Energy Efficiency Optimization in STAR-RIS Assisted Consumer-Grade Unmanned Vehicle Applications
[IEEE] 2025-11-20 | Invited Paper: Feature-to-Classifier Co-Design for Mixed-Signal Smart Flexible Wearables for Healthcare at the Extreme Edge
[IEEE] 2025-11-20 | Thermophysical Prediction Model of Local Cryotherapy
[IEEE] 2025-11-20 | Revolution or Hype? Seeking the Limits of Large Models in Hardware Design
[IEEE] 2025-11-20 | Peculiarities of Evaluation of Indicators in the “Health” System Based on the Diffusion Equation
[IEEE] 2025-11-20 | Formation of a Complex of Diagnostically Significant Indicators for Predicting the Outcomes of Assisted Reproductive Technologies and Pregnancy Pathologies
[IEEE] 2025-11-20 | Analysis of Acoustic Characteristics of Speech for Assessing Emotional Stress: Methods and Experimental Studies
[IEEE] 2025-11-20 | A Novel Deep Learning Prototype for Alzheimer’s Disease Detection
[IEEE] 2025-11-20 | Investigation of the Asymmetry of the Mu Rhythm on the EEG During the Activation of the Mirror Neuron System in Individuals after Stroke
[IEEE] 2025-11-20 | Adaptive Pin Pattern Modification on Standard Cells Towards ECO Routing
[IEEE] 2025-11-20 | ProtoCellLayout: Prototype-Guided Graph Learning for Accurate and Generalizable Standard Cell Layout PPA Estimation
[IEEE] 2025-11-20 | Invited Paper: 2025 ICCAD CAD Contest Problem A: Hardware Trojan Detection on Gate-Level Netlist
[IEEE] 2025-11-20 | Fictitious Reference Iterative Tuning of Active Disturbance Rejection Control Combined with Fuzzy Logic for Crane Systems
[IEEE] 2025-11-20 | High-order Disturbance Observer-based Backstepping Sliding Mode Control of the Under-actuated Uncertain Quadrotor Unmanned Aerial Vehicles
[IEEE] 2025-11-20 | Improving Maze Exploration and Evacuation with Reactive Agents through Directional Weighting
[IEEE] 2025-11-20 | BetterTogether: An Interference-Aware Framework for Fine-grained Software Pipelining on Heterogeneous SoCs
[IEEE] 2025-11-20 | Requirement-Driven Adaptive Differential Evolution for Many-Task Optimization_supp1-3634724.pdf
[IEEE] 2025-11-20 | IEEE SSCS Kerala Chapter Organized Series of Initiatives [Chapters]
[IEEE] 2025-11-20 | On the Optimal Memory-Rate Tradeoff of Demand-Private Coded Caching
[IEEE] 2025-11-20 | A Robust LiDAR Localization Method for Complex Underground Spaces Using Gaussian-blurred Normal Distributions Transform Maps
[IEEE] 2025-11-20 | An Autoethnography on Visualization Literacy: A Wicked Measurement Problem
[IEEE] 2025-11-20 | A Digital Bandwidth Compensation Method for Capacitive MEMS Accelerometers_supp1-3632252.pdf
[IEEE] 2025-11-20 | The Impact of Feature Scaling In Machine Learning: Effects on Regression and Classification Tasks
[IEEE] 2025-11-20 | Geographic Knowledge-Driven Transfer Learning for Enhanced Received Signal Strength Prediction_supp1-3633744.pptx
[IEEE] 2025-11-20 | A Lightweight UAV Object Detector Based on Optimized YOLOv8 Fused with an Auxiliary Learning Branch for AIoT
[IEEE] 2025-11-20 | A Lightweight and Privacy-preserving Distributed Multidimensional Data Trend Query Scheme with Fault-tolerant for Machine-as-a-Service
[IEEE] 2025-11-20 | Exploiting Fine-grained CSI for Covert Communications in RIS-assisted Integrated Sensing and Communication System
[IEEE] 2025-11-20 | AffectNet+: A Database for Enhancing Facial Expression Recognition With Soft-Labels_supp1-3634523.pdf
[IEEE] 2025-11-20 | PangenomicsBench: A Benchmark Suite and Characterization of Pangenomics
[IEEE] 2025-11-20 | CIMWise: An IREE-based End-To-End AI Compiler with Auto-Tuning for CIM Processors
[IEEE] 2025-11-20 | Invited Paper: APS: Open-Source Hardware-Software Co-Design Framework for Agile Processor Specialization
[IEEE] 2025-11-20 | HALO: Hybrid Systolic Arrays via Logical Partitioning for Acceleration of Complex-Valued Neural Networks
[IEEE] 2025-11-20 | Quantum State Preparation Based on LimTDD
[IEEE] 2025-11-20 | Deep Models With and Without Early Fusion For Automatic Lip Reading
[IEEE] 2025-11-20 | Embedded UWB–BLE Indoor Localization and Telemetry Platform for Mobile Robots
[IEEE] 2025-11-20 | A method for tuning the parameters of a PI controller from an Area Generation Control system
[IEEE] 2025-11-20 | Design of Computed Torque Control with Regional Pole Placement for Two Link Robotic Manipulator
[IEEE] 2025-11-20 | Comparative Analysis of Custom and Classical Radial Basis Function Network for Mechanical Fault Detection in Wastewater Treatment Plants
[IEEE] 2025-11-20 | Online identification using Markov coefficients: application to a DC motor
[IEEE] 2025-11-20 | DiffCCD: Differentiable Concurrent Clock and Data Optimization
[IEEE] 2025-11-20 | Stabilometric Studies of Patients after Total Knee Arthroplasty Using Mechanical and Kinematic Alignment
[IEEE] 2025-11-20 | A Model for Dermatoscopic Image Recognition Combining Classical and Neural Network AI Techniques
[IEEE] 2025-11-20 | NetShield Lite: A Network Security Tool with Real-Time DoS Detection and AI-Enhanced Vulnerability Assessment
[IEEE] 2025-11-20 | Modeling of Patient’s Informative Parameters for Neural Network Support of Medical Decision
[IEEE] 2025-11-20 | GradMap: A Gradient-Descent Approach to Simultaneous Technology Mapping, Buffer Insertion, and Gate Sizing
[IEEE] 2025-11-20 | Invited Paper: 2025 ICCAD CAD Contest Problem B: Power and Timing Optimization Using Multibit Flip-Flop
[IEEE] 2025-11-20 | DiffCkt: A Diffusion Model-Based Hybrid Neural Network Framework for Automatic Transistor-Level Generation of Analog Circuits
[IEEE] 2025-11-20 | Scalable and Asynchronous Differential Checkpointing for Intermittently Powered Devices
[IEEE] 2025-11-20 | Real-Time Communication Framework for Connected Robots: Testing and Validation of Control Algorithms
[IEEE] 2025-11-20 | Uncertainty-Guided Live Measurement Sequencing for Fast SAR ADC Linearity Testing
[IEEE] 2025-11-20 | PPAAS: PVT and Pareto Aware Analog Sizing via Goal-conditioned Reinforcement Learning
[ACM] 2025-11-20 | Authors’ Biographies/Index
[IEEE] 2025-11-20 | Effect of Saline Solution (0.9 % NaCl) on Brain Tumor Impedance Measurements Results in Vitro
[IEEE] 2025-11-20 | IEEE SSCS Leuven Student Chapter Hosts Three Inspiring Events in Spring 2025 [Chapters]
[IEEE] 2025-11-20 | Review for "Improving New Zealand’s Vegetation Mapping Using Weakly Supervised Learning"
[ACM] 2025-11-20 | Advancing PM2.5 Prediction Through TimeRes-BiLSTM: Integrating Multi-Pollutant Temporal Patterns in Urban China
[ACM] 2025-11-20 | The effect of perceived AI on AI health assistant behavioral intention: the SOR theory
[ACM] 2025-11-20 | Cybersecurity in Cyber-Physical Systems: An Introduction
[IEEE] 2025-11-20 | Front Cover
[IEEE] 2025-11-20 | Design and Modeling of a Reconfigurable Robot: Decoupled STAR (DSTAR)
[IEEE] 2025-11-20 | SAHARA: Heterogeneous Semi-Supervised Transfer Learning with Adversarial Adaptation and Dynamic Pseudo-Labeling
[IEEE] 2025-11-20 | Trapeze Active Deep Trench Designs for Enhanced Charge Transfer Performances in CCD-on-CMOS Image Sensor
[IEEE] 2025-11-20 | Oxide-based CMOS Logic Circuits Enabled by Monolithically 3D Stacked SnO
                    <sub>x</sub>
                    p-FET and IGZO n-FET with Matched Threshold Voltage
[IEEE] 2025-11-20 | Collaborative Allocation Optimization of Production Line Workers Based on Multidimensional Feature Measurement and E-CARGO Model
[IEEE] 2025-11-20 | Hybrid method to characterize the open-circuit voltage behavior of photovoltaic modules under pulsed light
[IEEE] 2025-11-20 | Achieving Privacy-Preserving and Communication-Efficient Federated Learning in Internet of Unmanned Agents
[IEEE] 2025-11-20 | IEEE Connect
[IEEE] 2025-11-20 | Analytical Energy Loss Model for Laminated Silicon Steels Under Rectangular Voltage Excitations With Different Duty Cycles
[IEEE] 2025-11-20 | EncQA: Benchmarking Vision-Language Models on Visual Encodings for Charts
[IEEE] 2025-11-20 | A Synchronization Scheme for Broadband Signals Utilizing Microwave Photonic Phase Detector
[IEEE] 2025-11-20 | Heterogeneous Data-based Global-to-Local Cross-domain Few-shot Classification Method of Hyperspectral Image
[IEEE] 2025-11-20 | The 46th Annual IEEE Custom Integrated Circuits Conference (CICC 2025) [Conference Reports]
[IEEE] 2025-11-20 | Enhancing Mathematical Reasoning Through Autonomously Learning Knowledge_supp1-3634507.pdf
[IEEE] 2025-11-20 | ClusterSim: Modeling Thread Block Clusters in Hopper GPUs
[IEEE] 2025-11-20 | A Comprehensive Analysis of Graph Neural Networks Training at Different Scales
[IEEE] 2025-11-20 | SiGNoR: Similarity-based Graph Partitioning and Node Reuse for Memory Efficient GNN Acceleration
[IEEE] 2025-11-20 | Wit-HW: Bug Localization in Hardware Design Code via Witness Test Case Generation
[IEEE] 2025-11-20 | 3D Acceleration for Mixture-of-Experts and Multi-Head Attention Spiking Transformers with Dynamic Head Pruning
[ACM] 2025-11-20 | Can digital transformation enhance the overseas market performance of Chinese enterprises?
[IEEE] 2025-11-20 | H
                    <sup>2</sup>
                    EAL: Hybrid-Bonding Architecture with Hybrid Sparse Attention for Efficient Long-Context LLM Inference
[IEEE] 2025-11-20 | EI-TR: A Versatile Exponential Integrator Framework for Transient Analysis of Generic Nonlinear Circuits
[IEEE] 2025-11-20 | Machine learning based methods for forecasting meteorological parameters
[IEEE] 2025-11-20 | Beyond Metrics: A Coherence-Based Evaluation of Attention-Enhanced U-Net Models for Lung Segmentation
[IEEE] 2025-11-20 | MPC-based Anesthesiologists Imitating Control of Propofol and Remifentanil during Anesthesia Maintenance
[IEEE] 2025-11-20 | Electrical Event Synchronization Through IoT Record Triggering
[IEEE] 2025-11-20 | Sign language detection using deep learning
[IEEE] 2025-11-20 | Study of Parameters of Chaotic Heart Rhythm in Patients with Pulmonary Pathologies
[IEEE] 2025-11-20 | Development of a Method for Face Asymmetry Estimation in Neuroscience Tasks Based on Facial Landmarks Coordinates
[IEEE] 2025-11-20 | ICSTCC 2025 Keyword Index
[IEEE] 2025-11-20 | LRFVNet: Lightweight and Robust Model for Finger Vein Recognition
[IEEE] 2025-11-20 | 2025 IEEE International Symposium on Workload Characterization (IISWC)
[IEEE] 2025-11-20 | 2025 IEEE/ACM International Conference On Computer Aided Design (ICCAD)
[IEEE] 2025-11-20 | Frequency-Domain Impedance Modeling and Decoupled Parameter Identification Method for Strongly Coupled High-Voltage Brushless DC Generators
[IEEE] 2025-11-20 | IMPACT: Behavioral Intention-aware Multimodal Trajectory Prediction with Adaptive Context Trimming_supp1-3634880.mp4
[IEEE] 2025-11-20 | Output Feedback Control for PAM-Actuated Parallel Robots With Interval Type-2 Fuzzy Neural Networks
[IEEE] 2025-11-20 | IEEE App
[IEEE] 2025-11-20 | UMIC: Super-Resolution of Cine Cardiac MRI Using U-Shaped Network With Multi-Level Information Compensation
[IEEE] 2025-11-20 | Improving New Zealand’s Vegetation Mapping Using Weakly Supervised Learning
[IEEE] 2025-11-20 | VeriRL: Boosting the LLM-based Verilog Code Generation via Reinforcement Learning
[IEEE] 2025-11-20 | The Fake-Busy and True-Idle Problems of Running Graph Applications on Chiplet-Based Multi-Cores
[IEEE] 2025-11-20 | Keeping up with Large Language Models: A Holistic Methodology of Compute, Memory, Communication, and Cost Modeling
[IEEE] 2025-11-20 | Microscale Marvels for Motion Sensing [Circuits From a Systems Perspective]
[IEEE] 2025-11-20 | QuickFlow: An Efficient Local Search Method to Map Convolutions on Spatial Architectures
[IEEE] 2025-11-20 | ToMamba: Towards Token-Efficient Mamba Architecture on FPGA
[IEEE] 2025-11-20 | SpikeSynth: Energy-Efficient Adaptive Analog Printed Spiking Neural Networks
[IEEE] 2025-11-20 | GenEDA: Towards Generative Netlist Functional Reasoning via Cross-Modal Circuit Encoder-Decoder Alignment
[IEEE] 2025-11-20 | EPiCarbon: A Carbon Modeling Tool for Electro-Photonic Accelerators
[ACM] 2025-11-20 | CrossFS: Improving Cross-Domain File System Performance with CRDT-Based Metadata Synchronization
[IEEE] 2025-11-20 | Zero-shot Nonintrusive Load Monitoring via Contrastive Learning-based Multiscale Dual-path Temporal Fusion Network
[IEEE] 2025-11-20 | Tucson Chapter Revived With Industry Lecture [Chapters]
[IEEE] 2025-11-20 | Automated optical microscope integrated with cloud computing and YOLOv8m for behavioral analysis of
                    <i>C. elegans</i>
[IEEE] 2025-11-20 | An MARL-based Task Scheduling Algorithm for Cooperative Computation in a multi-UAV Edge Computing System
[IEEE] 2025-11-20 | NovaEduPTuneBO: Bayesian Optimization Likelihood-free Prompt Tuning for black-box LLM applied to Educational Script Generation using Deep Neural Network
[IEEE] 2025-11-20 | Robust Linearization Strategies for Glucose Control
[IEEE] 2025-11-20 | Differentiable Timing-Driven FPGA Placement with Smooth Optimization and ML-Based Delay Calibration
[IEEE] 2025-11-20 | Text to SQL Using Retrieval-Augmented Generation and Large Language Models
[IEEE] 2025-11-20 | Development of a Clinical Decision Support System on Selection of Laser Radiation Characteristics and Component Composition of Laser Solder for Laser Reconstruction of Biological Tissue Integrity
[IEEE] 2025-11-20 | Technology of Speech Signal Representation Based on Empirical Mode Decomposition
[ACM] 2025-11-20 | Research on the Diffusion Effect of Digital Technology Application Strategies in Construction Enterprises
[ACM] 2025-11-20 | Enterprise Financial Distress Prediction Based on Machine Learning and SHAP Interpretability Analysis
[ACM] 2025-11-20 | Distributed database empowers fintech innovation: Practice from China's financial industry
[IEEE] 2025-11-20 | Prediction of DNA Methylation With Long-Range State-Space Models_supp1-3634738.pdf
[IEEE] 2025-11-20 | Comparative Study on the Performance of Digital Low-Light EBAPS Devices Based on Different Multi-Alkali Photocathode Materials
[IEEE] 2025-11-20 | ProFuse: Test Case Prioritization Based on Multi Dimensional Feature Fusion for Logic Synthesis Tools Testing Acceleration
[IEEE] 2025-11-20 | Exploring Fluid Dynamics to Analyze Cellular Stress Induced by Surface Acoustic Waves in Biological Applications
[IEEE] 2025-11-20 | Memory-Driven Event-Triggered Nonfragile Synchronization of Dynamic Memristor Delayed Neural Networks: Addressing Actuator Saturation and Stochastic Cyber-Attacks
[IEEE] 2025-11-20 | A Robotized Steerable Catheter System for Cardiovascular Intervention with Enhanced Safety
[IEEE] 2025-11-20 | High TMR over 156% in Perpendicular SOT-MRAM Realized with Channel Engineering
