[2026-09-16 23:19:54] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-15
正在获取论文...
[arXiv] 2026-09-15 | NeuroTS-Net: Multi-Class Semantic Segmentation of Pediatric Brain Tumors in Multi-Modal MRI
[arXiv] 2026-09-15 | Triple divisor type functions in arithmetic progressions to prime power moduli
[arXiv] 2026-09-15 | World Models for Embodied Intelligence: From Plausible to Controllable to Actionable
[arXiv] 2026-09-15 | Efficient Quantization-Aware Distillation with Cross-Modal Alignment for Edge Vision-Language Models
[arXiv] 2026-09-15 | MEgoVista: Multi-view Ego-aware Motion Estimation for Metric 4D Hands and Head in the Wild
[arXiv] 2026-09-15 | MarkSec: Capability-Aware Evaluation of Adversarial Attacks Against LLM Watermarks
[arXiv] 2026-09-15 | From Hypervisor to Container: Cloud Security Vulnerabilities, Defense Mechanisms, and Open Challenges
[arXiv] 2026-09-15 | Sets with no Riesz bases of exponentials
[arXiv] 2026-09-15 | A storm-centered perspective of midlatitude near-inertial wave generation
[arXiv] 2026-09-15 | A flexible framework for treatment effect inference in longitudinal clinical studies with skewed outcomes
[arXiv] 2026-09-15 | Memory-Skill Isomorphism: One Skill Carrier, Two Native Uses
[arXiv] 2026-09-15 | Rewarding Reasoning, Not Answers: Fixing and Bounding Test-Time Reinforcement Learning on Medical QA
[arXiv] 2026-09-15 | Constraining Proton Spin at Small $x$ with Valence Quark Model
[arXiv] 2026-09-15 | Mechanism-Level Evaluation for Vision-Language Models: Controlled Activation-Replacement Diagnosis of Gender Bias
[arXiv] 2026-09-15 | What Do Hallucinations Reveal About Multimodal Reasoning? Diagnosing Visual Grounding Failures via Contrastive Decoding Probes
[arXiv] 2026-09-15 | Inferring Temporal Dependencies from Social Time Series with the Cross-Correlogram
[arXiv] 2026-09-15 | The prime spectrum of the talented monoid of a higher-rank graph and applications
[arXiv] 2026-09-15 | Kazhdan constants for two-element generating sets of $\mathrm{SL}_n(\mathbb Z)$
[arXiv] 2026-09-15 | Not Another Text Benchmark: Putting the "Visual" Back in Visual Question Answering for Large Video Models
[arXiv] 2026-09-15 | High-Fidelity Digital Twin Data Models by Randomized Dynamic Mode Decomposition and Deep Learning with Applications in Fluid Dynamics
[arXiv] 2026-09-15 | Semi-Supervised Learning-Based Genetic Biomarkers Dataset for Multiple-Stage Hepatocellular Carcinoma Prediction
[arXiv] 2026-09-15 | GeoLAM: Learning Geometry-Grounded Latent Actions from Unlabeled Human Videos
[arXiv] 2026-09-15 | Scaling-Score Conformal Prediction for Multi-Target Regression
[arXiv] 2026-09-15 | The Boolean Prime Ideal Theorem and Vitali Sets
[arXiv] 2026-09-15 | On some functionals for which the ball is a saddle shape
[arXiv] 2026-09-15 | EviScope: Paired Counterfactual Evidence Diagnostics for Faithful and Efficient Grounded Language Models
[arXiv] 2026-09-15 | Pseudospectrum of Braneworld Perturbations
[arXiv] 2026-09-15 | On the Integrated Density of States of Fractional Random Schrödinger Operators
[arXiv] 2026-09-15 | Interplay of dimerization and quasiperiodicity in the superconducting proximity effect of a one-dimensional hybrid ring
[arXiv] 2026-09-15 | Development of a Physics-Informed Neural Framework, MEOWN, for Rapid Prediction of Muon Stopping Sites in Crystalline Materials, for understanding Quantum Magnet employing Muon Spectroscopy
[arXiv] 2026-09-15 | Distributionally Robust Linearly Constrained Minimum Variance Beamforming Under Steering-Vector Mismatch
[arXiv] 2026-09-15 | Generic Triviality of Linear Automorphisms of Complete Intersections
[arXiv] 2026-09-15 | Sparse MLLM Anchors, Dense Adaptation: Breaking the Self-Referential Loop in Wild Test-Time Adaptation
[arXiv] 2026-09-15 | Limits of Inferring Parametric Response from Single-Condition Trajectories inStochastic Reaction Networks
[arXiv] 2026-09-15 | NaFeP: first pairing prediction for an unmade 111 iron phosphide, and the pnictogen-height rule inside one compound
[arXiv] 2026-09-15 | CLARE: Scalable Class-Incremental Continual Learning via a Sparsity-Based Framework
[arXiv] 2026-09-15 | List Decoding, Linear Hashing, and Furstenberg over $\mathbb{F}_q$
[arXiv] 2026-09-15 | GANADI: Uncovering C/C++ OSS Reuse Genealogies via Pivotal Function-Based Clustering to Enhance Supply Chain Security
[arXiv] 2026-09-15 | Unipotence of a double commutator with transvections
[arXiv] 2026-09-15 | Odd slip at chiral active surfaces
[arXiv] 2026-09-15 | Combining Weather Forecast Aggregation and State-Space Models for Adaptive Probabilistic Electricity Load Forecasting
[arXiv] 2026-09-15 | Can LLMs Follow the Pulse of a Crisis? Evaluating Crisis Sentiment in Bangladesh's July Uprising
[arXiv] 2026-09-15 | The Role of Implicit and Explicit Demographic Signals in Large Language Model-based Student Assessment
[arXiv] 2026-09-15 | Well-posedness, Regularity, and Strong Approximations of Superlinear Stochastic Reaction-Diffusion Equation
[arXiv] 2026-09-15 | Exact finite-sample inference for multi-mixed fractional Brownian motion with drift
[arXiv] 2026-09-15 | Splitting the Difference: Interpretable Causal Forests for Treatment Effect Heterogeneity and Bias
[arXiv] 2026-09-15 | Rate-Agnostic Wald Inference for Dyadic Regressions
[arXiv] 2026-09-15 | HUMAID-NER: A Disaster Tweet Dataset for Joint Named Entity Recognition and Event Classification via Uncertainty-Weighted Multitask Learning
[arXiv] 2026-09-15 | Assessing transport resilience to heavy rainfall: An integrated modelling framework with metrics
[arXiv] 2026-09-15 | Rigidity results via a Poincaré type formula for stable solutions of quasilinear anisotropic elliptic equations
[arXiv] 2026-09-15 | Amnesic Elephant Random Walk with Polynomially Decaying Step Sizes
[arXiv] 2026-09-15 | An ALMA Band 7 survey of SDSS/Herschel quasars in Stripe 82: II. The nature of FIR-bright quasars
[arXiv] 2026-09-15 | RepoAtlas: Guiding Coding Agents via Evolving Multimodal Repository Views
[arXiv] 2026-09-15 | Nonlocal Magic across the Many-Body Localization Crossover
[arXiv] 2026-09-15 | ROSETTA: Efficient and Accurate Privacy-Preserving LLM Decoding via Hybrid CKKS/TFHE Evaluation
[arXiv] 2026-09-15 | Lit3R: Retrieve-Relate-Read for Evidence-Grounded Question Answering over Scientific Literature
[arXiv] 2026-09-15 | The Equivariance Criterion in a Linear Model for Random-$X$ Cases
[arXiv] 2026-09-15 | Mixed moment of $GL(2)$ and $GL(3)$ $L$-functions in the level aspect
[arXiv] 2026-09-15 | Double parton scattering off nuclei and the double-EMC effect
[arXiv] 2026-09-15 | An extension of Subcomplete Forcing Axiom which implies $\diamondsuit^+$
[arXiv] 2026-09-15 | Supernova Kinetic Yield oN galactic Emission Tracers (SKYNET) I. Contribution of radiative supernova remnants to Galactic N + emission
[arXiv] 2026-09-15 | Mo' Models, Mo' Problems: How to best select model pools when designing Multi-Agent Systems
[arXiv] 2026-09-15 | A Set-Theoretic Evaluation Framework for Assessing Asset Administration Shell Instances: Towards Comparability and Suitability
[arXiv] 2026-09-15 | Bound-state production in MadGraph5_aMC@NLO
[arXiv] 2026-09-15 | IRENE: A Convolutional GRU Ensemble Model for Radar Precipitation Nowcasting over Italy
[arXiv] 2026-09-15 | Graph construction in QUBO-based recursive phylogenetic tree reconstruction
[arXiv] 2026-09-15 | Impact of the Host Galaxy on the Search for Gravitational-Wave Microlensing by Compact Objects
[arXiv] 2026-09-15 | Channel-Resolved High-Overtone Quasinormal Modes Decode Kasner Scaling inside Black Holes
[arXiv] 2026-09-15 | Optimal Scaling of Langevin Proposals with Generalized Acceptance Rules
[arXiv] 2026-09-15 | Direct Trajectory Reconstruction for Fast 3D X-ray Particle Tracking Velocimetry in Porous Media
[arXiv] 2026-09-15 | Testing Our Foundations: Citation Trends, Errors, and Emerging Hallucinations in the Computing Education Literature
[arXiv] 2026-09-15 | BrainFocus: EEG-Guided ROI Selection for Efficient Vision-Language Models
[arXiv] 2026-09-15 | The Study of Detailed Morphology of Milky Way Dwarf Galaxies: Draco and Boötes I
[arXiv] 2026-09-15 | GAUGE: A Formal Framework for Measuring Cryptographic Security under Heterogeneous Adversary Cost Models
[arXiv] 2026-09-15 | Comment on "Non-Monotonicity of Transverse-Momentum Correlations in Au+Au Collisions at RHIC"
[arXiv] 2026-09-15 | "Piecing Data Connections Together Like a Puzzle": Effects of Increasing Task Complexity on the Effectiveness of Data Storytelling Enhanced Visualisations
[arXiv] 2026-09-15 | Towards Digital Halftoning on Closed Manifolds--An Error Diffusion Scheme for the $2D$ Torus based on Sigma-Delta Quantization along the Rank-one Lattice
[arXiv] 2026-09-15 | Cover times and ranges of elephant random walks
[arXiv] 2026-09-15 | Functional limit theorems for perturbed random walks
[arXiv] 2026-09-15 | Exploring 2D backbone effects for indoor semantic occupancy prediction
[arXiv] 2026-09-15 | Logarithmic stability for recovering initial data of fractional heat equations from thin-set observations
[arXiv] 2026-09-15 | Quasi-Helmholtz Calderón Multiplicative Preconditioning for Higher-Order Global Multi-Trace Integral Equations
[arXiv] 2026-09-15 | Weighted lattice point enumeration in lecture hall order polytopes
[arXiv] 2026-09-15 | A Memorization Floor for LLM Refinement of Decompiled Code
[arXiv] 2026-09-15 | Flag manifolds, spaces of frames, and connectedness properties
[arXiv] 2026-09-15 | A possible interpretation of the LUX-ZEPLIN recoil event in the 2HD+a scenario
[arXiv] 2026-09-15 | Cohomological Aspects of Entanglement Entropy: From Information Theory to Noncommutative Geometry
[arXiv] 2026-09-15 | Data-Driven Policy Iteration Without an Initial Stabilizing Policy: A Finite-Horizon Bootstrap Method
[arXiv] 2026-09-15 | Real-Space Renormalization of Stabilizer Rényi Entropies in Spin Chains
[arXiv] 2026-09-15 | Discovering Performance Archetypes: Critical-Path-Aware Pattern Analysis and Regression Detection
[arXiv] 2026-09-15 | Preparation-protocol-dependent quantum Mpemba dynamics in a magnetically tunable graphene nanotorus qubit
[arXiv] 2026-09-15 | Xona Pulsar Compatibility with Spaceborne GNSS Receivers
[arXiv] 2026-09-15 | Causal Inference under Dynamic Selection: Time-Varying Covariates and Latent Heterogeneity
[arXiv] 2026-09-15 | Gauss-Newton drifting extends natural gradient descent
[arXiv] 2026-09-15 | Plug 'n' Pray: Agentic LLM-based Detection of Potential Log File Exposures in Third-Party Content Management System Plugins
[arXiv] 2026-09-15 | Neural Field Ensembles for Aerodynamic Surface Prediction: Winning Solution to the ONERA CRM Wall Distribution 2025 Challenge
[arXiv] 2026-09-15 | A Hodge module construction of relative Du Bois complexes
[arXiv] 2026-09-15 | LiLi: Lie Theory Based 3D LiDAR Scan Alignment Degeneracy Detection
[arXiv] 2026-09-15 | Continual Learning for Traversability Prediction with Uncertainty-Aware Adaptation
[arXiv] 2026-09-15 | Four-dimensional pseudo-umbilical biharmonic submanifolds in the six-dimensional Euclidean space
[arXiv] 2026-09-15 | An effective topology-transfer nuisance for Genie-based neutrino-argon semi-inclusive analyses: a methodological proposal with MicroBooNE-constrained diagnostic
[arXiv] 2026-09-15 | Predicting Human Disagreement for Calibrated Dynamic Facial Expression Recognition
[arXiv] 2026-09-15 | A Matrix-free Augmented High Order Compact Solver for Variable-Coefficient Biharmonic Problems
[arXiv] 2026-09-15 | You Shall Not Pass into Ring-0! A User Privacy-Friendly Anti-Cheat Architecture for Personal Computers
[arXiv] 2026-09-15 | Asymptotic Behavior of Radial Solutions to Singular $p$-Laplacian Equations as $p\to1$
[arXiv] 2026-09-15 | LACE: Layer-Wise Compression for Dynamic Frame Rate Codecs
[arXiv] 2026-09-15 | Twisted Bracelets for Sorting by Transpositions: the Transposition Diameter of $S_{16}$
[arXiv] 2026-09-15 | Query-optimal quantum simulation of Lindblad evolution
[arXiv] 2026-09-15 | Quick-View Takeaways: How Does Title Framing Influences Pattern Identification in Line Charts?
[arXiv] 2026-09-15 | Hypothetical connection of the theta functions of Dirichlet characters with the real cyclotomic fields
[arXiv] 2026-09-15 | Including Thermal Mesons and Meson Resonances in the Chiral Mean-Field Equation of State
[arXiv] 2026-09-15 | Minkowski Decompositions for Generic Infinitesimal Newton-Okounkov Bodies of Arbitrary-Degree External Tensor Products on Products of Curves
[arXiv] 2026-09-15 | Quantum Compiler Design for Fault-Tolerant Quantum Computing
[arXiv] 2026-09-15 | How Does Title Framing Influence Pattern Identification in Line Charts?
[arXiv] 2026-09-15 | Dynamics, periodic orbits and $C^1$ non-integrability of the ABC flow
[arXiv] 2026-09-15 | Evaluating Verified Autonomy in Quantum Engineering
[arXiv] 2026-09-15 | Normal sequences without strongly normal subsequences
[arXiv] 2026-09-15 | Cosmological Constrained Axion-Portal Inelastic Dark Matter for the LZ Event
[arXiv] 2026-09-15 | Enhancing Accessibility of Medical Texts through Large Language Model-Driven Plain Language Adaptation
[arXiv] 2026-09-15 | Improved bounds for Szpiro's conjecture
[arXiv] 2026-09-15 | A perimeter analogue of Franklin's identity and an inequality related to the parity of parts
[arXiv] 2026-09-15 | PanoGS-SLAM: Panoramic 3D Gaussian Splatting SLAM
[arXiv] 2026-09-15 | A note on the accuracy of spin-densities from Kohn-Sham Density Functional Theory
[arXiv] 2026-09-15 | X-ray to Mid-IR Spectral Energy Distributions: A Catalog of X-ray Selected AGNs in the XMM-COSMOS Survey
[arXiv] 2026-09-15 | Assessing ionospheric effects on image quality in the LOFAR Decametre Sky Survey
[arXiv] 2026-09-15 | Multi-sequences with large linear and error linear complexity from function fields
[arXiv] 2026-09-15 | Asymptotics of Laplace and Stokes solutions in the gap between a sharp tip and a smooth boundary
[arXiv] 2026-09-15 | Global existence and vanishing viscosity limit of the compressible Navier-Stokes-Vlasov-Fokker-Planck system in critical spaces
[arXiv] 2026-09-15 | ECHO: A Matched-Contrast Benchmark for Context-Sensitive Turn-Taking in Full-Duplex Dialogue
[arXiv] 2026-09-15 | Pinching Antennas for Next-Generation Wireless Communications: A Network Perspective
[arXiv] 2026-09-15 | Intrinsic Motivation in Reinforcement Learning: A Research Agenda for Adaptive Self-Organisation
[arXiv] 2026-09-15 | Universal Properties of Petri Net Unfoldings
[arXiv] 2026-09-15 | A class formula for effective Anderson motives
[arXiv] 2026-09-15 | Multiproperty Atomistic Characterization of a Synthesized Pyrazinic Nitrogen-Doped Porous Armchair Graphene Nanoribbon
[arXiv] 2026-09-15 | Goal-oriented probabilistic forecasting for dynamic PRB allocation in 5G networks
[arXiv] 2026-09-15 | Bridging the Confidence Gap: Temperature Scaling for Calibrating Test-Time Prompt Tuning
[arXiv] 2026-09-15 | TAME: Token Attribution and Masking for Emergent misalignment
[arXiv] 2026-09-15 | SpiroPhonia: Non-Invasive Respiratory Health Assessment from Spontaneous Speech
[arXiv] 2026-09-15 | The Aldous chain on cladograms mixes in order $n^2$ steps
[arXiv] 2026-09-15 | Characterizing Heterogeneous Rates in Finite Mixture Estimation via Partial Optimal Transport
[arXiv] 2026-09-15 | A Heterogeneous FitzHugh-Nagumo Model Exhibiting Local and Regional Dynamics that Mimic Spontaneous Atrial Fibrillation
[arXiv] 2026-09-15 | Impedance-Aware Optimized Pulse Patterns for Reconfigurable Battery Systems
[arXiv] 2026-09-15 | Differentiable Mesh State Estimation via Factor Graph Inference for Deformable Object Reconstruction
[arXiv] 2026-09-15 | Indistinguishability of single Raman photons from single atoms
[arXiv] 2026-09-15 | Mass gap for the hierarchical sinh-Gordon model
[arXiv] 2026-09-15 | Poset dimension and maximum comparability degree
