[2026-05-29 12:16:05] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-28
正在获取论文...
[arXiv] 2026-05-28 | ACE: Anisotropy-Controllable Embedding for LLM-enhanced Sequential Recommendation
[arXiv] 2026-05-28 | Count Your Losses, and Cut Your Blessings: Reference Dependence across Intertemporal and Uncompensated Labor Supply
[arXiv] 2026-05-28 | TRACE: Toulmin-based Reasoning Assessment through Constructive Elements for LLM CoT Evaluation
[arXiv] 2026-05-28 | Convergence Theory for Iterative LLM-Based Neural Architecture Search: A Parametric Cross-Entropy Framework with Closed-Form Proxy Reliability
[arXiv] 2026-05-28 | Coupling Higher Form Structures of the EFT of Force Free Electrodynamics to Gravity
[arXiv] 2026-05-28 | The generalized method of moments is (almost) statistically efficient in low-SNR Gaussian latent-variable models
[arXiv] 2026-05-28 | Geometry Matters: 3D Foundation Priors for Learning Semantic Correspondence
[arXiv] 2026-05-28 | Quantum Mechanics: Problems and Paradoxes
[arXiv] 2026-05-28 | Towards Consistent Video Geometry Estimation
[arXiv] 2026-05-28 | Sample-Efficient Diffusion-based Reinforcement Learning with Critic Guidance
[arXiv] 2026-05-28 | Robust and Generalizable Safety Steering for Text-to-Image Diffusion Transformers
[arXiv] 2026-05-28 | Token Inflation: How Dishonest Providers Can Overcharge for Large Language Model Usage
[arXiv] 2026-05-28 | RAISE: RAG Design as an Architecture Search Problem
[arXiv] 2026-05-28 | From GPS Points to Travel Patterns: Flexible and Semantic Trajectory Generation with LLMs
[arXiv] 2026-05-28 | Discovering Cooperative Pipelines: Autoresearch for Sequential Social Dilemmas
[arXiv] 2026-05-28 | Lane-Emden Problems on Convex Domains of $\mathbb S^2$
[arXiv] 2026-05-28 | Adapting Multilingual Embedding Models to Turkish via Cross-Lingual Tokenizer Surgery and Offline Distillation
[arXiv] 2026-05-28 | Thermodynamic and magnetocaloric properties of a triangular spin-1/2 cluster with Dzyaloshinskii-Moriya interaction
[arXiv] 2026-05-28 | Improving Adversarial Robustness of Attribution via Implicit Regularization
[arXiv] 2026-05-28 | Fingerprinting Inference Systems of Large Language Models
[arXiv] 2026-05-28 | Evaluating Skill and Stability of ArchesWeather and ArchesWeatherGen under Multi-Decadal Climate Simulations
[arXiv] 2026-05-28 | A Fully Convolutional Approach to Denoising Structural Dynamics Data from X-Ray Photon Correlation Spectroscopy
[arXiv] 2026-05-28 | Identification-Robust Testing in Endogenous Functional Linear Regression with Weak or Irrelevant Auxiliary Variables
[arXiv] 2026-05-28 | HoliTok:A Coutinuous Holistic Tokenization with Robust Dual Capabilities of Speech Generation and Understanding
[arXiv] 2026-05-28 | Lift-independence problem in the $P$-adic Simpson correspondence for curves
[arXiv] 2026-05-28 | Fisher-Preserving Guidance: Training-Free Manifold Constraints for Safe Diffusion Control
[arXiv] 2026-05-28 | Non-uniqueness of generalized Navier-Stokes equations in subcritical spaces
[arXiv] 2026-05-28 | Toward AI Systems That Understand Self and Others: A Multi-Phase Inference Framework for Human Cognitive Diversity and World-Model Alignment
[arXiv] 2026-05-28 | Gesture-Aware Indoor THz ISAC Systems for Adaptive Resource Allocation
[arXiv] 2026-05-28 | Plan, Don't Pose: Long Composite Motion Generation with Text-Aligned BFM
[arXiv] 2026-05-28 | On Ceva's and Menelaus's Theorems for a Möbius triangle
[arXiv] 2026-05-28 | Redundant or Necessary? A Benchmark for Detecting Redundant Steps in Agent Trajectories
[arXiv] 2026-05-28 | Macroscopic evidence of spatial modulation of conductivity in a microtextured ferromagnetic film
[arXiv] 2026-05-28 | Mitigating Hallucination in Vision-Language Models through Barrier-Regulated Adaptive Closed-form Steering
[arXiv] 2026-05-28 | Exploring the High-Redshift 21-cm Signal via Self-Consistent Simulations using Artificial Neural Network Emulation
[arXiv] 2026-05-28 | STAP: A Shuffle-Tokenized App Predictor with Ultra Long Context for Vocabulary-Free Mobile App Prediction
[arXiv] 2026-05-28 | Building and Road Recognition in Dense Urban Informal Settlements: A Dataset and Benchmark
[arXiv] 2026-05-28 | On the Effect of Pulse Shaping Filters in Zak-OTFS Waveform for Radar Sensing
[arXiv] 2026-05-28 | Quantifying and Optimizing Simplicity via Polynomial Representations
[arXiv] 2026-05-28 | Inferring Code Correctness from Specification
[arXiv] 2026-05-28 | The Interplay Between Interpolation and Aggregation in Regression: Optimal Sample Complexity
[arXiv] 2026-05-28 | PRAIB: Peer Review AI Benchmark of Behaviour of LLM-Assisted Reviewing
[arXiv] 2026-05-28 | Not All Inputs Are Valid: Towards Open-Set Video Moment Retrieval Using Language
[arXiv] 2026-05-28 | A Calibrated Bayesian Search for Potential Chemical Technosignatures in Polluted White Dwarf
[arXiv] 2026-05-28 | Metric-Dependent Annotation Saturation for Learning from Label Distributions
[arXiv] 2026-05-28 | Certified Policy Optimisation for Nested Causal Bandits via PAC-Bayes Risk
[arXiv] 2026-05-28 | Long-Term Health and Human Capital Effects of Universal Health Care and Mass Literacy: Evidence from Cuba
[arXiv] 2026-05-28 | Resolving the phase space
[arXiv] 2026-05-28 | Multi-Snapshot Deep Denoising for Channel Estimation in OTFS Modulated Systems
[arXiv] 2026-05-28 | Quantum algorithms for density functional theory with minimal readout
[arXiv] 2026-05-28 | Surrogate modeling for convection-dominated parametric problems based on error learning
[arXiv] 2026-05-28 | MARS Policy: Multimodality Only When It Matters
[arXiv] 2026-05-28 | MMTM: Tri-Modal Topic Modeling for Long-Form Video via Similarity-Gated Fusion
[arXiv] 2026-05-28 | Solving mathematical programs with complementarity constraints by disjunctive regularizations
[arXiv] 2026-05-28 | On Strongly Hopfian Mixed Abelian Groups
[arXiv] 2026-05-28 | SLAD : Shared LoRA Adapters for Task Specific Distillation
[arXiv] 2026-05-28 | Constant Depth Threshold Circuits For Exhaustive Epistasis Detection
[arXiv] 2026-05-28 | User-Aware Active Knowledge Acquisition for Emotional Support Dialogue
[arXiv] 2026-05-28 | The Little Book of Generative AI Foundations: An Intuitive Mathematical Primer
[arXiv] 2026-05-28 | FLIP: Real-Time and Resilient Formation Planning for Large-Scale DIstributed Swarms via Point Cloud Registration
[arXiv] 2026-05-28 | A Jensen-Shannon divergence based $k$--$NN$ algorithm for missing value imputation in compositional data
[arXiv] 2026-05-28 | Using Set Shaping Theory to Trade RAM Accesses for CPU Computation
[arXiv] 2026-05-28 | Beyond Trajectory Rewards: Step-level Credit Assignment for Agentic Search via Graph Modeling
[arXiv] 2026-05-28 | That Damned Equation. Rigour, Credit Attribution, and the Wheeler-DeWitt Equation 1962-1967
[arXiv] 2026-05-28 | Reliable Reasoning with Large Language Models via Preference-Based Maximum Satisfiability
[arXiv] 2026-05-28 | Kernel Renormalization in Bayesian Deep Neural Networks: the Equivalent Wishart Ansatz in the Proportional Regime
[arXiv] 2026-05-28 | GRASP: Gated Regression-Aware Skill Proposer for Self-Improving LLM Agents
[arXiv] 2026-05-28 | Beyond English and Evasion: A Human-Annotated Multi-Domain Benchmark for High-Stakes LLM Safety Evaluation in Chinese
[arXiv] 2026-05-28 | The Stein-Chen method and a Law of Small Numbers in Riesz Spaces
[arXiv] 2026-05-28 | Think Fast, Talk Smart: Partitioning Deterministic and Neural Computation for Structured Health Text Generation
[arXiv] 2026-05-28 | MARTIAN: A Rendering Framework for Aerial Mars Imagery from HiRISE Orbital Data
[arXiv] 2026-05-28 | Matching Rates and Optimal Allocation for Federated Probe-Logit Distillation under Heterogeneous Bandwidth Budgets
[arXiv] 2026-05-28 | Experimentation for Different Scheduling Policies on Queues: Mixed Differences-in-Q Estimators Based on Little's Law
[arXiv] 2026-05-28 | MoSSP: A Momentum-Based Single-Loop Stochastic Penalty Method for Nonconvex Constrained DC-Regularized Optimization
[arXiv] 2026-05-28 | Predicting Causal Effects from Natural Language Queries using Structured Representations
[arXiv] 2026-05-28 | COMET: Concept Space Dissection of the Modality Gap in Audio-Text Multimodal Contrastive Embeddings
[arXiv] 2026-05-28 | MAMMOTH-Grism: Gas-phase Metallicity Gradients of Star-forming Galaxies in Protocluster Environments at Cosmic Noon
[arXiv] 2026-05-28 | Decoding Strategies for Diffusion-Based ASR: A Systematic Evaluation of Confidence-Based Thresholding
[arXiv] 2026-05-28 | CONCAT: Consensus- and Confidence-Driven Ad Hoc Teaming for Efficient LLM-Based Multi-Agent Systems
[arXiv] 2026-05-28 | Revealing quantum metric multipoles in magnetic topological insulator MnBi2Te4
[arXiv] 2026-05-28 | CT Imaging with Helium and Carbon Ions for Hadron Therapy
[arXiv] 2026-05-28 | Non-Forgetting Knowledge Allocation with Bi-level Competition for Class-Incremental Learning
[arXiv] 2026-05-28 | Brain-IT-VQA: From Brain Signals to Answers
[arXiv] 2026-05-28 | FPLIER: Federated Pathway-Level Information Extractor
[arXiv] 2026-05-28 | FinVerBench: Benchmark Validity and Calibration in Large Language Model Financial Statement Verification
[arXiv] 2026-05-28 | PEARL: Training Socratic Tutors with Pedagogically Aligned Reinforcement Learning
[arXiv] 2026-05-28 | Retrieval of Ocean Surface Currents and Vertical Shear from HF Radar Observations
[arXiv] 2026-05-28 | CapTalk: Text-Guided Stylization and Speech-Driven 3D Head Animation
[arXiv] 2026-05-28 | Implied ETF Carry Rates and the Limits of Arbitrage in Segmented Bitcoin Markets
[arXiv] 2026-05-28 | GrepSeek: Training Search Agents for Direct Corpus Interaction
[arXiv] 2026-05-28 | MusTBENCH: Benchmarking and Advancing Temporal Grounding in Music LLMs
[arXiv] 2026-05-28 | MonoDuo: Using One Robot Arm to Learn Bimanual Policies
[arXiv] 2026-05-28 | Topological Lifshitz transition-induced bipolarity of anomalous Nernst effect in kagome magnet YCo3
[arXiv] 2026-05-28 | Global optimization of quadratic root-difference minimization under elliptic annulus constraints
[arXiv] 2026-05-28 | Higher Wess-Zumino-Witten term from semistrict higher Chern-Simons theory
[arXiv] 2026-05-28 | Liouville theorems for $p$-Laplacian equations in convex cones without finite-energy condition
[arXiv] 2026-05-28 | Permutation Matrix Representation for Quantum Simulation: Comparative Resource Analysis
[arXiv] 2026-05-28 | Code-QA-Bench: Separating Code Reasoning from Documentation Memorization in Repository-Level QA
[arXiv] 2026-05-28 | Asymptotic Behavior in High School Physics: physics 1 insights and discussions
[arXiv] 2026-05-28 | Trisection genus of knot traces
[arXiv] 2026-05-28 | Rethinking Literature Search Evaluation: Deep Research Helps, and Human Citation Lists Are Not a Ground Truth
[arXiv] 2026-05-28 | On the Practice of Scaling Search Conversion Rate Prediction
[arXiv] 2026-05-28 | Inferring the Size of Large Language Models From Popular Text Memorization
[arXiv] 2026-05-28 | Valid and efficient possibilistic fusion
[arXiv] 2026-05-28 | Motion-guided sparse correction enables expert-quality point tracking across diverse microscopy regimes
[arXiv] 2026-05-28 | Single-photon time-stretch infrared spectroscopy
[arXiv] 2026-05-28 | Constraints on the Atmospheric Composition of 2002 XV$_{93}$ from JWST Spectroscopy
[arXiv] 2026-05-28 | Comparative monotonicity of linear codes by Hermitian and symplectic hull dimensions
[arXiv] 2026-05-28 | A Lorentzian construction of timelike Liouville field theory on the cylinder
[arXiv] 2026-05-28 | Multi-Kernel TOF-PET Image Reconstruction Using ADMM
[arXiv] 2026-05-28 | GPS-Enhanced Tourist Mobility Modeling with Seasonal Spatial Priors and LLM-Based Activity Chain Generation
[arXiv] 2026-05-28 | ParaTool: Shifting Tool Representations from Context to Parameters
[arXiv] 2026-05-28 | TAE: Target-aware enhancer for nighttime UAV tracking
[arXiv] 2026-05-28 | Nanoparticle manipulation with a carbon fiber tip in an electron microscope for $μ$-SQUID magnetometry
[arXiv] 2026-05-28 | Why Larger Models Learn More: Effects of Capacity, Interference, and Rare-Task Retention
[arXiv] 2026-05-28 | Dichotomy study of the Steiner tree problem in split-like graphs
[arXiv] 2026-05-28 | Audio Deepfake Detection with Half-Truth Localisation Using Cross-Attentive Feature Fusion
[arXiv] 2026-05-28 | Common Noise-Induced Group-Level Synchronization Between Uncoupled Groups of Oscillators
[arXiv] 2026-05-28 | K-FinHallu: A Hallucination Detection Benchmark for Multi-Turn RAG in Korean Finance
[arXiv] 2026-05-28 | FLASH-MAXSIM: IO-Aware Fused Kernels for Late-Interaction Scoring
[arXiv] 2026-05-28 | Active learning strategy for excursion-set confidence regions of functional simulator outputs
[arXiv] 2026-05-28 | MINDGAMES: A Live Arena for Evaluating Social and Strategic Reasoning in Multi-Agent LLMs
[arXiv] 2026-05-28 | ESAM++: Efficient Online 3D Perception on the Edge
[arXiv] 2026-05-28 | Quotient DAGs for Off-Policy Evaluation:Forward-Flow Importance Sampling and Exact Slate Propensities
[arXiv] 2026-05-28 | Convex Basins in Single-Index Model Loss Landscapes: Applications to Robust Recovery under Strong Adversarial Corruption
[arXiv] 2026-05-28 | The Curse of Helpfulness: Inverse Scaling Law in Robustness to Distractor Instructions via DistractionIF
[arXiv] 2026-05-28 | Robustness of Valley-Hall Interface Modes Against Sharp Bending
[arXiv] 2026-05-28 | Runtime Analysis of a Compact Genetic Algorithm on a Truly Multi-valued OneMax Function
[arXiv] 2026-05-28 | MOOSE-Copilot: A Web-Based Interactive Assistant for Unified Exploratory and Fine-Grained Scientific Hypothesis Discovery
[arXiv] 2026-05-28 | V2XCrafter: Learning to Generate Driving Scene Across Agents
[arXiv] 2026-05-28 | Multiscale Asymptotic Analysis of Kernel-Smoothed Solutions to Fractional Riesz-Bessel Equations with Random Initial Conditions
[arXiv] 2026-05-28 | Linear stability analysis of the Lloyd algorithm on a circle
[arXiv] 2026-05-28 | User-Centric Clustering for uRLLC in Cell-Free RAN via Extreme Value Theory
[arXiv] 2026-05-28 | ElegantVLA: Learning When to Think for Efficient Vision-Language-Action Models
[arXiv] 2026-05-28 | Hypercomplex Yang-Mills Theory as a Bipartite Gauge Field Model
[arXiv] 2026-05-28 | Spatiotemporal Electron Microscopy of Phonon Polaritons in MoO3
[arXiv] 2026-05-28 | FinGuard: Detecting Financial Regulatory Non-Compliance in LLM Interactions
[arXiv] 2026-05-28 | 3DVLA: Enhancing Vision-Language-Action Models via 3D Spatial and Instance Understanding
[arXiv] 2026-05-28 | Power Estimation for Longitudinal Studies with Time Dependent Covariates Using Generalized Method of Moments
[arXiv] 2026-05-28 | Semantic and Visual Evidence for Efficient Long-Video Reasoning: A Solution for the HD-EPIC VQA Challenge
[arXiv] 2026-05-28 | Rethinking Post-Training Recipes for Multimodal Time-Series Forecasting
[arXiv] 2026-05-28 | Closed-Loop Identification of Periodically Time-Varying Systems via Cyclic Reformulation
[arXiv] 2026-05-28 | A note on a better conditioned Domain Wall Operator
[arXiv] 2026-05-28 | ODIN: Rest-frame Optical Morphologies and Star Formation Activity of Lyα Emitters at z=2.4, 3.1, and 4.5
[arXiv] 2026-05-28 | EarthShift: a benchmark for measuring robustness to real-world distribution shifts in Earth observation
[arXiv] 2026-05-28 | Wasserstein Contraction of Coordinate Ascent Variational Inference
[arXiv] 2026-05-28 | Explaining Rankings with Hidden Group Bonuses
[arXiv] 2026-05-28 | How's it going? Reinforcement learning in language models recruits a functional welfare axis
[arXiv] 2026-05-28 | Extreme dynamic symmetry enables omnidirectional and multifunctional robots
[arXiv] 2026-05-28 | Primary Constraints of Newer General Relativity
[arXiv] 2026-05-28 | Incompleteness is necessary for activation of nonlocality without entanglement
[arXiv] 2026-05-28 | Sub-luminous Type IIP SN 2024abfl as a result of a significantly low energy Fe-core collapse
[arXiv] 2026-05-28 | Modeling the Effect of the Heliospheric Magnetic Field on Cosmic Ray Muon Shadows
[arXiv] 2026-05-28 | When Do Graph Foundation Models Transfer? A Data-Centric Theory
[arXiv] 2026-05-28 | Learning Representations from 3D Gaussian Splats
[arXiv] 2026-05-28 | Signals from the early Universe: a comprehensive search for primordial features in Planck CMB datasets
[arXiv] 2026-05-28 | Enriched higher-order multiscale approaches with applications to wave propagation
[arXiv] 2026-05-28 | A comparison of different master equations for driven-dissipative dynamics in composite quantum systems: Dispersive readout in structured electromagnetic environments
