[2026-05-12 11:22:26] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-11
正在获取论文...
[arXiv] 2026-05-11 | Coarse Menger property of quasi-minor excluded graphs and length spaces
[arXiv] 2026-05-11 | Delay-Robust Secondary Frequency Control via Passive Interconnection and Randomized Block Updates
[arXiv] 2026-05-11 | Fractal phenomenon in $c$- and $g$-vectors of the Markov quiver
[arXiv] 2026-05-11 | MFVLR: Multi-domain Fine-grained Vision-Language Reconstruction for Generalizable Diffusion Face Forgery Detection and Localization
[arXiv] 2026-05-11 | Not-So-Strange Love: Language Models and Generative Linguistic Theories are More Compatible than They Appear
[arXiv] 2026-05-11 | Hardness Amplification for (Sparse) LPN
[arXiv] 2026-05-11 | Edge-Cloud Collaborative Pothole Detection via Onboard Event Screening and Federated Temporal Segmentation
[arXiv] 2026-05-11 | Explanation-Aware Learning for Enhanced Interpretability in Biomedical Imaging
[arXiv] 2026-05-11 | Convergence of orbital integrals on unitary groups in positive characteristic
[arXiv] 2026-05-11 | A Cryptosystem Using Cluster Algebras
[arXiv] 2026-05-11 | PlantMarkerBench: A Multi-Species Benchmark for Evidence-Grounded Plant Marker Reasoning
[arXiv] 2026-05-11 | Search for invisible decays of light mesons via $J/ψ\to VP$ $(V=ω/φ,P=η/η')$ decays at STCF
[arXiv] 2026-05-11 | Elemental Alchemist: A Generative Interface for Semantic Control of Particle Systems Across Dynamic Levels of Abstraction
[arXiv] 2026-05-11 | Anchor-guided Hypergraph Condensation with Dual-level Discrimination
[arXiv] 2026-05-11 | Muninn: Your Trajectory Diffusion Model But Faster
[arXiv] 2026-05-11 | Continual Harness: Online Adaptation for Self-Improving Foundation Agents
[arXiv] 2026-05-11 | GraphInstruct: A Progressive Benchmark for Diagnosing Capability Gaps in LLM Graph Generation
[arXiv] 2026-05-11 | Attention Drift: What Autoregressive Speculative Decoding Models Learn
[arXiv] 2026-05-11 | Merlin: Deterministic Byte-Exact Deduplication for Lossless Context Optimization in Large Language Model Inference
[arXiv] 2026-05-11 | A Resource Allocation Game and its Equilibrium Strategies
[arXiv] 2026-05-11 | Chebyshev Center-Based Direction Selection for Multi-Objective Optimization and Training PINNs
[arXiv] 2026-05-11 | GLiNER2-PII: A Multilingual Model for Personally Identifiable Information Extraction
[arXiv] 2026-05-11 | Tensor Product Representation Probes Reveal Shared Structure Across Linear Directions
[arXiv] 2026-05-11 | Learning the Interaction Prior for Protein-Protein Interaction Prediction: A Model-Agnostic Approach
[arXiv] 2026-05-11 | Attenuation of long-wavelength sound in quenched disordered media
[arXiv] 2026-05-11 | Beyond Majority Voting: Agreement-Based Clustering to Model Annotator Perspectives in Subjective NLP Tasks
[arXiv] 2026-05-11 | Selection of the Best Policy under Fairness Constraints for Subpopulations
[arXiv] 2026-05-11 | Explicit Stair Geometry Conditioning for Robust Humanoid Locomotion
[arXiv] 2026-05-11 | A study on Dusty Plasma Physics and the examination of Jeans Criteria for the Milky Way
[arXiv] 2026-05-11 | MSSM flavors from 7-brane configurations of magnetized SYM on $R^{1,3} \times (T^2)^3/(Z_2 \times Z'_2)$
[arXiv] 2026-05-11 | Three-Edges and the SOS Rank of Biquadratic Forms: Extending the Augmented Zarankiewicz Framework
[arXiv] 2026-05-11 | Dynamic Rank, Basis, and Matching
[arXiv] 2026-05-11 | Two-Phonon Resonance Drives Multicomponent Mechanical Cat States
[arXiv] 2026-05-11 | CloudEmu: A Trace-Driven Cloud-Native Emulation Testbed for Vehicle Video Uplink over Cellular Networks
[arXiv] 2026-05-11 | Adversarial Attacks Against MLLMs via Progressive Resolution Processing and Adaptive Feature Alignment
[arXiv] 2026-05-11 | Deterministic vs. LLM-Controlled Orchestration for COBOL-to-Python Modernization
[arXiv] 2026-05-11 | Pseudo-Deliberation in Language Models: When Reasoning Fails to Align Values and Actions
[arXiv] 2026-05-11 | Network-Efficient World Model Token Streaming
[arXiv] 2026-05-11 | Clifford Ergotropy
[arXiv] 2026-05-11 | DA-SegFormer: Damage-Aware Semantic Segmentation for Fine-Grained Disaster Assessment
[arXiv] 2026-05-11 | MoPO: Incorporating Motion Prior for Occluded Human Mesh Recovery
[arXiv] 2026-05-11 | Fairness of Explanations in Artificial Intelligence (AI): A Unifying Framework, Axioms, and Future Direction toward Responsible AI
[arXiv] 2026-05-11 | Probing Routing-Conditional Calibration in Attention-Residual Transformers
[arXiv] 2026-05-11 | The Metacognitive Probe: Five Behavioural Calibration Diagnostics for LLMs
[arXiv] 2026-05-11 | Sparse Spectral Imaging for Thickness Mapping of 3R-MoS$_2$ on PDMS
[arXiv] 2026-05-11 | Middle convolution for Lie algebra representations
[arXiv] 2026-05-11 | When 'For You' Isn't For You: Measuring User Agency in TikTok's Algorithmic Feed
[arXiv] 2026-05-11 | The X17 Existence Hinted at by Nuclear Reactor Neutrinos
[arXiv] 2026-05-11 | Ginzburg--Landau Theory for Confined Thin-Film Superconductors
[arXiv] 2026-05-11 | Is Data Shapley Not Better than Random in Data Selection? Ask NASH
[arXiv] 2026-05-11 | Neuromorphic Monocular Depth Estimation with Uncertainty Modeling
[arXiv] 2026-05-11 | A Spectral Framework for Closed-Form Relative Density Estimation
[arXiv] 2026-05-11 | On the Casimir effect with mixed dynamical edge mode and perfect electromagnetic conducting boundary conditions
[arXiv] 2026-05-11 | When Can Digital Personas Reliably Approximate Human Survey Findings?
[arXiv] 2026-05-11 | Active Learning for Gaussian Process Regression Under Self-Induced Boltzmann Weights
[arXiv] 2026-05-11 | Embodied AI in Action: Insights from SAE World Congress 2026 on Safety, Trust, Robotics, and Real-World Deployment
[arXiv] 2026-05-11 | GenMed: A Pairwise Generative Reformulation of Medical Diagnostic Tasks
[arXiv] 2026-05-11 | Quantifying the Hadamard Resilience Law: Discovery of the Coherence Gap in NISQ-Era Classifiers
[arXiv] 2026-05-11 | Oxygen vacancies beyond the dilute limit in doped CaMnO3 perovskites and implications for screening materials in thermochemical applications
[arXiv] 2026-05-11 | Teacher-Aware Evolution of Heuristic Programs from Learned Optimization Policies
[arXiv] 2026-05-11 | Intrinsic Guardrails: How Semantic Geometry of Personality Interacts with Emergent Misalignment in LLMs
[arXiv] 2026-05-11 | Thermodynamics and dynamics of non-compact prismatic dislocation loops simulated using a machine-learning model
[arXiv] 2026-05-11 | Interpretable Coreference Resolution Evaluation Using Explicit Semantics
[arXiv] 2026-05-11 | Quantum Hypergraph Partitioning
[arXiv] 2026-05-11 | Hierarchical End-to-End Taylor Bounds for Complete Neural Network Verification
[arXiv] 2026-05-11 | Responsible Benchmarking of Fairness for Automatic Speech Recognition
[arXiv] 2026-05-11 | Hidden Structure of Jack Littlewood-Richardson Coefficients
[arXiv] 2026-05-11 | Continuous Defensive Domination Problems
[arXiv] 2026-05-11 | Novel neighborhood structures for incomplete round robin sports tournaments
[arXiv] 2026-05-11 | On the rational solutions of generalized Abel equations
[arXiv] 2026-05-11 | Distance between minimal surfaces and flows
[arXiv] 2026-05-11 | VISTA: A Generative Egocentric Video Framework for Daily Assistance
[arXiv] 2026-05-11 | SenseBench: A Benchmark for Remote Sensing Low-Level Visual Perception and Description in Large Vision-Language Models
[arXiv] 2026-05-11 | Acceptance Cards:A Four-Diagnostic Standard for Safe Fine-Tuning Defense Claims
[arXiv] 2026-05-11 | Set-Based Groupwise Registration for Variable-Length, Variable-Contrast Cardiac MRI
[arXiv] 2026-05-11 | Affine Tracing: A New Paradigm for Probabilistic Linear Solvers
[arXiv] 2026-05-11 | It's All Connected: Topology-Aware Structural Graph Encoding Improves Performance on Polymer Prediction
[arXiv] 2026-05-11 | PhysEDA: Physics-Aware Learning Framework for Efficient EDA With Manhattan Distance Decay
[arXiv] 2026-05-11 | TIE: Time Interval Encoding for Video Generation over Events
[arXiv] 2026-05-11 | Mela: Test-Time Memory Consolidation based on Transformation Hypothesis
[arXiv] 2026-05-11 | PrimeKG-CL: A Continual Graph Learning Benchmark on Evolving Biomedical Knowledge Graphs
[arXiv] 2026-05-11 | GemDepth: Geometry-Embedded Features for 3D-Consistent Video Depth
[arXiv] 2026-05-11 | Equivariant Observer Design on SL(3) for Image Intensity-Based Homography Estimation
[arXiv] 2026-05-11 | Online Resource Allocation With General Constraints
[arXiv] 2026-05-11 | SoK: A Systematic Bidirectional Literature Review of AI & DLT Convergence
[arXiv] 2026-05-11 | Ehrhart quasi-polynomials of rational polytopes by real dilations
[arXiv] 2026-05-11 | Combinatorial extension of a simple construction of Lefschetz fibrations
[arXiv] 2026-05-11 | Rare-Earth-Tuned Evolution from d- to f-Orbital Dominance and Giant Anomalous Hall Effect in Topological RGaGe (R = Ce, Pr, Nd) Semimetals
[arXiv] 2026-05-11 | A PAC-Bayes Approach for Controlling Unknown Linear Discrete-time Systems
[arXiv] 2026-05-11 | Observing the state of networks with directed higher-order interactions
[arXiv] 2026-05-11 | Manipulation, Insider Information, and Regulation in Leveraged Event-Linked Markets
[arXiv] 2026-05-11 | ASIA: an Autonomous System Identification Agent
[arXiv] 2026-05-11 | Breaking Free from the Swampland of Impossible Universes through the DESI Portal
[arXiv] 2026-05-11 | Cavity-Enhanced Collective Quantum Processing with Polarization-Encoded Qubits
[arXiv] 2026-05-11 | EEXICC: An event generator for doubly heavy baryon production at $e^+e^-$ colliders
[arXiv] 2026-05-11 | A Flexible Raspberry Pi-Based Data Logger Platform for Modbus Sensors with Ansible Deployment
[arXiv] 2026-05-11 | A Volume-Growth Criterion for the p-Laplace Inequality on Weighted Graphs
[arXiv] 2026-05-11 | HiRL: Hierarchical Reinforcement Learning for Coordinated Resource Management in Heterogeneous Edge Computing
[arXiv] 2026-05-11 | StereoTales: A Multilingual Framework for Open-Ended Stereotype Discovery in LLMs
[arXiv] 2026-05-11 | RG-Consistent (P)NJL Model: Impact of Thermal Cutoff Modifications on Thermodynamics and Net-Baryon Number Fluctuations
[arXiv] 2026-05-11 | DRIFT: Drift-Resilient Invariant-Feature Transformer for DGA Detection
[arXiv] 2026-05-11 | Hierarchical 2-degree-of-freedom control combining Youla-Kucera parameterization and model predictive control
[arXiv] 2026-05-11 | Comparing Results from Two Uniform Phase Curve Surveys
[arXiv] 2026-05-11 | Long-time behaviors and attractors for time-nonlocal generalized Rayleigh-Stokes equations
[arXiv] 2026-05-11 | Can Language Models Analyze Data? Evaluating Large Language Models for Question Answering over Datasets
[arXiv] 2026-05-11 | Weibel-mediated filamentary structures observed in the ICF context
[arXiv] 2026-05-11 | Multi-Fidelity Quantile Regression
[arXiv] 2026-05-11 | Resolution-Aware Perpetual Futures on Binary Prediction Markets: An Empirical Risk-Design Framework Using Polymarket Data
[arXiv] 2026-05-11 | Regret Analysis of Guided Diffusion for Black-Box Optimization over Structured Inputs
[arXiv] 2026-05-11 | Agentic Performance at the Edge: Insights from Benchmarking
[arXiv] 2026-05-11 | Limit shape of single-source stochastic sandpiles with $p$-topplings on $\mathbb{Z}$
[arXiv] 2026-05-11 | DySurface: Consistent 4D Surface Reconstruction via Bridging Explicit Gaussians and Implicit Functions
[arXiv] 2026-05-11 | RW-Post: Auditable Evidence-Grounded Multimodal Fact-Checking in the Wild
[arXiv] 2026-05-11 | Signal-Dependent Shot Noise Modeling of Rydberg Atomic Quantum Receivers: A Design Perspective
[arXiv] 2026-05-11 | Learning to Rank for Selected Configuration Interaction
[arXiv] 2026-05-11 | Non-equilibrium scaling across first-order transitions with relativistic scalar fields
[arXiv] 2026-05-11 | BGG: Bridging the Geometric Gap between Cross-View images by Vision Foundation Model Adaptation for Geo-Localization
[arXiv] 2026-05-11 | EvoStreaming: Your Offline Video Model Is a Natively Streaming Assistant
[arXiv] 2026-05-11 | CORTEG: Foundation Models Enable Cross-Modality Representation Transfer from Scalp to Intracranial Brain Recordings
[arXiv] 2026-05-11 | SCALAR: A Neurosymbolic Framework for Automated Conjecture and Reasoning in Quantum Circuit Analysis
[arXiv] 2026-05-11 | Verifiable Process Rewards for Agentic Reasoning
[arXiv] 2026-05-11 | Electromagnetic Follow-up of the Sub-Solar Mass Gravitational Wave Candidate S251112cm: Kilonova Constraints and a Coincident IIb Supernova
[arXiv] 2026-05-11 | DECO: Sparse Mixture-of-Experts with Dense-Comparable Performance on End-Side Devices
[arXiv] 2026-05-11 | Evaluating the False Trust engendered by LLM Explanations
[arXiv] 2026-05-11 | RoboMemArena: A Comprehensive and Challenging Robotic Memory Benchmark
[arXiv] 2026-05-11 | Using Logs to support Programming Education
[arXiv] 2026-05-11 | Equivariant Reinforcement Learning for Clifford Quantum Circuit Synthesis
[arXiv] 2026-05-11 | Revisiting Policy Gradients for Restricted Policy Classes: Escaping Myopic Local Optima with $k$-step Policy Gradients
[arXiv] 2026-05-11 | Engineering Robustness into Personal Agents with the AI Workflow Store
[arXiv] 2026-05-11 | RubricEM: Meta-RL with Rubric-guided Policy Decomposition beyond Verifiable Rewards
[arXiv] 2026-05-11 | V4FinBench: Benchmarking Tabular Foundation Models, LLMs, and Standard Methods on Corporate Bankruptcy Prediction
[arXiv] 2026-05-11 | FPT Approximation Schemes for Min-Sum Radii and Min-Sum Diameters Clustering
[arXiv] 2026-05-11 | Hyperbolic space groups and edge conditions for their domains
[arXiv] 2026-05-11 | Remember the Decision, Not the Description: A Rate-Distortion Framework for Agent Memory
[arXiv] 2026-05-11 | The Solar System as a lab for the Law of Universal Gravitation
[arXiv] 2026-05-11 | Masked Generative Transformer Is What You Need for Image Editing
[arXiv] 2026-05-11 | Learning More from Less: Exploiting Counterfactuals for Data-Efficient Chart Understanding
[arXiv] 2026-05-11 | The Generalized Turing Test: A Foundation for Comparing Intelligence
[arXiv] 2026-05-11 | BabelDOC: Better Layout-Preserving PDF Translation via Intermediate Representation
[arXiv] 2026-05-11 | Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories
[arXiv] 2026-05-11 | On an invariant curvature cone along 4-dimensional Ricci flow
[arXiv] 2026-05-11 | Transcoda: End-to-End Zero-Shot Optical Music Recognition via Data-Centric Synthetic Training
[arXiv] 2026-05-11 | Towards On-Policy Data Evolution for Visual-Native Multimodal Deep Search Agents
[arXiv] 2026-05-11 | SLIM: Sparse Latent Steering for Interpretable and Property-Directed LLM-Based Molecular Editing
[arXiv] 2026-05-11 | The First Drop of Ink: Nonlinear Impact of Misleading Information in Long-Context Reasoning
[arXiv] 2026-05-11 | Benchmarking Sensor-Fault Robustness in Forecasting
[arXiv] 2026-05-11 | ALAM: Algebraically Consistent Latent Transitions for Vision-Language-Action Models
[arXiv] 2026-05-11 | Likelihood scoring for continuations of mathematical text: a self-supervised benchmark with tests for shortcut vulnerabilities
[arXiv] 2026-05-11 | Rapid Forest Fuel Load Estimation via Virtual Remote Sensing and Metric-Scale Feed-Forward 3D Reconstruction
[arXiv] 2026-05-11 | Krylov state complexity for BMN matrix model
[arXiv] 2026-05-11 | Locking Pretrained Weights via Deep Low-Rank Residual Distillation
[arXiv] 2026-05-11 | When Are Trade-Off Functions Testable from Finite Samples?
[arXiv] 2026-05-11 | DynaMiCS: Fine-tuning LLMs with Performance Constraints using Dynamic Mixtures
[arXiv] 2026-05-11 | Revisiting the greenhouse effect of non-greenhouse gases in the atmospheres of Earth-like planets
[arXiv] 2026-05-11 | Matching-with-Contracts for the AI-RAN Market: AIGC-as-a-Service for Teleoperation
[arXiv] 2026-05-11 | Homogeneity of magnetic geodesics in the Heisenberg group
[arXiv] 2026-05-11 | Cross-correlating blade--wake dynamics for a model wind turbine
[arXiv] 2026-05-11 | Axion-Scalar Dynamics: from the Distance Conjecture to Cosmic Acceleration
[arXiv] 2026-05-11 | iPay: Integrated Payment Action Recognition via Multimodal Networks and Adaptive Spatial Prior Learning
[arXiv] 2026-05-11 | Kernel-Gradient Drifting Models
