[2026-06-26 11:45:10] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-25
正在获取论文...
[arXiv] 2026-06-25 | CLIR: Liveness-Driven and Structure-Aware Fuzzing for the Cranelift Compiler
[arXiv] 2026-06-25 | Robust Hedging Valuation Adjustment under Liquidity--Demand Stress
[arXiv] 2026-06-25 | Regularization of the metric generalized inverse in Banach spaces and the dichotomy phenomenon
[arXiv] 2026-06-25 | CHAMB-GA: A Containerized HPC Scalable Microservice-Based Framework for Genetic Algorithms
[arXiv] 2026-06-25 | Organic Semiconductor Alignment via Confinement in Vapor-Guided Droplets
[arXiv] 2026-06-25 | The Bogomolov Property through Galois Representations
[arXiv] 2026-06-25 | Optimizing Accessibility and Maximum Travel Times in Transit Networks: The Hub Covering Location Problem
[arXiv] 2026-06-25 | Towards a Theory of Dobrakov-Sobolev Spaces
[arXiv] 2026-06-25 | Stellar black hole binaries from two common envelope evolution phases in triple stellar systems
[arXiv] 2026-06-25 | An integrable approach to macroscopic fluctuation theory for the multispecies SSEP
[arXiv] 2026-06-25 | Forward-modelling the Tolman and distance-duality tests with IllustrisTNG
[arXiv] 2026-06-25 | Learning to Fold: prizewinning solution at LeHome Challenge 2026 (1st place online, 2nd offline)
[arXiv] 2026-06-25 | Real Quantum Chemistry With Complex Orbitals
[arXiv] 2026-06-25 | Single-Base-Station Indoor Localization via Super-Resolved Relative Power Delay Profiles
[arXiv] 2026-06-25 | DMuon: Efficient Distributed Muon Training with Near-Adam Overhead
[arXiv] 2026-06-25 | Hard-Region Fermion Self-Energy and Fermion--Photon Vertex in Thermal QED through Two Loops
[arXiv] 2026-06-25 | Quantitativity in the Mordell Conjecture
[arXiv] 2026-06-25 | Magnetoresistance in chiral systems driven by inter-band spin-orbit coupling
[arXiv] 2026-06-25 | The ESO SupJup Survey XI. Atmospheric properties of six isolated M- and L-type dwarfs with CRIRES+
[arXiv] 2026-06-25 | Approximating Feynman integrals using complete monotonicity and Stieltjes properties
[arXiv] 2026-06-25 | Transformer-Based Classification of Bacterial Raman Spectra with LOOCV
[arXiv] 2026-06-25 | TMP: Tree-structured Mixed-policy Pruning for Large-scale Image Generation and Editing
[arXiv] 2026-06-25 | GPU-accelerated superiorization on constrained physical problems with SupPy
[arXiv] 2026-06-25 | Discrete Space-Time Wave Kernels on Regular Trees
[arXiv] 2026-06-25 | ForesightSafety-VLA: A Unified Diagnostic Safety Benchmark for Vision-Language-Action Models
[arXiv] 2026-06-25 | Towards Explainable Adjudicative Variance: Quantifying Judicial Discretion via Gated Multi-Task Learning
[arXiv] 2026-06-25 | On Jumps, Interactions, and Intersection Types
[arXiv] 2026-06-25 | NuclearQAv2: A Structured Benchmark for Evaluating Domain-Science Competence in Large Language Models
[arXiv] 2026-06-25 | Low Complexity Kolmogorov-Arnold Network-based DPD for Analog RoF Fronthaul
[arXiv] 2026-06-25 | Gamma-ray Bursts and Kilonovae from Gravitational Wave Events
[arXiv] 2026-06-25 | Terrestrial Sagnac delay in scalar-tensor-vector-gravity
[arXiv] 2026-06-25 | Cusp Excursions, Lattice Points on Manifolds, and the Mizohata-Takeuchi Conjecture
[arXiv] 2026-06-25 | Odd transport in a two-temperature Brownian dimer
[arXiv] 2026-06-25 | Independence relations in the Solovay model II
[arXiv] 2026-06-25 | TriPAH: Imbalance-Aware Tri-Prompt Affinity Hashing for Cross-Modal Medical Retrieval
[arXiv] 2026-06-25 | Plancherel Identities for unbounded subsets of $\mathbb R^d$
[arXiv] 2026-06-25 | Inverse Design of Compact and Wideband Inverted Doherty Power Amplifiers Using Deep Learning
[arXiv] 2026-06-25 | Exploring Tidal Disruption Events with SKA and VLBI: Unveiling the Mystery of Black Hole Feeding and Outflows
[arXiv] 2026-06-25 | Physical Neural Networks Need Nonlinearity, Amplification, and Suppression for Learning
[arXiv] 2026-06-25 | ReaORE: Reasoning-Guided Progressive Open Relation Extraction Empowered by Large Reasoning Models
[arXiv] 2026-06-25 | Vis4GS: A Visual Analytic Tool for 3D Gaussian Splatting Reconstruction
[arXiv] 2026-06-25 | Auditing Framing-Sensitive Behavioral Instability in Large Language Models for Mental Health Interactions
[arXiv] 2026-06-25 | To Run or Not to Run: Analyzing the Cost-Effectiveness of Code Execution in LLM-Based Program Repair
[arXiv] 2026-06-25 | Solid-to-solid transition in dense assemblies of elongated cells
[arXiv] 2026-06-25 | State-Specific Respiratory Signatures for Affective and Stress Recognition: Interpretable Respiratory Markers, Autocorrelation Lags, and Compact CNN Models
[arXiv] 2026-06-25 | A Latent ODE Approach to Spatiotemporal Modeling of Cine Cardiac MRI
[arXiv] 2026-06-25 | Dual-Prior Guided Null-Space Learning with Mixture-of-Splines for Arbitrary Medical Slice Super-Resolution
[arXiv] 2026-06-25 | Random Walk on Bézier Curves for Global Optimization
[arXiv] 2026-06-25 | Perfect Absorption in the Strong Coupling Regime via Degenerate Critical Coupling
[arXiv] 2026-06-25 | Modelling convective cell occurrence in proximity to cold fronts using extreme gradient boosting
[arXiv] 2026-06-25 | Applicability of kinetic theory in strongly coupled thermal quantum systems
[arXiv] 2026-06-25 | TVD and TVB preservation without TVD time discretization for discontinuous Galerkin methods
[arXiv] 2026-06-25 | DeCoFlow: Structural Decomposition of Normalizing Flows for Continual Anomaly Detection
[arXiv] 2026-06-25 | Parallel Communicating Finite Automata: The Non-Forgetting Model
[arXiv] 2026-06-25 | Identification of MHD equilibrium $β$ limits for CFQS plasmas
[arXiv] 2026-06-25 | On-farm management strategies for reducing H5N1 transmission in dairy cattle
[arXiv] 2026-06-25 | NebulaExp-8B: An Empirical Post-Training Pipeline via Full-Scale Ablation Research
[arXiv] 2026-06-25 | Floquet Topological Phases and Anomalous Hall Signatures in Irradiated Two-dimensional $d_{xy}$-Wave Altermagnets
[arXiv] 2026-06-25 | Zero-Shot Size Transfer for Neural ODEs on Sparse Random Graphs: Graphon Limits and Adjoint Convergence
[arXiv] 2026-06-25 | Autoformalization of Agent Instructions into Policy-as-Code
[arXiv] 2026-06-25 | Almost Lipschitz regularity for solutions of elliptic equations with discontinuous coefficients
[arXiv] 2026-06-25 | Fast Enumeration of Minimal Removable Sets in Monotone Systems with Application to Core Collapse Analysis
[arXiv] 2026-06-25 | Weak-Strong Resurgence Duality
[arXiv] 2026-06-25 | Single object observations: Large telescopes vs. multiple small telescopes
[arXiv] 2026-06-25 | Closing the Quality Gap in Low-Resource Text-to-Speech: LoRA Fine-Tuning of VoxCPM2 for Khmer and Korean
[arXiv] 2026-06-25 | Quantum Mutant Equivalence via Transpilation
[arXiv] 2026-06-25 | Efficient Computation for Diagonal of Forest Matrix via Variance-Reduced Forest Sampling
[arXiv] 2026-06-25 | Time Structure in Infinite Extensive Games
[arXiv] 2026-06-25 | An exploratory behavioral and electroencephalographic study of artificial intelligence-assisted learning modes in high school students
[arXiv] 2026-06-25 | Pingquanqi (Equalizer): A Cross-Domain Sociotechnical Framework for Human-Agent Interaction Governance
[arXiv] 2026-06-25 | Long-Period Transients as a new frontier in time-domain astronomy
[arXiv] 2026-06-25 | Classification of regular Cayley maps of skew-type three on semidihedral groups
[arXiv] 2026-06-25 | Sharp Lifespan Estimates and Fujita Phenomena for Fractional Hardy-Hénon Type Parabolic Equations
[arXiv] 2026-06-25 | Intrinsic Geometry of Categorified Spectral Objects
[arXiv] 2026-06-25 | PMDformer: Patch-Mean Decoupling Information Transformer for Long-term Forecasting
[arXiv] 2026-06-25 | Compiler-Driven Approximation Tuning for Hyperdimensional Computing
[arXiv] 2026-06-25 | Holographic $s$- and $p$-wave superconductors from the $4D$ regularization of Einstein-Lovelock theory
[arXiv] 2026-06-25 | Maximizing Throughput in an M/G/1 Queue with Customer Abandonments
[arXiv] 2026-06-25 | Thermal Effects on the Moment of Inertia and Gravitational Redshift of PSR J1012+5307: Implications for Hyperonic Matter under SU(3) and SU(6) Symmetries
[arXiv] 2026-06-25 | CascadeFormer: Depth-Tapered Transformers Motivated by Gradient Fan-in Asymmetry
[arXiv] 2026-06-25 | Predicted Capabilities of the SPRITE SmallSat for a Low-Redshift Lyman Continuum Emission Survey
[arXiv] 2026-06-25 | OSC2Runner: OpenSCENARIO 2.x Compliant High-Fidelity AV Simulation in CARLA
[arXiv] 2026-06-25 | UV Star-Formation Rates of the SHIELD Dwarf Galaxies
[arXiv] 2026-06-25 | The Inattentional Gap: Task-Conditioned Language and Vision Models Omit the Safety-Critical Signals They Can Otherwise Report
[arXiv] 2026-06-25 | The Suda-Tanaka-Tokushige conjecture for $\mathbf{p}$-biased intersecting families
[arXiv] 2026-06-25 | Homeomorphism of the Revuz correspondence under Dynkin class assumptions
[arXiv] 2026-06-25 | Clinical Harness for Governable Medical AI Skill Ecosystems
[arXiv] 2026-06-25 | What Survives When You Compress a Recursive Reasoner for the Edge?
[arXiv] 2026-06-25 | Utilizing Cognitive Signals Generated during Human Reading to Enhance Keyphrase Extraction from Microblogs
[arXiv] 2026-06-25 | Paved with True Intents: Intent-Aware Training Improves LLM Safety Classification Across Training Regimes
[arXiv] 2026-06-25 | Counting equitable $k$-colorings in graphs of bounded clique-width
[arXiv] 2026-06-25 | Effective Covariance Dynamics in Solvable High-Dimensional GANs
[arXiv] 2026-06-25 | Isoregular theories, accessible 2-categories, and free constructions
[arXiv] 2026-06-25 | RoPEMover: Depth-Aware Object Relocation via Positional Embeddings
[arXiv] 2026-06-25 | On automorphisms of $\mathscr{B}$-admissible and related subshifts
[arXiv] 2026-06-25 | Study of Supernova Neutrinos at ESSnuSB
[arXiv] 2026-06-25 | World Action Models Enable Continual Imitation Learning with Recurrent Generative Replays
[arXiv] 2026-06-25 | 3D Imaging of Complex Skyrmion and Hopf Topologies in an Extended Sample
[arXiv] 2026-06-25 | When are likely answers right? On Sequence Probability and Correctness in LLMs
[arXiv] 2026-06-25 | Mapping Political-Elite Networks in Europe with a Multilingual Joint Entity-Relation Extraction Pipeline
[arXiv] 2026-06-25 | VibeAct: Vibration to Actions for Contact-Rich Reactive Robot Dexterity
[arXiv] 2026-06-25 | Understanding Domain-Aware Distribution Alignment in Budgeted Entity Matching
[arXiv] 2026-06-25 | Godbillon-Vey classes of Lie subalgebroids
[arXiv] 2026-06-25 | Valuing American options and Flexible Forwards contracts in time-dependent models
[arXiv] 2026-06-25 | Language-Based Digital Twins for Elderly Cognitive Assistance
[arXiv] 2026-06-25 | Unpinning of trapped oil droplets via non-resonant acoustic streaming in capillary tubes
[arXiv] 2026-06-25 | On the homology groups of clique complexes of strongly regular graphs
[arXiv] 2026-06-25 | LLM-Based Examination of Eligibility Criteria from Securities Prospectuses at the German Central Bank
[arXiv] 2026-06-25 | Blackwell Approachability and Gradient Equilibrium are Equivalent
[arXiv] 2026-06-25 | Beyond Surface Forms: A Comprehensive, Mechanism-Oriented Taxonomy of Indirect Linguistic Encoding for LLM-Based Coded Language Detection
[arXiv] 2026-06-25 | LA4VLA: Learning to Act without Seeing via Language-Action Pretraining
[arXiv] 2026-06-25 | Generative Models on Analog Hardware with Dynamics
[arXiv] 2026-06-25 | Deterministic Algorithms for Low Individual Degree Factors of Sparse Polynomials
[arXiv] 2026-06-25 | A solid unification of the dark sector
[arXiv] 2026-06-25 | Unveiling Complex Chemistry in Planet-forming Disks with the SKAO
[arXiv] 2026-06-25 | A Quasi-Variational--Hemivariational Inequality for the Convective Brinkman--Forchheimer Extended Darcy Equations with Bingham Fluids
[arXiv] 2026-06-25 | EO-WM: A Physically Informed World Model for Probabilistic Earth Observation Forecasting
[arXiv] 2026-06-25 | Quantum-Limited Subdiffraction Telescopy Requires Genuine Multi-Telescope Interference
[arXiv] 2026-06-25 | Large-scale multimode entangling-gate synthesis in trapped-ion systems
[arXiv] 2026-06-25 | CORTEX: A Structured Reasoning Benchmark for Trustworthy 3D Chest CT MLLMs
[arXiv] 2026-06-25 | Beyond Objects
[arXiv] 2026-06-25 | Particle-preserving fermionic shadows with mode-independent sample complexity
[arXiv] 2026-06-25 | Improving exoplanet mass characterisation with Bayesian model selection using the Learned Harmonic Mean Estimator
[arXiv] 2026-06-25 | MUSE Imaging Spectroscopy of the Fullerene Planetary Nebula Tc 1
[arXiv] 2026-06-25 | The Geometry of Updates: Fisher Alignment at Vocabulary Scale
[arXiv] 2026-06-25 | Modular molecular toolkit for photochemical energy conversion in a self-assembling nanocontainer
[arXiv] 2026-06-25 | A unified cell-merge algorithm for generating diverse Voronoi diagrams and new tessellations based on spatial chromatic model
[arXiv] 2026-06-25 | Ask, Don't Judge: Binary Questions for Interpretable LLM Evaluation and Self-Improvement
[arXiv] 2026-06-25 | Efficient foundation decoders for fault-tolerant quantum computing
[arXiv] 2026-06-25 | Prompt Injection in Automated Résumé Screening with Large Language Models: Single and Multi-Injection Settings
[arXiv] 2026-06-25 | Brick infinite algebras admit infinitely many non-$τ$-rigid bricks
[arXiv] 2026-06-25 | Free Skew Braces and Free Solutions of the Yang--Baxter Equation
[arXiv] 2026-06-25 | Decision-Aligned Evaluation of Uncertainty Quantification
[arXiv] 2026-06-25 | Projected sensitivity of the ANUBIS detector to heavy neutral leptons
[arXiv] 2026-06-25 | Extracting Neural Materials from Multi-view Images
[arXiv] 2026-06-25 | Maximum Achievable Burst Size in All-Optical Satellite Networks
[arXiv] 2026-06-25 | Fast algorithms for learning a Gaussian under halfspace truncation with optimal sample complexity
[arXiv] 2026-06-25 | Dyeing form factors as amplitudes
[arXiv] 2026-06-25 | Index saddle for the D1-D5-P black string and its decoupling limit
[arXiv] 2026-06-25 | Primordial black hole formation in bulk-viscous cosmology
[arXiv] 2026-06-25 | Algebraic structures of the Lindblad equation
[arXiv] 2026-06-25 | Measured-Pattern-Aware Pinching-Antenna Systems With Coupling-Efficiency Optimization
[arXiv] 2026-06-25 | Vulnerability of Natural Language Classifiers to Evolutionary Generated Adversarial Text
[arXiv] 2026-06-25 | Finite temperature precursors of Mottness in the Fermi Hubbard model
[arXiv] 2026-06-25 | LISA: Likelihood Score Alignment for Visual-condition Controllable Generation
[arXiv] 2026-06-25 | Determining Newforms via various relations among Fourier Coefficients
[arXiv] 2026-06-25 | Instability of periodic waves in generalized Korteweg-de Vries-Burgers equation with monostable source
[arXiv] 2026-06-25 | Numerical Approximation for Path-Dependent McKean-Vlasov Control with Non-Asymptotic Error Estimates
[arXiv] 2026-06-25 | Automating Potential-based Reward Shaping with Vision Language Model Guidance
[arXiv] 2026-06-25 | A hybrid IFENN solver for generalizable modeling of phase-field fracture initiation and propagation
[arXiv] 2026-06-25 | Deep learning model emulators for marine biogeochemistry forecasting from days to decades
[arXiv] 2026-06-25 | Phase-Shifted Planar Hall and Magnetoresistive Responses in Weyl Semimetals
[arXiv] 2026-06-25 | TOPS: First-Principles Visual Token Pruning via Constructing Token Optimal Preservation Sets for Efficient MLLM Inference
[arXiv] 2026-06-25 | On L-space surgeries on two-bridge links
[arXiv] 2026-06-25 | The Observer World: A Cryptographic Extension of Impagliazzo's Five Worlds
[arXiv] 2026-06-25 | Exploring the world of edge-chromatic 3-critical graphs
[arXiv] 2026-06-25 | Adelic Line Bundles, Arithmetic Positivity and Diophantine Geometry
[arXiv] 2026-06-25 | Clustering of high-redshift quasars with DESI DR2
[arXiv] 2026-06-25 | Probing Anomalous Microwave Emission with the Square Kilometre Array
[arXiv] 2026-06-25 | PRISM: PE Relational Inter-Section Matrix. A 2D Section-Aware Dataset for Static PE Malware Detection
[arXiv] 2026-06-25 | Application of LLMs to Threat Assessment of Foreign Peacekeeping Missions
[arXiv] 2026-06-25 | Proof of the Density Threshold Conjecture for Pinwheel Scheduling
[arXiv] 2026-06-25 | Pseudo-Text-Conditioned 3D Grounding DINO for Organ Localization in Abdominal CT
