[2026-08-06 11:23:32] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-05
正在获取论文...
[arXiv] 2026-08-05 | Coupled quintessence from an axion dark sector
[arXiv] 2026-08-05 | Free-surface curvature and its relation to subsurface turbulence
[arXiv] 2026-08-05 | Field Deviations in Dipole-Driven Linear Paul Traps: Effects of Endcap Boundaries and their Minimization
[arXiv] 2026-08-05 | Dirichlet symbols and the nonlinear wave equation
[arXiv] 2026-08-05 | Erodible bed turbulence modulation driven by transition between longitudinal and transverse bedforms at varying Shields numbers
[arXiv] 2026-08-05 | Accessing the symmetric component of quadrupole misalignment through counter-rotating closed orbits in EDM storage rings
[arXiv] 2026-08-05 | Khinchin's and Chung's Laws of the Iterated Logarithm at Time Zero for the Linear Stochastic Fractional Diffusion Equation
[arXiv] 2026-08-05 | YOLO-PVC: 2D-to-3D Consolidation of Slice-wise Detections for Volumetric Liver Tumor Localization in MRI
[arXiv] 2026-08-05 | Methods for traceable scanning magnetometry using single nitrogen vacancy centers in diamond: determining orientation, distance and localization
[arXiv] 2026-08-05 | Generalizable and Computational Efficient Channel Extrapolation for 6G: A Configurable AI-Driven Framework Built from a Modular Perspective
[arXiv] 2026-08-05 | Masked diffusion enables coherent beat tracking
[arXiv] 2026-08-05 | DAC-Pose: Dual-Agent Collaborative Framework for Pose-Guided Human Generation
[arXiv] 2026-08-05 | Embeddings of Propositional Logics into the Provability Logics $\mathbf{S}$ and $\mathbf{D}$
[arXiv] 2026-08-05 | Stochastic Keller Segel System with Porous Medium Diffusion and Nonlinear Chemotactic Sensitivity
[arXiv] 2026-08-05 | Why Ranking Anomaly Detection Algorithms Isn't as Reliable as You May Think
[arXiv] 2026-08-05 | A stability theorem for Berge Hamiltonian cycles under a minimum degree condition
[arXiv] 2026-08-05 | Probe Dependence of the Imaginary Part of HTEE
[arXiv] 2026-08-05 | On the Fermion Level Crossing in the Electroweak Instanton Background
[arXiv] 2026-08-05 | When Absence Is Evidence: Evaluating Completeness-Sensitive Negative Reasoning in Large Language Models
[arXiv] 2026-08-05 | Design of a thermal loading resilient optical enhancement cavity for operation at 515 nm for X-ray production through inverse Compton scattering in an energy recovery linac
[arXiv] 2026-08-05 | Semiparametric robust mixture of experts based on nonparametric maximum likelihood
[arXiv] 2026-08-05 | Analytical Floquet Quantum Statistics from Nonequilibrium Green's Functions
[arXiv] 2026-08-05 | Photogalvanic second harmonic generation in Si3N4 for 1 Hz level on-chip metrology and spectroscopy
[arXiv] 2026-08-05 | EuroExec: Frontier Language Models Fall Short of Expert Judgment on European Executive Decision Tasks
[arXiv] 2026-08-05 | The QCD Axion and Neutrino Masses
[arXiv] 2026-08-05 | Argus: A General-Purpose Agentic Runtime for Long-Horizon Reasoning
[arXiv] 2026-08-05 | Near-Field Velocity Estimation and Doppler-Aware Localization in OFDM Massive MIMO
[arXiv] 2026-08-05 | Predicting Brain Morphometry with MT-GNN: Mesh Evolution in Continuous Time with Graph-Based Metric Tensor Embeddings
[arXiv] 2026-08-05 | Representational separation between unitary and channel quantum generative models via shared classical randomness at shallow depth
[arXiv] 2026-08-05 | ABSeeker: Training Long-Horizon Search Agents via Answer-Backtracked Credit Assignment
[arXiv] 2026-08-05 | Lesion Detection in CT with Frozen Self-Distilled Features: SALT, a Spatially Adaptive Label-Guided Temperature
[arXiv] 2026-08-05 | From One to Eight: Supersymmetry Restoration in Lattice 3D ${\cal N} = 4$ Super Yang--Mills
[arXiv] 2026-08-05 | Same Formulas, Different Semantics: Do Language Models Follow Modal Logic Specifications?
[arXiv] 2026-08-05 | It Takes Two to Tribo: Stochastic Charge Evolution in Repeated Binary Collisions of Acoustically Levitated Particles
[arXiv] 2026-08-05 | Optimizing What Policies Learn From: Recoverability-aware Rollout Intervention Learning
[arXiv] 2026-08-05 | Generalized comodule tube algebras for boundary and domain wall defects of (2+1)D topological order
[arXiv] 2026-08-05 | VQ-VAD: Vector-quantized Motion Representation Learning for Human-centric Video Anomaly Detection
[arXiv] 2026-08-05 | Effective single particle picture for anharmonic lattice dynamics: a Rosetta stone for electronic and ionic response
[arXiv] 2026-08-05 | Analyzing the daily flows: Exploring shared micro-mobility factors in Venice
[arXiv] 2026-08-05 | Multipolar static tidal response of Schwarzschild black holes in cubic gravity: a metric-action derivation of tidal running
[arXiv] 2026-08-05 | A Sharper Hoeffding Bound for Weighted Sums of Exchangeable Random Variables
[arXiv] 2026-08-05 | Analytic correspondence between multipartite entanglement and quantum phase transitions
[arXiv] 2026-08-05 | DASyR-LLM: Domain-Aware Symbolic Regression with LLMs for Kinetic Model Discovery
[arXiv] 2026-08-05 | Evaluating Theory of Mind in Reasoning Models: Robustness over Reasoning
[arXiv] 2026-08-05 | Manipulation-Proof Oblivious Audits against Deceptive Model Providers
[arXiv] 2026-08-05 | Prescribed Performance Leader-Following Consensus with Event-Based Broadcasting
[arXiv] 2026-08-05 | The word problem for two-generator one-relator inverse monoids
[arXiv] 2026-08-05 | First Results on Nucleon Resonance Electroexcitation Amplitudes from $ep \to e'π^+π^-p'$ Cross Sections at $W$ from $1.56-1.76$ GeV and $Q^2$ from $2.0-5.0$ GeV$^2$
[arXiv] 2026-08-05 | An improved car-oriented mean-field theory for stochastic traffic flow models
[arXiv] 2026-08-05 | Constructing Non-Hermitian Theories with Tunable Exceptional Points and Controlled State Purification
[arXiv] 2026-08-05 | Modulational spectrum of infinite-depth hydroelastic Stokes waves
[arXiv] 2026-08-05 | An Infinitesimal Circular Morera Theorem
[arXiv] 2026-08-05 | Wavepacket Approach for Spin Transport in Zigzag Spin Chain
[arXiv] 2026-08-05 | UC, Categorically: Rigorous Diagrammatic Proofs
[arXiv] 2026-08-05 | On the relationship between the gain of Stimulated Raman Backscatter of a short-pulse laser in a plasma and the Pierce parameter for XFELs
[arXiv] 2026-08-05 | Arranging convex bodies for maximum intersection volume: the sharp efficiency of centroid alignment
[arXiv] 2026-08-05 | Technical Report: A Formal Semantics for Java Symbolic Evaluation using Large-Block Encoding
[arXiv] 2026-08-05 | Envelopes created by curve families in the Lorentz-Minkowski plane
[arXiv] 2026-08-05 | The two-particle-irreducible vertex of the two-dimensional lattice $φ^4$ model across the Ising transition
[arXiv] 2026-08-05 | All-Optical Field-Resolved Spectroscopy With Interferometric Nonlinear Cross-Correlations
[arXiv] 2026-08-05 | Nano-scale visualization of magnetic vortices in metal nanoparticles
[arXiv] 2026-08-05 | Energy- and Memory-Efficient PEFT Methods for Personalized On-Device SLMs on Consumer GPUs
[arXiv] 2026-08-05 | Higher-Order Extensions of Weakly Viscous Dysthe Theory and a Phase-Lag Model for Nonlinear Mean-Flow Damping
[arXiv] 2026-08-05 | Beyond Linear Dynamics: Neural Bilinear Dynamical Models for Time Series Forecasting
[arXiv] 2026-08-05 | Accelerating C/C++ Pointer Analysis via Compiler-Based Offline Simplifications
[arXiv] 2026-08-05 | Trie-Constrained Token Prediction with Hierarchy-Aware Semantic Alignment for HS Code Prediction
[arXiv] 2026-08-05 | Bond thickenings of the simplicial boundary of Outer space
[arXiv] 2026-08-05 | Multi-Objective Ranking for Live-Streaming: Balancing Fresh and Delayed Signals with Segment-Aware Targeting
[arXiv] 2026-08-05 | D$^2$F-ReAG: Dynamic Decomposition and Filtering for Multi-Hop Reasoning-Augmented Generation
[arXiv] 2026-08-05 | An adaptive split-combine Gaussian mixture filter for nonlinear and multimodal state estimation
[arXiv] 2026-08-05 | Deltoris: Enabling Real-time VLA Inference in Embodied AI via Bit-level Sparsity and Speculative Inference
[arXiv] 2026-08-05 | Foreseeing the Invisible: Amodal Reconstruction of Leaf Fossil Images
[arXiv] 2026-08-05 | muSync-GS: Physics-Synchronized Driving Video Synthesis for Weather and Geometric Road Hazards
[arXiv] 2026-08-05 | Tightness of and counterexamples to several quantum estimates
[arXiv] 2026-08-05 | Elbow-Based MoE Routing: A Training-Free Inference Time Plugin for Expert Selection
[arXiv] 2026-08-05 | CofactVLA: Deconfounding Vision-Language-Action Models via Counterfactual Intervention
[arXiv] 2026-08-05 | When Proxy Prediction Becomes Equation Reconstruction: Diagnostics and Residual Learning for Factor-Derived Proxy Supervision
[arXiv] 2026-08-05 | Physics-Guided Neural Airy Beamforming for Near-Field Blockage Mitigation
[arXiv] 2026-08-05 | An $α$-Potential Game Approach to $N$-Player Stochastic Linear-Quadratic Differential Games
[arXiv] 2026-08-05 | ReGround: Restoring Visual Grounding in Multi-Step Reasoning through Self-Diagnosis and Visual Re-Examination
[arXiv] 2026-08-05 | Improving Auto-Design of Neural PDE Solvers with a Domain-Specific Language
[arXiv] 2026-08-05 | Image Classification Using CNN-QNN Hybrid Model with Optimized Correlated Features
[arXiv] 2026-08-05 | Public Trader Identity: Adverse Selection and Return Predictability
[arXiv] 2026-08-05 | The Refined Joint Bidiagonalization Method and an Implicitly Restarted Algorithm for Large GSVD Computations
[arXiv] 2026-08-05 | The Calibration Floor: Format Repair Can Masquerade as Self-Correction at Small-to-Mid Scale
[arXiv] 2026-08-05 | Large-Scale Analysis of Discussions by CS Educators Across the Stack Exchange Network
[arXiv] 2026-08-05 | iStructTab: Structured Feature Sequencing for Multimodal Learning of Image and Tabular Data
[arXiv] 2026-08-05 | Cost-Aware Multi-Objective Bandits: Theory and Application to Budgeted LLM Configuration Evaluation
[arXiv] 2026-08-05 | Quantum optoelectronics in semiconductor solar cell materials and devices
[arXiv] 2026-08-05 | Beyond the Mean-flow: A Spectral-Dynamic Approach to Unraveling the Physics of Droplet Capture in Fog Harvesting Meshes
[arXiv] 2026-08-05 | Dual IMU System for Accurate Gastrointestinal Motility Tracking
[arXiv] 2026-08-05 | Responsibility in Multi-Agent Sequential Decision-Making: Comparing Human Judgments to Formal Models of Causal Attribution
[arXiv] 2026-08-05 | Pun Intended: Multi-Agent Translation of Wordplay with Contrastive Learning and Phonetic-Semantic Embeddings
[arXiv] 2026-08-05 | Doppler-shifted Signatures in the Chromospheric Line Profiles of II Pegasi
[arXiv] 2026-08-05 | Adaptive Finite-Budget Training for CVaR Risk-Aware Q-Learning
[arXiv] 2026-08-05 | Prym--Tyurin varieties coming from intermediate coverings of curves
[arXiv] 2026-08-05 | Observing the Quantum Compiler through Automatic Experiment Tracking for Qiskit
[arXiv] 2026-08-05 | Optimal Constrained sc-LTL Planning in MDPs via Switching Policies
[arXiv] 2026-08-05 | Neutral Atom Quantum Computing: Principles, Routes, Progress, and Challenges
[arXiv] 2026-08-05 | Weak Form Recovery of Heston Type Stochastic Dynamics
[arXiv] 2026-08-05 | HaploPerturb: Low-rank copula construction of haplotype perturbations improves sequence-to-function analysis of Alzheimer's disease loci
[arXiv] 2026-08-05 | Binary evolution at the extremes of mass-transfer efficiency: Contact, mergers, and population signatures
[arXiv] 2026-08-05 | DreamWAM: Beyond RGB Future Prediction for World Action Models
[arXiv] 2026-08-05 | Data generated internal solutions for the plasma wave equation: error bounds and numerical experiments in two dimensions
[arXiv] 2026-08-05 | Supersaturation of induced even cycles in locally sparse graphs
[arXiv] 2026-08-05 | Tracing expansion-driven star formation in the Perseus molecular cloud using young stellar objects
[arXiv] 2026-08-05 | Exploring Cross-Reality Transitions between Projections and Head-Mounted Displays for Immersive Digital Art
[arXiv] 2026-08-05 | Bayesian Inference of fine-features of dense matter EOS from future high-precision data of neutron star radii
[arXiv] 2026-08-05 | X-ray Reflection as Diagnostic of Supermassive Black Hole Binary Properties
[arXiv] 2026-08-05 | 3D simulations of a complete convective silicon shell burning phase
[arXiv] 2026-08-05 | An Integral Mean Value Theorem for Weyl Sums over Broken Arcs
[arXiv] 2026-08-05 | Classification of symmetric fusion categories over $\mathbb{R}$
[arXiv] 2026-08-05 | Optimal Training-Time Scaling in Gradual Adaptation
[arXiv] 2026-08-05 | Consistency-Driven Co-Evolution for Self-Supervised Cross-Representation Learning
[arXiv] 2026-08-05 | A Chain Is Only as Strong as Its Weakest Link: A Scoping Review of System Integration Audits in AI
[arXiv] 2026-08-05 | Resolving coupled transport in space and time from molecular fluctuations in confined fluids
[arXiv] 2026-08-05 | An active-learning framework for real-time depth perception from monocular vision streams
[arXiv] 2026-08-05 | Predicting Plasticity in Two-Dimensional Foam Channel Flow Around an Obstacle
[arXiv] 2026-08-05 | AutoCue: Multimodal LLM-Assisted Externalization of Implicit Inputs as Instructional Visual Cues in Screencast Tutorials
[arXiv] 2026-08-05 | When Shared Rollouts Fail in Defensive Driving Evaluation: A NAVSIM Score Basis Audit
[arXiv] 2026-08-05 | Machian MOND: a variable $a_0$ in galaxy clusters
[arXiv] 2026-08-05 | When Does Latent Communication Pay? A Causal Audit of Relayed KV Caches in Multi-Agent LLMs
[arXiv] 2026-08-05 | GVC-RT: Towards Real-Time Generative Video Compression at Ultra-Low Bitrates
[arXiv] 2026-08-05 | Asymmetry in the protostellar system HOPS 198: Evidence for the evolution of outflow opening angle driven by density of the surrounding core
[arXiv] 2026-08-05 | Filtrations in $\mathbb{C}$-motivic stable homotopy theory
[arXiv] 2026-08-05 | Quantum-Limited Distance Estimation in Three-Dimensional Optical Superresolution
[arXiv] 2026-08-05 | Adelic framed form class groups and explicit class field theory
[arXiv] 2026-08-05 | A-SR: Self-Evolving Agentic LLMs for Symbolic Regression via Hierarchical Coordination
[arXiv] 2026-08-05 | Characterising the epoch of reionisation using the cross-correlation of the kSZ effect and CMB lensing
[arXiv] 2026-08-05 | Primal-dual multigrid methods for nonsmooth optimization
[arXiv] 2026-08-05 | Qualitative analysis, chaotic structure and exact solution of the nonlinear seventh-order Caudrey-Dodd-Gibbon-KP equation
[arXiv] 2026-08-05 | Quantum walker trapped by self-similarity of the Sierpiński carpet
[arXiv] 2026-08-05 | MemoryCPT: An End-to-End Agent Memory Framework for Cost-Performance Trade-off
[arXiv] 2026-08-05 | Circular polarization as a probe of cloud properties and asymmetries in giant exoplanet atmospheres
[arXiv] 2026-08-05 | Preservation of Positive-Definiteness by Bernstein Operators on the Circle
[arXiv] 2026-08-05 | Strong Convergence for a General Class of Random Matrix Models
[arXiv] 2026-08-05 | Reference-Based Manipulation: A Framework and Pipeline for Multimodal Spatial Reasoning
[arXiv] 2026-08-05 | An Inverse Theorem for Partially Symmetric Two-Dimensional Semiclassical Schrödinger Operators
[arXiv] 2026-08-05 | Privileged, but Biased: How PI-Conditioned Teachers Break Self-Distillation
[arXiv] 2026-08-05 | Schematic Functorialities of Birational Motivic Homotopy Categories
[arXiv] 2026-08-05 | Coupling Does Not Reduce the Auxiliary-Mode Count for $1/|ω|$ Spectra in Passive Lindblad Networks
[arXiv] 2026-08-05 | Agentic Reinforcement Learning with Observation-Calibrated Self-Distillation
[arXiv] 2026-08-05 | Reachability in 3-VAS
[arXiv] 2026-08-05 | Convergence Analysis of a Finite-Volume Scheme for a Microglia--Amyloid Chemotaxis Model with Measure-Valued Vascular Boundary Sources
[arXiv] 2026-08-05 | RepoProbe: Benchmarking Architecture-Aware Repository Comprehension with Checklists
[arXiv] 2026-08-05 | Poisson Flow and Wasserstein Registration of Trees
[arXiv] 2026-08-05 | Trace, Verify, and Correct: A Training-Free Framework for Spatial Reasoning in Multimodal LLMs
[arXiv] 2026-08-05 | PURPOSE: Poisoning Conflict Resolution in RAG via Proxy-Fact-Grounded Updates
