[2025-11-25 09:12:46] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-24
正在获取论文...
[arXiv] 2025-11-24 | Defending Large Language Models Against Jailbreak Exploits with Responsible AI Considerations
[arXiv] 2025-11-24 | A Self-Conditioned Representation Guided Diffusion Model for Realistic Text-to-LiDAR Scene Generation
[arXiv] 2025-11-24 | On the Bergman kernel of polarized abelian varieties
[arXiv] 2025-11-24 | Local Multilevel Preconditioned Jacobi-Davidson Method for Elliptic Eigenvalue Problems on Adaptive Meshes
[arXiv] 2025-11-24 | Anomalous phase shift and superconducting diode effect in Josephson junctions via thin films of rare-earth intermetallic magnets
[arXiv] 2025-11-24 | On the Design of Rational Polynomial State Feedback Controllers
[arXiv] 2025-11-24 | The complex inner disk of the Herbig Ae star HD 100453 with VLTI/MATISSE
[arXiv] 2025-11-24 | Study $γγ\to τ^+τ^-$ process including $τ^+ τ^-$ spin information in Pb-Pb ultraperipheral collision and at Lepton collider
[arXiv] 2025-11-24 | FineXtrol: Controllable Motion Generation via Fine-Grained Text
[arXiv] 2025-11-24 | Learning What to Trust: Bayesian Prior-Guided Optimization for Visual Generation
[arXiv] 2025-11-24 | Improved constraints on ultralight axions using latest observations of the early and late Universe
[arXiv] 2025-11-24 | Towards spinning $U(1)$ gauged non-topological solitons in the model with Chern-Simons term
[arXiv] 2025-11-24 | Movable-Antenna Array Enhanced Multi-Target Sensing: CRB Characterization and Optimization
[arXiv] 2025-11-24 | The dawn is quiet II: Gaia XP constraints on the Milky Way's proto-Galaxy from very metal-poor MDF tails
[arXiv] 2025-11-24 | MatMart: Material Reconstruction of 3D Objects via Diffusion
[arXiv] 2025-11-24 | Measuring thermal contact resistances between metallic rods using laser spot heating and infrared thermography. Part 1
[arXiv] 2025-11-24 | A universal phase-plane model for in vivo protein aggregation
[arXiv] 2025-11-24 | Robust Nonlinear Transform Coding: A Framework for Generalizable Joint Source-Channel Coding
[arXiv] 2025-11-24 | Zero-shot segmentation of skin tumors in whole-slide images with vision-language foundation models
[arXiv] 2025-11-24 | Peregrine: One-Shot Fine-Tuning for FHE Inference of General Deep CNNs
[arXiv] 2025-11-24 | Al$_{1-x}$Hf$_{x}$N Thin Films with Enhanced Piezoelectric Responses for GHz Surface Acoustic Wave Devices
[arXiv] 2025-11-24 | Web of Non-invertible Dualities for (2+1) Dimensional Models with Subsystem Symmetries
[arXiv] 2025-11-24 | Odd and even cycle lengths, minimum degree and chromatic number in graphs
[arXiv] 2025-11-24 | Superconducting spintronics with electron symmetry filtering and interfacial spin-orbit coupling
[arXiv] 2025-11-24 | MIST: Mutual Information Via Supervised Training
[arXiv] 2025-11-24 | VeCoR - Velocity Contrastive Regularization for Flow Matching
[arXiv] 2025-11-24 | Tracing the Trace Anomaly of Dense Matter inside Neutron Stars
[arXiv] 2025-11-24 | Low-Rank GEMM: Efficient Matrix Multiplication via Low-Rank Approximation with FP8 Acceleration
[arXiv] 2025-11-24 | Multi-Agent Cross-Entropy Method with Monotonic Nonlinear Critic Decomposition
[arXiv] 2025-11-24 | Data Augmentation Strategies for Robust Lane Marking Detection
[arXiv] 2025-11-24 | Equivariant Deep Equilibrium Models for Imaging Inverse Problems
[arXiv] 2025-11-24 | Clarifying Trinko as Precedent in EHR and AI-Memory Duty to Deal Cases: A New Institutional Economics Approach
[arXiv] 2025-11-24 | The shifted convolution problem for Fourier coefficients of Siegel modular forms of degree $2$
[arXiv] 2025-11-24 | Flexible Genetic Algorithm for Quantum Support Vector Machines
[arXiv] 2025-11-24 | An O-RAN Framework for AI/ML-Based Localization with OpenAirInterface and FlexRIC
[arXiv] 2025-11-24 | A Combined Theoretical and Experimental Study of Oxygen Vacancies in Co$_3$O$_4$ for Liquid-Phase Oxidation Catalysis
[arXiv] 2025-11-24 | Improved Bounds for the Ultimate Independence Ratio of Odd Wheels
[arXiv] 2025-11-24 | DR Tulu: Reinforcement Learning with Evolving Rubrics for Deep Research
[arXiv] 2025-11-24 | Hierarchical Bayesian estimation of population-level torque law parameters from $68$ young radio pulsars observed with the Murriyang telescope
[arXiv] 2025-11-24 | Equivariant Tracking Control for Fully Actuated Mechanical Systems on Matrix Lie Groups
[arXiv] 2025-11-24 | EnfoPath: Energy-Informed Analysis of Generative Trajectories in Flow Matching
[arXiv] 2025-11-24 | From discrete iteration in the unit disc to continuous semigroups of holomorphic functions
[arXiv] 2025-11-24 | SpectraNet: FFT-assisted Deep Learning Classifier for Deepfake Face Detection
[arXiv] 2025-11-24 | Evaluating Deep Learning and Traditional Approaches Used in Source Camera Identification
[arXiv] 2025-11-24 | Synthesizing Test Cases for Narrowing Specification Candidates
[arXiv] 2025-11-24 | Fast Resource Management Algorithm for Passive Surveillance Systems
[arXiv] 2025-11-24 | MetroGS: Efficient and Stable Reconstruction of Geometrically Accurate High-Fidelity Large-Scale Scenes
[arXiv] 2025-11-24 | Test-Time Preference Optimization for Image Restoration
[arXiv] 2025-11-24 | On the problem of stability of viscous shocks
[arXiv] 2025-11-24 | A double iteratively reweighted algorithm for solving group sparse nonconvex optimization models
[arXiv] 2025-11-24 | Decarbonization pathways for liquid fuels: A multi-sector energy system perspective
[arXiv] 2025-11-24 | Fast and Flexible Flow Decompositions in General Graphs via Dominators
[arXiv] 2025-11-24 | Modeling smooth and localized mortality patterns across age, time, and space to uncover small-area inequalities
[arXiv] 2025-11-24 | FilmSceneDesigner: Chaining Set Design for Procedural Film Scene Generation
[arXiv] 2025-11-24 | Can LLMs Recover Program Semantics? A Systematic Evaluation with Symbolic Execution
[arXiv] 2025-11-24 | Phase structure of 2+1-flavor QCD from an Einstein-dilaton-flavor holographic model
[arXiv] 2025-11-24 | A symbolic Perl algorithm for the unification of Nahuatl word spellings
[arXiv] 2025-11-24 | A modified Consensus-Based Optimization model: consensus formation and uniform-in-time propagation of chaos
[arXiv] 2025-11-24 | Quotient Manifold Optimization for Spectral Compressed Sensing
[arXiv] 2025-11-24 | Existence of multiple constant mean curvature hypersurfaces for varying Riemannian metrics
[arXiv] 2025-11-24 | Ghost instabilities and strong coupling in quadratic non-metricity theories
[arXiv] 2025-11-24 | Traces of the $X(3960)$ state in the femtoscopic $D_s^+ D_s^- $ correlations
[arXiv] 2025-11-24 | Towards Generalizable Deepfake Detection via Forgery-aware Audio-Visual Adaptation: A Variational Bayesian Approach
[arXiv] 2025-11-24 | Atomistic Origin of Photoluminescence Quenching in Colloidal MoS2 and WS2 Nanoplatelets
[arXiv] 2025-11-24 | Some functional identities characterizing two-sided centralizers and two-sided generalized derivations on triangular algebras
[arXiv] 2025-11-24 | Fast-Converging and Asymptotic-Preserving DSMC
[arXiv] 2025-11-24 | Increase of critical current density in FeSe superconductor by strain effect
[arXiv] 2025-11-24 | Beyond Reward Margin: Rethinking and Resolving Likelihood Displacement in Diffusion Models via Video Generation
[arXiv] 2025-11-24 | Multi-height probing of horizontal flows in the solar photosphere
[arXiv] 2025-11-24 | Trade-Off Between Multiplicity and Specificity in the Inter-layer Connectivity of non-identical Multilayer Networks
[arXiv] 2025-11-24 | Phase retrieval via overparametrized nonconvex optimization: nonsmooth amplitude loss landscapes
[arXiv] 2025-11-24 | From neural codes to homological invariants: regularity and projective dimension of polarized neural ideals
[arXiv] 2025-11-24 | Chondrule formation by collisions of planetesimals containing volatiles triggered by Jupiter's formation
[arXiv] 2025-11-24 | Machine Learning Based Identification of Solar Disk and Plages in Kodaikanal Solar Observatory Historical Suncharts
[arXiv] 2025-11-24 | Validity in machine learning for extreme event attribution
[arXiv] 2025-11-24 | Deterministic Mean Field Games on Networks and Related Optimal Control Problems
[arXiv] 2025-11-24 | Temperature-Induced Superconductivity Enhancement under Large Exchange Field
[arXiv] 2025-11-24 | Dynamic Granularity Matters: Rethinking Vision Transformers Beyond Fixed Patch Splitting
[arXiv] 2025-11-24 | Using random spanning trees in survivable networks design
[arXiv] 2025-11-24 | "Don't Fall Behind": A Unified Framework of Dynastic Survival, Two-Stage Belief Error, and the Modern Involution Trap
[arXiv] 2025-11-24 | A General Framework for Per-record Differential Privacy
[arXiv] 2025-11-24 | Enhancing Fast Radio Transient Detection with Mask R-CNN Image Segmentation
[arXiv] 2025-11-24 | End-to-end Autonomous Vehicle Following System using Monocular Fisheye Camera
[arXiv] 2025-11-24 | Efficient Partition-based Approaches for Diversified Top-k Subgraph Matching
[arXiv] 2025-11-24 | CHAOS - A Consistent Large-scale Database for Sigma-Profiles and Other Molecular Descriptors
[arXiv] 2025-11-24 | Uniform decay of function norms
[arXiv] 2025-11-24 | Enhancing low energy reconstruction and classification in KM3NeT/ORCA with transformers
[arXiv] 2025-11-24 | A Trust-region Funnel Algorithm for Grey Box Optimisation
[arXiv] 2025-11-24 | Heterogeneous Multi-treatment Uplift Modeling for Trade-off Optimization in Short-Video Recommendation
[arXiv] 2025-11-24 | Classification EM-PCA for clustering and embedding
[arXiv] 2025-11-24 | Synthesizing Visual Concepts as Vision-Language Programs
[arXiv] 2025-11-24 | A novel nonparametric framework for DIF detection using kernel-smoothed item response curves
[arXiv] 2025-11-24 | A silicon-based device for dynamic control of thermal emission
[arXiv] 2025-11-24 | Learning to Compress Graphs via Dual Agents for Consistent Topological Robustness Evaluation
[arXiv] 2025-11-24 | Active Inference is a Subtype of Variational Inference
[arXiv] 2025-11-24 | Packing spanning arborescences with extra large one
[arXiv] 2025-11-24 | Compressor-VLA: Instruction-Guided Visual Token Compression for Efficient Robotic Manipulation
[arXiv] 2025-11-24 | Leveraging Adversarial Learning for Pathological Fidelity in Virtual Staining
[arXiv] 2025-11-24 | Giant Domain Walls and Intrinsic Heterogeneity in 214 Cuprate Superconductors
[arXiv] 2025-11-24 | VDC-Agent: When Video Detailed Captioners Evolve Themselves via Agentic Self-Reflection
[arXiv] 2025-11-24 | Robotic chip-scale nanofabrication for superior consistency
[arXiv] 2025-11-24 | On the Fujita Phenomenon for a Forced Spatio-Temporal Fractional Diffusion Equation
[arXiv] 2025-11-24 | Beyond Protein Language Models: An Agentic LLM Framework for Mechanistic Enzyme Design
[arXiv] 2025-11-24 | SLMFix: Leveraging Small Language Models for Error Fixing with Reinforcement Learning
[arXiv] 2025-11-24 | Chain-of-Visual-Thought: Teaching VLMs to See and Think Better with Continuous Visual Tokens
[arXiv] 2025-11-24 | UniGame: Turning a Unified Multimodal Model Into Its Own Adversary
[arXiv] 2025-11-24 | Probing the Formation Environment of Strongly Lensed Black Hole Mergers: Implications for the AGN-disk Channel
[arXiv] 2025-11-24 | Nonparametric Instrumental Variable Regression with Observed Covariates
[arXiv] 2025-11-24 | Evolution of the contact between rough viscoelastic solids after decreasing loads: memory erasure and monotonic increase
[arXiv] 2025-11-24 | In-Video Instructions: Visual Signals as Generative Control
[arXiv] 2025-11-24 | Metric/Nonmetric Elastic MDS
[arXiv] 2025-11-24 | Limits on GeV-scale WIMP Annihilation in Dwarf Spheroidals with IceCube DeepCore
[arXiv] 2025-11-24 | Categorical 4-manifold invariants from trisection diagrams
[arXiv] 2025-11-24 | Talagrand's convolution conjecture up to loglog via perturbed reverse heat
[arXiv] 2025-11-24 | A note on TQFTs for orientable 2-dimensional cobordisms
[arXiv] 2025-11-24 | An Anatomy Aware Hybrid Deep Learning Framework for Lung Cancer Tumor Stage Classification
[arXiv] 2025-11-24 | Numerical solution of the nonlinear boson diffusion equation for gluons
[arXiv] 2025-11-24 | Kinematics show consistency between stellar mass and supermassive black hole parent population jet speeds
[arXiv] 2025-11-24 | Invariants of Superalgebras as Complex Integrals
[arXiv] 2025-11-24 | The multivalued inverse of a quasiregular map is a quasiregular curve
[arXiv] 2025-11-24 | Design and Validation of a Modular Smart Headband with Embroidered Electrodes for Comfortable EEG Monitoring
[arXiv] 2025-11-24 | Disc Game Dynamics: A Latent Space Perspective on Selection and Learning in Games
[arXiv] 2025-11-24 | Optimizing Weak Orders via Integer Linear Programming
[arXiv] 2025-11-24 | Annotation-Free Class-Incremental Learning
[arXiv] 2025-11-24 | Explicit Tonal Tension Conditioning via Dual-Level Beam Search for Symbolic Music Generation
[arXiv] 2025-11-24 | Electrochemical Interfaces at Constant Potential: Data-Efficient Transfer Learning for Machine-Learning-Based Molecular Dynamics
[arXiv] 2025-11-24 | Generative Query Expansion with Multilingual LLMs for Cross-Lingual Information Retrieval
[arXiv] 2025-11-24 | The TEQUILA catalog of variables in TESS full-frame images: Differential photometry light curves from the first two years of observations
[arXiv] 2025-11-24 | Universal scaling limits at the spectral singularity of structured random matrices
[arXiv] 2025-11-24 | Dual-Granularity Semantic Prompting for Language Guidance Infrared Small Target Detection
[arXiv] 2025-11-24 | Community-level core-periphery structures in collaboration networks
[arXiv] 2025-11-24 | Closing Gaps in Emissions Monitoring with Climate TRACE
[arXiv] 2025-11-24 | BideDPO: Conditional Image Generation with Simultaneous Text and Condition Alignment
[arXiv] 2025-11-24 | Interpreting GFlowNets for Drug Discovery: Extracting Actionable Insights for Medicinal Chemistry
[arXiv] 2025-11-24 | Psychometric Tests for AI Agents and Their Moduli Space
[arXiv] 2025-11-24 | IOMMU Support for Virtual-Address Remote DMA in an ARMv8 environment
[arXiv] 2025-11-24 | Exponential Consensus through Z-Control in High-Order Multi-Agent Systems
[arXiv] 2025-11-24 | Matricial Gaussian quadrature rules: singular case
[arXiv] 2025-11-24 | Longitudinal Pulsed Dynamic Nuclear Polarization Transfer via Periodic Optimal Control
[arXiv] 2025-11-24 | Empirical Comparison of Forgetting Mechanisms for UCB-based Algorithms on a Data-Driven Simulation Platform
[arXiv] 2025-11-24 | In-vivo imaging with a low-cost MRI scanner and cloud data processing in low-resource settings
[arXiv] 2025-11-24 | Velocity dependence of kinetic friction by multi-scale Quantum Mechanics/Green's Function molecular dynamics
[arXiv] 2025-11-24 | Scientific Calculator With The Aid Of Geometry And Based Upon It, A Mechanical Calculator
[arXiv] 2025-11-24 | Soft pneumatic grippers: Topology optimization, 3D-printing and experimental validation
[arXiv] 2025-11-24 | NVGS: Neural Visibility for Occlusion Culling in 3D Gaussian Splatting
[arXiv] 2025-11-24 | Efficient Optimization of a Permanent Magnet Array for a Stable 2D Trap
[arXiv] 2025-11-24 | Bound states for systems with quartic energy-momentum dispersion
[arXiv] 2025-11-24 | Duality Perspective on Nonlinear Eigenproblems
[arXiv] 2025-11-24 | PRInTS: Reward Modeling for Long-Horizon Information Seeking
[arXiv] 2025-11-24 | Neural Architecture Search for Quantum Autoencoders
[arXiv] 2025-11-24 | Robust Long-term Test-Time Adaptation for 3D Human Pose Estimation through Motion Discretization
[arXiv] 2025-11-24 | Understanding Task Transfer in Vision-Language Models
[arXiv] 2025-11-24 | Probing BCS pairing and quasiparticle formation in ultracold gases by Rydberg atom spectroscopy
[arXiv] 2025-11-24 | Latent-Space Non-Linear Model Predictive Control for Partially-Observable Systems
[arXiv] 2025-11-24 | Gravitational Wave Probe of Singlet-Doublet Dark Matter Induced Radiative Neutrino Mass
[arXiv] 2025-11-24 | Leveraging Spatiotemporal Graph Neural Networks for Multi-Store Sales Forecasting
[arXiv] 2025-11-24 | On The Eigenvalue Rigidity of the Jacobi Unitary Ensemble
[arXiv] 2025-11-24 | Can Modern Vision Models Understand the Difference Between an Object and a Look-alike?
