[2025-12-04 09:14:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-03
正在获取论文...
[arXiv] 2025-12-03 | SkillFactory: Self-Distillation For Learning Cognitive Behaviors
[arXiv] 2025-12-03 | Noise-induced stop-and-go traffic dynamics: Modelling and control
[arXiv] 2025-12-03 | A Theoretical Framework for Auxiliary-Loss-Free Load Balancing of Sparse Mixture-of-Experts in Large-Scale AI Models
[arXiv] 2025-12-03 | Aggregate then evaluate
[arXiv] 2025-12-03 | Influence of a generative parameter on the mechanical performance of topological interlocking assemblies of a hexagonal block
[arXiv] 2025-12-03 | The Treasury Proof Ledger: A Cryptographic Framework for Accountable Bitcoin Treasuries
[arXiv] 2025-12-03 | New insights into two-loop running in effective field theories
[arXiv] 2025-12-03 | Emergent Outlier View Rejection in Visual Geometry Grounded Transformers
[arXiv] 2025-12-03 | Lean Unet: A Compact Model for Image Segmentation
[arXiv] 2025-12-03 | Is Jobless Growth Valid in Turkiye? A Sectoral Analysis of the Relationship between Unemployment and Economic Growth
[arXiv] 2025-12-03 | From Micro-Distributions to Macro-Regularities: A Critique and Reconstruction of the Production Function Based on the Maximum Entropy Principle
[arXiv] 2025-12-03 | Studying the GRAiNITA concept: first test beam results
[arXiv] 2025-12-03 | Production of charged Higgs bosons associated with CP-even Higgs bosons at future multi--TeV muon colliders
[arXiv] 2025-12-03 | Solution of the Electric Field Integral Equation Using a Hybrid Quantum-Classical Scheme: Investigation of Accuracy and Efficiency
[arXiv] 2025-12-03 | Deep Reinforcement Learning for Dynamic Algorithm Configuration: A Case Study on Optimizing OneMax with the (1+($λ$,$λ$))-GA
[arXiv] 2025-12-03 | A strategy for optimal material identification in solar dark photon absorption
[arXiv] 2025-12-03 | AdaptVision: Efficient Vision-Language Models via Adaptive Visual Acquisition
[arXiv] 2025-12-03 | Bi-Isolated d.c.e. Degrees and $Σ_1$ Induction
[arXiv] 2025-12-03 | "MCP Does Not Stand for Misuse Cryptography Protocol": Uncovering Cryptographic Misuse in Model Context Protocol at Scale
[arXiv] 2025-12-03 | Learning from crises: A new class of time-varying parameter VARs with observable adaptation
[arXiv] 2025-12-03 | Spectra and pseudospectra of non-Hermitian Toeplitz operators: Eigenvector decay transitions in banded and dense matrices
[arXiv] 2025-12-03 | Thinking with Programming Vision: Towards a Unified View for Thinking with Images
[arXiv] 2025-12-03 | Dual-level Modality Debiasing Learning for Unsupervised Visible-Infrared Person Re-Identification
[arXiv] 2025-12-03 | Quantum Max Cut for complete tripartite graphs
[arXiv] 2025-12-03 | Out-of-the-box: Black-box Causal Attacks on Object Detectors
[arXiv] 2025-12-03 | Experimental and Theoretical Revisit of Ca-H Superhydrides: Anharmonic Effects on Phase Stability and Superconductivity
[arXiv] 2025-12-03 | Matrix Editing Meets Fair Clustering: Parameterized Algorithms and Complexity
[arXiv] 2025-12-03 | The ANDICAM-SOFI Near-infrared and Optical type Ia Supernova (ASNOS) sample: Description and data release
[arXiv] 2025-12-03 | Long-term calibration and validation of stability of the Auger Engineering Radio Array using the diffuse Galactic radio emission
[arXiv] 2025-12-03 | Sympathetic Cooling of Levitated Optomechanics through Nonreciprocal Coupling
[arXiv] 2025-12-03 | AITutor-EvalKit: Exploring the Capabilities of AI Tutors
[arXiv] 2025-12-03 | A Novel Approach to Tomato Harvesting Using a Hybrid Gripper with Semantic Segmentation and Keypoint Detection
[arXiv] 2025-12-03 | From Memory Model to CPU Time: Exponential Integrators for Advection-Dominated Problems
[arXiv] 2025-12-03 | Generative AI Practices, Literacy, and Divides: An Empirical Analysis in the Italian Context
[arXiv] 2025-12-03 | There exist infinite cube-free words over any sequence of binary alphabets
[arXiv] 2025-12-03 | Photonic time stretch fieldoscopy: single-shot electric field detection at near-petahertz bandwidth
[arXiv] 2025-12-03 | $\mathcal{R}(K_{\aleph_0}, \hat{K}_{2,3})$ is a win for Player 1
[arXiv] 2025-12-03 | Linking Aneurysmal Geometry and Hemodynamics Using Computational Fluid Dynamics
[arXiv] 2025-12-03 | Experimental quantum voting using photonic GHZ states
[arXiv] 2025-12-03 | Conditional updates of neural network weights for increased out of training performance
[arXiv] 2025-12-03 | Degenerate Poincaré-Sobolev inequalities via fractional integration
[arXiv] 2025-12-03 | Optimizing two-qubit gates for ultracold fermions in optical lattices
[arXiv] 2025-12-03 | MKSNet: Advanced Small Object Detection in Remote Sensing Imagery with Multi-Kernel and Dual Attention Mechanisms
[arXiv] 2025-12-03 | ReCamDriving: LiDAR-Free Camera-Controlled Novel Trajectory Video Generation
[arXiv] 2025-12-03 | Real-time evolution of critical modes in the QCD phase diagram
[arXiv] 2025-12-03 | The first out-of-ecliptic observations of the polar magnetic field of the Sun
[arXiv] 2025-12-03 | DeepRule: An Integrated Framework for Automated Business Rule Generation via Deep Predictive Modeling and Hybrid Search Optimization
[arXiv] 2025-12-03 | Physics-Based Communication Compression via Lyapunov-Weighted Event-Triggered Control
[arXiv] 2025-12-03 | Memory-Guided Point Cloud Completion for Dental Reconstruction
[arXiv] 2025-12-03 | The Dirichlet-to-Neumann map on asymptotically anti-de Sitter spaces and holography
[arXiv] 2025-12-03 | Microclimatic variation in tropical canopies: A glimpse into the processes of community assembly in epiphytic bryophyte communities
[arXiv] 2025-12-03 | Federated Learning and Trajectory Compression for Enhanced AIS Coverage
[arXiv] 2025-12-03 | Dynamic Optical Test for Bot Identification (DOT-BI): A simple check to identify bots in surveys and online processes
[arXiv] 2025-12-03 | When, How Long and How Much? Interpretable Neural Networks for Time Series Regression by Learning to Mask and Aggregate
[arXiv] 2025-12-03 | EnCompass: Enhancing Agent Programming with Search Over Program Execution Paths
[arXiv] 2025-12-03 | Feeding a Kerr black hole with quantized vortices
[arXiv] 2025-12-03 | A simple algebraic proof of the non-transitivity of the braid group action on full exceptional sequences
[arXiv] 2025-12-03 | Dynamic Content Moderation in Livestreams: Combining Supervised Classification with MLLM-Boosted Similarity Matching
[arXiv] 2025-12-03 | Resilient AFE Drive Control using Neural Networks with Tracking Guarantees
[arXiv] 2025-12-03 | Parsimonious Factor Models for Asymmetric Dependence in Multivariate Extremes
[arXiv] 2025-12-03 | V-ITI: Mitigating Hallucinations in Multimodal Large Language Models via Visual Inference-Time Intervention
[arXiv] 2025-12-03 | Cross-Space Synergy: A Unified Framework for Multimodal Emotion Recognition in Conversation
[arXiv] 2025-12-03 | Layered XZnBi (X = Rb, Cs) with Pudding-Mold Bands, Complex Fermi Surfaces and Low Thermal Conductivity: A First-Principles Study of Thermoelectric Properties
[arXiv] 2025-12-03 | Mean-Square Stability of Continuous-Time Stochastic Model Predictive Control
[arXiv] 2025-12-03 | CSMapping: Scalable Crowdsourced Semantic Mapping and Topology Inference for Autonomous Driving
[arXiv] 2025-12-03 | AfroBeats Dance Movement Analysis Using Computer Vision: A Proof-of-Concept Framework Combining YOLO and Segment Anything Model
[arXiv] 2025-12-03 | A Comprehensive Survey of 3GPP Release 19 ISAC Channel Modeling: From Empirical Features to Unified Methodology and Standardized Simulator
[arXiv] 2025-12-03 | Understanding LLM Reasoning for Abstractive Summarization
[arXiv] 2025-12-03 | Cell-cell communication inference and analysis: biological mechanisms, computational approaches, and future opportunities
[arXiv] 2025-12-03 | A Universal Harmonic Discriminator for High-quality GAN-based Vocoder
[arXiv] 2025-12-03 | Motion of a charged test particle around a static black hole in a monopole magnetic field
[arXiv] 2025-12-03 | Numerical Analysis of the 2D Stochastic Navier-Stokes Equations: Convergence under Transport Noise and No-slip Boundary Conditions
[arXiv] 2025-12-03 | Kakeya-Nikodym norms of Maass forms on $\rm{U}(2,1)$
[arXiv] 2025-12-03 | The $p$-adic Valuations of Möbius Duals of Lucas Sequences
[arXiv] 2025-12-03 | Fairness-Aware Fine-Tuning of Vision-Language Models for Medical Glaucoma Diagnosis
[arXiv] 2025-12-03 | Procedural Mistake Detection via Action Effect Modeling
[arXiv] 2025-12-03 | Bayesian Event-Based Model for Disease Subtype and Stage Inference
[arXiv] 2025-12-03 | AsymPuzl: An Asymmetric Puzzle for multi-agent cooperation
[arXiv] 2025-12-03 | Multi-Modal Opinion Integration for Financial Sentiment Analysis using Cross-Modal Attention
[arXiv] 2025-12-03 | Text-Printed Image: Bridging the Image-Text Modality Gap for Text-centric Training of Large Vision-Language Models
[arXiv] 2025-12-03 | Eval Factsheets: A Structured Framework for Documenting AI Evaluations
[arXiv] 2025-12-03 | JWST Captures Growth of Aromatic Hydrocarbon Dust Particles in the Extremely Metal-poor Galaxy Sextans A
[arXiv] 2025-12-03 | Sign-Resolved Statistics and the Origin of Bias in Quantum Monte Carlo
[arXiv] 2025-12-03 | A Chronological Analysis of the Evolution of SmartNICs
[arXiv] 2025-12-03 | Convergence for Discrete Parameter Updates
[arXiv] 2025-12-03 | Fast & Efficient Normalizing Flows and Applications of Image Generative Models
[arXiv] 2025-12-03 | Differentiation and Covering Constants for Hilbert-Schmidt and Quasi-Hilbert-Schmidt Operators
[arXiv] 2025-12-03 | Testing the Localization Landscape Theory on the Bethe Lattice
[arXiv] 2025-12-03 | Assessing Financial Statement Risks among $\mathrm{MCDM}$ Techniques
[arXiv] 2025-12-03 | Teaching Using Immersion - Explaining Magnetism and Eclipses in a Planetarium Dome
[arXiv] 2025-12-03 | PSA: Pyramid Sparse Attention for Efficient Video Understanding and Generation
[arXiv] 2025-12-03 | Non-Linear Determinants of Pedestrian Injury Severity: Evidence from Administrative Data in Great Britain
[arXiv] 2025-12-03 | Canonical metrics on families of vector bundles
[arXiv] 2025-12-03 | TARA Test-by-Adaptive-Ranks for Quantum Anomaly Detection with Conformal Prediction Guarantees
[arXiv] 2025-12-03 | AugServe: Adaptive Request Scheduling for Augmented Large Language Model Inference Serving
[arXiv] 2025-12-03 | Efficient Public Verification of Private ML via Regularization
[arXiv] 2025-12-03 | A Strict Comparison Principle for Integro-Differential Hamilton-Jacobi-Bellman Equations on Domains with Boundary
[arXiv] 2025-12-03 | When to Say "Hi" - Learn to Open a Conversation with an in-the-wild Dataset
[arXiv] 2025-12-03 | Entanglement Detection with Rotationally Covariant Measurements - From Compton Scattering to Lemonade
[arXiv] 2025-12-03 | Sponsored Questions and How to Auction Them
[arXiv] 2025-12-03 | Refining Machine Learning Potentials through Thermodynamic Theory of Phase Transitions
[arXiv] 2025-12-03 | Bounded-degree graphs of non-negative Ollivier-Ricci curvature have subexponential growth and diffusive random walk
[arXiv] 2025-12-03 | A CMOS+X Spiking Neuron With On-Chip Machine Learning
[arXiv] 2025-12-03 | Separating halo and disk stars in galaxies with Fuzzy Set Theory
[arXiv] 2025-12-03 | Aggregating maximal cliques in real-world graphs
[arXiv] 2025-12-03 | A Second Main Theorem for Entire Curves Intersecting Three Conics
[arXiv] 2025-12-03 | Accounting for Solar Radiation Pressure in the Hamiltonian Normal Form of the Elliptic Restricted Three-Body Problem
[arXiv] 2025-12-03 | Capture into Apsidal Resonance and the Decimation of Planets around In-spiraling Binaries
[arXiv] 2025-12-03 | Discontinuous Strongly Quasiconvex Functions
[arXiv] 2025-12-03 | Beyond the Ground Truth: Enhanced Supervision for Image Restoration
[arXiv] 2025-12-03 | A choice-based axiomatization of Nash equilibrium
[arXiv] 2025-12-03 | Quantum-Classical Physics-Informed Neural Networks for Solving Reservoir Seepage Equations
[arXiv] 2025-12-03 | Integrating High Performance In-Memory Data Streaming and In-Situ Visualization in Hybrid MPI+OpenMP PIC MC Simulations Towards Exascale
[arXiv] 2025-12-03 | Visualization of vortex sheets and half quantum vortices in the chiral odd-parity superconductor UPt$_{3}$
[arXiv] 2025-12-03 | The May 2024 Storm: dayside magnetopause and cusps in simulated soft X-Rays
[arXiv] 2025-12-03 | The anisotropy and magnetic field structure of neutron stars through gravitational wave
[arXiv] 2025-12-03 | A Comprehensive Study on the Impact of Vulnerable Dependencies on Open-Source Software
[arXiv] 2025-12-03 | Deformations of the Standard Map with Prescribed Actions and Lyapunov Exponents
[arXiv] 2025-12-03 | Laser-induced modulation of conductance in graphene with magnetic barriers
[arXiv] 2025-12-03 | Comparing time and frequency domain numerical methods with Born-Rytov approximations for far-field electromagnetic scattering from single biological cells
[arXiv] 2025-12-03 | Solar Wind Penetration into Dusty Magnetospheres creates Electrostatic Waves and Structures
[arXiv] 2025-12-03 | Modelling the Impact of Device Imperfections on Electron Shuttling in SiMOS devices
[arXiv] 2025-12-03 | Density of states of quantum systems from free probability theory: a brief overview
[arXiv] 2025-12-03 | Intermittency from Instanton Calculus at the Transition to Turbulence and Fusion Rules
[arXiv] 2025-12-03 | Heatmap Pooling Network for Action Recognition from RGB Videos
[arXiv] 2025-12-03 | SSLfmm: An R Package for Semi-Supervised Learning with a Mixed-Missingness Mechanism in Finite Mixture Models
[arXiv] 2025-12-03 | A Convolutional Framework for Mapping Imagined Auditory MEG into Listened Brain Responses
[arXiv] 2025-12-03 | LM-CartSeg: Automated Segmentation of Lateral and Medial Cartilage and Subchondral Bone for Radiomics Analysis
[arXiv] 2025-12-03 | Multi-Aspect Knowledge-Enhanced Medical Vision-Language Pretraining with Multi-Agent Data Generation
[arXiv] 2025-12-03 | An Analysis of LIGO Glitches Using t-SNE During the First Part of the Fourth LIGO-Virgo-KAGRA Observing Run
[arXiv] 2025-12-03 | Unconventional Magneto-Optical Effects in Altermagnets
[arXiv] 2025-12-03 | A Deep Chandra X-ray Survey of a Luminous Quasar Sample at $z\sim$ 7
[arXiv] 2025-12-03 | New high-statistics measurement of the $π^0 \to e^+e^-γ$ Dalitz decay at the Mainz Microtron
[arXiv] 2025-12-03 | GaussDetect-LiNGAM:Causal Direction Identification without Gaussianity test
[arXiv] 2025-12-03 | What Is The Best 3D Scene Representation for Robotics? From Geometric to Foundation Models
[arXiv] 2025-12-03 | HarnessAgent: Scaling Automatic Fuzzing Harness Construction with Tool-Augmented LLM Pipelines
[arXiv] 2025-12-03 | Comparative algorithm performance evaluation and prediction for the maximum clique problem using instance space analysis
[arXiv] 2025-12-03 | YOLOA: Real-Time Affordance Detection via LLM Adapter
[arXiv] 2025-12-03 | Suboptimal Shrinking Horizon MPC with a Lower Hessian Condition Number from Adjustable Terminal Cost
[arXiv] 2025-12-03 | Critical fluctuations of elastic moduli in jammed solids
[arXiv] 2025-12-03 | Transient chaos and Rayleigh particle escape out of a time modulated optical trap
[arXiv] 2025-12-03 | Better World Models Can Lead to Better Post-Training Performance
[arXiv] 2025-12-03 | From n-systems to Lie and Courant algebroids
[arXiv] 2025-12-03 | On the Accuracy of Atomic Resolution Electrostatic Measurements in 2D Materials
[arXiv] 2025-12-03 | Evaluating A/B Testing Methodologies via Sample Splitting: Theory and Practice
[arXiv] 2025-12-03 | Generative Refinement:A New Paradigm for Determining Single Crystal Structures Directly from HKL Data
[arXiv] 2025-12-03 | Scaling Trust in Quantum Federated Learning: A Multi-Protocol Privacy Design
[arXiv] 2025-12-03 | Quadratic metric comparisons
[arXiv] 2025-12-03 | Anti-self-dual blowups II
[arXiv] 2025-12-03 | Hierarchical Attention for Sparse Volumetric Anomaly Detection in Subclinical Keratoconus
[arXiv] 2025-12-03 | Optical feedback induced irregular and chaotic dynamics in terahertz quantum cascade laser combs
