[2026-09-23 23:16:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-22
正在获取论文...
[arXiv] 2026-09-22 | SurgGraph: Quantitative Laparoscopic Video Understanding via Geometry-Grounded Scene Graphs
[arXiv] 2026-09-22 | Evaluating the Effectiveness of SechKAN on 1D Data
[arXiv] 2026-09-22 | The 2-Norm Distance on the Reflexive Lattice Generated by a Double Triangle Lattice of Projections
[arXiv] 2026-09-22 | Characterization of spatial topological chaos for bistable lattice equation
[arXiv] 2026-09-22 | Abelian $p$-extensions with restricted $p$-ramification and the cyclotomic $\mathbb{Z}_2$-extension of $\mathbb{Q} (\sqrt{q})$
[arXiv] 2026-09-22 | $LS/LSJ$ Hybrid Coupling Framework for Auger Angular Distributions of Experimentally Unresolved Multiplets with Isolated Fine-Structure
[arXiv] 2026-09-22 | TV-AudioRemover: Joint Text-Visual Guided Sound Removal with Multi-Task Hard-Mixture Curriculum
[arXiv] 2026-09-22 | Continuous perception and adaptive metrics for scalable structure refinement
[arXiv] 2026-09-22 | Visual Jev: Accurate and Efficient Decisions from Shared Visual Context
[arXiv] 2026-09-22 | Mutation Order and Selection Shape Intratumor Heterogeneity in Tumor Evolution
[arXiv] 2026-09-22 | Identity-Centric Video Summarization via Hierarchical Fusion of Biometric, Appearance, and 3D Body Features
[arXiv] 2026-09-22 | Latent Audio Watermarking for Robustness to Neural Codec Resynthesis
[arXiv] 2026-09-22 | Quasi-Gaussian Missing Higher Order Uncertainties
[arXiv] 2026-09-22 | The finite basis problem for all subvarieties of the variety $\mathsf{V}(S^0_7)$
[arXiv] 2026-09-22 | Boundary and Intra-Segment Learning for Partial Audio Deepfake Localization
[arXiv] 2026-09-22 | Lizard: Bandwidth-Adaptive Real-Time Video Analytics through Content-Aware Packet Discarding at Last-Mile Edge Routers
[arXiv] 2026-09-22 | You Only Need 2/3 of the Chosen Experts: An Empirical Study of Dynamic Expert Pruning in Fine-Grained MoE LLMs
[arXiv] 2026-09-22 | An analytic construction of the universal moduli space of $\mathrm{SL}_r(\mathbb C)$-Higgs bundles
[arXiv] 2026-09-22 | Latest Exact Match Attention
[arXiv] 2026-09-22 | Is there an accelerating nonspreading wave packet in the Schrödinger equation with higher even-order dispersions?
[arXiv] 2026-09-22 | Some results on the distance spectral radius and edge-disjoint spanning trees of graphs
[arXiv] 2026-09-22 | What Was Once Learned May Need to Be Unlearned: Machine Unlearning for Deprecated API Knowledge in Large Language Models
[arXiv] 2026-09-22 | Statistical Gains from Looped Estimation under Parameter Budgets
[arXiv] 2026-09-22 | Model-Free Current Control of Permanent Magnet Synchronous Motors via ESO-Based Disturbance Feedforward and Data-Driven H-infinity Residual Feedback
[arXiv] 2026-09-22 | Syndrome, Synergy, and Safety: Structured Reasoning and Knowledge-Driven Alignment for TCM Prescription Generation
[arXiv] 2026-09-22 | Analysis of Josephson junctions switching time distributions for the detection of single microwave photons
[arXiv] 2026-09-22 | Dual Covariance Gaussian Splatting SLAM: Decoupling Rendering and Registration for Robust Real-Time Tracking
[arXiv] 2026-09-22 | SAMI3D-DW: Interactive Segmentation of Any 3D Medical Images
[arXiv] 2026-09-22 | OmniFysics-Nano-V2 Technical Report: Understanding the Physical World Across Modalities
[arXiv] 2026-09-22 | Annual Earth-observation embeddings encode wildfire disturbance and support simplified burned area mapping
[arXiv] 2026-09-22 | Self-Supervised Combinatorial Optimization with Constraints via Frank-Wolfe
[arXiv] 2026-09-22 | Large Planar Point Sets Contain 4 Collinear Points or Almost 7-Cliques, and Related Results
[arXiv] 2026-09-22 | Designing an Efficient Excavator Bucket for Lunar ISRU: A Comparative Study with Vision-Based Fill and Displacement Analysis
[arXiv] 2026-09-22 | Covariant representations of actions of inverse semigroups: a new approach to the reduced and essential crossed-product C*-algebras
[arXiv] 2026-09-22 | C2FXNet: Coarse-to-Fine Scene Expert for Unified Object Detection across Adverse Weather
[arXiv] 2026-09-22 | Real-Time Atomic-Resolution Electron Phase Imaging without Probe Calibration via Ptychography-Supervised Learning
[arXiv] 2026-09-22 | Linear-Query Deterministic Approximation for Non-monotone Submodular Maximization under a Knapsack Constraint
[arXiv] 2026-09-22 | Marginal Log-Likelihood Increments under Dirichlet-Smoothed Markov Estimation
[arXiv] 2026-09-22 | Probing the Mass--Redshift Dependence of Binary Black Holes and its Implications for $H_0$ with GWTC-5.0
[arXiv] 2026-09-22 | From Experts to Sub-experts: Fine-grained Parameter-Efficient Fine-Tuning for MoE LLMs
[arXiv] 2026-09-22 | Three Problems on Separable Quotients of Precompact Abelian Groups
[arXiv] 2026-09-22 | FIRE: Failure-Informed Runtime Engineering for Reliable Language-Model Agents
[arXiv] 2026-09-22 | Effects of super-Gaussian pulse shape and relative phase on dynamically assisted pair production in spatially inhomogeneous electric fields with frequency chirping
[arXiv] 2026-09-22 | Electromagnetic Proximity Effects and Spontaneous Currents in Clean Superconducting Heterostructures
[arXiv] 2026-09-22 | HRTF Upsampling Across Varying Measurement Configurations with Geometry-Aware Query-Conditioned Aggregation
[arXiv] 2026-09-22 | Graphs of Moore-Penrose inverse of matrices possessing the treeangle property
[arXiv] 2026-09-22 | LUNA: Luneburg-Lens-Aided Reconfigurable Array for 6G-and-Advanced Wireless Networks
[arXiv] 2026-09-22 | Slash indecomposability of Endopermutation Scott modules
[arXiv] 2026-09-22 | Ab initio study of magnetic Cu$_2$Sb compounds related to antiferromagnetic CuMnAs
[arXiv] 2026-09-22 | Analysis of trade-offs in urban heat mitigation using a Bayesian Optimization framework for an urban canopy layer model
[arXiv] 2026-09-22 | Location transparency reduces activity by accounts misrepresenting their location on X
[arXiv] 2026-09-22 | AT3D-AD: Anomaly Type-Aware 3D Anomaly Detection via Hierarchical Point-Language Alignment
[arXiv] 2026-09-22 | AURA: Angular Update Rate Adaptation for training complex-valued neural networks
[arXiv] 2026-09-22 | Control Barrier Functions for Safe Free-Flying Robotic Spacecraft Operations in Tumbling Target Capture
[arXiv] 2026-09-22 | Robust Strictly Positive Real Synthesis for Sixth-Order Interval Polynomial Families
[arXiv] 2026-09-22 | A retrospective analysis on the use of LLMs to study infant syntax learning
[arXiv] 2026-09-22 | Interpolation of subspaces of infinite codimension
[arXiv] 2026-09-22 | Exploring chaotic properties in the nonlinear Walecka Model
[arXiv] 2026-09-22 | Generalizing Manipulation Skills with a Local Coding Agent
[arXiv] 2026-09-22 | Chromatic Purity of Dualizable Categories
[arXiv] 2026-09-22 | Coarse rigidity in von Neumann algebras via derivations
[arXiv] 2026-09-22 | A Stochastic Doppler Sensing Framework for Range-Resolved Bidirectional Particle Dynamics in a Bubbling Fluidized Bed at 60 GHz
[arXiv] 2026-09-22 | Spoken Language Models that Think Aloud
[arXiv] 2026-09-22 | Exploring the influence of reionisation-era galaxies on their local intergalactic medium using the Sherwood-Relics simulations
[arXiv] 2026-09-22 | Shallow-to-deep velocity model building via diffusion models-Part II: Realistic scenarios
[arXiv] 2026-09-22 | Behavior is Not Enough: A Mechanism-Based Evaluation of Social Norm Emergence in LLM Societies
[arXiv] 2026-09-22 | Stochastic motion of massless particles near event horizons in Schwarzschild and Reissner-Nordström spacetimes
[arXiv] 2026-09-22 | PP-Net: A Hybrid Physical-Prior Neural Network for Scattered Light Removal in Biomedical Images on Embedded Devices
[arXiv] 2026-09-22 | Basic Reproduction Ratios for Almost Periodic Non-Densely Defined Cauchy Problems
[arXiv] 2026-09-22 | A Counterexample to a Conjecture of Moreto
[arXiv] 2026-09-22 | Reproducible AI Requires Reproducible Randomness
[arXiv] 2026-09-22 | Code Plans, Diffusion Renders: Open-Ended Generative World Modeling
[arXiv] 2026-09-22 | A Practical Guide on Graphical Model Validation
[arXiv] 2026-09-22 | The Brauer $A(\infty)$ condition and Navarro's conjecture on Brauer characters under coprime actions
[arXiv] 2026-09-22 | Persistent Delivery Optimization for Streaming Speech-to-Text Translation with Revisions
[arXiv] 2026-09-22 | DeepFEAv2: Deep Learning for Transient Finite Element Analysis Beyond Structured Meshes
[arXiv] 2026-09-22 | Enriching Speech Emotion Representations with Conversational Context
[arXiv] 2026-09-22 | Wind farm global blockage as an adverse pressure gradient problem: turbulence amplification and spectral modification in the induction region of a model wind farm
[arXiv] 2026-09-22 | Should the pharmaceutical industry consider using high-order autoregressive models when modelling panel data?
[arXiv] 2026-09-22 | Cascade mechanisms for Navier-Stokes blow-up
[arXiv] 2026-09-22 | Extreme values of central $L$-derivatives and heights of Heegner points
[arXiv] 2026-09-22 | Comparing phylogenetic trees of stars with spectral graph distances
[arXiv] 2026-09-22 | An Exponential Succinctness Gap between Three-Variable Logic and the Calculus of Relations
[arXiv] 2026-09-22 | Optical Ion Clock with Engineered Immunity to Motion-Induced Frequency Shifts
[arXiv] 2026-09-22 | The Odlyzko-Poonen Conjecture on Irreducibility of Random Polynomials
[arXiv] 2026-09-22 | Bogomolov-Guan Manifolds are not formal
[arXiv] 2026-09-22 | EquivSVA: A Formally Verified Dataset of Behavioral Assertions Across Equivalent RTL Implementations
[arXiv] 2026-09-22 | Convergence Analysis of an Inexact Proximal Trust-Region Method
[arXiv] 2026-09-22 | Longitudinal $Λ$ Polarization as a Quantitative Constraint on Geometric Relaxation in Pb-Pb Collisions at $\sqrt{s_{NN}} = 5.36$ TeV
[arXiv] 2026-09-22 | GAD-MambaUNet: Direction-Group Mamba with Gradient-Adaptive DINOv3 Distillation for Lightweight Medical Image Segmentation
[arXiv] 2026-09-22 | A proof of the Willmore-type conjecture in $\mathbb{C}P^2$
[arXiv] 2026-09-22 | The Sirens' Song: When Proximal Background Context Overshadows Distant Evidence
[arXiv] 2026-09-22 | Graphs with Minimum Algebraic Connectivity I: Proofs of Aldous-Fill and Guiduli-Mohar Conjectures
[arXiv] 2026-09-22 | The molecular gas of four ram pressure stripped galaxies in the core of the Hydra I cluster
[arXiv] 2026-09-22 | PROSWIN: Probabilistic Solar Wind Speed Forecasting Using Deep Distributional Regression From Solar Images
[arXiv] 2026-09-22 | NEPv Approach for Optimization on Stiefel Manifold with the $(2,1)$-norm Regularization
[arXiv] 2026-09-22 | Fluctuation-Driven Nonlinear Amplification of Quantum Statistics
[arXiv] 2026-09-22 | Imperfection for Precision: Upcycling Imperfect Data for High-Precision Robotic Manipulation
[arXiv] 2026-09-22 | Characterization of Planetary Systems with Astrometry
[arXiv] 2026-09-22 | Globular cluster candidates uncovered by VVVX and MUSE
[arXiv] 2026-09-22 | Resilience of rainbow Hamilton cycles in pseudorandom graphs
[arXiv] 2026-09-22 | Dynamic Slack-Aware Clocking for Near-Threshold Tensor Processing Units (TPUs)
[arXiv] 2026-09-22 | Berry-Landau Fermi-liquid theory: transport in presence of quantum geometry
[arXiv] 2026-09-22 | A Data-Interventional Framework for Auditing Privacy and Fairness in Generative Medical Imaging
[arXiv] 2026-09-22 | MMAP: Multimodal Missing-Aware Pretraining for Longitudinal Alzheimer's Prediction
[arXiv] 2026-09-22 | Adsorption of the low density lipoproteins on the micropatterned polymer brush: computer simulations
[arXiv] 2026-09-22 | Reduced Order Observers for Monocular Visual Inertial Odometry
[arXiv] 2026-09-22 | The network advantage: benefits of interregional scientific knowledge spillovers on AI patenting
[arXiv] 2026-09-22 | Scaling limits of critical branching random walks and their snakes
[arXiv] 2026-09-22 | $L^2$ Curvature Bounds for Area-Minimizing Currents Mod(2)
[arXiv] 2026-09-22 | GTR: Gated Token Recurrence for Efficient Dense Prediction
[arXiv] 2026-09-22 | Lyapunov Exponents for Passive Scalars in White-in-Time Flows
[arXiv] 2026-09-22 | Microstructure, tensile behavior and cyclic bendability of directly extruded biodegradable Zn, Zn-Mg and Zn-Mg-Sr wires
[arXiv] 2026-09-22 | Quantum-Aided Active Device Detection in Energy-Harvesting Symbiotic Radio Networks
[arXiv] 2026-09-22 | Toki: Profiling HBM Performance on FPGA Systems with RISC-V Soft Cores and PCIe Host DMA Traffic
[arXiv] 2026-09-22 | Powers of generalized gamma convolutions
[arXiv] 2026-09-22 | Future Muon Physics Experiments: Muon Beams and Experimental Apparatus
[arXiv] 2026-09-22 | Deflecting the Value Compass: Interacting with Large Language Models Temporarily Shifts Human Value Priorities Toward Personal Focus
[arXiv] 2026-09-22 | Structural Characterizations and Algebraic Realizations of a Family of Regular Integral Graphs
[arXiv] 2026-09-22 | Gravitational Imprints of Dark Energy in Neutron Stars
[arXiv] 2026-09-22 | OMatG-flash: An All-Atom Flow Map with Reinforce Adjoint Matching for Scalable Materials Discovery
[arXiv] 2026-09-22 | Risk-Averse Lander Site Selection under Altitude-Limited Information
[arXiv] 2026-09-22 | Different reconstruction pathways toward superconductivity in TaRhTe4 and TaIrTe4 Weyl semimetals
[arXiv] 2026-09-22 | Robust Active-Perception Control for Global-State-Free Aerial-Ground Cooperation
[arXiv] 2026-09-22 | Roles of logistic source in a singular chemotaxis urban crime model
[arXiv] 2026-09-22 | $\mathscr{A}$-free measures and the Rank-one Theorem in Carnot Groups
[arXiv] 2026-09-22 | Decoupling Logical Masks from GPU Execution for Dynamic Block-Sparse Attention
[arXiv] 2026-09-22 | Chiral anomaly and nucleon spin decomposition in the chiral quark soliton model
[arXiv] 2026-09-22 | Pairs of lattice complements with complementary homology
[arXiv] 2026-09-22 | Type changing, compact generalized Calabi--Yaus
[arXiv] 2026-09-22 | Qualitative Properties of the Principal Floquet Bundle and Their Applications
[arXiv] 2026-09-22 | An Operator-Theoretic Model of Entanglement Percolation in Series-Parallel Quantum Networks
[arXiv] 2026-09-22 | Online Learning-Based Adaptive Hybrid Benders Decomposition for Risk-Averse Optimal Sizing
[arXiv] 2026-09-22 | Hierarchical Floorplan-Guided Vision-Language Exploration for Embodied Question Answering
[arXiv] 2026-09-22 | Counterions between walls with surface charge modulations: Exact Poisson-Boltzmann solutions
[arXiv] 2026-09-22 | Evaluation of effective wave velocities in polycrystalline materials using the ultrasonic reflection matrix
[arXiv] 2026-09-22 | Geometry-Aware Hyperbolic Residual Quantization
[arXiv] 2026-09-22 | The $J$-Null Locus and Local Regularity of Weak Solutions of the Semistable $J$-Equation
[arXiv] 2026-09-22 | A covering construction of labelled packing measure and content
[arXiv] 2026-09-22 | A thermodynamically consistent and conservative phase-field model for surfactant contact line dynamics with solid adsorption
[arXiv] 2026-09-22 | Characterizing Experiments with Synthetic MSI/HSI Data: A Structured Taxonomy for Agri-Food Research
[arXiv] 2026-09-22 | Proofs of two conjectures of Berkovich and Dhar on hook lengths
[arXiv] 2026-09-22 | A Geometry-Aware Framework for Clustering Cylindrical Data
[arXiv] 2026-09-22 | Reducing ringing artifacts in Wiener deconvolution using implicit physical priors
[arXiv] 2026-09-22 | Design and Evaluation of a Controlled Post-Alert Incident Orchestration and Response Subsystem Using a Rule Engine and a Local Large Language Model
[arXiv] 2026-09-22 | The Minkowski Wrap: A Relativistic Speed Limiter
[arXiv] 2026-09-22 | Staged Multi-step UTXO Workflows via Recursive Invariants
[arXiv] 2026-09-22 | CompKV: Compensation-Aware KV Selection for Long-Context LLM Inference
[arXiv] 2026-09-22 | GameDirector: Decoupling Gameplay Logic from Rendering for Player-Configurable Game World Models
[arXiv] 2026-09-22 | Key Reconciliation with RC-LDPC/Error Estimation for Satellite-based FSO/QKD Systems
[arXiv] 2026-09-22 | Ladders of Thought: A Self-Evolving Curriculum of Progressively Simplified Reasoning Traces
[arXiv] 2026-09-22 | Numerical Invariants and Parameter Recovery for Quasi-Homogeneous Submodules $[z^k-w^\ell]$
