[2026-09-22 23:20:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-21
正在获取论文...
[arXiv] 2026-09-21 | Jevons' Paradox and Fast Generative Simulation for HEP: Why Realistic Benchmarking is Essential
[arXiv] 2026-09-21 | SPARSER: Sparse Variable Projection by Exploiting Separable Structure in Robotic Perception
[arXiv] 2026-09-21 | Infrared evidence for strong $C_{3}$ symmetry breaking in 1$T$-TiSe$_{2}$
[arXiv] 2026-09-21 | Stein's functional method for weakly dependent random variables
[arXiv] 2026-09-21 | Global stability of superposition of viscous contact wave and rarefaction waves for compressible Navier-Stokes system with temperature-dependent transport coefficients and large data
[arXiv] 2026-09-21 | A translation of Maehara's "Eine Darstellung der Intuitionistischen Logik in der Klassischen"
[arXiv] 2026-09-21 | Agentic AI Enabling Autonomous, Self-Organizing, and Evolving UAV Networks
[arXiv] 2026-09-21 | Circuit Hypernetworks for Quantum-Augmented Diffusion Language Models
[arXiv] 2026-09-21 | Markovization of Randomized Stopping Times
[arXiv] 2026-09-21 | Inverse Baer deformations and finite simple skew braces of nilpotent type
[arXiv] 2026-09-21 | Edge-based Katz centralities for spatio-temporal multiplex networks
[arXiv] 2026-09-21 | Random dynamical systems generated by rough differential equations driven by controlled rough paths
[arXiv] 2026-09-21 | Feasibility Distance Fields for Heterogeneous Constraints in Robot Configuration Space
[arXiv] 2026-09-21 | FedMust: Semi-supervised Multi-task Student-Teacher Federated Learning for Multi-organ CT Segmentation
[arXiv] 2026-09-21 | Video-based Surgical Skill Assessment Using Dynamics-and-Uncertainty-Aware Tree-based Gaussian Process Classifier
[arXiv] 2026-09-21 | Ultralow-power, high-speed programmable Si photonic circuits with InGaAsP membrane
[arXiv] 2026-09-21 | Benchmarking higher-ranking multipoles and polarizability tensors for small molecular systems
[arXiv] 2026-09-21 | Encoding Lean's Type Theory in Dedukti
[arXiv] 2026-09-21 | Aligning HOL-Light and Rocq libraries formally
[arXiv] 2026-09-21 | Kähler-Einstein cone metrics and parabolic bundles
[arXiv] 2026-09-21 | One-periodic category of twisted complexes, Cohen-Macaulay modules and differential modules
[arXiv] 2026-09-21 | Universal Multi-Modal Traceformer: Integrating Heterogeneous Context for Process Event Prediction
[arXiv] 2026-09-21 | What do VLM-Based Vision-Language Navigation Models Rely on: Interpreting and Steering Policy Behavior
[arXiv] 2026-09-21 | HyperCLIP++: Fine-tuning CLIP forOpen-vocabulary Semantic Segmentation in Hyperbolic Space
[arXiv] 2026-09-21 | On the (In)equivalence of de Sitter and Holographic Entanglement Entropies in Lovelock Gravity
[arXiv] 2026-09-21 | Estimating Accurate Hand Pose in Camera Space with Vision Transformer
[arXiv] 2026-09-21 | Coexistence and Interconversion of Multiple-Order Majorana Modes in Topological Superconductor Films with Varying Thickness
[arXiv] 2026-09-21 | GameHorizon Suite: Multi-Horizon Data and Evaluation in Gameplay
[arXiv] 2026-09-21 | Critical-State RL: Diagnosing Trainable States for Multi-Turn Tool Use
[arXiv] 2026-09-21 | Harness-Zero: Harness Distillation via Agent-as-Harness
[arXiv] 2026-09-21 | Emergent Collusion in Long-Horizon LLM Agent Interaction
[arXiv] 2026-09-21 | Jev for Scientific Decisions: Evaluating Semantic Choices and Their Consequences
[arXiv] 2026-09-21 | Castelnuovo-Mumford regularity of skew-symmetric matrix Schubert varieties
[arXiv] 2026-09-21 | Generative Tutorial: Towards Live Contextualized Visual Instructions for Physical Tasks
[arXiv] 2026-09-21 | JAREX: An Acquisition Function for Multi-Objective Algorithmic Process Characterization
[arXiv] 2026-09-21 | Search for a top-philic heavy resonance in association with top quarks in $pp$ collisions at $\sqrt{s} = $ 13 TeV and 13.6 TeV with the ATLAS detector
[arXiv] 2026-09-21 | Two-dimensional weak lensing shear for cluster mass, concentration, ellipticity and miscentering estimation
[arXiv] 2026-09-21 | The Facility Advantage in the One-Round Discrete Voronoi Game on a Line
[arXiv] 2026-09-21 | A thermal microwave bus for neutral atom quantum computing
[arXiv] 2026-09-21 | Infinite cascades for the defocusing cubic half-wave equation on the torus
[arXiv] 2026-09-21 | Conformalized Quantile Regression and Minimax Limits of Fixed-Score Calibration under Known Covariate Shift
[arXiv] 2026-09-21 | Magnetar magnetothermal evolution with Landau-quantized electrons: enhanced Joule heating due to free electron diamagnetism and the magnetar heating problem
[arXiv] 2026-09-21 | Nucleosome simulations suggest mechanisms of electrostatically-driven mesoscale chromatin evolution
[arXiv] 2026-09-21 | Steerable and Reactive Grasping Through Modular Design with a Three-Point Interface
[arXiv] 2026-09-21 | The Copy Ceiling: An Input-Exposure Control for Ontology-Grounded Generation over Curated Corpora
[arXiv] 2026-09-21 | Shrinking Kähler-Ricci solitons on toric fano fibrations
[arXiv] 2026-09-21 | A Global Comparison of Schemas, Transparency, and Interoperability in Public-Sector AI Registers and Inventories
[arXiv] 2026-09-21 | Learning Prognostic Variables for AI Convective Parameterizations via Symbolic Distillation
[arXiv] 2026-09-21 | Decomposing Error and Style in Automated Clinical Coding
[arXiv] 2026-09-21 | Bergman Kernel Asymptotics for Semipositive Line Bundles near Curvature-Degenerate Points
[arXiv] 2026-09-21 | Resolved multiple-droplet evaporation
[arXiv] 2026-09-21 | Extracting Arguments, Not Just Classifying Them: Instruction-Tuned LLMs for Generative Component Detection
[arXiv] 2026-09-21 | CSC Bergman metrics are Einstein on pseudoconvex domains
[arXiv] 2026-09-21 | Revisiting Multi-View Stereo: A Sequence-to-Sequence Formulation
[arXiv] 2026-09-21 | When Wider Views Fail: Stress-Testing Feed-Forward 3D Reconstruction
[arXiv] 2026-09-21 | Trade-offs and experimental feasibility of nonlocal polygamy with two-outcome Bell inequalities
[arXiv] 2026-09-21 | Sparse empirical measures for non-statistical interval maps with two neutral fixed points
[arXiv] 2026-09-21 | G-NAC: Graph Neural Automata Clustering via Emergent Domain Formation
[arXiv] 2026-09-21 | The Answer-Basin Representation Hypothesis: We Are Not Probing or Steering Concepts
[arXiv] 2026-09-21 | Mobile Imaging Solutions for Medical Diagnosis: Trends and Applications
[arXiv] 2026-09-21 | Some Results on Lame-Heun Spectral Geometry
[arXiv] 2026-09-21 | Interface engineering of spin triplet Cooper pairs for spin-valve implementation
[arXiv] 2026-09-21 | Collective cavity quantum electrodynamics in solid-state optical clocks
[arXiv] 2026-09-21 | When Quantization Preserves Accuracy but Not Evidence: Explanation-Aware Post-Training Quantization for Medical LLMs
[arXiv] 2026-09-21 | Observable-targeted variational quantum simulation of Hamiltonian dynamics
[arXiv] 2026-09-21 | Free Immersions in Critical Dimension from Lie Groups
[arXiv] 2026-09-21 | A polynomial basis for the multizeta algebra in positive characteristic
[arXiv] 2026-09-21 | Flow plus coalescence explain hadron nuclear modification and high-$p_T$ anisotropy
[arXiv] 2026-09-21 | Small-supercell and Small-dataset Training Strategy of Machine Learning Interatomic Potentials for Point Defects
[arXiv] 2026-09-21 | New lower bounds for CDS and $f$-routing
[arXiv] 2026-09-21 | When and How Should an Agent Clarify? CIGAsk: Teaching LLMs to Clarify via Counterfactual Information Gain
[arXiv] 2026-09-21 | Classifier-Free Guidance in Flow Matching: Non-Autonomous Potentials, Overshoot, and Posterior-Mean Control
[arXiv] 2026-09-21 | How Many Pixels Is a Digit Worth? Place-Aware Coordinate Entropy for GUI Agent Confidence Estimation
[arXiv] 2026-09-21 | Hierarchical Prompt Learning for Hyperbolic Vision-Language Models
[arXiv] 2026-09-21 | Structure Before Sampling: Community-Aware Core-Set Selection for Data-Efficient Text-to-Speech
[arXiv] 2026-09-21 | Signatures of Novikov-Thorne accretion disks around rotating black holes in semiclassical gravity with trace anomaly
[arXiv] 2026-09-21 | Parameter Dependence of Weighted Bergman Kernels Beyond Smoothness
[arXiv] 2026-09-21 | OpenFlyScan: A Quality-Guided Aerial Reconstruction System for Consumer Drones
[arXiv] 2026-09-21 | Anticipatory Human Oversight of Agentic AI: A Philosophical Account
[arXiv] 2026-09-21 | SRPR-Net: Semantic and Relational Prompt Refinement for Automated SAM-based Instance Segmentation
[arXiv] 2026-09-21 | DiaSeg: Diagonal Segment Extraction from DTW Paths for Interpretable Gait Analysis
[arXiv] 2026-09-21 | Conditional Independence Is Not (Quite) Pointwise Testable
[arXiv] 2026-09-21 | Cesàro-type operators on average radial integrability spaces induced by doubling weights
[arXiv] 2026-09-21 | Forgeable Confirmation in Automated Computer Security Testing: Deterministic Rules versus AI Judges
[arXiv] 2026-09-21 | SKstars at SHROOM: Visions Agreement-Guided Ensembling of Zero-Shot and LoRA-Adapted Vision--Language Models
[arXiv] 2026-09-21 | H-Spec: Parallel Speculative Decoding Without a Drafter-Side KV Cache
[arXiv] 2026-09-21 | Global Exponential Stabilization of a 3D Nonholonomic Vehicle in Spherical Coordinates
[arXiv] 2026-09-21 | Dual-layer large-numerical-aperture metalenses with rotational zoom capability
[arXiv] 2026-09-21 | No violation on a generalisation of Leggett-Garg inequality and Bell-CHSH inequality with extended probability
[arXiv] 2026-09-21 | Proportions of the non-trivial zeros of the Riemann zeta function
[arXiv] 2026-09-21 | Derivation of the Thiele equation for magnetic skyrmions using the Mori-Zwanzig formalism
[arXiv] 2026-09-21 | Relightable 3D Avatar Reconstruction with Semantic-Adaptive Motion-Illumination Responses
[arXiv] 2026-09-21 | Acceptance-Aware Draft Model Training for Speculative Decoding
[arXiv] 2026-09-21 | A local cohomology obstruction to small Cohen--Macaulay modules
[arXiv] 2026-09-21 | CLOOPD: Closing the Learner Loop in On-Policy Distillation
[arXiv] 2026-09-21 | Data Agents: Agentic Data Systems
[arXiv] 2026-09-21 | Proofs of eighteen conjectural identities related to the modulo nine Kanade--Russell identities
[arXiv] 2026-09-21 | Positive Pair Geometry Matters: Optimal Transport for Contrastive Learning of Visual Representations
[arXiv] 2026-09-21 | A fully faithful p-adic Riemann--Hilbert functor for filtered coherent D-modules
[arXiv] 2026-09-21 | SPeaR: Test-Time Adaptation with Steering Primitives for Realigning Representations
[arXiv] 2026-09-21 | A Task-Oriented Multi-Agent Framework for Complex Wearable Health Analysis
[arXiv] 2026-09-21 | DCL-GPGLS: Dynamic Curriculum Learning for Genetic Programming Guided Local Search in Large-Scale Vehicle Routing
[arXiv] 2026-09-21 | Volume growth and integral curvature bound for non-negatively curved three-manifolds
[arXiv] 2026-09-21 | Dexterous Robot Manipulation from Human Demonstrations via Contact-Anchored Retargeting and Residual Policy Learning
[arXiv] 2026-09-21 | Incremental Consistency Execution for Autonomous Intelligent Systems
[arXiv] 2026-09-21 | Constraints on Axion-like Dark Matter from Cosmic Birefringence with a Polarization Array of Repeating Fast Radio Bursts
[arXiv] 2026-09-21 | Monitorable Chart Reasoning Agents via Verifiable Process Rewards
[arXiv] 2026-09-21 | Accurate wall shear stress in immersed flow analysis with application to point cloud-based CFD
[arXiv] 2026-09-21 | A Necessary Condition for F-Spaces to be Separable
[arXiv] 2026-09-21 | Localization Lengths for Two-Dimensional Random Band Matrices: Stretched-Exponential Lower Bounds
[arXiv] 2026-09-21 | Fixed point properties and cohomology of Banach representations of arithmetic groups
[arXiv] 2026-09-21 | Inference of Unknown Dynamical Components Using Next Generation Reservoir Computing: From Chaotic Systems to Climate Data
[arXiv] 2026-09-21 | LATED: Ly$α$-anchored photometric selection of candidate metal-free and extremely metal-poor star formation from the end of reionisation to cosmic noon
[arXiv] 2026-09-21 | Equivariant generating hypotheses for finite groups
[arXiv] 2026-09-21 | The Generalized Uncertainty Principle. Massless QED Renormalization
[arXiv] 2026-09-21 | Muon Can Outperform Dedicated Continual Learning Methods
[arXiv] 2026-09-21 | Phase diagram morphology shapes droplet propulsion in chemical gradients
[arXiv] 2026-09-21 | The disordered logistic map
[arXiv] 2026-09-21 | DualWAM: Dual-System World Action Models for Asynchronous Global Planning and Local Refinement
[arXiv] 2026-09-21 | Fisher-information training of optical sensing front ends from natural fluctuations
[arXiv] 2026-09-21 | Sharp connectivity thresholds for mixed rigidity packings and improved bounds for highly connected orientations of graphs
[arXiv] 2026-09-21 | Vanishing discount and viscosity selection problems for mechanical Hamilton--Jacobi equations
[arXiv] 2026-09-21 | An adaptive localized orthogonal decomposition method for Helmholtz problems
[arXiv] 2026-09-21 | Fathom-Vaidya: Advancing Medical Reasoning with Rubric-Based Rewards
[arXiv] 2026-09-21 | SLICEChat: Progressive In-Encoder Token Pruning for Whole-Slide Pathology Language Models
[arXiv] 2026-09-21 | Fourth-Order Energy-Consistent Average Vector Field Discrete Gradient Methods for Dissipative Hamiltonian Systems
[arXiv] 2026-09-21 | Wigner-positive quantum states can have lower entropy than the vacuum
[arXiv] 2026-09-21 | A principled approach for energy-efficient training via phase-aware GPU frequency tuning
[arXiv] 2026-09-21 | The transposition method in saddle-point problems
[arXiv] 2026-09-21 | Iris in Lean
[arXiv] 2026-09-21 | Automated Assessment of L2 Speech Rhythm Using Low-Frequency Amplitude Modulations
[arXiv] 2026-09-21 | High-Rate Quasi-Dyadic Quantum LDPC Codes
[arXiv] 2026-09-21 | PEARLS: NuSTAR and XMM-Newton Extragalactic Survey of the JWST North Ecliptic Pole Time-Domain Field IV: X-Ray Variability Analysis
[arXiv] 2026-09-21 | Trifocal Tensors in Three-View Geometry
[arXiv] 2026-09-21 | On the Information-Theoretic Limits of Latent-Space Watermarking Through Pretrained Generators
[arXiv] 2026-09-21 | Global zero-excitation state preparation through subsystem cooling
[arXiv] 2026-09-21 | Algebraic independence of periods of Anderson modules and their hyperderivatives
[arXiv] 2026-09-21 | Misaligned Clinical Risk Classification and Cost Asymmetry in Open-Weight Large Language Models
[arXiv] 2026-09-21 | PrismGPT: Proxy-Guided Learning for Region-Aware Photo Editing with Self-Synthesized Reasoning
[arXiv] 2026-09-21 | Making Fragmented Reports Legible: Finding Patterns and Perceptions of Sexual Violence in Bangladesh
[arXiv] 2026-09-21 | Affine Volterra covariance processes and application to commodity markets
[arXiv] 2026-09-21 | Positive formulas for q-Zeta numerators of Ferrers-cell posets
[arXiv] 2026-09-21 | Incentive Noise and Structural Prior Infusion for Multi-modal Object Re-Identification
[arXiv] 2026-09-21 | QLoRA Fine-Tuning of Ministral LLM for Sequence-to-Function Protein Annotation
[arXiv] 2026-09-21 | Detection of signals in presence of noise through Josephson junction switching currents
[arXiv] 2026-09-21 | Dynamic Thermal Gaussians: Multimodal 4D Gaussian Splatting
[arXiv] 2026-09-21 | Preoperative Prediction of Microvascular Invasion in Hepatocellular Carcinoma by Integrating Multimodal Ultrasound and Clinical Data: A Multicenter Study
[arXiv] 2026-09-21 | AWE: Adaptive Weight Encoding for Exact Integer Matrix Products with Fewer GEMMs on FP4 Tensor Cores
[arXiv] 2026-09-21 | Natural coordinates for constrained correlation functions: Partial autocorrelations and the geometry of positive power spectra
[arXiv] 2026-09-21 | ScaleMPA: Rethinking Scalable RRT* Acceleration With a Grid-Native Representation
[arXiv] 2026-09-21 | 2-step ideals and commuting matrices
[arXiv] 2026-09-21 | Onset of a Fold Cascade in a Hopf Texture Driven by a Navier--Stokes Blow-Up Analog
[arXiv] 2026-09-21 | Sharp harmonic-mean inequalities for Neumann and Aharonov--Bohm spectra
[arXiv] 2026-09-21 | The illusion of neutrality in metric-based research evaluation
[arXiv] 2026-09-21 | Avalanche Size and Interevent Time Statistics in Amorphous System
[arXiv] 2026-09-21 | Constrained Program Generation for 3D Reaction Animation with a 0.8B Model
