[2026-08-12 10:06:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-11
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608110000+TO+202608112359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-8-11 | VL-DNA: Enhance DNA Storage Capacity with Variable Payload/Strand Lengths
[IEEE] 2026-8-11 | Voice Evaluation System Based on Sensor Data Acquisition and Acoustic Feature Extraction
[IEEE] 2026-8-11 | High-Precision Semantic Segmentation System with Feature Fusion Enhancement for UAV Inspection Scenarios
[IEEE] 2026-8-11 | Agentic RAG for Structure Aware Long Document Reasoning
[IEEE] 2026-8-11 | Comparative Analysis of Pose Estimation Model for Mobile Motion Tracking Application
[IEEE] 2026-8-11 | IREF-VITON: Input Representation Enhancement and Fusion in Image-Based Virtual Try-On Systems
[IEEE] 2026-8-11 | Research on Transmission Line Mast Posture Monitoring Technology Based on Mechanics-Data Fusion
[IEEE] 2026-8-11 | A Large-Language-Model-Oriented Dual-Channel Agent Framework for Intelligent Generation of Simulation Scenarios
[IEEE] 2026-8-11 | Network-Induced Asynchronous Fuzzy Control for SPMSM Servo System Against Nonlinear Friction
[IEEE] 2026-8-11 | Optimization of Multi-Robot Cooperative Inspection Path Planning for Chemical Plants with Energy Constraints
[IEEE] 2026-8-11 | Artificial Intelligence–Driven Healthcare with Enhanced Data Security and Patient Privacy
[IEEE] 2026-8-11 | Smart Computing for Data Science: Brain–Computer Interface
[IEEE] 2026-8-11 | From Homogenized Hyperbolic to Nonlocal Heat Conduction in Periodic Media
[IEEE] 2026-8-11 | PR-GVAE: Property-Controllable Molecular Generation via Conditional Graph Variational Autoencoder
[IEEE] 2026-8-11 | Contingency Assessment of a Renewable-Integrated Multi-Terminal HVDC Grid
[IEEE] 2026-8-11 | Research on the continuous overvoltage characteristics of submodule and suppression strategy of VSC-UHVDC system
[IEEE] 2026-8-11 | Vision-Based Plant Disease Prediction and Intelligent Control Mechanism for Cotton Crops Plants
[IEEE] 2026-8-11 | Visual Design Literacy in Logistics 4.0 Education: Rethinking Design Styles for Intelligent Decision Support System
[IEEE] 2026-8-11 | The Berth Allocation Optimization Based on Robust ICSA for Low-Carbon Ports
[IEEE] 2026-8-11 | Identification of Pathophysiological Indicators in CKD Classification Using SHAP
[IEEE] 2026-8-11 | Edge-Aware Transformer Encoder for UAV-Based Power Grid Defect Detection
[IEEE] 2026-8-11 | An AI-Based Smart Waste Reporting and Pickup System for Urban Environments
[IEEE] 2026-8-11 | Improvement and Mechanism Study of a Mechanical Reinforcement Scheme for Large-Mass CQFP Devices in Aerospace Applications
[IEEE] 2026-8-11 | A Stealthy False Data Injection Attack Detection Method Based on the Integration of Deep Learning and Statistical Process Control
[IEEE] 2026-8-11 | Optimizing Agricultural Logistics and Market Access Using Machine Learning Models
[IEEE] 2026-8-11 | Edge Computing for Radar-Based Contactless Vital Signs Monitoring in Smart Healthcare
[IEEE] 2026-8-11 | The Cost/Value of High Angle Conveying
[IEEE] 2026-8-11 | Research on Single-End Detection Method for RJ45 Connector Quality Based on Micro-positioning Grating and LC Impedance Spectroscopy
[IEEE] 2026-8-11 | Evolutionary Genetic Optimization of Deep Learning for Scalable Cloud-Fog System
[IEEE] 2026-8-11 | AI-Driven Smart Energy Management System for Renewable Power Optimization
[IEEE] 2026-8-11 | Robust Hand-Eye Calibration Based on Optimized Dual Quaternions
[IEEE] 2026-8-11 | Deformation Behavior of Single-Crystal Al
                    <sub>0.3</sub>
                    CoCrFeNi Hea Alloy with Various Inclusion Materials During the Tensile Process
[ACM] 2026-8-11 | AI Literacy For Lower Secondary Education
[ACM] 2026-8-11 | OmniPath Ping: Active Network Measurement in the Era of Packet Spraying
[ACM] 2026-8-11 | Elastispec: Formalizing Enterprise Firewall Management with Informal and Elastic Specifications
[ACM] 2026-8-11 | Planogram: A Multi-dimensional Physical Location Planning System for DC Networks
[ACM] 2026-8-11 | POSTER: Beyond Probabilistic Data Structures for AI/ML Workload Monitoring
[IEEE] 2026-8-11 | Network System Performance Insights Through Graph Signal Smoothness
[IEEE] 2026-8-11 | Retraction Notice: Energy-Efficient Routing Algorithms for Wireless Sensor Networks in Precision Agriculture
[IEEE] 2026-8-11 | Flush Air Data Sensing via Two-Branch Neural Network Incorporating Dimensionless Features from the Triples Algorithm
[IEEE] 2026-8-11 | Particle Swarm Optimization-Aided Enhanced Belief Propagation Bit-Flipping Decoding of Polar Codes
[IEEE] 2026-8-11 | Robot Intrinsic Tactile Sensing for Touchscreen-Like Interaction: Character Recognition on an Uninstrumented Touchpad
[IEEE] 2026-8-11 | Multigroup Encirclement and Obstacle Avoidance of Unmanned Surface Vehicles via Group-Based Policy Optimization
[IEEE] 2026-8-11 | Resource-Aware Scheduling of Graph Partitions for Distributed Graph Computing in Heterogeneous Clusters
[ACM] 2026-8-11 | Enabling Space Datacenter Connectivity via Satellite Constellations
[IEEE] 2026-8-11 | Short-Term Load Forecasting for Distribution Networks via Sample Entropy-Guided Secondary Decomposition and Deep Learning
[IEEE] 2026-8-11 | Retraction Notice: Detection of Brain Tumor from the MRI Images using Deep Hybrid Boosted based on Ensemble Techniques
[IEEE] 2026-8-11 | “Onion peeling” Method for MIGHTI Temperature Retrieval with Enhanced Precision and Full Coverage
[IEEE] 2026-8-11 | Utility Maximization in Multi-Functional UAV- and IRS-Aided SWIPT-MEC Networks: A Dynamic Feature Extraction-Based Optimization Approach
[IEEE] 2026-8-11 | Retraction Notice: Development of Raspberry Pi Based Embedded Scheme for Power Theft Monitoring
[IEEE] 2026-8-11 | Comparative Analysis of Hyperparameter Optimization Techniques in Obesity Classification
[IEEE] 2026-8-11 | Rethinking Input Construction for Webshell Detection: A Controlled Study of Tokenization, Chunking, and Feature Fusion
[IEEE] 2026-8-11 | Group Co-attention Transformer for Image Co-segmentation
[IEEE] 2026-8-11 | Retraction Notice: An Enhanced Blockchain Technology with AES Encryption Security System for Healthcare System
[IEEE] 2026-8-11 | Extensive Exploration in Highway Overtaking Scenarios using Hierarchical Reinforcement Learning
[IEEE] 2026-8-11 | Mechanism Design for Federated Learning with Non-Monotonic Network Effects_supp1-3717853.pdf
[IEEE] 2026-8-11 | IRS-assisted Energy-Efficient IoT Communication in UAV-based Smart Agriculture
[IEEE] 2026-8-11 | R2F: A Practical DRL Framework to Improve Fuzzing Scheduling Policy
[IEEE] 2026-8-11 | Detecting Breaking Changes in PROFINET GSDML Files Using Hybrid LLM and Deterministic Analysis
[IEEE] 2026-8-11 | Performance Analysis of Vision-Language-Action Models: Evaluating Turkish Command Understanding in OpenVLA
[IEEE] 2026-8-11 | Contrastive Representation Learning for Stock Trading Classification: A TS2Vec Approach with Technical Indicators
[IEEE] 2026-8-11 | A Reliable Data Annotation Framework for Suicidal Ideation Detection
[IEEE] 2026-8-11 | Illumination-Aware Local Texture and Edge Preservation for Visible-Infrared Image Fusion
[IEEE] 2026-8-11 | An Explainable and Attention-Mechanism-Based Deep Learning Framework for Reliable Plant Disease Detection
[IEEE] 2026-8-11 | A Lightweight Method for Multiple Signal Direction Estimation with Adaptive Notch Filters
[IEEE] 2026-8-11 | Real-Time Cockpit CO
                    <sub>2</sub>
                    Monitoring Using a Triboelectric Nanogenerator Supported Embedded System
[IEEE] 2026-8-11 | On the Tunability of Hyperparameters in Support Vector Regression
[IEEE] 2026-8-11 | Comparative Performance Analysis of Different Machine Learning Models for an X-Band Metamaterial Absorber
[IEEE] 2026-8-11 | Spiking Neural Networks for Efficient Effect Prediction in Robotic Manipulation
[IEEE] 2026-8-11 | MoAUXNet: An Attention-Enhanced Mixture-of-Experts Approach for Low-SNR Modulation Classification
[IEEE] 2026-8-11 | Comparison of CAF Methods for Radar EW
[IEEE] 2026-8-11 | A Prediction-Driven Inference Offloading and Risk-Aware Session Orchestration and Reselection Mechanism for 6G UE Agents
[IEEE] 2026-8-11 | Risk-Aware Graph MAPPO with a Decoupled Safety Shield for Multi-Ship Collision Avoidance
[IEEE] 2026-8-11 | Evaluation of Deep Learning-based Models for ADHD Detection using Electroencephalography Signals
[IEEE] 2026-8-11 | Semantic Search and Retrieval of Legal Judgments Using Transformer-Based Language Models
[IEEE] 2026-8-11 | A Degradation-Aware Dispatch Model for a Wind-Hydrogen-Storage System with Mode-Dependent Ageing Updates of Electrolysers
[IEEE] 2026-8-11 | Modeling and Simulation Analysis of Motor- Generator Frequency Converter for Flexible Low Frequency Transmission System
[IEEE] 2026-8-11 | Swin-FRCAN: A Multi-Module Enhanced Transformer Approach for Facial Expression Recognition in Performing Arts
[IEEE] 2026-8-11 | EchoAI: A Real-Time Platform for Multimodal Meeting Intelligence
[IEEE] 2026-8-11 | E-Krishi: Intelligent Soil Analytics for High-Yield Farming
[IEEE] 2026-8-11 | A Multi-Channel Image Encoding Method for Genomic Structural Variation Detection from Long-Read Sequencing Data
[IEEE] 2026-8-11 | Research on an Integrated Verification System for Satellite Camera FPGA software
[IEEE] 2026-8-11 | AI-Powered Climate Monitoring System for Real-Time Environmental Prediction and Analysis
[IEEE] 2026-8-11 | Development of an Artificial Intelligence Training Platform for Overseas University Students aimed at collaborative control of multiple intelligent agents
[IEEE] 2026-8-11 | An Indicator Selection Method Based on Robust Fractal Autoencoder
[IEEE] 2026-8-11 | Harris Hawks Optimization–Based Deep Learning for Resource-Aware Cloud–Fog Computing
[IEEE] 2026-8-11 | TOXIPRED: A Machine Learning Platform for Phototoxicity Prediction Across Multi-Assay QSAR Models
[IEEE] 2026-8-11 | Elucidating Isoform-Specific Binding Mechanisms of Apolipoprotein E with LDL Receptor Through Molecular Docking
[IEEE] 2026-8-11 | Bilateral Adaptive Grid-Forming Control of Islanded Photovoltaic Hydrogen Production System Based on DC Voltage Dynamics
[IEEE] 2026-8-11 | Artificial Intelligence–Enabled Healthcare Ecosystems for Predictive, Preventive, and Personalized Medicine
[IEEE] 2026-8-11 | Edge Computing-Driven Cross-Domain Small Target Detection and Tracking for Maritime and Aerial Scenarios
[IEEE] 2026-8-11 | Data-Driven Magnetic Core Loss Prediction and Surrogate-Assisted Operating-Condition Recommendation for High-Frequency Magnetic Components
[IEEE] 2026-8-11 | AI-Enhanced Fault-Aware Safety Filtering for Embedded Autonomous UAV Flight
[IEEE] 2026-8-11 | Trust, Risk, and User Experience in Digital Investing: Evidence from Stockbit App Reviews
[IEEE] 2026-8-11 | Spatio-Temporal Spiking Transformer for Epileptic Seizure Detection on EEG Signals
[IEEE] 2026-8-11 | Thermo-Mechanical FEM Analysis of Early-Age Behavior in Mass Concrete: Effects of Cement Type and Autogenous Shrinkage
[IEEE] 2026-8-11 | The Impact of Storage Location Assignment on Warehouse Efficiency Through Digital Twin-Based Simulation in an Electrical Product Manufacturing Company
[IEEE] 2026-8-11 | Melanoma Skin Cancer Classification Using Transfer Learning with EfficientNet-B7: A Deep Learning Approach
[IEEE] 2026-8-11 | Integrated Visual Evaluation of UAV Swarm Forest-Fire Monitoring for Route Efficiency and Fire-Area Mapping
[IEEE] 2026-8-11 | Modeling Human-Centered Information Quality for Trust and Sustainability in Intelligent Mobility
[IEEE] 2026-8-11 | Design and Implementation of a Hybrid Ontology-NLP Autonomous Web Agent for Intelligent Information Interaction
[IEEE] 2026-8-11 | MRT-LBM Study on Ground Effect Aerodynamics and Wingtip Vortex Dynamics of a Flying Car
[IEEE] 2026-8-11 | Accelerating Lanczos- and DCT-Based Realistic Sparse Matrix Generation Using CUDA and OpenMP
[IEEE] 2026-8-11 | M-FxLMS Adaptive Control Method for Propeller Noise Based on Residual Modal-Error Updating
[IEEE] 2026-8-11 | Multi-Scene Coupled and Collaborative Optimization Scheduling of Virtual Power Plants in Multiple Markets
[IEEE] 2026-8-11 | Interference-resistant Design of the MR Headset Localization Module in Complex Cable Channel Environments
[IEEE] 2026-8-11 | Edge AI-Based Lightweight Deep Learning Model for Disease Detection and Control in Chili Plants
[IEEE] 2026-8-11 | Robustness Comparison of Classical and Deep Learning-Based Methods for q-Space Interpolation in Diffusion MRI
[IEEE] 2026-8-11 | Adapting the Self-Distillation Transformer for Vietnamese Multimodal Emotion Recognition
[IEEE] 2026-8-11 | Data, Discourse, and Power: Communication Dynamics in Governing Sustainable Urban Mobility Indonesia
[IEEE] 2026-8-11 | A Hybrid Machine Learning System for Early Autism Prediction in Fragile X Syndrome
[IEEE] 2026-8-11 | Machine Learning-Based Performance Prediction and Analysis of UAV Propellers under Step-Throttle Conditions
[ACM] 2026-8-11 | ZipCCL: Efficient Lossless Data Compression of Communication Collectives for Accelerating LLM Training
[ACM] 2026-8-11 | HyNA: Taming Tail Latency in MoE Training with Hybrid Switch Silicon
[ACM] 2026-8-11 | POSTER: Coherence Time-Aware Predictive Filtering for Entanglement Verification in Hybrid Quantum-Classical Networks
[IEEE] 2026-8-11 | Strategic Game Release Timing in Competitive Markets with Network Effects
[IEEE] 2026-8-11 | Towards Enabling a Containerized Virtual Desktop System
[IEEE] 2026-8-11 | Retraction Notice: An Efficient Framework for Cloud Infrastructure Security
[IEEE] 2026-8-11 | Retraction Notice: Review of Data Extraction, Segregation &amp; Privacy with Big Data Analytics in the Online Health Care Systems
[IEEE] 2026-8-11 | Simulation-Based Analysis of BB84 Decoy-State Quantum Key Distribution (QKD) Protocol on İstanbul Metropolitan Fiber Optic Infrastructure
[IEEE] 2026-8-11 | OneActor++: Consistent Multi-Subject Generation via Cluster-Conditioned Guidance_supp1-3719827.pdf
[IEEE] 2026-8-11 | Evaluation of End-to-End RAG Performance in Turkish Legal Texts
[IEEE] 2026-8-11 | High-Precision Low-Complexity Method and Architecture for Computing Sigmoid and Tanh Functions
[IEEE] 2026-8-11 | AoI Minimization for Task-Oriented ISCC Networks with NOMA-Assisted Multicast-Unicast Transmissions
[IEEE] 2026-8-11 | Cooperative Satellite Constellation Tracking of Multiple Maneuvering Targets Using Multi-Agent Reinforcement Learning
[IEEE] 2026-8-11 | Quantile-Based Skewness for Fuzzy Numbers with Probabilistic Foundations: An Application in Portfolio Optimization_supp1-3721516.pdf
[IEEE] 2026-8-11 | A 0.38-pJ/bit 35-Gb/s/pin Single-Ended Impedance-Matched PAM-4 Transmitter with CML-Assisted N-over-N Driver for Memory Interfaces
[IEEE] 2026-8-11 | Is Dual-Adaptive Space–Reflection Modulation the Next Leap for RIS-Aided Wireless IIoT?
[IEEE] 2026-8-11 | IGA Based Anti-ISRJ Waveform Design
[IEEE] 2026-8-11 | Dynamic Clustering-Based Clinical Decision Support Approach for Patient Phenotyping in Mechanical Ventilation
[IEEE] 2026-8-11 | Night-Time Robustness Analysis of 3D Lane Detection Methods on the OpenLane Dataset
[IEEE] 2026-8-11 | Gain Enhancement of Antenna Using Epsilon-Near-Zero Metamaterial
[IEEE] 2026-8-11 | Attention-based Operation-aware Neural Networks
[IEEE] 2026-8-11 | Collaborative Optimization of Train Speed Profile and Power Unit Activation Strategy for Eco-driving Considering Uncertainties in Train Dynamics
[IEEE] 2026-8-11 | Model Development and Update for the Determination of Moisture Content with Consideration of Cut Tobacco Sample Status Variation
[IEEE] 2026-8-11 | DPDK-Accelerated O-RAN DU with Per-Flow Network Slicing and 3GPP-Compliant Dynamic Bandwidth Guarantee
[IEEE] 2026-8-11 | Retraction Notice: Real Time Facial Emotion Recognition Methods using Different Machine Learning Techniques
[IEEE] 2026-8-11 | A 23–33-GHz Variable-Gain Phase Shifter With X-Type Attenuator Array and Complementary Control Scheme
[IEEE] 2026-8-11 | D-Band, High Gain Vivaldi Antenna Fed by CPW-CPS on Thin Quartz Glass for In-Package Integration
[IEEE] 2026-8-11 | End-to-End Human Pose Reconstruction from Wearable Sensors for 6G Extended Reality Systems
[IEEE] 2026-8-11 | Full-Duplex Fluid-Antennas for Integrated Sensing and Backscatter Communication: A DRL-based Fairness Design
[IEEE] 2026-8-11 | SeCoR: Evidence-Guided Selective Correction for Lightweight Remote Sensing Change Detection
[IEEE] 2026-8-11 | A Quaternion Rotation-Enhanced Differential Privacy Framework for Image Privacy Protection
[IEEE] 2026-8-11 | EK-LIME: Balancing Local Fidelity and Stability in Imbalanced Classification
[IEEE] 2026-8-11 | Deep Visual Localization for UAVs in GNSS-Denied Environments Using Satellite Imagery
[IEEE] 2026-8-11 | LLM Based Code Generation and Code Integration with Multi-Agent Systems
[IEEE] 2026-8-11 | Deep Learning-Based Automatic Modulation Recognition of Harmonic-Modulated Signals
[IEEE] 2026-8-11 | Parameter Estimation and Detection of Frequency Hopping 915 MHz Narrowband UAV Telemetry
[IEEE] 2026-8-11 | The Limits and Fine-Tuning Performance of Open-Source Small Language Models in Turkish NLP Tasks
