[2026-08-24 21:17:51] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-23
正在获取论文...
[ACM] 2026-8-24 | Real-World Clutter Improves Egocentric Distance Judgments in Optical See-Through Augmented Reality
[IEEE] 2026-8-24 | Intelligent Classification and Omission Detection of Relay Protection COMTRADE Records for Periodic Inspection of Smart Substations
[IEEE] 2026-8-24 | Likelihood-Based Quantum Computing Monte Carlo for Rare-Event Probability Estimation
[IEEE] 2026-8-24 | Synthesis of a Link-Level Energy-Time Predictor Toward the Implementation of a Link-based Predictive EMS
[IEEE] 2026-8-24 | LLM-Enhanced Exploit Mapping from CVE Descriptions to MITRE ATT&amp;CK Techniques
[IEEE] 2026-8-24 | Heart Rate Sensing Using Adaptive Motion-Compensated Contactless rPPG from Facial Imaging
[IEEE] 2026-8-24 | Bio-Aware Semantic Communication Protocols for Real-Time Neuro-Adaptive Feedback in Immersive Smart Education Platforms
[IEEE] 2026-8-24 | PriFedDD: Federated Discrete Diffusion for Medical Image Generation with a Utility-Privacy Trade-Off
[IEEE] 2026-8-24 | A Survey on Game-Based Learning Environment for AI Literacy: Taxonomy, Challenges, and Future Directions
[IEEE] 2026-8-24 | Joint Task Offloading and Resource Orchestration in 6G SAGINs: A Hybrid Quantum-Inspired Meta-Heuristic Approach
[IEEE] 2026-8-24 | AI-Driven BOA Automation and Computer Vision Framework for Construction Progress Monitoring
[IEEE] 2026-8-24 | Explainable LIME-Guided Genetic Algorithm for Defect-Aware Multi-Parameter Optimization in Smart 3D Printing Automation Manufacturing Systems
[IEEE] 2026-8-24 | Blockchain-based CNG Kit Authentication and Tamper Detection System using QR-Enabled Mobile Verification
[IEEE] 2026-8-24 | LSTM-based Anomaly Detection and Hybrid Security Architecture for Cyberattack Protection in Smart Cyber-Physical Power Systems
[IEEE] 2026-8-24 | Hybrid Cognitive Load Detection using Rule-based Analysis and LSTM-based Facial Dynamics - CogLoD
[IEEE] 2026-8-24 | A Hybrid Spline–ANN based Maximum Power Point Tracking Technique for Photovoltaic Systems Under Partial Shading Conditions
[IEEE] 2026-8-24 | Explainable AI-Enabled Adaptive Pre-Validation Framework for Trust-Oriented Security in Permissioned Blockchains
[IEEE] 2026-8-24 | Depression Detection using Speech Emotion Recognition: Comparative Analysis of Models
[IEEE] 2026-8-24 | Revisiting Aliasing in GAN Vocoders: Improving Intermediate Feature Representations
[IEEE] 2026-8-24 | Design, Implementation and Evaluation of an Edge-AI Cluster Architecture for Performance-Optimized AI Workloads
[IEEE] 2026-8-24 | Mapping AI-Driven Innovation in Public Sector Management: A Bibliometric Analysis and Research Agenda
[IEEE] 2026-8-24 | An Unsupervised Feature Selection Method Using Max-Cut Graph Partitioning
[IEEE] 2026-8-24 | iEDA-LSTM: Electrodermal Activity based Real-Time Machine Learning for Substance Use Detection in Multidimensional Signals
[IEEE] 2026-8-24 | A Novel Scene-aware Pipeline Architecture for Spaceborne SAR Regional Imaging and Ship Target Detection
[IEEE] 2026-8-24 | FairRankAudit: A Counterfactual Audit Protocol for Fairness and Evidence-Grounded Explanations in Candidate Ranking
[IEEE] 2026-8-24 | Delay Impact of Bursty Cross Traffic in Combined Input and Output Queued Switches Using Virtual Input Queueing under Diverse Network and Traffic Conditions
[IEEE] 2026-8-24 | Design of a High-Precision SDM for Epilepsy Detection
[IEEE] 2026-8-24 | Cross-Domain Automatic Speech Recognition with Low-Rank Adaptation: a Comparative Study of Deep Learning Techniques on Multilingual Datasets
[IEEE] 2026-8-24 | Cloud-Distributed Multi-MCU Collaborative Framework for Motor Fault Diagnosis
[IEEE] 2026-8-24 | Frequency Stability and Coordinated Control Strategy for Black Start of Wind Farm with Energy Storage
[IEEE] 2026-8-24 | A Hierarchical Lesion-Conditioned Cross-Attention Network for Multimodal Breast Cancer Classification
[IEEE] 2026-8-24 | IEEE Transactions on Applied Superconductivity Subject Categories for Article Numbering Information
[IEEE] 2026-8-24 | CKDR-YOLO: A Convolutional Kernel Dilated Residual-Based Detector for Visible-Light Ship Detection
[IEEE] 2026-8-24 | Estimation of Effective Time-Varying Inertia Using Observable Measurements via an Adaptive Transformer-BiLSTM Framework
[IEEE] 2026-8-24 | Percussion-Based Monitoring of Carbon Fiber Reinforced Polymer-Repaired Steel Structures Using Three-Branch Transient-Extracting Time-Frequency Representation
[IEEE] 2026-8-24 | A Novel DC-DC Active Balancer of Currents for Bipolar DC Power Grids
[IEEE] 2026-8-24 | A Comprehensive Anisotropy Regulation Strategy for Performance Optimization of Tunneling Magnetoresistance Sensors
[IEEE] 2026-8-24 | Efficient Localization- and Attitude-aware Beamforming and Channel Estimation for UAV-enabled Communication Systems
[IEEE] 2026-8-24 | AI-Based Pose Detection for Bilateral Lifting Functional Capacity Evaluation and Perceived Exertion Prediction
[IEEE] 2026-8-24 | A Smart Grids Intelligent Fault Diagnosis Framework Driven by Spatiotemporal Multimodal Knowledge Graph
[IEEE] 2026-8-24 | Fast-SCNN and YOLO11n-SGDE: A Hybrid Deep Learning Approach for Precise IC Flaw Identification
[IEEE] 2026-8-24 | Why Can't I See My Clusters? A Precision-Recall Approach to Dimensionality Reduction Validation
[IEEE] 2026-8-24 | Evaluating the Impact of AI-Driven Public Employment Programs on Youth Labor Market Integration: Evidence from Morocco
[IEEE] 2026-8-24 | PSL-Flow: Physics-Structured Latent Flow Matching for Aerial Visible-to-Infrared Image Translation
[IEEE] 2026-8-24 | MCC-YOLOv12: An Artificial Intelligence Framework for Morphology-Constrained and Confidence-Aware Leukemia Blast Cell Detection
[IEEE] 2026-8-24 | Modeling of Mobile Malware Propagation Using Real-World Maps
[IEEE] 2026-8-24 | ICCE 2026 Cover Page
[IEEE] 2026-8-24 | Lightweight Hybrid ML-based RAT Steering for Immersive HTC in WiFi–6G Networks
[IEEE] 2026-8-24 | Multi-Plant Disease Classification using ResNet50-based Deep Ensemble Learning Framework
[IEEE] 2026-8-24 | Smart Traffic Enforcement: A Deep Learning-based Framework for Helmet Violation Detection and Fine Collection
[IEEE] 2026-8-24 | An Analytical Study of the Limited Availability Group Model for Multirate Poisson Traffic
[IEEE] 2026-8-24 | Personalized Federated Learning with Low-Rank Pruning-Based Adaptation for Non-IID Data
[IEEE] 2026-8-24 | Towards Scalable Low-Cost Framework for Wi-Fi 6 Packet Capture
[IEEE] 2026-8-24 | RA-MAIP: A Continuous Risk-Scored SEBI-Compliant Robo-Advisory System for Multi-Asset Investment Planning in NSE
[IEEE] 2026-8-24 | Secure Digital Infrastructure for Organ Donation Life Cycle Management
[ACM] 2026-8-24 | Usability of Integrated Eye-Tracking HMDs for Real-Time Unreal Engine Applications
[IEEE] 2026-8-24 | Explainable Deep Learning Framework for Intelligent Power Electronic Control in Smart Grids
[IEEE] 2026-8-24 | Design and Evaluation of a Low-Cost Robot for Agricultural Image Acquisition for Machine Learning
[IEEE] 2026-8-24 | A Systematic Survey of AI-Based Digital Watermarking: Physical Against JPEG-Robust Approaches
[IEEE] 2026-8-24 | Toward In-Vehicle Network Digital Twins: Timing Accuracy of CAN Traffic Reproduction Using Industry-Grade Interfaces and API-Based Solutions on Windows IoT Enterprise
[IEEE] 2026-8-24 | Optimal Analog Beamforming and Power Allocation for Multiuser TDMA Systems
[IEEE] 2026-8-24 | Experimental Analysis and Simulation of Subnanosecond Breakdown in a Coaxial Chopping Spark Gap Filled With Atmospheric Air
[IEEE] 2026-8-24 | Energy-Aware AI Assistive Devices for Aging-in-Place
[IEEE] 2026-8-24 | Understanding the Layer-Wise Role of Text-Stream Modulation in Diffusion Transformers
[IEEE] 2026-8-24 | Intelligent Closed-Loop GPR Surveys: Real-Time Parameter Optimization via Adaptive RSM on Mobile Robots
[IEEE] 2026-8-24 | Card-Based Likert-Scale Protocols with Stage Reduction Via Input Restriction
[IEEE] 2026-8-24 | Metaphor Detection and Literalization as Preprocessing for Machine Translation
[IEEE] 2026-8-24 | Artificial Noise Aided Covert Communications in Multi-Relaying FSO-RF NOMA Systems: Analysis and Optimization
[IEEE] 2026-8-24 | Research on Performance Testing System for Auxiliary Power Supply Inverter of Rail Vehicles
[IEEE] 2026-8-24 | A Learning-Based Predictive and Context-Aware Risk Assessment Framework for Real-Time Drone-Based Human Monitoring
[IEEE] 2026-8-24 | 3D Digital Simulation Technique for Design and Optimization of Active Laser Reflector
[IEEE] 2026-8-24 | Catastrophic Failure Probability of DC Metallized Film Capacitor Elements
[IEEE] 2026-8-24 | Optimal Repair of (
                    <i>k</i>
                    + 2,
                    <i>k</i>
                    , 2) MDS Array Codes
[IEEE] 2026-8-24 | A D-Band 3-D-Integrated Dual-Port Circularly Polarized Metasurface Antenna atop FinFET Radar Circuits_supp1-3721122.pdf
[IEEE] 2026-8-24 | FWI-Based Wildfire Prediction in Northern Morocco Using Interpretable Tree-Based Machine Learning Models
[IEEE] 2026-8-24 | Achieving Efficient, Privacy-Preserving and Secure Verifiable Outsourced Database
[IEEE] 2026-8-24 | Developing a Navigation Application to Enhance Cultural Narrative Transmission in Historic Districts
[IEEE] 2026-8-24 | Robust Bus Voltage Control Based on Cross-Coupled Extended State Observer in Dual-Channel Power Generation Centre for More-Electric Aircraft
[IEEE] 2026-8-24 | IrisMind: An Intelligent Decision-Support System for Fatigue-Aware Usage-Based Insurance Premium Prediction
[IEEE] 2026-8-24 | Interpretable Landsat-to-Hyperspectral Dual Super-Resolution Without Large Matrix Inversion
[IEEE] 2026-8-24 | Delay-optimal Congestion-aware Routing and Computation Offloading in Arbitrary Networks_supp1-3724386.pdf
[IEEE] 2026-8-24 | Transport Network Management and Orchestration in 6G O-RAN: Standards, Frameworks, and Proposals
[IEEE] 2026-8-24 | Machine Learning-Based Blood Glucose Risk Modeling Using Photoplethysmography Signals
[IEEE] 2026-8-24 | Generative Multi-Agent Reinforcement Learning for Priority-Aware Task Offloading and Service Caching in Vehicular Edge Networks
[IEEE] 2026-8-24 | A Multi-DOF Cross-Scale Piezoelectric Scanning System for Microscopic Imaging
[IEEE] 2026-8-24 | A Family of Robustly Hurwitz Matrix Polynomials
[IEEE] 2026-8-24 | Signal-Adaptive Retrieval for Domain QA: Design, Deployment, and Evaluation — Traditional Chinese Bible QA as an Example
[IEEE] 2026-8-24 | An RFID Integrated Autonomous Robotic Micro-Dosing System for Precision Agricultural Using ROS-Based Control and Gazebo Simulation
[IEEE] 2026-8-24 | KAT-AGNet: A 3D Hybrid Transformer and Multi-Scale KAN Architecture for Seismic Impedance Inversion
[IEEE] 2026-8-24 | A Matlab-based Toolbox for Automatic EMT Modeling and Small-Signal Stability Analysis of Hybrid AC/DC Power Systems
[IEEE] 2026-8-24 | A Quality-Adaptive Stabilization Framework for Non-Contact rPPG-Based HRV and Stress Estimation
[IEEE] 2026-8-24 | Low-Complexity Line Coding for Baseline Wander Mitigation in OOK-Based Optical WBANs
[IEEE] 2026-8-24 | A Lightweight Floc Instance Segmentation Method Based on Improved YOLO11n-Seg
[IEEE] 2026-8-24 | Organizing Committee of CIOSE 2026
[IEEE] 2026-8-24 | Rice Disease Detection Based on Improved RT-DETR
[IEEE] 2026-8-24 | Applied Voltage Based Super Twisting Observer for Robust Sensorless PMSM Control Under Inverter Saturation
[IEEE] 2026-8-24 | Development of a Cross-Modal AI-based Decision Support System using IoT Sensor Networks and Satellite Imagery for Precision Pest Management
[IEEE] 2026-8-24 | A Generative AI–Enhanced Multimodal Deep Learning Framework for Early Glaucoma Detection using Retinal Imaging and Clinical Features
[IEEE] 2026-8-24 | A Scheduling Optimization Model for Steelmaking Workshops Based on an Enhanced Harris Hawks Algorithm
[IEEE] 2026-8-24 | Quadratic Unconstrained Binary Optimization for Sparse Digital Lowpass Filter Design
[IEEE] 2026-8-24 | Target-Focused Perception for Embodied Question Answering
[IEEE] 2026-8-24 | Constructing an OpenSCENARIO Scenario-Fragment Dataset for Reusable and Composable Driving Scenarios
[IEEE] 2026-8-24 | FAFC: Fast and Accurate Flow Control in Data Center Networks
[IEEE] 2026-8-24 | Reflection-Type Phase Shifters Using RF-MEMS-Switched Bandpass Filtering Loads
[IEEE] 2026-8-24 | Watt-level megahertz tunable nanosecond pulsed Nd-doped fiber amplifier at ~905 nm
[IEEE] 2026-8-24 | Prescribed-time intra-layer and inter-layer synchronization of two-layer stochastic complex network via novel prescribed-time stability
[IEEE] 2026-8-24 | Multi-Granularity Proxy–Prototype Membership Fusion for Out-of-Distribution Fault Diagnosis
[IEEE] 2026-8-24 | Agentic AI: An Emerging Paradigm of Computing?: Panel Discussion at IEEE CISOSE 2026
[IEEE] 2026-8-24 | A Change Detection Method Based on a Dual-Path Siamese Network With Boundary Feature Difference Modeling
[IEEE] 2026-8-24 | A Theoretical Model for Studying the Closing Bounce Characteristics of Contactors Under Different Gap Differences of Double-Bridge Contacts
[IEEE] 2026-8-24 | A Compact Dual-Polarized Vivaldi Antenna for Metallic Platforms
[IEEE] 2026-8-24 | AMBUSH: Collaborative Capture in Complex Environments with Neural Acceleration
[IEEE] 2026-8-24 | MIR-Fish: Reconsidering MLP-Based Feature Interaction and Resolution Recovery for Underwater Fish Disease Detection
[IEEE] 2026-8-24 | TSV-W for 2.5-D IC Wireless Interconnects
[IEEE] 2026-8-24 | Handheld Electromagnetic Type Assessment System
[IEEE] 2026-8-24 | A Study on Improving Generalized Anxiety Disorder Using the EMDR Bilateral Stimulation Wearable Device
[IEEE] 2026-8-24 | YOLOv11-Based Detection System for Magazine Reading Behaviors in Libraries
[IEEE] 2026-8-24 | Subspace Projection-Guided Dynamic Source Selection and Pseudo-Label Generation for Cross-Subject Domain-Adversarial EEG Emotion Recognition
[IEEE] 2026-8-24 | Design of a Sound-Recognition Key System Based on Microcontroller
[IEEE] 2026-8-24 | Integrated Hardware Watermarking Framework Based on 3-Factor Encoding, Connectivity Matrix and Hashing for Securing Sharpening Filter IP Cores Against Piracy
[IEEE] 2026-8-24 | A Generative Adaptive Decomposition Hierarchical Transformer for Stock Price Forecasting
[IEEE] 2026-8-24 | AI-Based Detection of Adverse Drug Events: A Scoping Review of NLP and Deep Learning Techniques (2020-2025)
[IEEE] 2026-8-24 | Crowdfunding the Sky: Privacy-Preserving Crowdfunding for Edge Service Deployment in LEO Networks
[IEEE] 2026-8-24 | Context-Aware Anomaly Detection in IoT Using Transformer-Based Time-Series Forecasting
[IEEE] 2026-8-24 | Generalized Category Discovery for Multi-Source AI-Generated Images
[IEEE] 2026-8-24 | Latency-Aware Visual Matching and Predictive Prefetching for AR Tours on a Glasses-Companion Platform
[IEEE] 2026-8-24 | VIPA: Visual Informative Part Attention for Referring Image Segmentation
[IEEE] 2026-8-24 | Enhanced Gaussian Noise Removal via Two-Pass BM3D Filtering and Unsharp Masking in the $\text{YC}_{\mathrm{b}} \mathrm{C}_{\mathrm{r}}$ Color Space
[IEEE] 2026-8-24 | EnhanceGraph: A Continuously Enhanced Graph-based Index for High-dimensional Approximate Nearest Neighbor Search
[IEEE] 2026-8-24 | CNN-Based Location Method for Short-Circuit Faults in Flexible DC Transmission Lines Driven by VSC Active Harmonic Injection
[IEEE] 2026-8-24 | A Context-Adaptive MCDM Framework Utilising Shannon Entropy for Real-Time Emergency Hospital Routing – CareMCDM
[IEEE] 2026-8-24 | Reinforcement Learning based Soft Robotic Knee Therapy Device with Integrated Microfluidic Infusion System
[IEEE] 2026-8-24 | Comparative Machine Learning Approach for Multi-Class Classification of Autoimmune Diseases using Clinical and Serological Biomarkers
[IEEE] 2026-8-24 | Dynamic Gesture Mapping for AI Virtual Mouse
[IEEE] 2026-8-24 | A Stay Cable Safety Predictor Enabling Edge Computing for IoT Systems
[IEEE] 2026-8-24 | Semantic Axis-Guided Diffusion for Data Augmentation in Academic Text Analysis
[IEEE] 2026-8-24 | An approach to evaluate defective rail welded joint via instrumented wheelset measurements on high-speed railways
[IEEE] 2026-8-24 | Comparing Ankle Dorsiflexion-Only, Hip Flexion-Only, and Combined Hip-Ankle Assistance During Simulated Foot Drop Gait
[IEEE] 2026-8-24 | Artificial Intelligence and Adaptive Learning: Current Trends, Challenges, and Prospects in Educational Contexts
[IEEE] 2026-8-24 | Realtime Wide-Area Lidar Mapping Via Prediction-Driven Dynamic Point-Cloud Selection
[IEEE] 2026-8-24 | Deep Reinforcement Learning-Based Emergency Transmission Interface Power Flow Control Under Extreme Weather-Induced Line Outages
[IEEE] 2026-8-24 | Research on Train Track Fastener Detection Based on Real-Esrgan Enhancement and Improved YOLOv13
[IEEE] 2026-8-24 | Linear Dual-Branch Spatiotemporal Reasoning Network for End-to-End Visual Odometry
[IEEE] 2026-8-24 | Table of Contents
[IEEE] 2026-8-24 | DCAM: Dual Cross-Attention for Multimodal Emotion Recognition in Virtual Digital Humans
