[2026-07-01 12:09:45] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-30
正在获取论文...
[arXiv] 2026-06-30 | Contrastive Regularization of Machine Learning Potentials
[arXiv] 2026-06-30 | Floquet Quasienergy-Resolved Dissipation, Dynamics, and Spectroscopy in Ultrastrong Cavity-QED
[arXiv] 2026-06-30 | Relaxation of Incommensurate Structures via Quantum Models
[arXiv] 2026-06-30 | TaxoMIL: Taxonomy-Constrained Learning for Hierarchical Whole Slide Image Analysis
[arXiv] 2026-06-30 | Do Not Break the Vessels: Structure-Preserving Mean Flow for Vascular Image Translation
[arXiv] 2026-06-30 | AnyMatch: Supercharging Universal Multi-Modal Image Matching with Large-Scale Single-View Images
[arXiv] 2026-06-30 | Building a Multimodal Dataset of Academic Paper for Keyword Extraction
[arXiv] 2026-06-30 | Nonlinear topological laser based on multipole insulators
[arXiv] 2026-06-30 | Exploring the relationship between team institutional composition and novelty in academic papers based on fine-grained knowledge entities
[arXiv] 2026-06-30 | Event-Triggered Gain Scheduling of 2 x 2 Linear Hyperbolic PDEs via Neural Operators (Full Version)
[arXiv] 2026-06-30 | Capacity and measure approximations for Schrödinger operators
[arXiv] 2026-06-30 | Knowledge Distillation from Large Reasoning Models to Compact Student Models: A Case Study on the John O Bryan Mathematics Competition
[arXiv] 2026-06-30 | FRG analysis of dense two-color QCD within the linear sigma model
[arXiv] 2026-06-30 | Truth or Sophistry? LoFa: A Benchmark for LLM Robustness Against Logical Fallacies
[arXiv] 2026-06-30 | Teaching LLMs to Recommend and Defer in Underrepresented Epilepsy Care
[arXiv] 2026-06-30 | Robust Aggregation of Calibrated Forecasts
[arXiv] 2026-06-30 | Ground Plane-Aided Extrinsic Calibration of Inertial and RGB-D Sensors for Uncrewed Aerial Vehicles
[arXiv] 2026-06-30 | Dual Sparse Aggregation Transformer for Multispectral Object Detection
[arXiv] 2026-06-30 | Controllable Thouless Pumping Switching Dynamics of Gap Solitons Mediated by Finite Bogoliubov Excitations
[arXiv] 2026-06-30 | Ricci-Notation Tensor Framework for Numerical Algebraic Geometry via Any-Degree Unitary-Triangular Factorization
[arXiv] 2026-06-30 | A New Relativistic Model for Spectral Formation in Accretion-Powered X-ray Pulsars: Pulse Profiles and Phase-Averaged Spectra
[arXiv] 2026-06-30 | Learning to Select, Not Relearn: Hard-Routed Mixtures of Reasoning LoRAs
[arXiv] 2026-06-30 | Rethinking Energy Efficiency in Cell-Free Massive MIMO: The Role of Processing and Optical Fronthaul
[arXiv] 2026-06-30 | Mixture-of-Control: State-Aware Fine-Tuning for Transformer-based Models
[arXiv] 2026-06-30 | Direction-Magnitude Decomposition for Low-Rank Matrix Optimization: Faster Convergence and Saddle-to-saddle Dynamics
[arXiv] 2026-06-30 | A Spectral Solver for Acoustic Scattering by Multiple Quasi-Axisymmetric Structures
[arXiv] 2026-06-30 | GSED: The Galactic Stellar Extinction Database
[arXiv] 2026-06-30 | Domain Adaptive Object Detection via Dual-Stream Bilevel-Cycle Optimization
[arXiv] 2026-06-30 | Beyond Cross-Reconstruction: Probing-Based Disentanglement Evaluation for Acoustic Teleportation Codecs
[arXiv] 2026-06-30 | Bilinear Calderón-Zygmund operators on Vilenkin groups
[arXiv] 2026-06-30 | A Self-Negotiation Framework for Ethical Decision-Making during Task Interruptions in Service Robots
[arXiv] 2026-06-30 | Patient-Level Elbow Abnormality Detection: Leakage-Aware Evaluation of Learned Preprocessing, Calibration, and Triage-Oriented Operating Points
[arXiv] 2026-06-30 | A B-factory continuum retune of PYTHIA 8 hadronization parameters using BELLE and BABAR identified-hadron data
[arXiv] 2026-06-30 | Standardizing case study descriptions for multi-energy systems and networks modeling
[arXiv] 2026-06-30 | Two-scalar-field $f(R)$ Thick Branes, Gravitational Resonances and Quasinormal Modes
[arXiv] 2026-06-30 | Order Isomorphisms between Positive Cones of $C_0(X)$
[arXiv] 2026-06-30 | Wavelet-Optimized Pseudo-3D Accelerated Diffusion Model for Truncated Computed Laminography
[arXiv] 2026-06-30 | When the Database Fails: Prompting LLM Dialogue Agents for Safe Recovery in Task-Oriented Dialogue
[arXiv] 2026-06-30 | On Pleijel-type nodal domain bounds for the $p$-Laplacian
[arXiv] 2026-06-30 | Exotic diffeomorphisms of reducible $4$-manifolds with odd $b_+$
[arXiv] 2026-06-30 | Editing Everything Everywhere All at Once
[arXiv] 2026-06-30 | AC$^2$P$^2$SL: Adaptive Communication-Computation Pipeline Parallel Split Learning over Edge Networks
[arXiv] 2026-06-30 | The Calibration Turn in AI-Assisted Research: A Conceptual and Methodological Framework for Evidence-Licensed Claims
[arXiv] 2026-06-30 | Learning from Failure: Inference-Time Self-Improvement for Computer-Use Agents
[arXiv] 2026-06-30 | Simultaneous Inference for Partially Observed Functional Time Series
[arXiv] 2026-06-30 | Decodable Is Not Grounded: A Vision-Ablation Arbiter for VLM Spatial Reasoning
[arXiv] 2026-06-30 | Rethinking the Role of Feature Engineering and Learning Strategies in Few-Shot Hidden Emotion Recognition
[arXiv] 2026-06-30 | FlexiSLM: A Dynamic and Controllable Frame Rate Spoken Language Model
[arXiv] 2026-06-30 | Absorption capacity of separable noise: Bell-mixing thresholds on separability and teleportation
[arXiv] 2026-06-30 | A Multi-Dimensional, Per-Pass Empirical Study of the LLVM Optimization Pipeline
[arXiv] 2026-06-30 | Delta-JEPA: Learning Action-Sensitive World Models via Latent Difference Decoding
[arXiv] 2026-06-30 | Thinking Before Retrieving: Robust Zero-Shot Composed Image Retrieval via Strategic Planning and Self-Criticism
[arXiv] 2026-06-30 | CooperScene: Multi-Modal Cooperative Autonomy Benchmark with C-V2X Communication Characterization
[arXiv] 2026-06-30 | High-Mobility and High-Reliability Top-Gate Oxide Semiconductor Transistors by Oxygen Engineering
[arXiv] 2026-06-30 | EasyScan_HEP 2: Agent-Ready Parameter Scans for High-Energy Physics
[arXiv] 2026-06-30 | Due-to-Heatwaves Faults in Urban Distribution System: An Identification Approach
[arXiv] 2026-06-30 | Long-term Traffic Simulation via Structured Autoregressive Modeling
[arXiv] 2026-06-30 | Towards Inclusive Mobility Modeling: Characterizing and Evaluating Elderly Trajectory Patterns in Urban Systems
[arXiv] 2026-06-30 | Planar Embedding of Okamura-Seymour Quasimetrics in Polynomial Time with an Application to Distributed SSSP
[arXiv] 2026-06-30 | Probing IMF Variations in High-Redshift Early-Type Galaxies with SHARP
[arXiv] 2026-06-30 | ClawArena-Team: Benchmarking Subagent Orchestration and Dynamic Workflows in Language-Model Agents
[arXiv] 2026-06-30 | TAG-DLM: Diffusion Language Models for Text-Attributed Graph Learning
[arXiv] 2026-06-30 | Mesh BDF: Barycentric Dominance Field for 3D Native Mesh Generation
[arXiv] 2026-06-30 | PDE Identification Using Noise Adaptive Differentiation in Strong Form (S-IDENT)
[arXiv] 2026-06-30 | Investigating LLM-Powered Dissenting Minority Support in Power-Imbalanced Group Decision-Making: Counterargument and Mediation as Intervention Strategies
[arXiv] 2026-06-30 | An Efficient Algorithm for Estimating Prime Counts
[arXiv] 2026-06-30 | Decoupling Trust in Byzantine CRDTs: Fine-grained Post-Compromise Handling without Breaking Causality
[arXiv] 2026-06-30 | Distributed Property Testing with (Quantum) Carrier Pigeons: Tight Bounds on State Certification
[arXiv] 2026-06-30 | Search for L4 Earth Trojan asteroids with the 2.5-meter Wide Field Survey Telescope
[arXiv] 2026-06-30 | Finite-Density Dynamics of Chemically Equilibrating QGP in Conformal Gubser Flow and Hard Thermal Photon Production
[arXiv] 2026-06-30 | A Geometry-Adaptive Regularized Newton-Type Method for Manifold-Affine Intersection Problems
[arXiv] 2026-06-30 | Infinite-dimensional pre-Lie bialgebras induced from Leibniz-dendriform bialgebras and Zinbiel-dendriform bialgebras
[arXiv] 2026-06-30 | UniCoder: Unified Visual-to-Code Generation via Symbolic Rewards and Reference-Guided Code Optimization
[arXiv] 2026-06-30 | A Fair and Transparent Framework for Speech-Based Depression Detection: Balancing Interpretability and Performance
[arXiv] 2026-06-30 | Programmable optical parametric amplifier synthesizer for cubic phase states and amplified Schrodinger cat states
[arXiv] 2026-06-30 | Generalised Probabilistic Theories
[arXiv] 2026-06-30 | Stability of the Minkowski spacetime in Newman-Unti gauge
[arXiv] 2026-06-30 | RCL-Mamba: A Dual-domain State Space Model for Measurement-oriented Image Restoration in Rotational Sparse-View Scanning Computed Laminography
[arXiv] 2026-06-30 | Reinforcement Learning with Metacognitive Feedback Elicits Faithful Uncertainty Expression in LLMs
[arXiv] 2026-06-30 | DVG-WM: Disentangled Video Generation Enables Efficient Embodied World Model for Robotic Manipulation
[arXiv] 2026-06-30 | SemRF: A Semantic Reference Frame for Residual-Stream Dynamics in Language Models
[arXiv] 2026-06-30 | Cross-Space Distillation: Teaching One-Step Students with Modern Diffusion Teachers
[arXiv] 2026-06-30 | TRIAGE: Role-Typed Credit Assignment for Agentic Reinforcement Learning
[arXiv] 2026-06-30 | The online monotone array completion problem
[arXiv] 2026-06-30 | Analysis of a maximum-entropy based estimator for dynamic random graph models
[arXiv] 2026-06-30 | Efficient entanglement of three remote single-atom quantum-network nodes
[arXiv] 2026-06-30 | Spatially Coupled MacKay-Neal/Hsu-Anastasopoulos CSS Codes Achieve the Quantum-Erasure Hashing Bound by Seeded BP Decoding
[arXiv] 2026-06-30 | Electromagnetic radiation from a point-like charge in a weak gravitational wave: a Shapiro-delay-motivated approach
[arXiv] 2026-06-30 | Quantum Information as a New Lens for Precision Neutrino Physics
[arXiv] 2026-06-30 | Amplifying Membership Signal Through Chained Regeneration
[arXiv] 2026-06-30 | CoLT: Teaching Multi-Modal Models to Think with Chain of Latent Thoughts
[arXiv] 2026-06-30 | GR2 Technical Report
[arXiv] 2026-06-30 | ERA: Entropy-Guided Visual Token Pruning with Rectified Attention for Efficient MLLMs
[arXiv] 2026-06-30 | LUNA: Learning Universal 3D Human Animation Beyond Skinning
[arXiv] 2026-06-30 | Constraining dark energy with complementary probes of large-scale structure
[arXiv] 2026-06-30 | Dissipative surface solitons in two-dimensional truncated lattices with linear gain and loss
[arXiv] 2026-06-30 | Approximate Controllability of the generalized Burgers-Huxley equation in one dimension
[arXiv] 2026-06-30 | On clique-to-clique densities
[arXiv] 2026-06-30 | Segre-Determinantal Loci and the Image Variety for Three Flatland Cameras
[arXiv] 2026-06-30 | Signed-Permutation Coordinate Transport for RMSNorm Transformers
[arXiv] 2026-06-30 | Locally stationary Argo ocean heat content estimates: Modeling, validation and uncertainty quantification
[arXiv] 2026-06-30 | DEMUN: Fast and accurate discovery of music notation in very large collections
[arXiv] 2026-06-30 | Explicit Series and a Certified Hybrid Evaluator for the $\ell_p$ Proximity Operator for $0<p<1$
[arXiv] 2026-06-30 | Stationary covariance spectra of discrete-time non-normal random recurrent dynamics
[arXiv] 2026-06-30 | Delegation Rights: Property, Agency, and Investment Incentives in the Age of AI Agents
[arXiv] 2026-06-30 | No Place to Hide: Benchmarking Video Hallucination with Background-Controlled Pairs
[arXiv] 2026-06-30 | Certifying quantum states without independence assumptions
[arXiv] 2026-06-30 | Conical Intersections Enable Ultrafast Molecular Spin Control in a Chromium Complex
[arXiv] 2026-06-30 | Proximity-Induced Skyrmion Stabilization at the Cu2OSeO3/Bi2Se3 Interface
[arXiv] 2026-06-30 | Better Understanding, Understanding Better
[arXiv] 2026-06-30 | Knowing-Value Logic with Successor Arithmetic
[arXiv] 2026-06-30 | Intuitionistic K is a Bisimulation-Invariant Fragment of Intuitionistic First-Order Logic
[arXiv] 2026-06-30 | Harnessing Textual Refusal Directions for Multimodal Safety
[arXiv] 2026-06-30 | Hyperformalism for Relevant Modal Logics
[arXiv] 2026-06-30 | Goldblatt-Thomason Theorem for Probability Logic
[arXiv] 2026-06-30 | Most Properties are Undecidable for Transitive Tense Logics
[arXiv] 2026-06-30 | Review Residuals: Update-Conditioned Residual Gating for Transformers
[arXiv] 2026-06-30 | Conditionals and Modalities in Constructive Quantum Logics
[arXiv] 2026-06-30 | AGN Feeding & Feedback Over the Galactic Scales
[arXiv] 2026-06-30 | Z-1: Efficient Reinforcement Learning for Vision-Language-Action Models
[arXiv] 2026-06-30 | Isogeometric discretizations for the spectrum of the Laplace operator: outlier-free spline bases
[arXiv] 2026-06-30 | Designing topological edge currents in chiral active matter
[arXiv] 2026-06-30 | Optimal interactions for addressable self-assembly
[arXiv] 2026-06-30 | Navigating committor landscape of biomolecules with a general pairwise interaction model
[arXiv] 2026-06-30 | An Agentic AI Framework to Accelerate Scientific Discovery in Plant Phenotyping
[arXiv] 2026-06-30 | In Situ Measurements of the Reflectances of the LSSTCam Optics and Assessing the Impact of Optical Ghosts
[arXiv] 2026-06-30 | Interface-Variant Dynamics in Software Ecosystems: Resolver-Induced Selection and Adoption in Package Graphs
[arXiv] 2026-06-30 | Particle Cosmology
[arXiv] 2026-06-30 | Do Machines Struggle Where Humans Do? LLM and Human Comprehension of Obfuscated Code
[arXiv] 2026-06-30 | Adapting Foundation ASR Models to Dysarthric Speech: A Case Study
[arXiv] 2026-06-30 | Gaussian Belief Propagation for Tracking With Unresolved Measurements
[arXiv] 2026-06-30 | Arena-T2I Hard: Benchmarking and Improving Faithfulness with Dependency-Aware Checklist
[arXiv] 2026-06-30 | Eikonal Ringing, Shadows, Lensing, Grey-Body Factors, and Binding Energy of Asymptotically Flat Regular Black Holes in Phantom Dirac-Born-Infeld Gravity
[arXiv] 2026-06-30 | Energy-Flow Moments for Elliptic Gluon Wigner Tomography
[arXiv] 2026-06-30 | WIDER-FAIR: An Annotated Version of the WIDER-FACE Dataset for Fairness Evaluation
[arXiv] 2026-06-30 | Phantom: A Unified Face-Swap Deepfake Protection Framework with Latent and Spatial Constraints
[arXiv] 2026-06-30 | Local-global compatibility at $p\neq\ell$ for torsion automorphic forms
[arXiv] 2026-06-30 | FastDSAC: Enhancing Policy Plasticity via Constrained Exploration for Scalable Humanoid Locomotion
[arXiv] 2026-06-30 | Resource-Efficient WiFi CSI Sensing via Exploiting the Age of Samples
[arXiv] 2026-06-30 | Semantic Occupancy Prediction with Dual Range-Voxel Representation
[arXiv] 2026-06-30 | When to Truncate a Feature Ranking: A Residual-Overlap Stopping Rule for Subset Selection
[arXiv] 2026-06-30 | Exploring Side-Channel Protections in Hardware Implementations of PQC ML-KEM Verification
[arXiv] 2026-06-30 | ShellMaker: Language-Guided Exterior Completion under Structural Constraints
[arXiv] 2026-06-30 | Practical High-Fidelity Novel-View Synthesis of Mounted Lepidoptera
[arXiv] 2026-06-30 | WorldRoamBench: An Open-World Benchmark for Long-Horizon Stability of Interactive World Models
[arXiv] 2026-06-30 | Fueling and feedback mechanisms at the nodes of the cosmic web
[arXiv] 2026-06-30 | Level-dependent quasi-birth-and-death processes: Application to cost analysis of multi-server systems
[arXiv] 2026-06-30 | Universal scaling of many-body effects in quantum tunneling
[arXiv] 2026-06-30 | Sensitivity Lower Bounds via Locally Testable Codes
[arXiv] 2026-06-30 | FARS: A Fully Automated Research System Deployed at Scale
[arXiv] 2026-06-30 | Order-Moment Transport and Hankel Determinants in Special-Function Inequalities
[arXiv] 2026-06-30 | Tone-Conditioned Curriculum Learning for Low-Resource Bantu Speech Recognition
[arXiv] 2026-06-30 | Beating micromagnetic limits on skyrmion stability by long-range frustration
[arXiv] 2026-06-30 | Calibrated Probability Forecast Sequences and Measure-Valued Martingales
[arXiv] 2026-06-30 | Designing bistable nanostructures for target behavior
[arXiv] 2026-06-30 | Magnetic activity in cool stars: manifestations and relevance to exoplanets
[arXiv] 2026-06-30 | Time domain analysis of wide-band superradiance and tapering-enhanced superradiance at zero-slippage conditions
