[2026-04-21 10:19:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-20
正在获取论文...
[arXiv] 2026-04-20 | Dust characterization of halos -- The extended emission in protoplanetary disks
[arXiv] 2026-04-20 | From Heads to Neurons: Causal Attribution and Steering in Multi-Task Vision-Language Models
[arXiv] 2026-04-20 | Robust Distributed Sub-Optimal Coordination of Linear Agents with Uncertain Input Nonlinearities
[arXiv] 2026-04-20 | The vibrational spectrum of vitreous silica: rigorous decomposition via recursive orthogonal splitting analysis
[arXiv] 2026-04-20 | Ray Tracing-Enabled Digital Twin for RIS Phase Optimization: Implementation and Experimental Validation
[arXiv] 2026-04-20 | Prompting Foundation Models for Zero-Shot Ship Instance Segmentation in SAR Imagery
[arXiv] 2026-04-20 | OneDrive: Unified Multi-Paradigm Driving with Vision-Language-Action Models
[arXiv] 2026-04-20 | Synthetic Seismograms from Particle Bed Interactions and Turbulent River Flow: Modeling and Comparison with Observations
[arXiv] 2026-04-20 | A Coupling Method of Mixed and Lagrange Finite Elements for Linear Elasticity Problem
[arXiv] 2026-04-20 | On Spielman's Laplacian Eigenratio Conjecture and Related Problems
[arXiv] 2026-04-20 | Bayesian Active Learning with Gaussian Processes Guided by LLM Relevance Scoring for Dense Passage Retrieval
[arXiv] 2026-04-20 | LEPO: \underline{L}atent R\underline{e}asoning \underline{P}olicy \underline{O}ptimization for Large Language~Models
[arXiv] 2026-04-20 | Cache-Related Smells in GitLab CI/CD: Comprehensive Catalog, Automated Detection, and Empirical Evidence
[arXiv] 2026-04-20 | Latent Preference Modeling for Cross-Session Personalized Tool Calling
[arXiv] 2026-04-20 | Scaling Human-AI Coding Collaboration Requires a Governable Consensus Layer
[arXiv] 2026-04-20 | GraSP: Graph-Structured Skill Compositions for LLM Agents
[arXiv] 2026-04-20 | M100: An Orchestrated Dataflow Architecture Powering General AI Computing
[arXiv] 2026-04-20 | Semiclassical resonances under local magnetic fields
[arXiv] 2026-04-20 | UniCSG: Unified High-Fidelity Content-Constrained Style-Driven Generation via Staged Semantic and Frequency Disentanglement
[arXiv] 2026-04-20 | Efficient Diffusion Models under Nonconvex Equality and Inequality constraints via Landing
[arXiv] 2026-04-20 | Duality Between Prime Factors and The Prime Number Theorem For Arithmetic Progressions -- Higher Order Dualities
[arXiv] 2026-04-20 | PCM-NeRF: Probabilistic Camera Modeling for Neural Radiance Fields under Pose Uncertainty
[arXiv] 2026-04-20 | Three-dimensional visualization of lattice defects in $β$-Ga$_2$O$_3$ via synchrotron-radiation Borrmann-effect X-ray topo-tomography
[arXiv] 2026-04-20 | GR4CIL: Gap-compensated Routing for CLIP-based Class Incremental Learning
[arXiv] 2026-04-20 | Privacy-Preserving Product-Quantized Approximate Nearest Neighbor Search Framework for Large-scale Datasets via A Hybrid of Fully Homomorphic Encryption and Trusted Execution Environment
[arXiv] 2026-04-20 | Memory Centric Power Allocation for Multi-Agent Embodied Question Answering
[arXiv] 2026-04-20 | A generalization of the Takagi function for beta-expansions
[arXiv] 2026-04-20 | Local and 2-local $\frac{1}2$-derivations of infinite-dimensional Lie algebras
[arXiv] 2026-04-20 | Movable-Antenna Enabled Robust Vehicular Consumer Networks Under Imperfect CSI
[arXiv] 2026-04-20 | Current-State Opacity in Safe Partially Observed Quantum Petri Nets: True-Concurrency Semantics and Exact Symbolic Verification
[arXiv] 2026-04-20 | The Cactus Criterion: When Nonlinear Hodge Theory Reduces to Linear on Graphs
[arXiv] 2026-04-20 | Prompt Optimization Enables Stable Algorithmic Collusion in LLM Agents
[arXiv] 2026-04-20 | A Deep Ritz Method for High-Dimensional Steady States of the Cahn--Hilliard Equation
[arXiv] 2026-04-20 | Measurement-defined control of single-particle interference
[arXiv] 2026-04-20 | Toward Variation-Independent Regression by Composition
[arXiv] 2026-04-20 | Hodge Atoms at Conifold Degenerations: F-Bundles, Limiting Mixed Hodge Modules, and the Rigid-Flexible Decomposition
[arXiv] 2026-04-20 | Source-Free Domain Adaptation with Vision-Language Prior
[arXiv] 2026-04-20 | Testing cosmological isotropy with gravitational waves and gamma-ray bursts
[arXiv] 2026-04-20 | A Numerical Analysis for Pursuit-Evasion Games under the Stackelberg Eqilibrium
[arXiv] 2026-04-20 | Some experimental results on stable equivalence of GST Links for the Generalized Property R Conjecture
[arXiv] 2026-04-20 | The Kerman-Sawyer trace theorem for product Morrey spaces
[arXiv] 2026-04-20 | Poling-free Spontaneous Parametric Down Conversion without for Silicon Carbide and Lithium Niobate photonics
[arXiv] 2026-04-20 | GeGS-PCR: Effective and Robust 3D Point Cloud Registration with Two-Stage Color-Enhanced Geometric-3DGS Fusion
[arXiv] 2026-04-20 | WISV: Wireless-Informed Semantic Verification for Distributed Speculative Decoding in Device-Edge LLM Inference
[arXiv] 2026-04-20 | MasterSet: A Large-Scale Benchmark for Must-Cite Citation Recommendation in the AI/ML Literature
[arXiv] 2026-04-20 | A Hamilton-Jacobi Reachability-Guided Search Framework for Efficient and Safe Indoor Planar Robot Navigation
[arXiv] 2026-04-20 | Pulsed Optical Injection Steering in Multistable Semiconductor Laser Arrays under Correlated Noise
[arXiv] 2026-04-20 | Scale invariance of the polaron energy at the Mott-superfluid critical point
[arXiv] 2026-04-20 | MetaCloak-JPEG: JPEG-Robust Adversarial Perturbation for Preventing Unauthorized DreamBooth-Based Deepfake Generation
[arXiv] 2026-04-20 | When AI Models Become Dependencies: Studying the Evolution of Pre-Trained Model Reuse in Downstream Software Systems
[arXiv] 2026-04-20 | Optimality in group-driven social dynamics on hypergraphs
[arXiv] 2026-04-20 | Multi-View Hierarchical Graph Neural Network for Sketch-Based 3D Shape Retrieval
[arXiv] 2026-04-20 | An asymptotic shape optimization problem for Riesz means of Laplacian eigenvalues
[arXiv] 2026-04-20 | DocQAC: Adaptive Trie-Guided Decoding for Effective In-Document Query Auto-Completion
[arXiv] 2026-04-20 | Faster by Design: Interactive Aerodynamics via Neural Surrogates Trained on Expert-Validated CFD
[arXiv] 2026-04-20 | Incremental learning for audio classification with Hebbian Deep Neural Networks
[arXiv] 2026-04-20 | Physics-Informed Neural Networks for Maximizing Quantum Fisher Information in Time-Dependent Many-Body Systems
[arXiv] 2026-04-20 | Unirational algebraic groups and tame ramification
[arXiv] 2026-04-20 | Symmetry Guarantees Statistic Recovery in Variational Inference
[arXiv] 2026-04-20 | Model in Distress: Sentiment Analysis on French Synthetic Social Media
[arXiv] 2026-04-20 | Morita equivalence for quantum graphs
[arXiv] 2026-04-20 | Generic skyrmion phase diagram in ferrimagnetic films
[arXiv] 2026-04-20 | Enhancing Continual Learning of Vision-Language Models via Dynamic Prefix Weighting
[arXiv] 2026-04-20 | Superspecial generalized Howe curves of genus 4, 5, and 6 with completely decomposable Jacobians
[arXiv] 2026-04-20 | Pick-up Sticks and the General Fibonacci Numbers
[arXiv] 2026-04-20 | MathNet: a Global Multimodal Benchmark for Mathematical Reasoning and Retrieval
[arXiv] 2026-04-20 | MUA: Mobile Ultra-detailed Animatable Avatars
[arXiv] 2026-04-20 | On the spacetime positive energy theorem in arbitrary dimension
[arXiv] 2026-04-20 | Fingerprints of preformed pairs in two-electron angle-resolved photoemission spectroscopy
[arXiv] 2026-04-20 | SynAgent: Generalizable Cooperative Humanoid Manipulation via Solo-to-Cooperative Agent Synergy
[arXiv] 2026-04-20 | The hypersymplectic flow descended from the $G_2$-Laplacian coflow
[arXiv] 2026-04-20 | Wasserstein Distributionally Robust Risk-Sensitive Estimation via Conditional Value-at-Risk
[arXiv] 2026-04-20 | A differentiable software suite for accelerated simulation of turbulent flows
[arXiv] 2026-04-20 | Weak minimizing property and reflexivity
[arXiv] 2026-04-20 | LLM Safety From Within: Detecting Harmful Content with Internal Representations
[arXiv] 2026-04-20 | Learning the Riccati solution operator for time-varying LQR via Deep Operator Networks
[arXiv] 2026-04-20 | A primality test for $Kp^\ell - 1$ numbers
[arXiv] 2026-04-20 | Too Correct to Learn: Reinforcement Learning on Saturated Reasoning Data
[arXiv] 2026-04-20 | Adversarial Humanities Benchmark: Results on Stylistic Robustness in Frontier Model Safety
[arXiv] 2026-04-20 | `New' examples of skew fields not finitely generated as algebras
[arXiv] 2026-04-20 | On the Independence Number of the Prime-Coprime Graph of a Finite Group
[arXiv] 2026-04-20 | NI Sampling: Accelerating Discrete Diffusion Sampling by Token Order Optimization
[arXiv] 2026-04-20 | pyTRAIN -- a modern TRAIN implementation
[arXiv] 2026-04-20 | Spectral theory of plasmonic resonances in the nonlocal regime
[arXiv] 2026-04-20 | Learning Invariant Modality Representation for Robust Multimodal Learning from a Causal Inference Perspective
[arXiv] 2026-04-20 | Progressive Online Video Understanding with Evidence-Aligned Timing and Transparent Decisions
[arXiv] 2026-04-20 | Kernel-Preserving Dynamics and Symmetry Classification for Synchronization Subspaces
[arXiv] 2026-04-20 | Wave operators for Jacobi matrices
[arXiv] 2026-04-20 | Moire Control of Alterelectric Quadrupolar Order
[arXiv] 2026-04-20 | Expected perimeter of the convex hull of planar Brownian motion stopped upon exiting the unit disk
[arXiv] 2026-04-20 | MedProbeBench: Systematic Benchmarking at Deep Evidence Integration for Expert-level Medical Guideline
[arXiv] 2026-04-20 | Plasmonic Photocatalysis Enables Selective Oxidative Coupling of Methane with Nitrous Oxide under Ambient Conditions
[arXiv] 2026-04-20 | Crossed product C*-algebras associated with non-minimal actions on the circle
[arXiv] 2026-04-20 | Far-Field Absolute Gain Antenna Measurements at Sub-THz Frequencies: A New Interpretation
[arXiv] 2026-04-20 | Function spaces and potential theory in the Orlicz setting
[arXiv] 2026-04-20 | The Rise of Quantum Computing -- Take a BITE for Built Environment and Urban Microclimate Research
[arXiv] 2026-04-20 | Virtual element methods for a quad-curl problem on general planar domains
[arXiv] 2026-04-20 | StepPO: Step-Aligned Policy Optimization for Agentic Reinforcement Learning
[arXiv] 2026-04-20 | Molecular Clouds at the Edge of the Galaxy II. Physical properties and scaling relations
[arXiv] 2026-04-20 | Universal compactified Jacobians: cohomological invariance and boundary combinatorics
[arXiv] 2026-04-20 | Spectrum Configuration Framework for Throughput Maximization in Open Systems with Roll-Off-Based QoT Optimization
[arXiv] 2026-04-20 | Dissecting AI Trading: Behavioral Finance and Market Bubbles
[arXiv] 2026-04-20 | Two-body charmed anti-charmed baryonic $B$ decays
[arXiv] 2026-04-20 | Omni-Embed-Audio: Leveraging Multimodal LLMs for Robust Audio-Text Retrieval
[arXiv] 2026-04-20 | LBFTI: Layer-Based Facial Template Inversion for Identity-Preserving Fine-Grained Face Reconstruction
[arXiv] 2026-04-20 | Momentum Stability and Adaptive Control in Stochastic Reconfiguration
[arXiv] 2026-04-20 | Scattering-Matrix-Based Parametric Characterization of a Two-Port Bridged-T Network for Microstrip Filter Applications
[arXiv] 2026-04-20 | Balanced Co-Clustering of Users and Items for Embedding Table Compression in Recommender Systems
[arXiv] 2026-04-20 | On Nests and Large Components of Random Real Algebraic Curves
[arXiv] 2026-04-20 | AdaCluster: Adaptive Query-Key Clustering for Sparse Attention in Video Generation
[arXiv] 2026-04-20 | Fast dynamic wavefront correction for multi-photon microscopy with a high resolution MEMS phase-only modulator
[arXiv] 2026-04-20 | Spectroscopic survey of faint planetary-nebula nuclei. VII. Thirty new hydrogen-deficient central stars
[arXiv] 2026-04-20 | PARM: Pipeline-Adapted Reward Model
[arXiv] 2026-04-20 | Which Small-Sample Correction Should Be Used When Analyzing Stepped-Wedge Designs with Time-Varying Treatment Effects?
[arXiv] 2026-04-20 | Uncertainty-aware phase fraction prediction and active-learning-guided out-of-domain discovery of refractory multi-principal element alloys
[arXiv] 2026-04-20 | EVE: Verifiable Self-Evolution of MLLMs via Executable Visual Transformations
[arXiv] 2026-04-20 | Scale-free adaptive planning for deterministic dynamics & discounted rewards
[arXiv] 2026-04-20 | Notes on Images and Communication
[arXiv] 2026-04-20 | CAARL: In-Context Learning for Interpretable Co-Evolving Time Series Forecasting
[arXiv] 2026-04-20 | Pseudo-Substitutability: A Maximal Domain for Pairwise Stability in Matching Markets with Contracts
[arXiv] 2026-04-20 | Agent-World: Scaling Real-World Environment Synthesis for Evolving General Agent Intelligence
[arXiv] 2026-04-20 | Relative State Estimation using Event-Based Propeller Sensing
[arXiv] 2026-04-20 | RSMA-Aided Full-Duplex Networks Under Imperfect CSI and SIC: Performance Evaluation
[arXiv] 2026-04-20 | Universally Empowering Zeroth-Order Optimization via Adaptive Layer-wise Sampling
[arXiv] 2026-04-20 | Passive RIS Is Not Silent: Revisiting Performance Limits Under Thermal Noise
[arXiv] 2026-04-20 | Geometry-Guided 3D Visual Token Pruning for Video-Language Models
[arXiv] 2026-04-20 | WiFo-MiSAC: A Wireless Foundation Model for Multimodal Sensing and Communication Integration via Synesthesia of Machines (SoM)
[arXiv] 2026-04-20 | Semantic-based Distributed Learning for Diverse and Discriminative Representations
[arXiv] 2026-04-20 | Negative Advantage Is a Double-Edged Sword: Calibrating Advantage in GRPO for Deep Search
[arXiv] 2026-04-20 | Order Optimal Task Allocation in Distributed Computing via Interweaved Cliques
[arXiv] 2026-04-20 | Is SAM3 ready for pathology segmentation?
[arXiv] 2026-04-20 | Quantangle-SAT: A Quantum SAT Solver Based on Entanglement and Equivalence Checking
[arXiv] 2026-04-20 | Memorize When Needed: Decoupled Memory Control for Spatially Consistent Long-Horizon Video Generation
[arXiv] 2026-04-20 | Towards Symmetry-sensitive Pose Estimation: A Rotation Representation for Symmetric Object Classes
[arXiv] 2026-04-20 | A Control Architecture for Training-Free Memory Use
[arXiv] 2026-04-20 | Density Profiles and Direct Correlation Functions from Density Functional Theory in Binary Hard-Sphere Crystals: Substitutional Solid and Interstitial Solid Solution
[arXiv] 2026-04-20 | Audio-DeepThinker: Progressive Reasoning-Aware Reinforcement Learning for High-Quality Chain-of-Thought Emergence in Audio Language Models
[arXiv] 2026-04-20 | Comment on "Specific heat of an ideal Bose gas above the Bose condensation temperature," [Am. J. Phys. 72(9), 1193--1194 (2004)]
[arXiv] 2026-04-20 | Beyond Reproduction: A Paired-Task Framework for Assessing LLM Comprehension and Creativity in Literary Translation
[arXiv] 2026-04-20 | Audit-or-Cast: Enforcing Honest Elections with Privacy-Preserving Public Verification
[arXiv] 2026-04-20 | Leveraging AI for Direct Bystander Intervention Against Cyberbullying
[arXiv] 2026-04-20 | Informativity of Data-Knowledge Pairs for Lyapunov Equations
[arXiv] 2026-04-20 | Attention-ResUNet for Automated Fetal Head Segmentation
[arXiv] 2026-04-20 | Region-Grounded Report Generation for 3D Medical Imaging: A Fine-Grained Dataset and Graph-Enhanced Framework
[arXiv] 2026-04-20 | Asymptotic stability and diffusion-driven pattern formation in a predator-prey system with two chemicals
[arXiv] 2026-04-20 | Chatting about Conditional Trajectory Prediction
[arXiv] 2026-04-20 | Contagion or Macroeconomic Fluctuations? Identifiability in Aggregated Default Data
[arXiv] 2026-04-20 | LoRaQ: Optimized Low Rank Approximation for 4-bit Quantization
[arXiv] 2026-04-20 | Smokescreen: A Python package for data vector blinding and encryption in cosmological analyses
[arXiv] 2026-04-20 | Test-Time Perturbation Learning with Delayed Feedback for Vision-Language-Action Models
[arXiv] 2026-04-20 | Efficient Low-Resource Language Adaptation via Multi-Source Dynamic Logit Fusion
[arXiv] 2026-04-20 | NIM4-ASR: Towards Efficient, Robust, and Customizable Real-Time LLM-Based ASR
