[2026-07-17 10:48:02] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-16
正在获取论文...
[arXiv] 2026-07-16 | Immediate 3D Gaussian Splat Reconstruction of Unordered Input with Global Consistency
[arXiv] 2026-07-16 | Multi-Scale Equilibrium under Variable Indicator Dimensionality: Faithful Reduction of Dynamic Attractors in Urban Mobility Systems
[arXiv] 2026-07-16 | Modified $Q$-Laplacian Problem with Parameter and Exponential Nonlinearity on the Heisenberg Group
[arXiv] 2026-07-16 | Track fitting at the full LHC collision rate
[arXiv] 2026-07-16 | Enabling Cosmic Web Analysis at Gigaparsec Scales: A Multi Block Approach for DisPerSE
[arXiv] 2026-07-16 | Curvature-Constrained and Constant-Speed Distributed Simultaneous Arrival Control for Multi-Robot Systems
[arXiv] 2026-07-16 | Responses of multiparticle observables to multidimensional nuclear deformation in relativistic heavy-ion collisions
[arXiv] 2026-07-16 | Dialogue Summarization with Emotion Dynamics Using Topic- and Participant-Centric Decomposition
[arXiv] 2026-07-16 | Random Spherical Codes at High SNR: Error Transitions, Fixed-Error Data Rates, and Converse Gaps
[arXiv] 2026-07-16 | Local Variance-Based Calibration of Programmable Photonic Interferometer Meshes
[arXiv] 2026-07-16 | The Mysterious Case of Iron in XMPs: Anomalous High log(Fe/O) Observed in Extremely Metal-Poor Galaxies HSCJ1631+4426 and SDSSJ0811+4730
[arXiv] 2026-07-16 | Newton-Based Mixed Precision Iterative Refinement for Large-Scale Sparse Continuous-Time Algebraic Riccati Equations
[arXiv] 2026-07-16 | A Slow-Fast Stochastic Framework for Zeroth-Order Distributed Time-Varying Optimization
[arXiv] 2026-07-16 | GAttNHP: Group Attention Neural Hawkes Process for Extrapolation Reasoning in Temporal Knowledge Graphs
[arXiv] 2026-07-16 | Topological reconstruction theorems over uncountable algebraically closed fields
[arXiv] 2026-07-16 | Multistate ferroelectricity and switchable layer-locked anomalous valley Hall effects in bilayer ReIrGe2Se6
[arXiv] 2026-07-16 | Impact of tensor-rank components of chiral three-nucleon forces on the single-particle structure of calcium isotopes
[arXiv] 2026-07-16 | Active Real-World Factor-Based Evaluation for Generalist Robot Policies
[arXiv] 2026-07-16 | Compensation Design
[arXiv] 2026-07-16 | A Measurement Study of AI-Environment Realism Gaps in Malware-Analysis Sandboxes
[arXiv] 2026-07-16 | MeanFlowNFT: Bringing Forward-Process RL to Average-Velocity Generators
[arXiv] 2026-07-16 | Motion-Conditioned Multi-View Fusion for Myocardial Infarction Localization from Echocardiography
[arXiv] 2026-07-16 | Long-range and steady-state entanglement of driven-dissipative nitrogen vacancy centers using microwaves as a drive and synthetic antiferromagnet as a dissipator
[arXiv] 2026-07-16 | What does the model actually see? Evaluation protocols and input availability in data-driven prediction of room acoustic parameters
[arXiv] 2026-07-16 | TikStance: A Multimodal and Hierarchical Dataset for Multi-target Stance Analysis in TikTok Political Conversations
[arXiv] 2026-07-16 | Study of Duffing oscillator using an improved Lindstedt Poincare method and relevant comparisons
[arXiv] 2026-07-16 | CRISP: Constrained Refinement via Iterative Squeezing Process for Robust Medical Image Segmentation under Domain Shift
[arXiv] 2026-07-16 | Hyperfine driven spin relaxation of charge carriers in metal-halide perovskites
[arXiv] 2026-07-16 | Disintegration Temporal Logic for Probabilistic Hyperproperties
[arXiv] 2026-07-16 | Statistical Inference for Scenario-Based Dynamic Optimization under Uncertainty
[arXiv] 2026-07-16 | Tamed Stochastic Gradient Hamiltonian Monte Carlo
[arXiv] 2026-07-16 | Backpropagating Pauli Propagation
[arXiv] 2026-07-16 | A fast summation method for the DFT-D3 dispersion correction
[arXiv] 2026-07-16 | Confidence-based Ranking with Adaptive Sampling for Noisy Black-Box Optimisation
[arXiv] 2026-07-16 | High-Q superconducting microwave resonators using MBE titanium nitride
[arXiv] 2026-07-16 | Cyclotomic polynomials and homological criteria for mapping class types
[arXiv] 2026-07-16 | Adaptive Entanglement Management in Quantum Multi-Core Architectures
[arXiv] 2026-07-16 | SoftNav: Injecting 3D Scene Tokens into VLMs for Embodied Navigation
[arXiv] 2026-07-16 | Partition, Prompt, Aggregate: Statistical Self-Consistency in Language Models
[arXiv] 2026-07-16 | Tautological systems and local cohomology
[arXiv] 2026-07-16 | SUFLECA: Scaling Up Feature Learning for CAD-to-image Alignment
[arXiv] 2026-07-16 | Steering dynamic network centrality via control theory
[arXiv] 2026-07-16 | An Introduction to Sparse Identification of Nonlinear Dynamics for Engineering Applications
[arXiv] 2026-07-16 | The fractional Laplacian in Lipschitz domains: Dahlberg's Theorem and $L^{2}$-solvability
[arXiv] 2026-07-16 | Dust Growth in Binary Systems: Inhibition of dust settling and growth in circumbinary discs
[arXiv] 2026-07-16 | The divisor of the twisted Selberg zeta function
[arXiv] 2026-07-16 | Synergistic Effects of Phosphorus Doping and Oxygen Vacancies on Formaldehyde Oxidation over CeO$_2$(111): A First Principles Investigation
[arXiv] 2026-07-16 | Collective dynamics of harmonically trapped 1D quantum droplets under linear gravitational-like confinement
[arXiv] 2026-07-16 | Multi-Axis Max@K Reinforcement Learning for Representative Diversity in Text-to-Image Generation
[arXiv] 2026-07-16 | Model-Independent and Data-Driven Extraction of the Photon Distribution Function at the Electron--Ion Collider
[arXiv] 2026-07-16 | A Precise Determination of the Shape of the Proton's Gluon Cloud from HERA data
[arXiv] 2026-07-16 | Optimal Self-Distillation for Rectified Flow via Linear Probing
[arXiv] 2026-07-16 | Testing for correct model specification in copula regression models
[arXiv] 2026-07-16 | A Three-Point Continuous-Variable Quantum MacWilliams Identity
[arXiv] 2026-07-16 | A C++ implementation of the G-Scheme stiff ODE solver with multi-resolution sparse hash-table kernel lookup
[arXiv] 2026-07-16 | Star-triangle duality estimates for triangular and honeycomb permutation models
[arXiv] 2026-07-16 | Possible hidden-bottom molecular pentaquarks from $P$-wave $Λ_bB^{(*)}/Σ_b^{(*)}B^{(*)}$ interactions
[arXiv] 2026-07-16 | CODA: Algorithm-Hardware Co-design for Edge Video Diffusion via NMP-Enabled Compute-Cache Operator Disaggregation
[arXiv] 2026-07-16 | FirmPilot: Evidence-Guided Multi-Agent Environment Recovery for IoT Firmware Rehosting
[arXiv] 2026-07-16 | The COLIBRE-SKIRT pipeline: Calibration-free dust radiative transfer postprocessing for cosmological simulations
[arXiv] 2026-07-16 | The Distributed Open-Source Vulnerability Ecosystem
[arXiv] 2026-07-16 | Innocuous-Seeming Data, Latent Ideology: Ideological Generalisation in Finetuned LLMs
[arXiv] 2026-07-16 | Reachability-Aware Pretraining for Efficient Target-Oriented Path Exploration in Temporal Knowledge Graph Reasoning
[arXiv] 2026-07-16 | Periplus: A Resilient In-band SDN Control Plane via Embedded Forwarding Graphs
[arXiv] 2026-07-16 | Curvature Converts Phonon Hall Viscosity into Phonon Angular Momentum
[arXiv] 2026-07-16 | Chaos bound violation by spinning particles in Gauss-Bonnet-AdS black holes
[arXiv] 2026-07-16 | Binary Gauss Stabilizers for Abelian Lattice Gauge Theories
[arXiv] 2026-07-16 | Ascending chains of irreducible lattices, bi-reversible automata and affine arithmetic groups
[arXiv] 2026-07-16 | Subgrid-Scale Parameterization in Burgers' Equation Using Structure-Preserving Neural Networks and Entropy Variables
[arXiv] 2026-07-16 | Towards Human-like Physical Intelligence: LifelongVision-Language-Action Learning for Robotic Manipulation
[arXiv] 2026-07-16 | Flow-Driven Limb-Asymmetry of Haze Distribution Part I: An Analytical Framework for Predicting the Size Distribution of Photochemical Hazes Across the Two Limbs of hot-Jupiters
[arXiv] 2026-07-16 | KineFuse: Kinematic-Aware Haptic Fusion for In-Hand Occluded-Object Pose Tracking
[arXiv] 2026-07-16 | Density-driven reentrant polymer transitions via saturable bridging crowders
[arXiv] 2026-07-16 | LLM-Based Re-Ranking for Real Estate Search
[arXiv] 2026-07-16 | Aggregation Bias in Proxy Measurement: Nighttime Lights and Local Economic Activity
[arXiv] 2026-07-16 | The dark side of translation surfaces: It is not all about dynamics
[arXiv] 2026-07-16 | Quantum Remote Implementation of Hybrid Operations on Hyperstates Using Hyperentangled States
[arXiv] 2026-07-16 | Is External Database Protection Static in Retrieval-Augmented Generation? Rethinking Privacy Preservation under Dynamic Queries
[arXiv] 2026-07-16 | Quasilinear Schrödinger Critical Problem on the Heisenberg group \(\mathbb{H}^N\)
[arXiv] 2026-07-16 | An LLM-Based Automatic Sportscast Solution for Robot Soccer Matches
[arXiv] 2026-07-16 | An unfitted boundary algebraic equation method with static-dynamic reduction for evolving implicit geometries
[arXiv] 2026-07-16 | Unified Evaluation Methodology for AI-Native Integrated Sensing and Communication
[arXiv] 2026-07-16 | $c$-axis strain tuning of superconductivity and symmetric elastoresistivity in CsV$_3$Sb$_5$
[arXiv] 2026-07-16 | On the degree distribution of large tentacular Bienaymé-Galton-Watson trees
[arXiv] 2026-07-16 | Inferring Non-Normal Amplification Geometry from Multivariate Time Series
[arXiv] 2026-07-16 | Higher covering spaces in an $\infty$-topos
[arXiv] 2026-07-16 | Empirical verification of principal mode orthogonality and relative phase calibration in photonic lanterns
[arXiv] 2026-07-16 | Bayesian Basin Tracking: Efficient Global Continuation of Multistable Dynamical Systems
[arXiv] 2026-07-16 | Motion-Based Beamshape Recovery Enables Precision Nanoparticle Sizing
[arXiv] 2026-07-16 | Clean-Reference Streaming Detection of Lens Occlusion and Photometric Transitions for Camera Tamper Monitoring
[arXiv] 2026-07-16 | Polar Form of the Dirac Operator in Low-Dimensional Space-Times
[arXiv] 2026-07-16 | Toward Energy-Efficient and Low-Power Arrhythmia Detection for Wearable Devices
[arXiv] 2026-07-16 | On the Disagreement in Perturbation-based xAI -- Benchmarking Perturbation Choices for Flood Detection from SAR Images
[arXiv] 2026-07-16 | Warped Spacelike Singularities and the $C^0$-Inextendibility of Birmingham-Kottler Spacetimes
[arXiv] 2026-07-16 | FoMoVLA: Bridging Visual Foresight and Motion Guidance for Vision-Language-Action Models
[arXiv] 2026-07-16 | HJ numbers revisited
[arXiv] 2026-07-16 | Assisting Mission-Critical Traffic Flows with Active Queue Management in Industrial Internet of Things
[arXiv] 2026-07-16 | A generalized variational quantum linear solver on photonic platform
[arXiv] 2026-07-16 | Improving interpretation of latent class models for diagnostic tests by recognizing their measurands via directed acyclic graphs (DAGs)
[arXiv] 2026-07-16 | Depth-Dependent Hidden-State Collapse in Dynamical System Autoencoders for LiDAR Point-Cloud Classification
[arXiv] 2026-07-16 | A Validated Data-driven Subject and Vehicle Specific Nonlinear Biodynamic Model for Predicting Upper-Body Response in Vehicle Ride
[arXiv] 2026-07-16 | Beyond Generalist LLMs: Specialist Agentic Systems for Structured Code Workflow Execution
[arXiv] 2026-07-16 | Motion Planning with Model-Based Diffusion via Constraint Optimization and Adaptive Scheduling
[arXiv] 2026-07-16 | Which Green Technology to Subsidize? Evidence from Electric Vehicles in South Korea
[arXiv] 2026-07-16 | The analogue of Belinskaya's theorem for measure-preserving flows
[arXiv] 2026-07-16 | Not Just Pockets: Understanding Phone-Carrying Behaviors of Wheelchair Users for Mobile Context-Awareness
[arXiv] 2026-07-16 | Global drivers and barriers to the public acceptance of autonomous vehicles: Evidence from 17 countries
[arXiv] 2026-07-16 | AE-UAV: An Air-to-Air Event-Based UAV Tracking Benchmark and a Real-Time Frequency-Domain Tracker
[arXiv] 2026-07-16 | Tunable Magneto-Excitonic Coupling in Alloyed van der Waals Antiferromagnet
[arXiv] 2026-07-16 | Gold-Guided Programmatic Distillation for Financial Reasoning over Hybrid Tables and Text
[arXiv] 2026-07-16 | Harnessing LLMs for Reliable Academic Supervision: A Comparative Study
[arXiv] 2026-07-16 | MESHA: Mechanism-Enforced Sequential Halving for Strategic Linear Bandits
[arXiv] 2026-07-16 | Grad2Fair: A Gradient-driven Approach for Graph Fairness without Demographics
[arXiv] 2026-07-16 | Efficient Quantum Algorithm for Phase Optimization of 1-Bit RIS-Assisted MIMO Communication System
[arXiv] 2026-07-16 | Exact Computation of Non-Gaussian Mismatch Penalties in Wiener-Hermite Cross-Correlation Identification
[arXiv] 2026-07-16 | Early Near-Infrared Excess and Rapid Disk-Corona Evolution in the Tidal Disruption Event 2024aepd
[arXiv] 2026-07-16 | A low-rank hierarchical framework for the non-Markovian stochastic Schrödinger equation with convergence analysis
[arXiv] 2026-07-16 | Operator-Split Bayesian Learning for Elliptic PDEs with Unequal Interior and Boundary Data
[arXiv] 2026-07-16 | Vortex-Beam Transient Absorption Microspectroscopy Resolves Ultrafast Free-Exciton and Polaron Diffusion in 2D Perovskites
[arXiv] 2026-07-16 | Scalable Training of Continuous-Time Spiking Neural Networks with Differentiable Spike-Time Discretization
[arXiv] 2026-07-16 | Optical design of a direct fibre-fed MO-IFS for the NLOT
[arXiv] 2026-07-16 | The optimal $χ$-bound for $\{P_6, \text{dart}, K_4\}$-free graphs
[arXiv] 2026-07-16 | Rate-Independent Epigenetics: a thermodynamically consistent framework for modelling epigenetic response
[arXiv] 2026-07-16 | Bosonic SPT and invertible phases and its relation to Steenrod's problem
[arXiv] 2026-07-16 | D-cut: Adaptive Verification Depth Pruning for Batched Speculative Decoding
[arXiv] 2026-07-16 | Analytic Abduction: Causal Decomposition and Governed Commitment for Human--AI Coordination
[arXiv] 2026-07-16 | Equivariant rational sliceness and Klein amphichirality of odd-stranded Turk's head knots
[arXiv] 2026-07-16 | Efficiency of Tidal Dissipation in Convective Flow Under Rapid Tidal Forcing
[arXiv] 2026-07-16 | Knowing You at First Glance: Inferring Apparent Personality from Faces
[arXiv] 2026-07-16 | Emergence and Recovery of (logical) Kochen-Specker Contextuality via Hamilton Extension
[arXiv] 2026-07-16 | Routing Ceilings Are Domain-Independent: Structural Prior Injection in Code Security Vulnerability Detection
[arXiv] 2026-07-16 | Random walks around black holes and low-frequency X-ray variability
[arXiv] 2026-07-16 | Minimal degree of an isogeny between a supersingular elliptic curve and its conjugate
[arXiv] 2026-07-16 | Scalarization of Charged Black Hole in Gauss-Bonnet Extended Starobinsky-Maxwell Gravity
[arXiv] 2026-07-16 | Efficient Pattern Matching for Unordered Term Tree Patterns under Generalized Height-Constrained Bindings
[arXiv] 2026-07-16 | Gradient-enhanced spline dimensional decomposition for uncertainty quantification with limited training samples
[arXiv] 2026-07-16 | Hough-SIFT: Robust Image Registration for Linear Structures via Hough Space
[arXiv] 2026-07-16 | Numerical and experimental framework for bending elasticity of highly flexible slender structures
[arXiv] 2026-07-16 | Qubes OS Security in the Public Record
[arXiv] 2026-07-16 | Skeleton: Visual Authoring of Non-visual Data Experiences
[arXiv] 2026-07-16 | Connections on Associative Varieties
[arXiv] 2026-07-16 | Collaborative Spatial Learning with Multi-LLM Agents in Networked Social Experiments
[arXiv] 2026-07-16 | Breaking the Model Forgetting Cycle in Long-Incremental 3D Object Detection
[arXiv] 2026-07-16 | Lyapunov spectrum scaling transition for quasiperiodic nonlinear unitaries
[arXiv] 2026-07-16 | HyMobileAgent: Data-Environment Co-Scaling for Efficient GUI Agents
[arXiv] 2026-07-16 | AdaTurn: Budget-Aware Test-Time Scaling for Active Visual Perception Agents
[arXiv] 2026-07-16 | Are LLM-Generated GPU Kernels Production-Ready? A Trace-Driven Benchmark and Optimization Agent
[arXiv] 2026-07-16 | Communication-Efficient Relative Pose Estimation with Vision Foundation Models for Ephemeral Collaborative Perception
[arXiv] 2026-07-16 | SwinAD: Multi-stage feature reconstruction for unsupervised industrial anomaly detection
