[2025-12-09 09:13:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-08
正在获取论文...
[arXiv] 2025-12-08 | A quantitative dynamical Zhang fundamental inequality and Bogomolov-type problems
[NO] 397/782 | Dualities of dihedral and generalised quaternion codes and applications to quantum codes
[NO] 398/782 | Venus: An Efficient Edge Memory-and-Retrieval System for VLM-based Online Video Understanding
[NO] 399/782 | Linear codes over $\frac{\mathbb{F}_q[u]}{\langle u^2 \rangle}$ with mixed-alphabet defining sets and their Gray images: Constructions of projective few-weight, distance-optimal and minimal codes
[NO] 400/782 | Machine learning in an expectation-maximisation framework for nowcasting
[NO] 401/782 | Degenerate Complex Hessian type equations on compact Hermitian manifolds and Applications
[NO] 402/782 | Big shells, bigger data: cohort analysis of Chesapeake Bay Crassostrea virginica reefs
[NO] 403/782 | Timing quantum emission: coherence, superradiance, and entanglement in order
[NO] 404/782 | Integrated Sensing, Communication, Computing, and Control Meets UAV Swarms in 6G
[NO] 405/782 | IyaCare: An Integrated AI-IoT-Blockchain Platform for Maternal Health in Resource-Constrained Settings
[NO] 406/782 | Two-dimensional RMSD projections for reaction path visualization and validation
[NO] 407/782 | ContextAnyone: Context-Aware Diffusion for Character-Consistent Text-to-Video Generation
[NO] 408/782 | DBMC-aNOMAly: Asynchronous NOMA with Pilot-Symbol Optimization Protocol for Diffusion-Based Molecular Communication Networks
[NO] 409/782 | M-STAR: Multi-Scale Spatiotemporal Autoregression for Human Mobility Modeling
[NO] 410/782 | Revisiting Quantum Supremacy: Simulating Sycamore-Class Circuits Using Hybrid CPU/GPU HPC Workloads
[NO] 411/782 | Radiance-Field Reinforced Pretraining: Scaling Localization Models with Unlabeled Wireless Signals
[NO] 412/782 | Towards Accurate UAV Image Perception: Guiding Vision-Language Models with Stronger Task Prompts
[NO] 413/782 | Non-asymptotic convergence bounds of modified EM schemes for non-dissipative SDEs
[NO] 414/782 | Diagnosing Interstellar Magnetic Turbulence with TeV Pulsar Halos
[NO] 415/782 | Equivariant Diffusion for Crystal Structure Prediction
[NO] 416/782 | Evaporation of Primordial Black Holes in a Thermal Universe: A Thermofield Dynamics Approach
[NO] 417/782 | Rigidity of the gradient estimate for Einstein manifolds
[NO] 418/782 | A remark on the Beurling-Malliavin theorem in several variables
[NO] 419/782 | Non-weight modules over generalized Heisenberg-Virasoro algebra of rank two
[YES] 420/782 | Ensembling LLM-Induced Decision Trees for Explainable and Robust Error Detection
[NO] 421/782 | A Diagrammatic Basis for Computer Programming
[NO] 422/782 | On $π_1$-injectivity of self-maps in low dimensions
[NO] 423/782 | Inference of $B$-mode polarization in the presence of non-Gaussian foregrounds
[NO] 424/782 | Isometric Embeddings of Conformally Compact Manifolds into Hyperbolic Spaces
[NO] 425/782 | Disjointly almost trivial unbounded functionals
[NO] 426/782 | Unsupervised Single-Channel Audio Separation with Diffusion Source Priors
[NO] 427/782 | FEASTS Compared with Simulations: Abnormally Irregular and Extended HI Morphologies at a Column Density of $10^{18}\,\text{cm}^{-2}$ in TNG50 and Auriga
[NO] 428/782 | Local Reversibility and Divergent Markov Length in 1+1-D Directed Percolation
[NO] 429/782 | Systematic bias due to eccentricity in parameter estimation for merging binary neutron stars : spinning case
[NO] 430/782 | MMRPT: MultiModal Reinforcement Pre-Training via Masked Vision-Dependent Reasoning
[NO] 431/782 | Hitting Probabilities for Hypoelliptic Differential Equations Driven by Fractional Brownian Motion
[NO] 432/782 | MASim: Multilingual Agent-Based Simulation for Social Science
[NO] 433/782 | PIR-DSN: A Decentralized Storage Network Supporting Private Information Retrieval
[NO] 434/782 | Analysing the factors affecting electric vehicle adoption using the extended theory of planned behaviour framework
[NO] 435/782 | Coarse spaces for virtual element methods on irregular 3D subdomain decompositions
[NO] 436/782 | Implementation of Honeynet and Honeypot in Network Infrastructure in Production Network
[NO] 437/782 | Optimization of gain uniformity in thermal bonding Micromegas for the PandaX-III experiment
[NO] 438/782 | Toeplitz operators on weighted Fock spaces with $A_{\infty}$-type weights
[NO] 439/782 | Think-Reflect-Revise: A Policy-Guided Reflective Framework for Safety Alignment in Large Vision Language Models
[NO] 440/782 | Superconducting Nanowire Single-Photon Detectors for Enhanced Biomedical Imaging
[NO] 441/782 | GUMBridge: a Corpus for Varieties of Bridging Anaphora
[NO] 442/782 | Mimir: Hierarchical Goal-Driven Diffusion with Uncertainty Propagation for End-to-End Autonomous Driving
[NO] 443/782 | Vision Transformers for Cosmological Fields: Application to Weak Lensing Mass Maps
[NO] 444/782 | Enhancing Urban Sensing Utility with Sensor-enabled Vehicles and Easily Accessible Data
[NO] 445/782 | A revisit on the critical blow-up for semilinear wave equations in low space dimensions with slicing method
[NO] 446/782 | MSN: Multi-directional Similarity Network for Hand-crafted and Deep-synthesized Copy-Move Forgery Detection
[NO] 447/782 | A Neural Affinity Framework for Abstract Reasoning: Diagnosing the Compositional Gap in Transformer Architectures via Procedural Task Taxonomy
[NO] 448/782 | Universal relation involving fundamental modes in two-fluid dark matter admixed neutron stars
[NO] 449/782 | Dynamical Dark Energy in light of DESI BAO and Full-Shape Data
[NO] 450/782 | Wigner's Frame
[NO] 451/782 | TagLabel: RFID Based Orientation and Material Sensing for Automated Package Inspection
[NO] 452/782 | Hidden Structural Variants in ALD NbN Superconducting Trilayers Revealed by Atomistic Analysis
[NO] 453/782 | Simulating general noise nearly as cheaply as Pauli noise
[YES] 454/782 | VIGIL: A Reflective Runtime for Self-Healing Agents
[NO] 455/782 | A Flexible Funnel-Shaped Robotic Hand with an Integrated Single-Sheet Valve for Milligram-Scale Powder Handling
[NO] 456/782 | An Accelerated Primal Dual Algorithm with Backtracking for Decentralized Constrained Optimization
[NO] 457/782 | A dynamical order parameter for the transition to nonergodic dynamics in the discrete nonlinear Schrödinger equation
[NO] 458/782 | Limits on Unintended Radio Emission from Geostationary and Geosynchronous Satellites in the SKA-Low Frequency Range
[NO] 459/782 | STRinGS: Selective Text Refinement in Gaussian Splatting
[NO] 460/782 | ClinNoteAgents: An LLM Multi-Agent System for Predicting and Interpreting Heart Failure 30-Day Readmission from Clinical Notes
[NO] 461/782 | Persistent Homology-Guided Frequency Filtering for Image Compression
[NO] 462/782 | How many coin tosses would you need until you get $n$ Heads or $m$ Tails?
[NO] 463/782 | The topology of local quaternionic toric actions
[NO] 464/782 | A Difference Formula for Tensor-power Multiplicities
[NO] 465/782 | Convergence of weighted branching processes
[YES] 466/782 | Studying the Role of Reusing Crowdsourcing Knowledge in Software Development
[NO] 467/782 | Efficient and Compliant Control Framework for Versatile Human-Humanoid Collaborative Transportation
[YES] 468/782 | Provable Long-Range Benefits of Next-Token Prediction
[NO] 469/782 | Integral constraints on the linear instability of stratified flow with planar shear at an arbitrary angle to the vertical
[NO] 470/782 | Universality of AMP via Tree Pairings
[NO] 471/782 | Fast-feedback protocols for calibration and drift control in quantum computers
[NO] 472/782 | LUNA: LUT-Based Neural Architecture for Fast and Low-Cost Qubit Readout
[YES] 473/782 | Automating High Energy Physics Data Analysis with LLM-Powered Agents
[NO] 474/782 | On the Interplay of Pre-Training, Mid-Training, and RL on Reasoning Language Models
[NO] 475/782 | Distribution Matching Variational AutoEncoder
[NO] 476/782 | Universal bounds on entropy production from fluctuating coarse-grained trajectories
[NO] 477/782 | Formalized Hopfield Networks and Boltzmann Machines
[NO] 478/782 | Selection mechanisms in front invasion
[NO] 479/782 | Exact supported co-degree bounds for Hamilton cycles
[NO] 480/782 | Bifurcation from the Kurth solution in galactic dynamics
[NO] 481/782 | DiffusionDriveV2: Reinforcement Learning-Constrained Truncated Diffusion Modeling in End-to-End Autonomous Driving
[NO] 482/782 | ViSA: 3D-Aware Video Shading for Real-Time Upper-Body Avatar Creation
[NO] 483/782 | A 43 day transiting Neptune and two 25 day Saturns from TESS, NGTS and ASTEP
[NO] 484/782 | Grand Canonical vs Canonical Krylov Complexity in Double-Scaled Complex SYK Model
[NO] 485/782 | Bootstrapping non-unitary CFTs
[NO] 486/782 | Enhancing Channel Estimation for OTFS systems using Sparse Bayesian Learning with Adaptive Threshold
[NO] 487/782 | Linear Quadratic Control with Non-Markovian and Non-Semimartingale Noise Models
[NO] 488/782 | sim2art: Accurate Articulated Object Modeling from a Single Video using Synthetic Training Data Only
[NO] 489/782 | ZTF-SEDm Type Ia supernova sample for Twins Embedding spectrophotometric standardisation
[NO] 490/782 | JWST TRAPPIST-1 e/b Program: Motivation and first observations
[NO] 491/782 | Enhanced active-sterile neutrino polarizability at the intensity frontier
[NO] 492/782 | HalluShift++: Bridging Language and Vision through Internal Representation Shifts for Hierarchical Hallucinations in MLLMs
[NO] 493/782 | Generalized Higman's Theorem and iterated ideals
[NO] 494/782 | AMBER: Aerial deployable gripping crawler with compliant microspine for canopy manipulation
[NO] 495/782 | A Bootstrap Perspective on Stochastic Gradient Descent
[NO] 496/782 | Multi-Domain Motion Embedding: Expressive Real-Time Mimicry for Legged Robots
[NO] 497/782 | EgoCampus: Egocentric Pedestrian Eye Gaze Model and Dataset
[NO] 498/782 | Hirota-tau and Heun-function framework for Dirac vacuum polarization and quantum stabilization of kinks
[NO] 499/782 | Single-Operation Rydberg Phase Gates via Dynamic Population Suppression
[NO] 500/782 | $\mathcal{M}$-points of bounded height
[NO] 501/782 | Exploring Test-time Scaling via Prediction Merging on Large-Scale Recommendation
[NO] 502/782 | Fold catastrophe in breaking waves
[NO] 503/782 | Computational Studies on O2-P2 Phase-Transition Dynamics in Layered-Oxide Sodium-Ion Cathode Materials
[NO] 504/782 | Location and scatter halfspace median under α-symmetric distributions
[NO] 505/782 | Chiral transition in a Non-Abelian Quasi-Particle Model with three quark flavours
[NO] 506/782 | Limits on the diffractive mass in strong coherent $γ^*$-nucleus scattering
[NO] 507/782 | Sustainable Exploitation Equilibria for Dynamic Games
[NO] 508/782 | Enhanced charging power in nonreciprocal quantum battery by reservoir engineering
[NO] 509/782 | Obstacle Avoidance of UAV in Dynamic Environments Using Direction and Velocity-Adaptive Artificial Potential Field
[NO] 510/782 | Metric-Fair Prompting: Treating Similar Samples Similarly
[NO] 511/782 | Decomposition Sampling for Efficient Region Annotations in Active Learning
[NO] 512/782 | More than Segmentation: Benchmarking SAM 3 for Segmentation, 3D Perception, and Reconstruction in Robotic Surgery
[NO] 513/782 | Specializing anti-unification for interaction models composition via gate connections
[NO] 514/782 | Zero Carbon V2X Tariffs for Non-Domestic Customers
[NO] 515/782 | Exact Synthetic Populations for Scalable Societal and Market Modeling
[NO] 516/782 | Quantitative unique continuation for Neumann problem in planar $C^{1,α}$ domains
[NO] 517/782 | Impact of Lattice Distortions on Magnetocrystalline Anisotropy and Magnetization in (Nd$_{1-x}$Pr$_x$)$_2$Fe$_{14}$B Alloys
[NO] 518/782 | Reproducing Kernel Hilbert Spaces for Virtual Persistence Diagrams
[NO] 519/782 | Dynamical Dark Energy and the Unresolved Hubble Tension: Multi-model Constraints from DESI 2025 and Other Probes
[NO] 520/782 | ContinuumConductor : Decentralized Process Mining on the Edge-Cloud Continuum
[NO] 521/782 | Geo3DVQA: Evaluating Vision-Language Models for 3D Geospatial Reasoning from Aerial Imagery
[NO] 522/782 | Effective Attention-Guided Multi-Scale Medical Network for Skin Lesion Segmentation
[NO] 523/782 | Novel coupling between charge order and time-reversal-symmetry-breaking superconductivity
[NO] 524/782 | TeluguST-46: A Benchmark Corpus and Comprehensive Evaluation for Telugu-English Speech Translation
[YES] 525/782 | Automatic Syntax Error Repair for Discrete Controller Synthesis using Large Language Model
[NO] 526/782 | DGGAN: Degradation Guided Generative Adversarial Network for Real-time Endoscopic Video Enhancement
[NO] 527/782 | Benchmarking Humanoid Imitation Learning with Motion Difficulty
[NO] 528/782 | Function-Correcting Codes for Insertion-Deletion Channel
[NO] 529/782 | Sterile Insect Technique in a n-patch system with Allee effect and mass trapping: modeling, analysis and simulations
[NO] 530/782 | MUSE: A Simple Yet Effective Multimodal Search-Based Framework for Lifelong User Interest Modeling
[NO] 531/782 | VFM-VLM: Vision Foundation Model and Vision Language Model based Visual Comparison for 3D Pose Estimation
[NO] 532/782 | Iterative Switching Time Optimization for Mixed-integer Optimal Control Problems
[NO] 533/782 | Sample from What You See: Visuomotor Policy Learning via Diffusion Bridge with Observation-Embedded Stochastic Differential Equation
[NO] 534/782 | Understanding Diffusion Models via Code Execution
[NO] 535/782 | Less is More: Non-uniform Road Segments are Efficient for Bus Arrival Prediction
[NO] 536/782 | Generating Storytelling Images with Rich Chains-of-Reasoning
[YES] 537/782 | Towards Benchmarking Design Pattern Detection Under Obfuscation: Reproducing and Evaluating Attention-Based Detection Method
[NO] 538/782 | START: Spatial and Textual Learning for Chart Understanding
[NO] 539/782 | Facilitating Conditions as an Enabler, Not a Direct Motivator: A Robustness and Mediation Analysis of E-Learning Adoption
[NO] 540/782 | PICKT: Practical Interlinked Concept Knowledge Tracing for Personalized Learning using Knowledge Map Concept Relations
[NO] 541/782 | Variational Regularized Bilevel Estimation for Exponential Random Graph Models
[NO] 542/782 | SPACE: Noise Contrastive Estimation Stabilizes Self-Play Fine-Tuning for Large Language Models
[NO] 543/782 | Stability for Strichartz inequalities: Existence of minimizers
[NO] 544/782 | Towards Unified Semantic and Controllable Image Fusion: A Diffusion Transformer Approach
[NO] 545/782 | Near Field Electric (NFE): Energy-efficient, High-speed Communication at Decimeter-range
[NO] 546/782 | Nonreciprocal charge transport in an iron-based superconductor with broken inversion symmetry engineered by a hydrogen-concentration gradient
[NO] 547/782 | Minimal lepton models with non-holomorphic modular $A_{4}$ symmetry
[NO] 548/782 | CHIMERA: Adaptive Cache Injection and Semantic Anchor Prompting for Zero-shot Image Morphing with Morphing-oriented Metrics
[NO] 549/782 | Higgs bundle, isomonodromic leaves and minimal surfaces
[NO] 550/782 | Experimental Evidence of Néel-order-driven Magneto-optical Kerr Effect in an Altermagnetic Insulator
[NO] 551/782 | A Theoretical Framework of Student Agency in AI- Assisted Learning: A Grounded Theory Approach
[NO] 552/782 | Hyperflex: A SIMD-based DFA Model for Deep Packet Inspection
[NO] 553/782 | The relationship between offline partisan geographical segregation and online partisan segregation
[NO] 554/782 | Compactness of Extremals for Singular Anisotropic Trudinger-Moser functionals on bounded domain
[NO] 555/782 | Structure-conditioned input-to-state stability for layer-by-layer molecular computations in parallel chemical reaction networks
[NO] 556/782 | A Numerical Perspective on Moiré Superlattices: From Single-Particle Properties to Many-Body Physics
[NO] 557/782 | Scheduling in Quantum Satellite Networks: Fairness and Performance Optimization
[NO] 558/782 | Evidence for strong localization of orbital polarization
[NO] 559/782 | Incompressible 2D Euler equations with non-decaying random initial vorticity
[NO] 560/782 | Leveraging KV Similarity for Online Structured Pruning in LLMs
[NO] 561/782 | The Equational Theories Project: Advancing Collaborative Mathematical Research at Scale
[NO] 562/782 | Self-Supervised Learning on Molecular Graphs: A Systematic Investigation of Masking Design
[NO] 563/782 | Alterations of brain tissue structural complexity and disorder in Alzheimer's disease (AD): Fractal, multifractal, fractal transformation, and disorder strength analyses
[NO] 564/782 | Precise Liver Tumor Segmentation in CT Using a Hybrid Deep Learning-Radiomics Framework
[NO] 565/782 | Systematic determination of dust properties for a sample of 133 spatially resolved debris discs
[NO] 566/782 | Introduction to Ambisonics, Part 1: The Part With No Math
[NO] 567/782 | Toward More Reliable Artificial Intelligence: Reducing Hallucinations in Vision-Language Models
[NO] 568/782 | On the structure of increasing profits in a 1D general diffusion market with interest rates
[NO] 569/782 | Synchronization of Weak Signals in Dynamic Systems
[NO] 570/782 | Data-Driven Robust Safety Verification for Markov Decision Processes
[NO] 571/782 | An Infinite Transitivity Theorem
[NO] 572/782 | Long-wavelength UV-LEDs and charge management in the detection of gravitational waves in space
[NO] 573/782 | FRWKV:Frequency-Domain Linear Attention for Long-Term Time Series Forecasting
[NO] 574/782 | Chaotic and Predictable Representations for Markov Additive Processes with Levy Modulator
[NO] 575/782 | Modular Construction of Jastrow Factors for the Transcorrelated Method
[NO] 576/782 | Beyond Real: Imaginary Extension of Rotary Position Embeddings for Long-Context LLMs
[NO] 577/782 | A linear MARS method for three-dimensional interface tracking
[YES] 578/782 | aLEAKator: HDL Mixed-Domain Simulation for Masked Hardware \& Software Formal Verification
[NO] 579/782 | Machine Learning: Progress and Prospects
[NO] 580/782 | Alteraxial Phonons in Collinear Magnets
[NO] 581/782 | MeshRipple: Structured Autoregressive Generation of Artist-Meshes
[NO] 582/782 | The use of a simple digital weather station (not only) in teaching physics
[NO] 583/782 | Canonical bidirectional typechecking
[NO] 584/782 | Interlayer coupling driven phase evolution in hyperbolic $1T$-TaS$_2$
[NO] 585/782 | Control of Discrete-Time Linear Systems with Charge-Balanced Inputs
[YES] 586/782 | AutoICE: Automatically Synthesizing Verifiable C Code via LLM-driven Evolution
[NO] 587/782 | Towards Robust DeepFake Detection under Unstable Face Sequences: Adaptive Sparse Graph Embedding with Order-Free Representation and Explicit Laplacian Spectral Prior
[NO] 588/782 | Amulet: Fast TEE-Shielded Inference for On-Device Model Protection
[NO] 589/782 | Artificial Intelligence and Nuclear Weapons Proliferation: The Technological Arms Race for (In)visibility
[NO] 590/782 | From Real-World Traffic Data to Relevant Critical Scenarios
[NO] 591/782 | Recovery of the optimal control value function in reproducing kernel Hilbert spaces from verification conditions
[NO] 592/782 | Surface temperature of an accretion disk around a wormhole Kerr-mimicker
[NO] 593/782 | On local holomorphic maps between Hermitian manifolds preserving $(p,p)$-forms
[NO] 594/782 | Resonator-assisted single-photon frequency convertion in a conventional waveguide with a giant V-type atom
[NO] 595/782 | Social welfare optimisation in well-mixed and structured populations
[NO] 596/782 | AFarePart: Accuracy-aware Fault-resilient Partitioner for DNN Edge Accelerators
[NO] 597/782 | Expansivity of algebraic semigroup actions
[NO] 598/782 | Absence of the analytic continuation of elastic transmission eigenfunctions at rectangular corners
[NO] 599/782 | LocalSearchBench: Benchmarking Agentic Search in Real-World Local Life Services
[NO] 600/782 | MIDG: Mixture of Invariant Experts with knowledge injection for Domain Generalization in Multimodal Sentiment Analysis
[NO] 601/782 | When normalization hallucinates: unseen risks in AI-powered whole slide image processing
[NO] 602/782 | A model-free Screening procedure
[NO] 603/782 | The $D_{s0}^*(2317)^+$ decay to $D_s^+π^0$ and $D_s^{*+}γ$
[NO] 604/782 | Data-driven Exploration of Mobility Interaction Patterns
[YES] 605/782 | Training Language Models to Use Prolog as a Tool
[NO] 606/782 | Memory effects in wave-induced microplastic transport
[NO] 607/782 | Asymptotic analysis of shallow and deep forgetting in replay with Neural Collapse
[NO] 608/782 | Safety-Critical Control on Lie Groups Using Energy-Augmented Zeroing Control Barrier Functions
[NO] 609/782 | Empirical Results for Adjusting Truncated Backpropagation Through Time while Training Neural Audio Effects
[NO] 610/782 | Towards Reliable Test-Time Adaptation: Style Invariance as a Correctness Likelihood
[NO] 611/782 | Breaking Players' expectations: the Role of Non-player Characters' coherence and Consistency
[NO] 612/782 | Recent advancements in the tau reconstruction and identification techniques in CMS
[NO] 613/782 | Tessellation GS: Neural Mesh Gaussians for Robust Monocular Reconstruction of Dynamic Objects
[NO] 614/782 | Enhancing Small Object Detection with YOLO: A Novel Framework for Improved Accuracy and Efficiency
[NO] 615/782 | The Impact of Spatial Misalignment and Time Delay on Collaborative Presence in Augmented Reality
[NO] 616/782 | Traveling Wave Solutions For A Singular Diffusive Prey-Predator Model With Nonlocal Dispersal
[NO] 617/782 | Structure-Aware Feature Rectification with Region Adjacency Graphs for Training-Free Open-Vocabulary Semantic Segmentation
[NO] 618/782 | Multi-Rigid-Body Approximation of Human Hands with Application to Digital Twin
[NO] 619/782 | Size Matters: The Impact of Avatar Size on User Experience in Healthcare Applications
[NO] 620/782 | MultiAPI Spoof: A Multi-API Dataset and Local-Attention Network for Speech Anti-spoofing Detection
[NO] 621/782 | Communication-Efficient Serving for Video Diffusion Models with Latent Parallelism
[NO] 622/782 | A fluorescent color center in meteoritic Lonsdaleite
[NO] 623/782 | Inchworm-Inspired Soft Robot with Groove-Guided Locomotion
[NO] 624/782 | ReLaX: Reasoning with Latent Exploration for Large Reasoning Models
[YES] 625/782 | Do LLMs Trust the Code They Write?
[NO] 626/782 | SemanticTours: A Conceptual Framework for Non-Linear, Knowledge Graph-Driven Data Tours
[NO] 627/782 | Strong zero modes in integrable spin-S chains
[NO] 628/782 | Systematic Evaluation of Black-Box Checking for Fast Bug Detection
[NO] 629/782 | LongCat-Image Technical Report
[NO] 630/782 | Complementary Learning Approach for Text Classification using Large Language Models
[NO] 631/782 | Dynamic Screening Effects on Auger Recombination in Metal-Halide Perovskites
[NO] 632/782 | $φ$-test: Global Feature Selection and Inference for Shapley Additive Explanations
[NO] 633/782 | Uniform relativistic motion through a thermal bath as a thermodynamic resource
[NO] 634/782 | Interstellar Medium in Extremely High Star-Formation Regions: A Prospect of Observations on the Millimetron
[NO] 635/782 | Chemical complexity in star formation induced by stellar feedback: cores shock-formed by the supernova remnant W44
[NO] 636/782 | An effective criterion for multiple positive zeros of vertically parametrized polynomial systems
[NO] 637/782 | A simple proof of exponential decay for the near-critical planar Ising model
[NO] 638/782 | Performance of the SafeTerm AI-Based MedDRA Query System Against Standardised MedDRA Queries
[NO] 639/782 | SwissGov-RSD: A Human-annotated, Cross-lingual Benchmark for Token-level Recognition of Semantic Differences Between Related Documents
[NO] 640/782 | Bandwidth-Aware Network Topology Optimization for Decentralized Learning
[NO] 641/782 | Site-controlled quantum dot arrays edge-coupled to integrated silicon nitride waveguides and devices
[NO] 642/782 | Meta-analyses of dietary exposures must consider energy adjustment: recommendations from a meta-scientific review
[NO] 643/782 | Model-Based Reinforcement Learning Under Confounding
[NO] 644/782 | An effective bath state approach to model infrared spectroscopy and intramolecular dynamics in complex molecules
[NO] 645/782 | Compressible Euler equations with time-dependent damping in the critical regularity setting: global well-posedness and strong relaxation limit
[NO] 646/782 | Dictionary-Based Contrastive Learning for GNSS Jamming Detection
[NO] 647/782 | Valence band-satellite, temperature dependent magnetic and spectral study of α-Fe
[NO] 648/782 | Mediated Transmission of Quantum Synchronization in Star Networks
[NO] 649/782 | Merging exceptional point and quasi-bound state in the continuum in nanophotonic cavities
[NO] 650/782 | Efficient Low-Tubal-Rank Tensor Estimation via Alternating Preconditioned Gradient Descent
[NO] 651/782 | Mod-$\ell$ monodromy of double covers of $\mathbb{P}^n$ branched along hyperplane arrangements
[NO] 652/782 | Entire Functions on Lie Groups
[NO] 653/782 | Affordance Field Intervention: Enabling VLAs to Escape Memory Traps in Robotic Manipulation
[NO] 654/782 | On the emergence of preferred structures in quantum theory
[NO] 655/782 | Permanent and transitory crime risk in variable-density hot spot analysis
[YES] 656/782 | Native Parallel Reasoner: Reasoning in Parallelism via Self-Distilled Reinforcement Learning
[NO] 657/782 | Human Geometry Distribution for 3D Animation Generation
[NO] 658/782 | Generalized density functional theory framework for the non-linear density response of quantum many-body systems
[NO] 659/782 | Wedge Design
[NO] 660/782 | Prospects for independent measurement of $\boldsymbol{\ell}$=1,2,3 CMB anisotropy multipoles using the anisotropic Sunyaev-Zel'dovich effect
[NO] 661/782 | KAN-Dreamer: Benchmarking Kolmogorov-Arnold Networks as Function Approximators in World Models
[NO] 662/782 | A tropical formula for non-Archimedean local heights
[NO] 663/782 | Harmonic Geometric Polynomials via Geometric Polynomials and Their Applications
[NO] 664/782 | Structure preserving discretization method for 1D and 2D port-Hamiltonian systems using finite differences on staggered grids
[NO] 665/782 | Probing the Singularity of Scalar-Haired Black Holes with Holographic Complexity
[NO] 666/782 | Phase-space perturbation theory for cosmic large-scale structure
[NO] 667/782 | GlimmerNet: A Lightweight Grouped Dilated Depthwise Convolutions for UAV-Based Emergency Monitoring
[NO] 668/782 | Gradient estimates and Liouville properties for the drifted Laplacian
[NO] 669/782 | BSN: Light Curve Modeling and Orbital Evolution of the Total-Eclipse Contact Binary EZ Oct
[NO] 670/782 | Timelike showers with jet recoils
[NO] 671/782 | Multilingual corpora for the study of new concepts in the social sciences and humanities:
[NO] 672/782 | On semi-separability and differentiation matrices
[NO] 673/782 | Dispersive readout with two orthogonal modes of a dielectric cavity
[NO] 674/782 | Off-grid solar energy storage system with hybrid lithium iron phosphate (LFP) and lead-acid batteries in high mountains: a case report of Jiujiu Cabins in Taiwan
[NO] 675/782 | DeepAgent: A Dual Stream Multi Agent Fusion for Robust Multimodal Deepfake Detection
[NO] 676/782 | Debiasing Diffusion Priors via 3D Attention for Consistent Gaussian Splatting
[NO] 677/782 | Multiple Mertens theorems for arithmetic progressions
[NO] 678/782 | OpenVE-3M: A Large-Scale High-Quality Dataset for Instruction-Guided Video Editing
[NO] 679/782 | Performance Benchmarking of Tensor Trains for accelerated Quantum-Inspired Homogenization on TPU, GPU and CPU architectures
[NO] 680/782 | Group Representational Position Encoding
[NO] 681/782 | Analytic First Derivatives of Aufbau Suppressed Coupled Cluster Theory and their Perturbative Accuracy
[YES] 682/782 | ReasonBENCH: Benchmarking the (In)Stability of LLM Reasoning
[NO] 683/782 | Hot, Photoionized X-ray Gas in Two Luminous Type 2 Quasars: Chandra-HST Evidence for a Wind-Driven Sequence
[NO] 684/782 | Designing Co-operation in Systems of Hierarchical, Multi-objective Schedulers for Stream Processing
[NO] 685/782 | Nahm sum identities for Cartan matrices of type $D_k$
[NO] 686/782 | Strongly driven cavity quantum electrodynamical-optomechanical hybrid system
[NO] 687/782 | Thermal ionization of impurity-bound quasiholes in the fractional quantum Hall effect
[NO] 688/782 | Holography of quarter-BPS AdS bubbles
[NO] 689/782 | Anomalous coarsening and nonlinear diffusion of kinks in an one-dimensional quasi-classical Holstein model
[NO] 690/782 | Quantitative indistinguishability and sparse and dense clusters in factor of IID percolations
[NO] 691/782 | A scalable and real-time neural decoder for topological quantum codes
[NO] 692/782 | Time-asymptotic behavior of the Boltzmann equation with random inputs in whole space and its stochastic Galerkin approximation
[NO] 693/782 | SAVE: Sparse Autoencoder-Driven Visual Information Enhancement for Mitigating Object Hallucination
[NO] 694/782 | Improving action classification with brain-inspired deep networks
[NO] 695/782 | Sunset integrals with up to three mass scales in chiral perturbation theory: a comparative study of the Mellin-Barnes representation technique
[NO] 696/782 | The Native Spiking Microarchitecture: From Iontronic Primitives to Bit-Exact FP8 Arithmetic
[NO] 697/782 | Research on a Monitoring System for High-Voltage Cables in a Coal Mine Based on Intelligent Sensing Technology
[NO] 698/782 | UnCageNet: Tracking and Pose Estimation of Caged Animal
[NO] 699/782 | Each Prompt Matters: Scaling Reinforcement Learning Without Wasting Rollouts on Hundred-Billion-Scale MoE
[NO] 700/782 | Guiding What Not to Generate: Automated Negative Prompting for Text-Image Alignment
[NO] 701/782 | Optimal Control of a Higher-Order Cahn-Hilliard Equation Coupled with Brinkman Equation
[NO] 702/782 | DIST-CLIP: Arbitrary Metadata and Image Guided MRI Harmonization via Disentangled Anatomy-Contrast Representations
[NO] 703/782 | Notes on GLSMs for Supermanifolds and Their Mirrors
[NO] 704/782 | Depth-Wise Activation Steering for Honest Language Models
[YES] 705/782 | Bridging Code Graphs and Large Language Models for Better Code Understanding
[NO] 706/782 | A Framework for Data Valuation and Monetisation
[NO] 707/782 | Geometric Characterization of Anisotropic Correlations via Mutual Information Tomography
[NO] 708/782 | An AI-Powered Autonomous Underwater System for Sea Exploration and Scientific Research
[NO] 709/782 | Kružkov-type uniqueness theorem for a non-monotone flow function case with application to Riemann problem solutions
[NO] 710/782 | Factorization envelopes and enveloping vertex algebras
[NO] 711/782 | MoCA: Mixture-of-Components Attention for Scalable Compositional 3D Generation
[NO] 712/782 | Incorporating Structure and Chord Constraints in Symbolic Transformer-based Melodic Harmonization
[NO] 713/782 | Time Series Foundation Models for Process Model Forecasting
[NO] 714/782 | Approximating sub-riemannian structures by Riemannian metrics and spectral convergence
[NO] 715/782 | A Retrospective on Ultrasound Mid-Air Haptics in HCI
