[2026-05-14 11:13:39] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-13
正在获取论文...
[arXiv] 2026-05-13 | State-of-art minibatches via novel DPP kernels: discretization, wavelets, and rough objectives
[arXiv] 2026-05-13 | Selective Octahedral Accommodation of Cr$^{3+}$ and Weak Magnetic Connectivity in the Sugilite Analogue KNa$_2$Cr$_2$Li$_3$Si$_{12}$O$_{30}$
[arXiv] 2026-05-13 | Decision Tree Learning on Product Spaces
[arXiv] 2026-05-13 | CLOUDBURST: Cloud-Layer Observations Using Beacons for Unified Real-time Surveillance and Threat Attribution
[arXiv] 2026-05-13 | Leveraging Speech to Identify Signatures of Insight and Transfer in Problem Solving
[arXiv] 2026-05-13 | Controlling Logical Collapse in LLMs via Algebraic Ontology Projection over F2
[arXiv] 2026-05-13 | GTA: Advancing Image-to-3D World Generation via Geometry Then Appearance Video Diffusion
[arXiv] 2026-05-13 | A Uniformly Accurate Multiscale Time Integrator for the Klein-Gordon-Schrödinger Equations in the Nonrelativistic Regime via Simplified Transmission Conditions
[arXiv] 2026-05-13 | An Activity-Theoretical Approach to Teacher Professional Development in Pedagogical AI Agent Design
[arXiv] 2026-05-13 | Anatomy-Slot: Unsupervised Anatomical Factorization for Homologous Bilateral Reasoning in Retinal Diagnosis
[arXiv] 2026-05-13 | An irreducible real projective plane in the 4-sphere
[arXiv] 2026-05-13 | Data Difficulty and the Generalization--Extrapolation Tradeoff in LLM Fine-Tuning
[arXiv] 2026-05-13 | Robust Sequential Experimental Design for A/B Testing
[arXiv] 2026-05-13 | When Do LLMs Generate Realistic Social Networks? A Multi-Dimensional Study of Culture, Language, Scale, and Method
[arXiv] 2026-05-13 | DynoJEPP: Joint Estimation, Prediction and Planning in Dynamic Environments
[arXiv] 2026-05-13 | Beyond Cooperative Simulators: Generating Realistic User Personas for Robust Evaluation of LLM Agents
[arXiv] 2026-05-13 | From Polynomial Stability to Periodic Well-posedness in Partially Dissipative Systems
[arXiv] 2026-05-13 | Seed Bank, Co-op, Stoop Swap: Metaphors for Governing Language Model Data for Creative Writing
[arXiv] 2026-05-13 | Ultrafast wide-field 3D topography with extended depth of field
[arXiv] 2026-05-13 | Exploring Human-Robot Collaboration: Analysis of Interaction Modalities in Challenging Tasks
[arXiv] 2026-05-13 | GRIP-VLM: Group-Relative Importance Pruning for Efficient Vision-Language Models
[arXiv] 2026-05-13 | Exploiting Pre-trained Encoder-Decoder Transformers for Sequence-to-Sequence Constituent Parsing
[arXiv] 2026-05-13 | Percolation representations of additive particle systems
[arXiv] 2026-05-13 | Invertible Symmetry and Spontaneous Duality Breaking in the Transverse-Field Ising Model
[arXiv] 2026-05-13 | Petrov type extension for multivalued contraction mappings
[arXiv] 2026-05-13 | AI Harness Engineering: A Runtime Substrate for Foundation-Model Software Agents
[arXiv] 2026-05-13 | Lamb Shift of Landau Levels in Two-Dimensional Electron Systems in a Multimode Resonator
[arXiv] 2026-05-13 | Evaluating alternative spin scenarios of $P_{c\bar{c}}(4440)$ and $P_{c\bar{c}}(4457)$ using heavy quark symmetries
[arXiv] 2026-05-13 | Diversity of Extensions in Abstract Argumentation
[arXiv] 2026-05-13 | FIND: Toward Multimodal Financial Reasoning and Question Answering for Indic Languages
[arXiv] 2026-05-13 | Tracing Persona Vectors Through LLM Pretraining
[arXiv] 2026-05-13 | A Guide to Applications of $k$-Contact Geometry in Dissipative Field Equations
[arXiv] 2026-05-13 | SimART: A Unified and Open Real-world Multimodal Simulation Platform for 6G Integrated Sensing and Communication
[arXiv] 2026-05-13 | Safe Bayesian Optimization for Uncertain Correlations Matrices in Linear Models of Co-Regionalization
[arXiv] 2026-05-13 | Discrete Diffusion for Complex and Congested Multi-Agent Path Finding with Sparse Social Attention
[arXiv] 2026-05-13 | CANTANTE: Optimizing Agentic Systems via Contrastive Credit Attribution
[arXiv] 2026-05-13 | Img2CADSeq: Image-to-CAD Generation via Sequence-Based Diffusion
[arXiv] 2026-05-13 | Delightful Exploration
[arXiv] 2026-05-13 | Learning Perturbations to Extrapolate Your LLM
[arXiv] 2026-05-13 | Electron - acoustic phonons scattering in quantum wells in a tilted quantizing magnetic field
[arXiv] 2026-05-13 | Submodular Multi-Agent Policy Learning for Online Distributed Task Allocation in Open Multi-Agent Systems
[arXiv] 2026-05-13 | Chem-GMNet: A Sphere-Native Geometric Transformer for Molecular Property Prediction
[arXiv] 2026-05-13 | Multiband Superconductivity in the Exactly Solvable Hatsugai-Kohmoto Model
[arXiv] 2026-05-13 | X-Restormer++: 1st Place Solution for the UG2+ CVPR 2026 All-Weather Restoration Challenge
[arXiv] 2026-05-13 | Factorization of denominators as a `fuel' for Feynman integral reduction
[arXiv] 2026-05-13 | Real-time Gaussian Process based Approximate Model Predictive Trajectory Tracking Control for Autonomous Vehicles
[arXiv] 2026-05-13 | GAGPO: Generalized Advantage Grouped Policy Optimization
[arXiv] 2026-05-13 | Diversity in Evolutionary Status and Magnetic Activity among Solar-Type Twin Detached Eclipsing Binaries
[arXiv] 2026-05-13 | Calibration-Free Gas Source Localization with Mobile Robots: Source Term Estimation Based on Concentration Measurement Ranking
[arXiv] 2026-05-13 | Observation of an aperiodic polariton monotile
[arXiv] 2026-05-13 | Indefinite Stochastic Linear-Quadratic Optimal Control Problems with Random Coefficients and Poisson Jumps: Closed-Loop Representation of Open-Loop Optimal Controls
[arXiv] 2026-05-13 | Size and spectral conditions for a graph with given minimum degree to be $k$-$d$-critical
[arXiv] 2026-05-13 | McCast: Memory-Guided Latent Drift Correction for Long-Horizon Precipitation Nowcasting
[arXiv] 2026-05-13 | Onsager-variational formulation of diffuse-domain methods for computational modeling of microscale fluid-structure interactions
[arXiv] 2026-05-13 | Neural Networks, Dispersion Relations and the Thermal Bootstrap
[arXiv] 2026-05-13 | Prospects for Measuring $H\to \rm{invisble}$ at the FCCee
[arXiv] 2026-05-13 | Does Engram Do Memory Retrieval in Autoregressive Image Generation?
[arXiv] 2026-05-13 | Asymptotic study of supercritical generalized SQG equations in critical Sobolev spaces
[arXiv] 2026-05-13 | A survey on normal forms of real submanifolds with CR singularity
[arXiv] 2026-05-13 | GenCape: Structure-Inductive Generative Modeling for Category-Agnostic Pose Estimation
[arXiv] 2026-05-13 | Generative Modeling of Approximately Periodic Time Series by a Posterior-Weighted Gaussian Process
[arXiv] 2026-05-13 | On Hallucinations in Inverse Problems: Fundamental Limits and Provable Assessment Methods
[arXiv] 2026-05-13 | A Constraint Programming Approach for $n$-Day Lookahead Playoff Clinching
[arXiv] 2026-05-13 | UIBenchKit: A unified toolkit for design-to-code model evaluation
[arXiv] 2026-05-13 | Multi-Modal Guided Multi-Source Domain Adaptation for Object Detection
[arXiv] 2026-05-13 | Dark photon searches in the photon channel
[arXiv] 2026-05-13 | Minimal Majoron Dark Matter
[arXiv] 2026-05-13 | Phase Ordering in a few O(n) Symmetric Models: Slow Growth, Mpemba Effect and Experimental Relevance
[arXiv] 2026-05-13 | Crossover and universality breaking in the dilute Baxter-Wu model
[arXiv] 2026-05-13 | Causal Learning with the Invariance Principle
[arXiv] 2026-05-13 | On the Apparent Correlation between X-ray and Neutrino Luminosities of Active Galactic Nuclei
[arXiv] 2026-05-13 | Phy-CoSF: Physics-Guided Continuous Spectral Fields Reconstruction and Super-Resolution for Snapshot Compressive Imaging
[arXiv] 2026-05-13 | A new proof of the transfer of regularity for kinetic equations
[arXiv] 2026-05-13 | Joint Segment Activation and Antenna Placement for Uplink SWAN Systems
[arXiv] 2026-05-13 | Anisotropic Dopant and Strain Architectures in WS$_2$ Nanocrystals Driven by Growth Kinetics
[arXiv] 2026-05-13 | Dynamical Predictive Modelling of Cardiovascular Disease Progression Post-Myocardial Infarction via ECG-Trained Artificial Intelligence Model
[arXiv] 2026-05-13 | Uncertainty-Aware Prediction of Lung Tumor Growth from Sparse Longitudinal CT Data via Bayesian Physics-Informed Neural Networks
[arXiv] 2026-05-13 | Nonexistence of certain classes of generalized bent functions: Revisiting the element partition method
[arXiv] 2026-05-13 | Mixed neural posterior estimation for simulators with discrete and continuous parameters
[arXiv] 2026-05-13 | RealICU: Do LLM Agents Understand Long-Context ICU Data? A Benchmark Beyond Behavior Imitation
[arXiv] 2026-05-13 | Towards Unified Surgical Scene Understanding:Bridging Reasoning and Grounding via MLLMs
[arXiv] 2026-05-13 | Solvable Automorphism Groups of Varieties
[arXiv] 2026-05-13 | Many-Shot CoT-ICL: Making In-Context Learning Truly Learn
[arXiv] 2026-05-13 | Quantifying information flow along a stochastic trajectory
[arXiv] 2026-05-13 | A Multi-Modal Intelligent U2V Channel Model for 6G Sensing-Communication Integration
[arXiv] 2026-05-13 | Task-Aware Automated User Profile Generation for Recommendation Simulation Using Large Language Models
[arXiv] 2026-05-13 | The Gallai Vertex Problem is $Θ_2^p$-Complete
[arXiv] 2026-05-13 | R^2-Mem: Reflective Experience for Memory Search
[arXiv] 2026-05-13 | Discovery of Hidden Miscalibration Regimes
[arXiv] 2026-05-13 | Exploiting ionization dynamics in the nitrogen vacancy center for rapid, high-contrast spin and charge state initialization
[arXiv] 2026-05-13 | Dean-Kawasaki Equation with Biot-Savart and Keller-Segel Interactions: Existence and Large Deviations
[arXiv] 2026-05-13 | Space-Charge Effects in Silicon Reconfigurable Nonlinear-Processing Units
[arXiv] 2026-05-13 | The impact of flickering variability and magnetisation on the dynamics, stability and morphology of radio-loud AGN jets
[arXiv] 2026-05-13 | Z-Order Transformer for Feed-Forward Gaussian Splatting
[arXiv] 2026-05-13 | On the Darboux-Halphen system: Jacobi vs Lie
[arXiv] 2026-05-13 | Liquid Tree Automata
[arXiv] 2026-05-13 | Classification of solutions to the singular Liouville's equation associated with the $N$ Finsler Laplacian
[arXiv] 2026-05-13 | Magnetic fields in monoclinic $α$-RuCl$_3$ reveal rhombohedral inclusions underlying apparent oscillations
[arXiv] 2026-05-13 | Asymptotically Optimal Ergodic Coverage on Generalized Motion Fields
[arXiv] 2026-05-13 | Revisiting CUR Perturbation Analysis: A Local Tangent-Space Expansion
[arXiv] 2026-05-13 | TurboGR: An Accelerated Training System for Large-Scale Generative Recommendation
[arXiv] 2026-05-13 | Text2Score: Generating Sheet Music From Textual Prompts
[arXiv] 2026-05-13 | Towards a holistic understanding of Selection Bias for Causal Effect Identification
[arXiv] 2026-05-13 | LIFT: Last-Mile Fine-Tuning for Table Explicitation
[arXiv] 2026-05-13 | Combining pre-trained models via localized model averaging
[arXiv] 2026-05-13 | Remarks on diagonal dimension for algebraic stacks
[arXiv] 2026-05-13 | Ultracontractivity of Heat semigroups in $\mathrm{L}^{2}\left( Ω\right)$ with non-local Robin boundary conditions using Nash's inequality
[arXiv] 2026-05-13 | From Rosetta to Match-Up: A Paired Corpus of Linguistic Puzzles with Human and LLM Benchmarks
[arXiv] 2026-05-13 | Decoupled Azimuth Elevation AoA Estimation Exploiting Kronecker Separable Steering Matrices
[arXiv] 2026-05-13 | Bounded-Input True Proportional Navigation for Impact-Time Control
[arXiv] 2026-05-13 | Enhancing a Risk Model by Adding Transient Statistical Factors
[arXiv] 2026-05-13 | Galilean State Estimation for Inertial Navigation Systems with Unknown Time Delay
[arXiv] 2026-05-13 | Extending Blockchain Untraceability with Plausible Deniability
[arXiv] 2026-05-13 | Quantitative Linear Logic for Neuro-Symbolic Learning and Verification
[arXiv] 2026-05-13 | Quantum Field Theory of Black Hole Perturbations with Backreaction VI. Apparent Horizons, Quasi-Local Mass and Effective Classical Metrics
[arXiv] 2026-05-13 | On the asymptotic behavior at the kinetic time of a weakly interacting Fermi gas
[arXiv] 2026-05-13 | Violations of the Leggett-Garg inequality in Hybrid Liouvillian Dynamics: The Nonlinear Role of Detector Efficiency
[arXiv] 2026-05-13 | Observation of end-to-end pumping in a quasiperiodic Fibonacci-type photonic chain
[arXiv] 2026-05-13 | Shared quasispecies architecture in experimental and natural RNA virus populations
[arXiv] 2026-05-13 | Toward a practical handbook for choosing among causal inference methods in non-randomized studies with binary outcomes: A simulation study for applied researchers
[arXiv] 2026-05-13 | UNIONS-3500 Weak Lensing: III. 2D Cosmological Constraints in Configuration Space
[arXiv] 2026-05-13 | Locale-Conditioned Few-Shot Prompting Mitigates Demonstration Regurgitation in On-Device PII Substitution with Small Language Models
[arXiv] 2026-05-13 | Reframing preprocessing selection as model-internal calibration in near-infrared spectroscopy: A large-scale benchmark of operator-adaptive PLS and Ridge models
[arXiv] 2026-05-13 | HIR-ALIGN: Enhancing Hyperspectral Image Restoration via Diffusion-Based Data Generation
[arXiv] 2026-05-13 | Position: Assistive Agents Need Accessibility Alignment
[arXiv] 2026-05-13 | Beyond Anthropomorphism: Exploring the Roles of Perceived Non-humanity and Structural Similarity in Deep Self-Disclosure Toward Generative AI
[arXiv] 2026-05-13 | Upgrade of the Belle II Vertex Detector with Depleted Monolithic CMOS Active Pixel Sensors
[arXiv] 2026-05-13 | Cryogenic microwave frequency combs based on quantum paraelectric superconducting resonators
[arXiv] 2026-05-13 | Exclusive dimuon production and coherent charmonium photoproduction at forward rapidity in ultra-peripheral Pb$-$Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}=5.36}$ TeV
[arXiv] 2026-05-13 | Probing Floquet topological phases via non-Hermitian skin effect of reflected waves
[arXiv] 2026-05-13 | Metastable Hyperuniformity at Discontinuous Absorbing Transitions
[arXiv] 2026-05-13 | When Weak Fields Arent Weak: Post-Newtonian effective theory and the Dark Matter Puzzle
[arXiv] 2026-05-13 | Emergence of information interference in stochastic systems with non-diagonal noise and switching environments
[arXiv] 2026-05-13 | Self-Supervised On-Policy Reinforcement Learning via Contrastive Proximal Policy Optimisation
[arXiv] 2026-05-13 | Causal Discovery via Statistical Power (CDSP)
[arXiv] 2026-05-13 | AttenA+: Rectifying Action Inequality in Robotic Foundation Models
[arXiv] 2026-05-13 | CA-GCL: Cross-Anatomy Global-Local Contrastive Learning for Robust 3D Medical Image Understanding
[arXiv] 2026-05-13 | UNIONS-3500 Weak Lensing: IV. 2D cosmological constraints in harmonic space
[arXiv] 2026-05-13 | Integration of an Agent Model into an Open Simulation Architecture for Scenario-Based Testing of Automated Vehicles
[arXiv] 2026-05-13 | HLS-Seek: QoR-Aware Code Generation for High-Level Synthesis via Proxy Comparative Reward Reinforcement Learning
[arXiv] 2026-05-13 | AI-Generated Slides: Are They Good? Can Students Tell?
[arXiv] 2026-05-13 | Spectral Properties of the Logarithmic Laplacian with Indefinite Weights
[arXiv] 2026-05-13 | On Ramanujam's Theorem About Finite Fimensional Groups of Automorphisms
[arXiv] 2026-05-13 | Plastics and Composite Materials
[arXiv] 2026-05-13 | Phantom Force: Injecting Adversarial Tactile Perceptions into Embodied Intelligence via EMI
[arXiv] 2026-05-13 | What does it mean to have a quantum gravitational theory of de Sitter Space?
[arXiv] 2026-05-13 | Path-independent Flow Matching for Multi-parameter Generative Dynamics
[arXiv] 2026-05-13 | Effective Context in Transformers: An Analysis of Fragmentation and Tokenization
[arXiv] 2026-05-13 | Vectorial field reconstruction without detecting the field
[arXiv] 2026-05-13 | First Light And Reionization Epoch Simulations (FLARES) XXI: The UV Indices of Galaxies in the Early Universe
[arXiv] 2026-05-13 | Twincher: Bijective Representation Learning for Robust Inversion of Continuous Systems
[arXiv] 2026-05-13 | OP4KSR: One-Step Patch-Free 4K Super-Resolution with Periodic Artifact Suppression
[arXiv] 2026-05-13 | Assessing the Creativity of Large Language Models: Testing, Limits, and New Frontiers
[arXiv] 2026-05-13 | Stability for barriers of n-dimensional convex bodies with surface area close to Jones' bound
