[2026-07-10 11:52:49] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-09
正在获取论文...
[arXiv] 2026-07-09 | Infinitely many sign-changing solutions for critical Hamiltonian systems with linear perturbation
[arXiv] 2026-07-09 | Towards Precision Therapy in Hepatocellular Carcinoma: A Clinical-Reasoning LLM for Risk Stratification and Treatment Guidance
[arXiv] 2026-07-09 | FAST Discovery of $μ$Jy Radio Pulsations from PSR J2238+5903, Providing a DM Distance Anchor for the Candidate TeV Halo 1LHAASO J2238+5900
[arXiv] 2026-07-09 | Beyond ΛCDM with the SKA Observatory -- II: Unveiling the Secrets of the Early Universe
[arXiv] 2026-07-09 | Distributed Monogamy of Entanglement limits Quantum Channel Simulation
[arXiv] 2026-07-09 | Mittag-Leffler-Type Forecast-Error Growth as a Diagnostic Indicator of Fractional Dynamics
[arXiv] 2026-07-09 | On Constructing Most General Solutions for Parametric Constraints (Extended Preprint)
[arXiv] 2026-07-09 | ImputeViz: A Visual Analytics Dashboard for Diagnosing Missing Data and Comparing Imputation Methods
[arXiv] 2026-07-09 | Intracellular luminescence thermometry: A story of disagreement, trust, and hope
[arXiv] 2026-07-09 | Horizon-redshift transfer in black-hole direct-wave damping
[arXiv] 2026-07-09 | How to measure tidal dissipation in long resonant chains
[arXiv] 2026-07-09 | A circumbinary approach to the study of spin-orbit resonances around irregular shaped bodies. Application to the Quaoar system
[arXiv] 2026-07-09 | Modeling Stakeholders and Lifecycle Requirements of Marine Hydrokinetic Energy Systems
[arXiv] 2026-07-09 | SAGA: Stable Acceleration Guidance for Autoregressive Video Generation
[arXiv] 2026-07-09 | On-Orbit Calibration of Danuri/PolCam. II. Radiometric Calibration
[arXiv] 2026-07-09 | Unit-Independent Low-Rate Wrist GSR Processing for Stress Detection Using Phasic nSCR Features
[arXiv] 2026-07-09 | Optimizing LZSM protocol for high-fidelity gates in open-system fluxonium
[arXiv] 2026-07-09 | UniRef-UAV: A Multimodal Benchmark for Universal Referring in UAV Imagery
[arXiv] 2026-07-09 | The $\ominus$-metric to compare phylogenetic networks
[arXiv] 2026-07-09 | MentalHospital: A Virtual Environment for Evaluating Psychiatric Clinical Encounters
[arXiv] 2026-07-09 | Best-of-$N$ TTS Evaluation is Confounded by ASR Family Alignment
[arXiv] 2026-07-09 | Compete Then Collaborate: Frontier AI Teachers Build a Verifiable Curriculum to Improve a Coding Student Beyond Imitation
[arXiv] 2026-07-09 | On the Design of Mixture-of-Experts for Dynamic Gaussian Splatting
[arXiv] 2026-07-09 | HSA: Hierarchical Slot Attention for Multi-granularity Scene-Decomposition
[arXiv] 2026-07-09 | Probing Quadratically Coupled Ultralight Dark Matter with the Laser Interferometer Space Antenna
[arXiv] 2026-07-09 | Multiuser Zak-OTFS on the Uplink with Superimposed Spread-Pilots
[arXiv] 2026-07-09 | Mini-Programs, Mega-Problems: Unveiling OAuth-based Authentication Misuses in Mini-Programs via Dynamic Analysis
[arXiv] 2026-07-09 | Sub-Infinite Horizon Stochastic Linear-Quadratic Optimal Control Problems and Delayed Backward Riccati Equations
[arXiv] 2026-07-09 | From Thesis to Transition: An INSIGHT-Inspired Approach to Co-Designing Industry 5.0 Competency Pathways for Early-Stage Researchers
[arXiv] 2026-07-09 | Quantum linear solvers for quantum chemistry: prospects of exponential quantum advantage
[arXiv] 2026-07-09 | Extracting inter-nuclear distances in the oxygen molecule interacting with an XFEL-pulse: a fundamental system for understanding Coulomb explosion imaging
[arXiv] 2026-07-09 | A Constructive Field of Infinitesimals: Chunk and Permeate Approach
[arXiv] 2026-07-09 | Efficient High-Dimensional Quantum Circuit Synthesis: From Multi-Controlled Gates to Isometries and Quantum Channels
[arXiv] 2026-07-09 | Parallel simulation of rarefied gas flows on unstructured meshes using the DIG-augmented DSMC method
[arXiv] 2026-07-09 | Open-ended Multi-agent Autocurricula via Visual Inspection of Policies with Multi-modal LLMs
[arXiv] 2026-07-09 | Dual-Correlation Hypergraph Network for Unaligned RGBT Video Object Detection and A Large-scale Benchmark
[arXiv] 2026-07-09 | Probabilistic pseudo knot theory
[arXiv] 2026-07-09 | Covering Points with Rectangular Boundaries
[arXiv] 2026-07-09 | Finite Convergence of the Modal Mu-Calculus on Almost-Periodic Words
[arXiv] 2026-07-09 | Overthinking: Amplifying Reasoning Weights to Extract Learned Secrets
[arXiv] 2026-07-09 | Attention-Based Segmentation of WMHs and Differentiation of Vascular vs. Demyelinating Lesions
[arXiv] 2026-07-09 | Charge-partition pathways in strong-field photoionization of carbonyl sulfide monomers and dimers
[arXiv] 2026-07-09 | Supersoluble groups and the probability of generating a supersoluble subgroup
[arXiv] 2026-07-09 | SQuaD-SQL: Efficient Text-to-SQL with Small Language Models via LLM-Guided Knowledge Distillation
[arXiv] 2026-07-09 | Directed proof-relevant logical relations in simplicial HoTT
[arXiv] 2026-07-09 | Generation and Characterization of Surface-Attached Ultrathin Liquid Sheets for Grazing-Incidence X-ray Scattering
[arXiv] 2026-07-09 | On-sky dark hole diggin' with implicit Electric Field Conjugation on MagAO-X
[arXiv] 2026-07-09 | Invertibility of Anticommutator and Commutators of Higher Degree of $n$-potent Elements
[arXiv] 2026-07-09 | Physics-informed neural networks for shock capturing in inviscid flows around an airfoil
[arXiv] 2026-07-09 | RadLoc: Radar-based 3-DoF Global Localization via Fast, Robust, and Lightweight Spatial Descriptor Across Diverse Environmental Scenarios
[arXiv] 2026-07-09 | Sharp Spectral Bounds for Symmetric Positive Definite Tensors via Multiple Algebraic Invariants
[arXiv] 2026-07-09 | Contrastive Order Learning: A General Framework for Ordinal Regression
[arXiv] 2026-07-09 | The Periodic Table and the Group SO(4,4): II. Double SO(4,2)-tower
[arXiv] 2026-07-09 | EVIS: A Physics-Grounded Event Camera Plugin for NVIDIA Isaac Sim
[arXiv] 2026-07-09 | zkComposer: Decomposing Proof Construction to Scale zkML
[arXiv] 2026-07-09 | Equivariant Quantum Clustering with Differential Privacy: Parameter-Efficient Privacy-Preserving Analysis Across Heterogeneous Sensitive Datasets
[arXiv] 2026-07-09 | An analytic model for a total process of gravitational collapse: From star to Schwarzschild black hole
[arXiv] 2026-07-09 | HeadRoom: Lightweight, Edge-deployable Pipeline for Adaptive Notification Routing
[arXiv] 2026-07-09 | Robust Heteroskedastic Matrix Factorization: A Generalization of PCA that Flags Outliers and Handles Missing Data
[arXiv] 2026-07-09 | MASTE: A Multi-Agent Pipeline for Zero-Shot Aspect Sentiment Triplet Extraction
[arXiv] 2026-07-09 | PARA-PV: Physics-Aware Retrieval-Augmented PV Prediction Based on Frozen Foundation Model and Distribution Shift Correction
[arXiv] 2026-07-09 | Experimental demonstration of entanglement sudden death induced by natural dissipation
[arXiv] 2026-07-09 | Modular Pretraining Enables Access Control
[arXiv] 2026-07-09 | A Non-Decoupled Time-Domain Direct Sampling Method for Inverse Elastic Medium Scattering
[arXiv] 2026-07-09 | Polish spaces of separable Banach lattices
[arXiv] 2026-07-09 | Extremal problems on disjoint path covers of graphs
[arXiv] 2026-07-09 | When Thinking Hurts: Epistemic Signals in the Reasoning Chains of Visual Language Models
[arXiv] 2026-07-09 | Catching Disguised Transients with ASTRANet: Anomaly-Aware Spectroscopic Classification and Conformal Calibration
[arXiv] 2026-07-09 | A Transport Theory of Turbulent Coronal Heating in General Geometry
[arXiv] 2026-07-09 | PLURAL: A Global Dataset for Value Alignment
[arXiv] 2026-07-09 | What to Keep, What to Forget: A Rate--Distortion View of Memory Compaction in LLMs and Agents
[arXiv] 2026-07-09 | Acceleration in 3D Einstein-Gauss-Bonnet Gravity
[arXiv] 2026-07-09 | From Prompts to Contracts: Harness Engineering for Auditable Enterprise LLM Agents
[arXiv] 2026-07-09 | LightCrafter: PBR-Conditioned Video Diffusion Refinement for Controllable and Consistent Relighting
[arXiv] 2026-07-09 | LOGOS: Language-guided Oriented Object Detection in Aerial Scenes
[arXiv] 2026-07-09 | ZipDepth: Bringing Lightweight Zero-Shot Monocular Depth Anywhere, on Any Device
[arXiv] 2026-07-09 | Enhancing In-context Panoramic Generation via Geometric-aware Pretraining
[arXiv] 2026-07-09 | One-cusped Dehn fillings of the sisters of the Whitehead and $6^2_2$ link complements
[arXiv] 2026-07-09 | Score Accuracy Along the Forward Diffusion Does Not Certify Numerical Stability in Diffusion Sampling
[arXiv] 2026-07-09 | Finding Simple Proofs for First-Order Optimization
[arXiv] 2026-07-09 | Phase-dependent kink collisions and dual critical-velocity branches in the complex sine-Gordon model
[arXiv] 2026-07-09 | DexVerse: A Modular Benchmark for Multi-Task, Multi-Embodiment Dexterous Manipulation
[arXiv] 2026-07-09 | Deep Spectroscopic Follow-Up of Maisie's Galaxy -- A Typical Galaxy in the Early Universe
[arXiv] 2026-07-09 | Using AI-based Learning Assistants in Higher Education: A Large-Scale Descriptive Analysis
[arXiv] 2026-07-09 | SACRA-K: A Performance-Portable Numerical Relativity Code with Kokkos
[arXiv] 2026-07-09 | ARDY: Autoregressive Diffusion with Hybrid Representation for Interactive Human Motion Generation
[arXiv] 2026-07-09 | Workflow as Knowledge: Semantic Persistence for LLM-Mediated Workflows
[arXiv] 2026-07-09 | Sculptable Mesh Structures for Room-Scale Form-Finding
[arXiv] 2026-07-09 | Severity estimation in dependent collective risk models
[arXiv] 2026-07-09 | Multimodal Digital Biomarker for Asthma: Complementary Roles of Vocal, Clinical and Demographic Factors
[arXiv] 2026-07-09 | LTM: Large-scale Terrain Model for Wildfire-prone Landscapes
[arXiv] 2026-07-09 | Heavy quark coalescence probability in the presence of a potential
[arXiv] 2026-07-09 | The Impact of Planetary Phase Functions on Exo-Earth Detectability with EXOSIMS
[arXiv] 2026-07-09 | Do You Need a Frontier Model as a Citation Verifier? Benchmarking Rubric LLMs for Deep-Research Source Attribution
[arXiv] 2026-07-09 | Detection of the Polycyclic Aromatic Hydrocarbon Phenalene (C$_{13}$H$_{10}$) in the Very Low Luminosity Object (VeLLO) MC27/L1521F
[arXiv] 2026-07-09 | Artificial Persons
[arXiv] 2026-07-09 | Magnetophonon Resistance Oscillations in Structures with a GaAs Quantum Well and Barriers of AlAs/GaAs$\langleδ$-Si$\rangle$ Superlattices
[arXiv] 2026-07-09 | Chaos in the Order of Finite Bernoulli Convolutions
[arXiv] 2026-07-09 | Inverse Transfer and Coherence in Rotating Stratified Flow with Clouds and Phase Transitions
[arXiv] 2026-07-09 | Reduction modulo p of crystalline Galois representations via μ_p-equivariance
[arXiv] 2026-07-09 | Secondary Hadron--Nucleus Collisions of Short-Lived Hadrons in Ultra-Relativistic Fixed-Target Heavy-Ion Interactions
[arXiv] 2026-07-09 | VAPOLA -- A multi-year, multi-band polarization survey of AGN and Sgr A* at mm wavelengths with ALMA I. Survey Overview and Science-Ready Archival Products
[arXiv] 2026-07-09 | Secure Decentralized Federated Learning via Gossip and Virtual Voting
[arXiv] 2026-07-09 | Native Video-Action Pretraining for Generalizable Robot Control
[arXiv] 2026-07-09 | Symmetry as a route to generalized bosonic Kitaev chains
[arXiv] 2026-07-09 | Triangulene-based diradicals as a blueprint for molecular quantum platforms with optical addressability and long spin coherence times
[arXiv] 2026-07-09 | Uncountably many extremal Series--Sinai states for the Ising model on Lobachevsky lattices
[arXiv] 2026-07-09 | The complexities of patient-centred conversational artificial intelligence
[arXiv] 2026-07-09 | Parasitic MIMO Beamforming for Multi-Active Multi-Parasitic Antenna Arrays with Binary Control
[arXiv] 2026-07-09 | Short Peptide Tails Modulate DNA Association and Condensation by PAMAM Dendrimers
[arXiv] 2026-07-09 | Beyond black hole spectroscopy: Quasinormal mode contamination by massless scalars
[arXiv] 2026-07-09 | Harnessing orbital Hall effect for energy-efficient magnetization switching in room-temperature van der Waals ferromagnet Fe3GaTe2
[arXiv] 2026-07-09 | Large-scale first-principle simulations of amorphous indium oxide
[arXiv] 2026-07-09 | Accurate Self-Attention Wavefunctions at Large Scale
[arXiv] 2026-07-09 | Modular Nahm Sums for the Inverse Cartan Matrix of Type $D_r$
[arXiv] 2026-07-09 | When Structured Sparse Autoencoders Learn Consistent Concepts Across Modalities
[arXiv] 2026-07-09 | It Takes a MAESTRO To Prune Bad Experts
[arXiv] 2026-07-09 | High-degree cohomology of congruence subgroups of $\text{SL}_n(\mathcal{O})$ via cohomology of $S$-arithmetic groups
[arXiv] 2026-07-09 | Barnett effect generated by a rotating electric field in a ferromagnetic film
[arXiv] 2026-07-09 | Robust Bayesian Decision Making under Adversarial Uncertainty
[arXiv] 2026-07-09 | A Novel Hadronic Calorimeter With A Direct Neutron Readout
[arXiv] 2026-07-09 | Vortex Dynamics in Magic-Angle Twisted Graphene
[arXiv] 2026-07-09 | FabriVLA: A Lightweight Vision-Language-Action Model for Precise Multi-Task Manipulation
[arXiv] 2026-07-09 | SHAP-Weighted Cross-Modal Expert Fusion for Emotion and Sentiment Recognition: Evidence and Limits
[arXiv] 2026-07-09 | Manifold-adapted radial basis functions for reduced-order modelling of chaotic flows
[arXiv] 2026-07-09 | Algorithms and Indexing Lower Bounds for Variable String Matching
[arXiv] 2026-07-09 | Partial-Reference IQA Based on Hermite-Gauss Structural Prediction and Texture Deviation
[arXiv] 2026-07-09 | Contravariance Theory: Strong Alignment for Minimal Solutions to Hard Tasks
[arXiv] 2026-07-09 | Computing over Data Streams using Catalytic Space
[arXiv] 2026-07-09 | A note on the shortest law for the symmetric group
[arXiv] 2026-07-09 | Locally Approximating the Top Eigenvector of Bounded Entry Matrices
[arXiv] 2026-07-09 | The 20 GeV Galactic Halo Excess: Pixel-Level Confirmation and Consistency with Sub-TeV WIMP Annihilation
[arXiv] 2026-07-09 | Constraints on the properties of warm ionized gas from low-frequency hydrogen radio recombination lines
[arXiv] 2026-07-09 | DocMaster: A Hierarchical Structure-Aware System for Document Analysis
[arXiv] 2026-07-09 | High-Dimensional Procrustes Matching via Tree Counts
[arXiv] 2026-07-09 | Decoupled Online Feedforward Generation of Optimal References for Saturated Synchronous Machine Drives
[arXiv] 2026-07-09 | The Radial Distribution Functions of Nanofluids: Molecular Dynamics Simulations
[arXiv] 2026-07-09 | Causal Effects of Protocol-Fee Changes on Liquidity Provision in Automated Market Makers
[arXiv] 2026-07-09 | Equigeodesic vectors for homogeneous Riemannian submersions
[arXiv] 2026-07-09 | Locality of Curve-Decoding and Improved Proximity Gaps
[arXiv] 2026-07-09 | Do Egocentric Video-Language Models Capture Both Hand- and Object-Centric Cues?
[arXiv] 2026-07-09 | The geopolitics of knowledge: tipping points, national fingerprints, and the unequal globalization of science
[arXiv] 2026-07-09 | Hele-Shaw Flow With Pressure and Shear Rate Dependent Viscosity
[arXiv] 2026-07-09 | Stability of Equilibria in a Biofilm Reactor Model with Wall Attachment and Thermodynamic Growth Inhibition
[arXiv] 2026-07-09 | The Context Access Divide: Interaction-Level Architecture as a Complementary Dimension of Agentic Inequality
[arXiv] 2026-07-09 | Orlik--Solomon sheaf homology of geometric lattices
[arXiv] 2026-07-09 | Multi-Path Quasi-Periodic Fast-mode Propagating Magnetoacoustic Waves to Diagnose Coronal Magnetic Field and Flaring Core
[arXiv] 2026-07-09 | Hyperbolic manifolds without positive spun triangulations
[arXiv] 2026-07-09 | Homology of the Lie Algebra of Locally Generated Derivations of a Discrete and Proper Metric Space
[arXiv] 2026-07-09 | Two Conjectures on Extensions of Brouwer's Laplacian Conjecture
[arXiv] 2026-07-09 | Influence of electronic correlations on disorder-induced loop currents in high-Tc superconductors
[arXiv] 2026-07-09 | Exactly solved Schrödinger equations with time-dependent Hamiltonians
[arXiv] 2026-07-09 | Predicting Viticulture Potential through an Ensemble of U-Net and a Geospatial Foundation Model
