[2026-07-28 11:18:30] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | KAI: A Kinematic-Aware Interface for Data-Efficient Articulated Object Manipulation
[arXiv] 2026-07-27 | Simultaneous estimation of relative phase and coherence in astronomical interferometry
[arXiv] 2026-07-27 | Consensus In Asynchrony: Strictly Formal
[arXiv] 2026-07-27 | ConAlign: Conditional Alignment Framework for Balancing Biased and Unbiased Recommendation
[arXiv] 2026-07-27 | Gravitational Lensing of Gravitational Waves: Towards a Higher-order Geometric-optics Approach
[arXiv] 2026-07-27 | Simulation-Free Bayesian Power and Sample Size Calculations for Bayes Factors in Single-Arm Phase II Trials with Binary Endpoints
[arXiv] 2026-07-27 | Towards simultaneous decoding of kinetic and kinematic movement parameters during grasp and lift task by noninvasive brain imaging
[arXiv] 2026-07-27 | On-Site Beam Calibration for RIS-Aided Positioning Systems
[arXiv] 2026-07-27 | Effective Parameters, Real Behavior: Renormalization for Robotics -- From Infinite Electron Mass to Sim-to-Real Gap
[arXiv] 2026-07-27 | Hausdorff type Time-Trace Observability for Airy Equations on the Line and Point Observability on the Torus
[arXiv] 2026-07-27 | Data-Driven Sequential Market Optimization for Front-of-the-Meter Battery Energy Storage Systems
[arXiv] 2026-07-27 | Recovering Assignments with One-Sided Noise
[arXiv] 2026-07-27 | Evidence for Azimuthally Anisotropic MgII Absorption around DESI Luminous Red Galaxies
[arXiv] 2026-07-27 | Dynamically enabled transition pathways in multistable systems
[arXiv] 2026-07-27 | Edge State Propagation Near Multiple and Singular Interfaces
[arXiv] 2026-07-27 | A note on the discrete Unmapped Tent Pitching for the heterogeneous wave equation
[arXiv] 2026-07-27 | Complex Analysis and Existence Problems for plane Graphs
[arXiv] 2026-07-27 | Local Weyl law and length-minimising loops on hyperbolic surfaces
[arXiv] 2026-07-27 | Pound-Drever-Hall Feedforward for Trapped-Ion Optical Qubits
[arXiv] 2026-07-27 | Quantum-Inspired Evolutionary Neighborhood Search for Arrival-Departure Track Utilization Adjustment under Short-Term Disturbances
[arXiv] 2026-07-27 | Continuous solutions of the complex Kac--Bernstein functional equation on the integers and the real numbers
[arXiv] 2026-07-27 | Self-Supervised Consistency Enhanced Disentangled Learning for Neural Decoding Generalization in Brain-Machine Interface
[arXiv] 2026-07-27 | Common-Transmitter Multipath-Aware TDoA Localization for Acoustic Backscatter-Enabled IoUT Networks
[arXiv] 2026-07-27 | Mosaic: A Fleet of User Embedding Specialists for Recommendation at Meta
[arXiv] 2026-07-27 | Unlocking Directional Radiation in Pinching-Antenna Systems: Geometry-Aware Design and Experimental Verification
[arXiv] 2026-07-27 | When Should Active RAG Retrieve? A Budget-Aware Evaluation of Utility, Calibration, and Cost
[arXiv] 2026-07-27 | FutureRTC: Real-Time Robot Execution with Anticipatory-Conditioned Action Chunking
[arXiv] 2026-07-27 | Beam Training for RIS-Aided ISAC Systems
[arXiv] 2026-07-27 | Exploring Budgeted Image Classification with Content-Sensitive Resource Allocation
[arXiv] 2026-07-27 | Recoverable Quantum Computation: An Information-Centric Paradigm for Quantum Computing with Errors
[arXiv] 2026-07-27 | Epistemic Norms for AI Safety and Alignment Research
[arXiv] 2026-07-27 | Light-like retarded correlators and the horizon
[arXiv] 2026-07-27 | Minimax Lower Bounds of Kernel Discrepancy Estimation: MMD, HSIC, KSD
[arXiv] 2026-07-27 | First high-contrast results on THD2 testbed after infrastructure upgrade
[arXiv] 2026-07-27 | The role of symmetries on the stability of power grids
[arXiv] 2026-07-27 | MATS: A novel multi-modality multi-task learning framework for 3D perception in autonomous driving
[arXiv] 2026-07-27 | A New Role for Relevance: Guiding Corpus Interaction in Agentic Search
[arXiv] 2026-07-27 | DICE: Detailed Inter-Chiplet End-to-End PHY Modeling for Accurate Chiplet Simulation
[arXiv] 2026-07-27 | $\mathfrak{sl}(2)$-weight system does not extend to a graph 4-invariant
[arXiv] 2026-07-27 | 3-body cluster gas structures in the excited $0^+$ states of $N=6$ nuclei
[arXiv] 2026-07-27 | Hidden topology and strong quantum metric bounds in trivial systems
[arXiv] 2026-07-27 | Surgical Re-enactment for Operating Room Workflow Datasets
[arXiv] 2026-07-27 | Minimum enclosing Bregman balls made easy
[arXiv] 2026-07-27 | StanceFlip: A Comprehensive Multi-Dimensional Benchmark for Multimodal Conversational Stance Flipping Forecasting
[arXiv] 2026-07-27 | 6G: From Connectivity Infrastructure to Guaranteed Digital Services
[arXiv] 2026-07-27 | Point Set Embeddability with List Constraints
[arXiv] 2026-07-27 | Where Quality Breaks in Compressed Short-Text Generation: Staged Bottleneck Localization
[arXiv] 2026-07-27 | DC Conductance of X-shaped Majorana Interferometer reveals Non-Abelian Anyon Statistics
[arXiv] 2026-07-27 | The KLS constant is $O(\log^{1/4} n)$
[arXiv] 2026-07-27 | Gravitational Wave Signatures of Periodic Orbits around a Schwarzschild-like Black Holes Submerged in an Exponential Density Dark Matter Profile
[arXiv] 2026-07-27 | Restricted Perron envelopes and quasibounded functions
[arXiv] 2026-07-27 | TEmBed-T: A Multi-Dimensional Benchmark for Table-Level Embeddings
[arXiv] 2026-07-27 | Global Existence and Pathwise Uniqueness for a Stochastic Parabolic-Parabolic Keller-Segel System
[arXiv] 2026-07-27 | Sharp continuity of quantum conditional entropy
[arXiv] 2026-07-27 | Implications of $K\toπν\barν$ for new physics in $B$ decays
[arXiv] 2026-07-27 | A Deligne complex for virtual Artin groups
[arXiv] 2026-07-27 | Evolution of dipole-dipole dynamics in cold ammonia collisions
[arXiv] 2026-07-27 | Evidence Attribution in Visual Document Understanding without Coordinates or Region Labels
[arXiv] 2026-07-27 | QuantumFCS.jl: Efficient Full-Counting Statistics for Open Quantum Systems
[arXiv] 2026-07-27 | Chiral thermal fluctuations and enhanced refrigeration in a nonreciprocal nanomechanical system
[arXiv] 2026-07-27 | EXE-Bench: Ranking the Tradeoffs of AI-based Windows Malware Detectors for Real-World Usability
[arXiv] 2026-07-27 | Adaptive Multiphysics Coupling for Hyperbolic Systems
[arXiv] 2026-07-27 | VulnGym: Evaluating Vulnerability Management Strategies against Advanced Persistent Threats
[arXiv] 2026-07-27 | ClinFusion: A Vision-Centric Multimodal LLM System for Holistic Medical Understanding
[arXiv] 2026-07-27 | Demonstrating the integration of a photonic lantern with an all-fiber-based nulling interferometer
[arXiv] 2026-07-27 | Atmospheric Escape Rates of Planets in Stellar Tidal Fields from 3-D Hydrodynamic Simulations1
[arXiv] 2026-07-27 | Rethinking Classifier-Free Guidance in On-Policy Diffusion Distillation
[arXiv] 2026-07-27 | KANEx: Translating Kolmogorov-Arnold Networks' Interpretability to Medical Explainability
[arXiv] 2026-07-27 | Infrared Imaging Empowered by Artificial Intelligence for Pediatric Skeletal Triage: A Narrative Review and Future Perspectives
[arXiv] 2026-07-27 | From Prompt to Embodied Simulation: Using Generative AI to Create AR Physics Learning Tools
[arXiv] 2026-07-27 | Panda: Unsupervised Pelvic Anomaly Detection for Real-Time MR Imaging
[arXiv] 2026-07-27 | Spatio-Temporal Conditional Denoising Transformer for Modality-Missing RGBT Tracking
[arXiv] 2026-07-27 | The Nodal Line of the Galaxy Correlation Function as a Geometric Cosmological Probe
[arXiv] 2026-07-27 | Denial of Deadline: Network-Driven Accuracy Collapse in Distributed Inference Pipelines
[arXiv] 2026-07-27 | Residual coherentization of balanced residuated partially ordered semigroups
[arXiv] 2026-07-27 | On a bijection of Loehr and Remmel
[arXiv] 2026-07-27 | Causal-TS: A Python Library for Causal Discovery in High-Dimensional and Nonstationary Time Series
[arXiv] 2026-07-27 | Global $W^{2,p}$ Regularity in Optimal Transport
[arXiv] 2026-07-27 | MMOE: Modernizing Diffusion Transformers with Efficient Expert Design
[arXiv] 2026-07-27 | Too many quiescent late-type galaxies or a matter of misclassification?
[arXiv] 2026-07-27 | Geometric bounds on multiparameter Heisenberg scaling in optical metrology with limited squeezed resources
[arXiv] 2026-07-27 | Laboratory spectroscopy, theoretical characterization, and astronomical search for syn-propenethial (CH2CHCHS)
[arXiv] 2026-07-27 | Efficient Topic Model Estimation under Heavy-Tailed Document Lengths
[arXiv] 2026-07-27 | Experimental Side Channel Analysis of Protocol Stages in Quantum Identity Authentication
[arXiv] 2026-07-27 | Emergence of the halo in $^{11}$Li from full nuclear many-body dynamics
[arXiv] 2026-07-27 | Symplectic cohomology with support and aspherical perturbations
[arXiv] 2026-07-27 | A Model for Imbalanced Label Aggregation: A Focus on Minority-Class Detection
[arXiv] 2026-07-27 | LaRec: Unleashing LLM-based Latent Reasoning for Generative Recommendation
[arXiv] 2026-07-27 | Stellar Dynamics and Evolution of the Intermediate-Age Open Clusters NGC 2266 and NGC 2324
[arXiv] 2026-07-27 | CAP-DO: Learned Contextual Action Proposals for Certified Double-Oracle Solving Across Related Zero-Sum Games
[arXiv] 2026-07-27 | Map Multi-Tool: A Map-Based Approach to Modeling Beam Systematics for Cosmic Microwave Background Experiments
[arXiv] 2026-07-27 | Coherent Visualization of 2D Scalar Field Contour Ensembles With Probabilistic Latent Space Modeling
[arXiv] 2026-07-27 | Arbitrary-Order Padé-Closed Anchored Two-Derivative Time Discretizations: $s$ Active Stages, Order $2s$, and $L$-Stability
[arXiv] 2026-07-27 | Solution to an unsolved problem in diodes: Limiting current for small emission area and low emission energy
[arXiv] 2026-07-27 | Communication Security via Temporal Dependency
[arXiv] 2026-07-27 | Optimum Multiple Sampling Plan Based on the Process Capability Index $C_{py}$ Under Type-II Hybrid Censoring
[arXiv] 2026-07-27 | Designing Within the Lines: Practitioners' Perspectives and Visualisation Tool Evaluation in the Arabic Context
[arXiv] 2026-07-27 | Bit-Accurate FPGA Evaluation of Learned Feature Gating in a Fixed-Point Fourier-Feature Automatic Modulation Classifier
[arXiv] 2026-07-27 | Range convergence and sharp one-arm asymptotics for the critical percolation cluster in high dimensions
[arXiv] 2026-07-27 | LOCKS: Page-Local Compact Key Summaries for Efficient Long-Context Decoding
[arXiv] 2026-07-27 | From transcription to semantic corpus analysis: unsupervised learning of sentence representations for ancient languages
[arXiv] 2026-07-27 | Density-Dependent Operators on Density-Projection Condensation Spaces: Ambient Extensions, Zero-Density Defects, and Stability
[arXiv] 2026-07-27 | NEO: NeRF It Once, Edit It Many Times for Continuous Object Manipulation
[arXiv] 2026-07-27 | Efficient Ultrasound Image Segmentation with Token-Conditioned Neural Cellular Automata
[arXiv] 2026-07-27 | Modelling Radio Frequency Interference on the Lunar Farside
[arXiv] 2026-07-27 | FlowCTS: On-policy Continuous Trajectory Supervision of Flow Models
[arXiv] 2026-07-27 | Making Mathematical Knowledge Explainable, Accessible and Interoperable Through Large Language Model Integration
[arXiv] 2026-07-27 | UNIFUSION: Adapting Autoregressive Language Models into Discrete Diffusion under a Unified Reverse-Rate Objective
[arXiv] 2026-07-27 | Integrating Structure and Attributes for Transportation Network Partitioning via Optimal Transport
[arXiv] 2026-07-27 | Synaptic clustering emerges from learning and supports covariance discrimination
[arXiv] 2026-07-27 | Sleep-related forcing of cerebrospinal fluid streaming transport through the third ventricle
[arXiv] 2026-07-27 | K-mixing for aperiodic Lorentz gases
[arXiv] 2026-07-27 | FilmBench: A Film-Grade Benchmark for Cinematic Video Generation
[arXiv] 2026-07-27 | CAGE: Cognitive Attribution Graphs for Faithful Inline Citation Generation in Long-Form Question Answering
[arXiv] 2026-07-27 | Strategy-Aware Parameter-Efficient Adaptation for LLM-based Auto-Bidding
[arXiv] 2026-07-27 | ETSI ISG MAT: Bridging Multiple Access Techniques Research and 6G Standardisation
[arXiv] 2026-07-27 | Convergence of a scheme for a one dimensional nonlocal and nonlinear eikonal equation
[arXiv] 2026-07-27 | TreeAdapter: Hierarchical Taxonomy-Guided Adapter Composition for Fine-Grained Species Image Generation
[arXiv] 2026-07-27 | Convex Biproducts, Stochastic Matrices and Tape Diagrams
[arXiv] 2026-07-27 | PIMID: A Full-System Simulator with Intricacy and Diversity for Processing-in-Memory
[arXiv] 2026-07-27 | The Diophantine problem in the Baumslag-Gersten group
[arXiv] 2026-07-27 | A doubled Gordon threshold for palindromic quasiperiodic Schrödinger operators
[arXiv] 2026-07-27 | Secrecy Energy Efficiency for IRS-Assisted Low-Altitude Communications: A D3QN-PER Based Approach
[arXiv] 2026-07-27 | Hausdorff dimension of non-uniquely ergodic directions in eigenform loci
[arXiv] 2026-07-27 | Monitoring Post-Disaster Urban Recovery Using High-Resolution SAR Time Series and Unsupervised Learning: Evidence from the 2023 Türkiye-Syria Earthquake
[arXiv] 2026-07-27 | Gravity-Aligned Vertical Electron-Positron Linear Collider
[arXiv] 2026-07-27 | The proper stable module category of a group algebra
[arXiv] 2026-07-27 | Just Testing, Move Along: Evasion of LLM-based System Log Interpretation by Prompt Injection
[arXiv] 2026-07-27 | Simple and Fast Algorithm for Graph-based Filtered Approximate Nearest Neighbor Search (Full Version)
[arXiv] 2026-07-27 | Falsifiable Commitment Planning for Self-Correcting Web Agents
[arXiv] 2026-07-27 | Strong rate of convergence for the Euler-Maruyama scheme of additive fractional SDEs with Lipschitz drift
[arXiv] 2026-07-27 | Do Current Retrievers Cover All the Evidence? A Controlled Study of Conjunctive Cross-Page Retrieval
[arXiv] 2026-07-27 | Gravitational wave signatures of magnetized Ernst black hole
[arXiv] 2026-07-27 | Comment on "Observation of Kardar--Parisi--Zhang universal scaling in two dimensions"
[arXiv] 2026-07-27 | On Linear-Size Guillotine-Separable Subsets of Fat Convex Objects, Disks, and Squares
[arXiv] 2026-07-27 | An Empirical Study of Feature Selection Granularity
[arXiv] 2026-07-27 | Roots of Bernstein-Sato polynomials for projective hypersurfaces with ordinary double points
[arXiv] 2026-07-27 | On the hardness of deterministic second-order optimization of functions with Lipschitz gradients
[arXiv] 2026-07-27 | A Cybersecurity MLPS Large Language Model with Multi-Path Retrieval Fusion
[arXiv] 2026-07-27 | BeyondFusion: Self-Aligned Latent Diffusion for Calibration-Free Infrared Super-Resolution and Infrared-Visible Fusion
[arXiv] 2026-07-27 | Earthquake Aftershock Forecasting using Conditional Generative Models
[arXiv] 2026-07-27 | Response-Selected Hidden Hyperuniformity in Hydrodynamic Active Matter
[arXiv] 2026-07-27 | ALAverse: A falsifiable anthropic model from the string landscape
[arXiv] 2026-07-27 | ReflexTrack: A Feedback-Driven Agent for Training-Free Referring Video Object Segmentation
[arXiv] 2026-07-27 | Characterizing Hyperbolicity in Graphs
[arXiv] 2026-07-27 | Interaction-driven electronic ferroelectricity in van der Waals heterostructures
[arXiv] 2026-07-27 | Learning Reusable Hybrid Motion Priors for Humanoid Locomotion from Motion Imitation
[arXiv] 2026-07-27 | MiSS: A Logic-Driven Explanation of Minimal Sufficient Coalitions for Point Cloud Classifiers
[arXiv] 2026-07-27 | ACRL: Adaptive Control of Training-Inference Discrepancy for Stable Reinforcement Learning
[arXiv] 2026-07-27 | A vectorial lattice Boltzmann scheme for the incompressible Navier-Stokes equations
[arXiv] 2026-07-27 | Success Is Not Self-Explanatory: Auditing Success Provenance in Agent Evaluation
[arXiv] 2026-07-27 | Larger sieve with height function and uniform bounds for integral points on curves over number fields
[arXiv] 2026-07-27 | The Effect of Photorealism Consistency between the Virtual Hands and Environment on the Sense of Body Ownership and Presence in Virtual Reality
