[2026-09-11 22:51:11] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-10
正在获取论文...
[arXiv] 2026-09-10 | Qubit-Qutrit Quantum Tomography of hadronic $Λφ$ and $ΛK^{\ast 0}$ systems
[arXiv] 2026-09-10 | A Multi-View and Confusion-Guided Ensemble Framework for Robust Synthetic Image Attribution
[arXiv] 2026-09-10 | Trellis-Based Noise Modulation with Soft-Decision Viterbi Detection
[arXiv] 2026-09-10 | Beyond Visual Quality: Evaluating Physical Consistency under Ego-Motion with EgoGenEval
[arXiv] 2026-09-10 | The kinematic structures and the inertial geometry of a moving charge
[arXiv] 2026-09-10 | Finite-blockade dynamics of a three-qubit ccz gate in neutral-atom arrays
[arXiv] 2026-09-10 | UniH$^3$: Unifying Hierarchical Homogeneity and Heterogeneity for All-in-One Medical Image Restoration
[arXiv] 2026-09-10 | ZipCodec: Ultra-Low-Frame-Rate Streaming Speech Coding
[arXiv] 2026-09-10 | Phase-Controlled Majorana Zero Modes in Altermagnetic Topological-Insulator Josephson Junctions
[arXiv] 2026-09-10 | Surface gravity wave-mean flow interaction with comparable spatial scales. Part II: two-way coupling and wave-wave interactions
[arXiv] 2026-09-10 | Projected Sensitivity to Slow Muonphilic Dark Matter with Accelerator Muon Beams
[arXiv] 2026-09-10 | Who Bears the Risk When Generative AI Enters Transport? A Distributional Sociotechnical Audit of Algorithmic Equity, Synthetic-Data Validity, and Public Trust
[arXiv] 2026-09-10 | Probing the details of relativistic electrons with multifrequency observations of M87 black hole
[arXiv] 2026-09-10 | Breaking Water at Graphene Defects
[arXiv] 2026-09-10 | The MICADO first light imager for the ELT: the PSF Reconstruction Software
[arXiv] 2026-09-10 | Finite-time effects in periodically kicked systems
[arXiv] 2026-09-10 | Critic-Free Policy Iteration for Continuous-Time Zero-Sum Games: A Policy-Space Riccati Approach
[arXiv] 2026-09-10 | Evidence for CME--CME Interaction in a Magnetic-Cloud-Like Ejecta: Insights from Multipoint Observations and Polytropic Analysis
[arXiv] 2026-09-10 | CAP: Continuously Adaptive Perception-Blind Humanoid Locomotion via Learned Denoising
[arXiv] 2026-09-10 | A Complex Structure on A Rational Homology Six-Sphere with Two-Torsion
[arXiv] 2026-09-10 | Extended One-Liners for the Gamma, Poisson, and Binomial Distributions
[arXiv] 2026-09-10 | Particle GFlowNets: Rethinking Generative Marginalization Models
[arXiv] 2026-09-10 | Signatures of charged rotating regular black holes: quasinormal modes, grey-body factors and shadows
[arXiv] 2026-09-10 | Risk-Averse Decision Making with Multi-Level Reliability Guarantees
[arXiv] 2026-09-10 | UBone3D: Physics-Rectified Conditional Flow Matching for Anatomical 3D Shape Completion from Ultrasound
[arXiv] 2026-09-10 | Structural priors for data-efficient language learning
[arXiv] 2026-09-10 | Jacobians of BV homeomorphisms and their weak-* limits
[arXiv] 2026-09-10 | An Anisotropic Onsager Criterion for the Two-Dimensional Navier--Stokes Equations with Horizontal Viscosity
[arXiv] 2026-09-10 | Global Linear Convergence of the Proximal Bundle Method under Unknown Piecewise Smoothness and Quadratic Growth
[arXiv] 2026-09-10 | Pre- and Post-Treatment Brain Metastases Segmentation Using nnU-Net with Post-Processing for BraTS 2026
[arXiv] 2026-09-10 | Gelfand--Tsetlin bases for representations of $\mathrm U_{q}(\mathfrak{gl}_n)$ at roots of unity
[arXiv] 2026-09-10 | A Community-Developed Domain Ontology for Magnetic Materials
[arXiv] 2026-09-10 | The classification of flows on $\mathrm{II}_1$ factors and Connes' bicentralizer problem
[arXiv] 2026-09-10 | ReGround: Grounding Reviewer Comments in Multimodal Evidence
[arXiv] 2026-09-10 | Bottom-up Synthesis of Metastable 2D Hexagonal Copper(I) Iodide on Monolayer and within Bilayer Graphene
[arXiv] 2026-09-10 | Flexible and Interpretable Accent Distance Measurements
[arXiv] 2026-09-10 | Calibration-Aware Uncertainty Cascades for Efficient Heterogeneous Model Collaboration
[arXiv] 2026-09-10 | PH2T-splines, Part I: A Reasonable Mesh Assumption
[arXiv] 2026-09-10 | DiffSWE2d: a differentiable Shallow Water Equations solver for end-to-end flood and tsunami modelling
[arXiv] 2026-09-10 | Anisotropy of Ultrafast Strain in $V_2O_3$ Thin Films: Out-of-Equilibrium Phase Transitions under Interfacial Clamping
[arXiv] 2026-09-10 | SWRouter: Similarity-Contractive Window Routing for Multi-Turn Large Language Model Conversations
[arXiv] 2026-09-10 | Heterogeneous Cross-Chain Transaction Tracing for Solana Bridges via Candidate-Set Selective Decision
[arXiv] 2026-09-10 | Morphology-Aware Human Motion Retargeting for Wheeled-Humanoid Loco-Manipulation
[arXiv] 2026-09-10 | Benchmark Radar: A Living Database and Search Engine for AI Benchmarks and Evaluation
[arXiv] 2026-09-10 | IPv6 Hitlist Service: Lessons Learned From 10 Years of Operation
[arXiv] 2026-09-10 | KuaiRP Series Role-playing Models Technical Report
[arXiv] 2026-09-10 | A maximal function field of genus $17$ over $\mathbb{F}_{11^2}$
[arXiv] 2026-09-10 | Shorter proof of dimension-free $L^p$ estimates for maximal Riesz transforms
[arXiv] 2026-09-10 | Combinations of measurements that are simultaneous fits of parameters of interest and systematic uncertainties using the BLUE method
[arXiv] 2026-09-10 | Internal congruences modulo powers of $2$ for overpartition tuples with odd parts
[arXiv] 2026-09-10 | Acoustic Wave-Function Imaging of Sublattice Physics in a Kagome Lattice
[arXiv] 2026-09-10 | Multimodal Taxonomic Conditioning for Generative Plankton Imagery
[arXiv] 2026-09-10 | Unmanned Aerial Vehicle Propagation Channel over Vegetation and Lake Areas: First- and Second-Order Statistical Analysis
[arXiv] 2026-09-10 | Warrant Theory
[arXiv] 2026-09-10 | Cubic spectral cancellation and random geometric graph detection: a quadratic-kernel counterexample
[arXiv] 2026-09-10 | Autonomy, Social Norms, and Alignment: Towards a Developmental Framework for Autonomous Artificial Agents
[arXiv] 2026-09-10 | The Schrödinger-Klein-Gordon System Revisited
[arXiv] 2026-09-10 | Quantitative Asymptotics for Time-Inhomogeneous Lévy-Driven SDEs with Asymptotically Vanishing Drifts
[arXiv] 2026-09-10 | Learnware and AI Model Management System
[arXiv] 2026-09-10 | A Thorpe Trick for the Bochner Technique
[arXiv] 2026-09-10 | Elementwise Positivity of the Solution to Lyapunov Equation for Hurwitz Companion Matrices
[arXiv] 2026-09-10 | Landau-Ginzburg description of an exceptional ${\mathcal N}=1$ minimal model
[arXiv] 2026-09-10 | Effective Ionic Valence and Local Magnetic Moment in Kagome Superconductors
[arXiv] 2026-09-10 | Quantifying Symmetry Breaking
[arXiv] 2026-09-10 | EVPeriscope: Extended Perception across Aerial and Ground Vehicles with Event-based Propeller Tracking
[arXiv] 2026-09-10 | Can Edge-Deployable Vision-Language Models Identify Species?
[arXiv] 2026-09-10 | Generative Marketing Mix Modeling: A Causal Inference Framework Linking GEO and GEM to Business Impact
[arXiv] 2026-09-10 | Energy accreted onto a compact star
[arXiv] 2026-09-10 | Caption-once, Frames-on-Demand: Visual-Need Routing for Budget-Aware Agentic Long Video Understanding
[arXiv] 2026-09-10 | Mathematical inverse problem for the world data inference of the parton distribution functions of the proton
[arXiv] 2026-09-10 | Non-invertible Selection Rules from Generalized Discrete Gauging of Finite Non-Abelian Symmetries
[arXiv] 2026-09-10 | Improved Discrete Dual $p$-Hardy and Weighted Discrete $p$- Birman Inequalities
[arXiv] 2026-09-10 | The asymptotic in Waring's problem over function fields beyond twice the degree
[arXiv] 2026-09-10 | SI-Traceable Calibration and Performance Benchmarking of a Terahertz Photomixer Transmitter-Receiver System Using a Rydberg Atomic Sensor
[arXiv] 2026-09-10 | Domain-Specific Hallucination Detection in Large Language Models
[arXiv] 2026-09-10 | The Last AI Built by Humans: Toward Genuine Recursive Self-Improvement
[arXiv] 2026-09-10 | Augustinian BabyLM: What Ostensive Definition Can and Cannot Teach a Small Language Model
[arXiv] 2026-09-10 | Every subset of a topological Ramsey space is Ramsey in the Solovay model
[arXiv] 2026-09-10 | RetroThinker: Enabling Retrospective Thinking in Speech LLMs
[arXiv] 2026-09-10 | High-Temperature ferromagnetism from site-selective filling in (Fe,Ni)$_{6-δ}$GeTe$_2$
[arXiv] 2026-09-10 | From Parameters to Answers: How LLMs Retrieve and Use Their Internal Knowledge
[arXiv] 2026-09-10 | Regular hyperbolic tilings have no $\ell^2$ eigenfunctions
[arXiv] 2026-09-10 | Strong Consistency and Optimal Tracking of the Åström-Wittenmark Self-Tuning Regulator with Unknown Input Gain
[arXiv] 2026-09-10 | The Dyn-Atmo Survey: JWST/NIRSpec spectroscopy of dynamical benchmark GJ 758 B
[arXiv] 2026-09-10 | Integral Identities and Rigidity of Generalized $m$-Quasi-Einstein Manifolds
[arXiv] 2026-09-10 | Don't Trust the Super-App: A Case Study of Russia's Max
[arXiv] 2026-09-10 | Near-Optimal Reinforcement Learning with Multi-Step Transition Lookahead
[arXiv] 2026-09-10 | Understanding Operator Attitudes Toward AI-Supported Decision Making in Maritime Operations
[arXiv] 2026-09-10 | Small-Ball Marginals Do Not Control Restricted Eigenvalues by Euclidean Gaussian Width
[arXiv] 2026-09-10 | Constant Steps Are s-Composable: An Exact Interpolation Certificate for Gradient Descent
[arXiv] 2026-09-10 | Linear Codes over $\mathbb{F}_{q}+u\mathbb{F}_{q}$ associated with Simplicial Complexes, Their Gray Images, and Subfield Codes
[arXiv] 2026-09-10 | Relativistic Magnetohydrodynamics from Myers-Pospelov Lorentz-Violating Electrodynamics
[arXiv] 2026-09-10 | Component-Aware Differential Privacy for Federated Multilingual Speech-LLMs
[arXiv] 2026-09-10 | Fourier decay of Gaussian multiplicative chaos and boundary geometry
[arXiv] 2026-09-10 | Stochastic Gradient Methods with Online Scaling
[arXiv] 2026-09-10 | Precise bubble wall velocity in a specific phase transition pattern in the CxSM and beyond
[arXiv] 2026-09-10 | Experimental Plasma Density Profiles Determined Through Measurements of the Magnetosonic Wave Speed
[arXiv] 2026-09-10 | Reflex-Informed Neuromuscular Reinforcement Learning for Muscle-Driven Locomotion
[arXiv] 2026-09-10 | Braided Multisections and Symplectic Four-Manifolds with the Rational Cohomology of $S^2\times S^2$
[arXiv] 2026-09-10 | Continuous-Time Acoustic Modelling with Neural Controlled Differential Equations
[arXiv] 2026-09-10 | Revisiting Avatar-As-Image: High-Fidelity Registration is All You Need
[arXiv] 2026-09-10 | Mixed-integer optimization for multi-year military aircraft fleet management
[arXiv] 2026-09-10 | When Agents Disagree: Bayesian Backward Reasoning as a Label-Free Anchor for Multi-Agent Collective Decision-Making
[arXiv] 2026-09-10 | Language-Augmented Semantic Priors for B-Spline Surface Fitting
[arXiv] 2026-09-10 | Bigger than the EAR BOX: A Theory-Grounded Review of XR Accessibility Research for Deaf and Hard of Hearing Communities
[arXiv] 2026-09-10 | Aerodynamic Prior-Free Coordinated Trajectory Generation and Tracking Control for a Tail-Sitter UAV
[arXiv] 2026-09-10 | Stability and Area-Minimizing Property of Higher-Dimensional Helicoids
[arXiv] 2026-09-10 | Hierarchical Clustering Can Jointly Satisfy Richness, Consistency, and Scale Invariance
[arXiv] 2026-09-10 | Free-Probabilistic State Evolution and Random Matrix Discrepancy
[arXiv] 2026-09-10 | Rapid Learning of Dexterous In-Hand Pen Writing through Real-Time Jacobian Estimation
[arXiv] 2026-09-10 | A Second-Order Method for Locating Critical Points of Prescribed Index on Energy Landscapes
[arXiv] 2026-09-10 | Hyperspin Altermagnets
[arXiv] 2026-09-10 | Graded classification of Leavitt path algebras in terms of strong shift equivalence
[arXiv] 2026-09-10 | terms.txt: A Consent and Compensation Protocol for Agentic Web Access
[arXiv] 2026-09-10 | OmniTable: A Unified Wide-Table System for Petabyte-Scale LLM Data Curation and Exploration
[arXiv] 2026-09-10 | The Oligarch Barely Steers Model Collapse in Multi-Model Ecosystems
[arXiv] 2026-09-10 | The Computing Channel: How Modulation Programs the Airwaves
[arXiv] 2026-09-10 | Can LLMs Normalize Databases? A Benchmark and Multi-Agent Framework for Schema Normalization
[arXiv] 2026-09-10 | Quantifying the Reality Gap for RL-Based UAV Placement at mmWave and Sub-THz
[arXiv] 2026-09-10 | Dirichlet-Neumann Waveform Relaxation Method for Hyperbolic PDE with Time Delay in Multiple Subdomains
[arXiv] 2026-09-10 | A Novel Multi-fidelity Surrogate for Turbomachinery Design Optimization
[arXiv] 2026-09-10 | Recursive-Line Zarankiewicz Numbers with Four Columns
[arXiv] 2026-09-10 | Detecting one-dimensional bosonic SPT phases via twisted entropic order parameter
[arXiv] 2026-09-10 | ToxicRAG: Compromising Retrieval-Augmented Generation Systems via Single-Shot Knowledge Poisoning Attacks
[arXiv] 2026-09-10 | Less can be More: What Aspects of Speech Drive End-of-Turn Detection
[arXiv] 2026-09-10 | Polynomial preserving recoveries of edge element method on Cartesian grids for the time-harmonic Maxwell equations with large wave number
[arXiv] 2026-09-10 | Gait-Dependent Effects on Quadruped Locomotion for Load-Carrying using Passive Mechanism
[arXiv] 2026-09-10 | Uncovering the Origin of Slow Rotators among Intermediate-Mass Stars in the Star-Forming Cluster Trumpler 14
[arXiv] 2026-09-10 | A deterministic $(1+\varepsilon)^n$ approximation for the permanent of a nonnegative matrix
[arXiv] 2026-09-10 | LTLDiff: Finite Linear Temporal Logic-Guided Data Generation and Diffusion Policies for Multi-agent Robotic Manipulation
[arXiv] 2026-09-10 | Toward Interpretable Multimodal Fusion: Heat Conduction Modeling for Hyperspectral and LiDAR Joint Classification
[arXiv] 2026-09-10 | Slow Dynamics and the Geometry of Jammed Packings
[arXiv] 2026-09-10 | Engineered two-photon dissipative confinement of a Kerr-cat qubit using SISIS quantum circuit refrigerator
[arXiv] 2026-09-10 | Rebalancing Token Importance in Language Models with TF-IDF Weighted Cross-Entropy Loss
[arXiv] 2026-09-10 | Properties of the positive and negative parity charm-strange and bottom-strange mesons $D_s$, $D_s^*$, $D_{s0}^*$, $D_{s1}$, $B_s$, $B_s^*$, $B_{s0}^*$, $B_{s1}$ from lattice QCD: masses, decay constants, and compositeness
[arXiv] 2026-09-10 | K/V-Cache Interventions Dissociate Representation Alignment from Persona Expression in Decoder-Only Language Models
[arXiv] 2026-09-10 | In-plane magnetic field control of anomalous Hall response enabled by magnetic anisotropy engineering
[arXiv] 2026-09-10 | A Scale Invariance Property of PCA
[arXiv] 2026-09-10 | Discretization in covariate-adaptive randomization: gains and losses
[arXiv] 2026-09-10 | Axionic Wormholes in Metric-Affine Gravity
[arXiv] 2026-09-10 | DeFiFusion: Combining Transaction Events with Smart Contracts to Detect Price Manipulation Attacks
[arXiv] 2026-09-10 | Diarization Error Decomposition Under Pause Annotation Ambiguity
[arXiv] 2026-09-10 | The transfer of Artinian and Cohen-Macaulay properties under module-finite extensions
[arXiv] 2026-09-10 | Rethinking Verbalized Confidence for LLM-as-a-Judge: A Compatibility Shift on Post-2025 Proprietary Models
[arXiv] 2026-09-10 | U-Shaped Fermi-Level Dependence of Point-Defect Aggregation Enthalpy in Silicon
[arXiv] 2026-09-10 | Distribution-aware Language Neuron Identification in Multilingual Large Language Models
[arXiv] 2026-09-10 | Demystifying the Privacy-Utility Trade-off in LLM Interactions
