[2026-08-11 10:01:27] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-10
正在获取论文...
[arXiv] 2026-08-10 | A pre-triangulated category which is not triangulated
[arXiv] 2026-08-10 | Resonant photoionization dynamics during optical trapping of lithium atoms
[arXiv] 2026-08-10 | Ultrametric Violation Distance: Polynomial Kernel and FPT Algorithm
[arXiv] 2026-08-10 | Separating Abelian and Homomorphic Entropy Cones
[arXiv] 2026-08-10 | From algebraic orthogonality to RAAG embedding obstructions in hierarchically hyperbolic groups
[arXiv] 2026-08-10 | Conditional Regime Analog Forecasting with Trajectories: A Nonparametric Framework for Multivariate Probabilistic
[arXiv] 2026-08-10 | The Unseen Delta: Characterizing the Compiler Optimization Landscape via Top-Down Differential Analysis
[arXiv] 2026-08-10 | Robotic Fabric Alignment System for Sewing Using Global Local Weighted ICP
[arXiv] 2026-08-10 | A refinement of the Q-Polynomial for twisted knots
[arXiv] 2026-08-10 | Faster Algorithms for Multimarginal Optimal Transport
[arXiv] 2026-08-10 | Renormalising Generative Models for Active Inference: Foundations, Derivations, and Verification
[arXiv] 2026-08-10 | 200 mm Wafer-Scale Monolithic 3D Integration of Atomic Layer-Deposited Oxide Semiconductors
[arXiv] 2026-08-10 | A Superposition-Based Framework for Rapid Estimation of Arbitrary Antenna-Array Patterns
[arXiv] 2026-08-10 | CSI Reconstruction in Fluid Antenna Systems Without Spatial Covariance Priors
[arXiv] 2026-08-10 | ANTMAN: An Efficient and Interpretable RTL-Level Run-Time Detection Framework for Stealthy Branch Predictor Attacks on BOOM
[arXiv] 2026-08-10 | Global boundedness and stabilization for a three-component reaction-diffusion model with dual-dependent motility
[arXiv] 2026-08-10 | A Sharper Explicit Result for the Sum of Two Almost Primes
[arXiv] 2026-08-10 | Beyond Uniform Restoration: Empowering All-in-One Restoration with Pixel-Level Multimodal Guidance
[arXiv] 2026-08-10 | Femtosecond Engineering of PolyMethylPentene(PMP) Nonlinearity via NA, Spin/orbital angular momentum (OAM), and In-Situ SC Diagnostics
[arXiv] 2026-08-10 | A non-Markovian approach to spin-phonon coherence and the breakdown of the Markovian approximation
[arXiv] 2026-08-10 | Learning to Modulate, Not to Cycle: Soft Actor---Critic Recovers Inverter-Style Heat-Pump Control
[arXiv] 2026-08-10 | A Content-Aware Pure Permutation with Intrinsic Avalanche Effect: Breaking the Diffusion-Permutation Dichotomy
[arXiv] 2026-08-10 | Dynamic Clustering for Cross-Segment Permutation Alignment in Long Speech Separation
[arXiv] 2026-08-10 | DiffSafeMerge: Mitigating Backdoor Inheritance in Diffusion Model Merging
[arXiv] 2026-08-10 | Listen, See and Track: Spatio-Temporal Audio-Visual Sound Event Reasoning for Omni-Modal Language Models
[arXiv] 2026-08-10 | Nonadiabatic Forward-Flux Sampling of Rare Molecular Gas-Phase Ammonia Photodissociation
[arXiv] 2026-08-10 | Intent Speaks Louder: Controllable User Simulation Beyond Response Imitation
[arXiv] 2026-08-10 | A Partial Lyman Limit Absorber in the Halo of a Galaxy Pair: A Possible Signature of Gas Inflow
[arXiv] 2026-08-10 | A Mechanistic Diagnostic of Rank Collapse in Post-Norm Decoder Transformers
[arXiv] 2026-08-10 | Noisy Braiding of Majorana Modes: A Comparison of Nanowire Trijunction and Quantum-Dot-Assisted Architectures
[arXiv] 2026-08-10 | Information for nothing and authority for free
[arXiv] 2026-08-10 | Movable Antenna Enhanced Wireless Sensing via Steering Vector Correlation and CRB Optimization
[arXiv] 2026-08-10 | CircuitReason-1k: Benchmarking Long-Horizon Visual-to-Symbolic Reasoning inElectrical Circuits
[arXiv] 2026-08-10 | A proof of Ross's conjecture for two-site moving-target search
[arXiv] 2026-08-10 | Identifying the large-scale synoptic drivers contributing to the Kerala floods using multivariate feature-based analysis
[arXiv] 2026-08-10 | A new example of crystalline-type measure with unit masses and an application to tiling of the real line by translates of a function
[arXiv] 2026-08-10 | A Machine Learning Based Search for Lunar Anomalies
[arXiv] 2026-08-10 | In-Context Density Estimation for Tabular Data
[arXiv] 2026-08-10 | One-Time Training for All Grains: Open-Set Grain Recognition and Quantitative Analysis
[arXiv] 2026-08-10 | LLM-Guided Heuristic Design from Simulation Traces: A Case Study in Dynamic Production and AGV Scheduling
[arXiv] 2026-08-10 | Control-Oriented Scenario Tree Construction through Reinforcement Learning
[arXiv] 2026-08-10 | Estimating the Average Treatment Effect under Limited Overlap via Polynomial Approximation and Extrapolation
[arXiv] 2026-08-10 | Geodesic structure, eikonal quasinormal modes and thermodynamic properties of a Schwarzschild-de Sitter-like black hole with global monopole in Bumblebee gravity
[arXiv] 2026-08-10 | GeoPhysAdapter: Scale-Matched Geophysical Adaptation for Cross-Domain Landslide Mapping with Vision Foundation Models
[arXiv] 2026-08-10 | Diffusion Image Editing via Asynchronous Token Decoding
[arXiv] 2026-08-10 | MemeMind: Reference-Guided Trace Construction for Offline Context Optimization
[arXiv] 2026-08-10 | Targeted Label-Flipping and Oversampling Attacks on Federated Conditional GANs
[arXiv] 2026-08-10 | Automated Synthesis of Deterministic Cross-Domain Interfaces
[arXiv] 2026-08-10 | Holographic multipartite entanglement dynamics in AdS$_3$-Vaidya
[arXiv] 2026-08-10 | Polarization engineered all 2D Graphene/Ferroelectric hybrid for persistence-free photoresponse
[arXiv] 2026-08-10 | OpenCodeReview: Determinism over Non-Determinism for Cost-Effective Agent-Based Code Review
[arXiv] 2026-08-10 | DAVE: A Decoupled Audio-Visual Enhancement Framework for Real-World Speech Separation
[arXiv] 2026-08-10 | UniDFKD: A Unified Semantic Prior Framework for Architecture-Agnostic Data-Free Knowledge Distillation
[arXiv] 2026-08-10 | Speaker Role and Language Diarization for Analyzing Multilingual Interviews for Language Proficiency of Older Adults
[arXiv] 2026-08-10 | Closing the loop in learning with missing data
[arXiv] 2026-08-10 | AI-AI co-creation outperforms human pairs in creative tasks
[arXiv] 2026-08-10 | Radial-type error bounds for semidefinite feasibility problems without strict feasibility: qualitative estimates and asymptotic tightness
[arXiv] 2026-08-10 | Quark spin-orbit correlations in spin-1 targets
[arXiv] 2026-08-10 | Dispersion-managed octave soliton microcombs in heterostructured microresonators
[arXiv] 2026-08-10 | An Improved Nonexistence Bound for the Liquid Drop Model
[arXiv] 2026-08-10 | A global variational calculus on Fréchet manifolds and the Lagrangian structure of the Einstein evolution equations
[arXiv] 2026-08-10 | Matrix Multiverses Meet Multiple Mythologies
[arXiv] 2026-08-10 | Geometric characterization of $p$-exceptional monomial GAPN functions
[arXiv] 2026-08-10 | VeinCast: Physics-Guided Dynamic Field Graphs with Graph-Conditioned Fusion for Global Medium-Range Weather Forecasting
[arXiv] 2026-08-10 | Impact of disk magnetic fields on the propagation of stellar-scale jets in the magnetically arrested accretion disks of active galactic nuclei
[arXiv] 2026-08-10 | MMArch: Benchmarking Multimodal Reasoning Grounded in Architectural Evidence
[arXiv] 2026-08-10 | GRASP: Granularity-Aware Region Alignment and Semantic Prototype Learning for Fine-Grained Cross-Modal Understanding in Drone Views
[arXiv] 2026-08-10 | Full-Feature versus Limited-Input Machine Learning for Residential Energy Estimation: A Comparative Analysis of RECS and ResStock Under Realistic Input Constraints
[arXiv] 2026-08-10 | Business Truth, not SQL Accuracy: A Rule-Gated 7B Analytics Agent Outperforms a Direct-Prompted 32B Baseline
[arXiv] 2026-08-10 | MoRSE: Task-Oriented Multi-Agent System with Mixture of Role-Subtask Experts
[arXiv] 2026-08-10 | Emotion2Skill: Model-Internal Emotion Signals for Adaptive Skill Selection and Evolution
[arXiv] 2026-08-10 | Herz versus Fefferman: Symmetric and asymmetric Bochner--Riesz theory
[arXiv] 2026-08-10 | The Role of Extended-Source Geometry and Diurnal Cycles on Exoplanetary Thermal Baselines: Reconciling the Brightness Temperature of 55 Cancri e
[arXiv] 2026-08-10 | FedTVD: Balancing Data Quality and Quantity for Robust Federated Learning
[arXiv] 2026-08-10 | NBA_Streaming: A Large-Scale Benchmark for Fine-Grained Basketball Commentary Generation in Continuous Streams
[arXiv] 2026-08-10 | SAIN: Structure-Aware Interactive Navigation with Active Dialogue Grounding for Mobile Robot
[arXiv] 2026-08-10 | Failure-Aware Long-Form Translation: Design and Implementation of a Recoverable LLM Translation System
[arXiv] 2026-08-10 | Agentic Router: An Execution-Grounded Continual Learning Approach With Memory
[arXiv] 2026-08-10 | An extremal theorem for graphs with non-negative Bakry--Émery curvature
[arXiv] 2026-08-10 | A Resource-centric Analysis and Optimization of NoSQL Workloads using Distressed Resource Volume Metric
[arXiv] 2026-08-10 | Tensor analyzing power $T_{20}$ in the reaction $γ\vec{d}\to pn$ at photon energies 350-680 MeV
[arXiv] 2026-08-10 | Particle-Based Conformal Prediction for Contact-Aware Uncertainty Calibration in Stratified Configuration Spaces
[arXiv] 2026-08-10 | CIDER: A Dataset of Contextual Disclosure Boundaries for Privacy Preference Alignment
[arXiv] 2026-08-10 | Time-Dependent Potential Recovery from Local Data on Conformally Transversally Anisotropic Manifolds
[arXiv] 2026-08-10 | Beyond Tier Labels: Role- and Deployment-Dependent Model Substitution in Multi-Call LLM Workflows
[arXiv] 2026-08-10 | Demand-Aware Cooperative Transmission Design for Energy-Efficient LEO Satellite Networks
[arXiv] 2026-08-10 | RefineAny3D: Depth Refinement as Semantic Alignment for Monocular 3D Detection
[arXiv] 2026-08-10 | Beyond Direct Identifiers: Probabilistic Privacy Risk Estimation for Privacy-Conscious LLM Query Delegation
[arXiv] 2026-08-10 | Trajectory Divergence Horizon Decision for Reliable Dual-Arm Surgical Subtask Manipulation
[arXiv] 2026-08-10 | Renaming or Tightness: Enforcing Disjunctive Information Flow Policies
[arXiv] 2026-08-10 | A Probabilistic Circuit-Induced Pseudo-Metric for Out-of-Distribution Detection
[arXiv] 2026-08-10 | Phonon-assisted transport and hole-phonon coupling in GaAs double quantum dots
[arXiv] 2026-08-10 | RAVEN-Eval: Rubric-Guided Automatic Evaluation for AI Video Generation Models Based on LMM Preference Judgement
[arXiv] 2026-08-10 | RAVEN: Frozen Random Graph Reservoirs with Physics-Informed Interaction Fingerprints for Protein-Ligand Binding Affinity Prediction
[arXiv] 2026-08-10 | SI-Edit: Toward Sketch-Instruction Guided Local Image Editing with Pixel-Level Precision
[arXiv] 2026-08-10 | The Announcement Carries the Cue: Markup, Boundaries, and the Notation of Pre-Training Corpora
[arXiv] 2026-08-10 | F2STNet: Fair and Federated Spectral-Temporal Modeling for Graph Forecasting
[arXiv] 2026-08-10 | $q$-Difference Equations for two classes of Pattern Avoiding Permutations
[arXiv] 2026-08-10 | The minimal obstruction modulus for quadratic forms
[arXiv] 2026-08-10 | Breaking the 4-Approximation Barrier in Strategyproof Two-Facility Location
[arXiv] 2026-08-10 | Diagnosing as Cardiologists Do: ECG Agents with Doctor-Grounded Priors for Clinical Reasoning Across Diseases and Populations
[arXiv] 2026-08-10 | On the Schauder Estimates for Non-local Equations with Drift: The Supercritical Case
[arXiv] 2026-08-10 | Population-inversion map of the mesospheric sodium ladder: continuous-wave and pulsed pumping schemes for directed emission
[arXiv] 2026-08-10 | RynnValue: Scaling Robotic Value Foundation Models with Temporal Distance
[arXiv] 2026-08-10 | How Do Large Language Models Judge Social Attraction? Evidence from Theory-Grounded Persona Ratings Across Multiple LLMs and Humans
[arXiv] 2026-08-10 | SwiftQK: Fast and Communication-Efficient Tensor Parallelism for Query-Key Normalization
[arXiv] 2026-08-10 | A further study of quandles and quandle rings
[arXiv] 2026-08-10 | Robust spin pseudogap and spin-charge separation in the $σt$-$J$ model
[arXiv] 2026-08-10 | Efficient Human-Contact Representation for Human-Scene Interaction
[arXiv] 2026-08-10 | QTris: a pedagogical board game to teach Quantum Mechanics
[arXiv] 2026-08-10 | "Will This Data Break My Task?" - Interactive Synthesis of Task-Aware Data Unit Tests
[arXiv] 2026-08-10 | Logarithmic-Free Moment and Generalization Bounds for Uniformly Stable Algorithms
[arXiv] 2026-08-10 | Foundation Models are Implicit Deepfake Detectors
[arXiv] 2026-08-10 | Averaging Principle and Pullback Attractor Convergence for McKean--Vlasov Stochastic Reaction--Diffusion Equations
[arXiv] 2026-08-10 | PolicyKG: An Agentic LLM Pipeline for Translating Institutional Policies into SHACL Knowledge Graphs
[arXiv] 2026-08-10 | Probing crystal-field modulations with magnetic adatoms on the incipient charge-density-wave superconductor $2H$-NbS$_2$
[arXiv] 2026-08-10 | Characterising the set of deterministic quantum correlations in prepare-and-measure scenarios
[arXiv] 2026-08-10 | Track me if you can: Ephemeral coin tracing
[arXiv] 2026-08-10 | Torus and Positive Mass stability for metrics with Ricci curvature lower bound
[arXiv] 2026-08-10 | Beyond Naturalness: Probing Automated Text-To-Speech Evaluators on Linguistically Grounded Dimensions
[arXiv] 2026-08-10 | Dynamic $e$-closure for online hypotheses with any-time-valid evidence: closure principles and projective mergers
[arXiv] 2026-08-10 | From Values to Benchmarks: Evaluating Large Language Models for Governmental Use in Dutch
[arXiv] 2026-08-10 | A Quantum Coherence Microscope in the Hubbard Regime
[arXiv] 2026-08-10 | From Koszul-Complex Stabilizer Models to Superselection Profiles: Topological Rigidity and Nonsplit Extensions
[arXiv] 2026-08-10 | DistMoE: Private-data Rehearsal-free Routing in Mixture-of-Experts for Distributed Instruction Tuning
[arXiv] 2026-08-10 | Decoding-Level Taboo: A Diagnostic Stress Test for LLM Robustness
[arXiv] 2026-08-10 | Nascent Embedded-protostar Survey in Taurus (NEST) II: Measuring Dust Mass, Disk Size, and Gas Mass
[arXiv] 2026-08-10 | RoSE: A Robotic Soft Esophagus for Endoprosthetic Stent Testing
[arXiv] 2026-08-10 | Widom factors for Chebyshev and residual polynomials on semi-regular subsets of $\mathbb{R}$
[arXiv] 2026-08-10 | ArchAgent v2: A Case Study with the Data Prefetching Championship
[arXiv] 2026-08-10 | The Cycle Rank Threshold: Perfect Matchings and Property (P) in Bipartite Graphs
[arXiv] 2026-08-10 | A random Lipschitz function detecting jumps
[arXiv] 2026-08-10 | A Bird's-Eye View on Security Considerations in RFCs
[arXiv] 2026-08-10 | Towards Expert-level Medical AI for Real-time Video Consultations
[arXiv] 2026-08-10 | Rotating near-horizon extreme geometries in quadratic gravity
[arXiv] 2026-08-10 | Langevin dynamics along the zero set of real-analytic potentials
[arXiv] 2026-08-10 | NASA ASTRA Initiative White Paper: Space-Based Mission for Ultrahigh Energy Particles
[arXiv] 2026-08-10 | Multi-Agent AI Safety as an Institutional Design Problem
[arXiv] 2026-08-10 | On a conjecture of Kolokolnikov on algebraic connectivity
[arXiv] 2026-08-10 | MedPixel: A Unified Pixel-Language Model for Medical Reasoning and Segmentation
[arXiv] 2026-08-10 | Nonlinear stability of large amplitude viscous shock wave for compressible magnetohydrodynamics flows
[arXiv] 2026-08-10 | Thermal Origin of Black Hole Quasinormal Modes
[arXiv] 2026-08-10 | Quasi-automatic software support for Gaia ground based optical tracking
[arXiv] 2026-08-10 | A Singular Control Problem for Data Center Electricity Cost Minimization
[arXiv] 2026-08-10 | Mori dream Jacobian elliptic surfaces of Kodaira dimension one
[arXiv] 2026-08-10 | A Gaussian Process framework for constraining the nuclear equation of state from microscopic calculations with correlated uncertainties
[arXiv] 2026-08-10 | Asymptotics for Treatment Choice with Partial Identification
[arXiv] 2026-08-10 | ResemBrick: Brick Reconstruction from Photographs with Perceptual Fidelity and Buildability
