[2026-06-10 12:22:12] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-09
正在获取论文...
[arXiv] 2026-06-09 | Dynamic inverse problems: Single-loop online algorithms
[arXiv] 2026-06-09 | An Exposure-Time-Aligned Primary-Path Architecture for Autonomous-Driving ECUs
[arXiv] 2026-06-09 | Efficient analytic continuation approach to Bethe-Salpeter excitation spectra in selected energy windows
[arXiv] 2026-06-09 | Securing Code Understanding: Detecting Natural Backdoor Vulnerability in Code Language Models
[arXiv] 2026-06-09 | Supershear Rupture Indicator in Near-fault Particle Motion
[arXiv] 2026-06-09 | ConvMemory v2: A Recall-Preserving Top-10 Evidence Reranker for Conversational Memory Retrieval
[arXiv] 2026-06-09 | HarmoView: Harmonizing Multi-View Constraints for Identity-Consistent Video Generation
[arXiv] 2026-06-09 | PCMI lecture notes: Motivic explorations in enumerative geometry
[arXiv] 2026-06-09 | Earth-OneVision: Extending Remote Sensing Multimodal Large Language Models to More Sensor Modalities and Tasks
[arXiv] 2026-06-09 | Topology and Euler characteristics of tropical varieties
[arXiv] 2026-06-09 | Fractional shot noise of an SU(N) Kondo system
[arXiv] 2026-06-09 | RedAct: Redacting Agent Capability Traces for Procedural Skill Protection
[arXiv] 2026-06-09 | SCAIL-2: Unifying Controlled Character Animation with End-to-end In-Context Conditioning
[arXiv] 2026-06-09 | Nonlinear Anisotropic Visco-Anelasticity
[arXiv] 2026-06-09 | READER: Robust Evidence-based Authorship Decoding via Extracted Representations
[arXiv] 2026-06-09 | Global weak solutions of a one-sided degenerate Cahn-Hilliard model for traction-driven digit morphogenesis
[arXiv] 2026-06-09 | Closing the Modality Gap in Zero-Shot HAR: Contrastive Training and Separability-Optimized Prototypes on IMU Data
[arXiv] 2026-06-09 | Can we trust our models? Epistemic calibration in second-order classification
[arXiv] 2026-06-09 | Correcting Variable Importance Scored by Random Forests
[arXiv] 2026-06-09 | N-GRPO: Embedding-Level Neighbor Mixing for Enhanced Policy Optimization
[arXiv] 2026-06-09 | AutoPDE: Reliable Agentic PDE Solving via Explicitly Represented Solver Strategies
[arXiv] 2026-06-09 | ros2probe: Non-intrusive, Kernel-selective Observability for Robot Operating System 2 Middleware
[arXiv] 2026-06-09 | MemVenom: Triggered Poisoning of Multimodal Memories in Web Agents
[arXiv] 2026-06-09 | Layer-parity-dependent interfacial coupling in Nb$_3$Cl$_8$/graphene van der Waals heterostructures
[arXiv] 2026-06-09 | Does the Weinberg angle allow a local hidden-variable description for the leptonic decays of an entangled $ZZ$ pair?
[arXiv] 2026-06-09 | The Two Dimensional Dynamical Bulk Boundary Correspondence: Beyond Two Band Models
[arXiv] 2026-06-09 | Beyond Journals: Rethinking Research Evaluation in Hungarian Computer Science
[arXiv] 2026-06-09 | A Pigouvian Matchmaker Mechanism for De-escalating the AGI Race
[arXiv] 2026-06-09 | Transformer Based Model for Spatiotemporal Feature Learning in EEG Emotion Recognition
[arXiv] 2026-06-09 | Ultra-Soft Ferrimagnetism in a High-Entropy Spinel Oxide Driven by Site-Selective Cation Disorder
[arXiv] 2026-06-09 | DIffuse X-ray Explorer (DIXE): Sky Survey Strategy and Collimator Response Demodulation
[arXiv] 2026-06-09 | Isospin-symmetry in $pp$ and $AA$ collisions
[arXiv] 2026-06-09 | A Unifying Lens on Supervised Fine-Tuning Through Target Distribution Design
[arXiv] 2026-06-09 | Lip Forcing: Few-Step Autoregressive Diffusion for Real-time Lip Synchronization
[arXiv] 2026-06-09 | Equivariant Contact Darboux Quotients and Perversely Categorified Legendrian Correspondences
[arXiv] 2026-06-09 | The Role of Feedback Alignment in Self-Distillation
[arXiv] 2026-06-09 | AutoClassMK: A public neural network for automatic 2D MK classification of normal stars in basic Python
[arXiv] 2026-06-09 | Defeat the Heap: Zero-Copy Data Movement in AXI4MLIR
[arXiv] 2026-06-09 | DarkAgents
[arXiv] 2026-06-09 | Itô maps for any-step SDEs
[arXiv] 2026-06-09 | JOIN: Anchor-Grasp-Conditioned Joining via Opposition, Inference, and Navigation for Bimanual Assistive Manipulation
[arXiv] 2026-06-09 | OncoTraj: a public benchmark for longitudinal resistance prediction in EGFR-mutant non-small-cell lung cancer on osimertinib
[arXiv] 2026-06-09 | Harmonic extension of Weil-Petersson circle homeomorphisms
[arXiv] 2026-06-09 | Operationalizing Property-Based Testing for Data-Intensive Scalable Computing Systems
[arXiv] 2026-06-09 | Towards Autonomous Accelerator Design: FPGA Accelerator Generation with SECDA
[arXiv] 2026-06-09 | Toward a Full-Stack Framework for Industrial Augmented Reality: Benefits, Risks, and Design Considerations for Dependable Deployment in Manufacturing
[arXiv] 2026-06-09 | Fixed-Threshold One-Bit Toeplitz Covariance Estimation under Sparse-Ruler Sampling
[arXiv] 2026-06-09 | A data-driven method for measuring corner-clipping probabilities in segmented particle detectors
[arXiv] 2026-06-09 | IDEAL: In-DEpth ALignment Makes A Discrete Representation AutoEncoder
[arXiv] 2026-06-09 | QUIET: Quantifying Underutilized Influential Edges for Targeted Synchronization
[arXiv] 2026-06-09 | A symmetric determinantal lower bound for diagonal power sums via polar degree
[arXiv] 2026-06-09 | The Shibboleth Effect: Auditing the Cross-Lingual Distributional Skew of Large Language Models
[arXiv] 2026-06-09 | VISTA: A Versatile Interactive User Simulation Toolkit for Agent Evaluation
[arXiv] 2026-06-09 | Range of Normalized Glandular Dose for Mammography Using Patient-Specific Glandular Fractions
[arXiv] 2026-06-09 | Enumerating Inclusion-Maximal Arithmetic Progressions
[arXiv] 2026-06-09 | Interplay between photon condensation and electron-electron interactions in molecular systems
[arXiv] 2026-06-09 | LLM-Mediated Demand Response Coordination in Smart Microgrids
[arXiv] 2026-06-09 | Internet Quality Barometer (IQB): A preliminary data-driven evaluation of the IQB framework
[arXiv] 2026-06-09 | Cellular generation revisited
[arXiv] 2026-06-09 | Logistic Gene Regulatory Networks: A Modelling Framework Beyond Hill Functions
[arXiv] 2026-06-09 | Direction-Dependent Quantum Transport Properties of MoS$_2$ Integrated into Biphenylene Configuration
[arXiv] 2026-06-09 | Diffusion Forcing Planner: History-Annealed Planning with Time-Dependent Guidance for Autonomous Driving
[arXiv] 2026-06-09 | Measuring Human Value Expression in Social Media Texts: Calibrated LLM Annotation and Encoder Transfer
[arXiv] 2026-06-09 | An Uncertainty Estimation Framework for Dose Accumulation in Adaptive Radiotherapy: Application to CBCT-Guided Radiotherapy for Cervical Cancer
[arXiv] 2026-06-09 | On zero-sum polytopes: reciprocity, rigidity, and cyclic sieving
[arXiv] 2026-06-09 | Revisiting Cherenkov radiation in anisotropic chiral matter: exact calculation reveals threshold-free emission
[arXiv] 2026-06-09 | Dimming and pulsation shock of the coalesced star V838 Monocerotis
[arXiv] 2026-06-09 | On the First Eigenvalue of Embedded Minimal Hypersurfaces in the Unit Sphere
[arXiv] 2026-06-09 | A kinetic model of shear-induced rupture of short dsDNA
[arXiv] 2026-06-09 | Test-time Adversarial Takeover: A Real-time Hijacking Interface against Robotic Diffusion Policies
[arXiv] 2026-06-09 | Simultaneous $αβ$ Decay: A New Mode of Nuclear Instability
[arXiv] 2026-06-09 | Bosonic Cyclic Codes: Trading Stabilizers for Gaussian Non-Clifford Phase Gates
[arXiv] 2026-06-09 | Time-frequency localization of bird calls in dense soundscapes
[arXiv] 2026-06-09 | Non-Hermitian scattering in SSH superconducting waveguides: exact Green-function reduction and dimerization-sensitive microwave functionalities
[arXiv] 2026-06-09 | Synthetic pre-training of graph-network models for predicting solid-state NMR parameters
[arXiv] 2026-06-09 | A Friendly Phantom: Late-time AdS-to-dS transition and cosmological tensions
[arXiv] 2026-06-09 | Planar-Sector LOS Guidance for Interception of Agile Targets with Lifting-Wing Quadcopters
[arXiv] 2026-06-09 | Quantum Monte Carlo calculations of Zemach moments in $A\leq 9$ nuclei
[arXiv] 2026-06-09 | Hybrid Hamiltonian-diagrammatic quantum impurity solver
[arXiv] 2026-06-09 | Old and new structures on Ran spaces: Length structures, completeness, and conicality
[arXiv] 2026-06-09 | Gender-based discrepancies in the algorithmic delivery of political ads on social media
[arXiv] 2026-06-09 | Sets of equiangular lines in dimension $18$ constructed from $A_5^3 \oplus A_1^4$
[arXiv] 2026-06-09 | Feasibility demonstration of continuous signal-based neutron noise measurements by experiments and simulations
[arXiv] 2026-06-09 | Structural Under-Representation of Women in News: Nonparametric Bayesian Mixtures Capture Time-Dependent Dynamics
[arXiv] 2026-06-09 | Pushing the Performance Limits in Autonomous Racing: Continuous Stability-Aware Adaptive Velocity Planning in Formula Student Driverless
[arXiv] 2026-06-09 | Unitary Channel Testing Under a Depolarizing Noise Assumption
[arXiv] 2026-06-09 | PhysMetrics.Weather: An Evaluation Framework for Physical Consistency in ML Weather Models
[arXiv] 2026-06-09 | Data compression for fast dimension reduction and clustering of high-dimensional discrete data
[arXiv] 2026-06-09 | Coble type hypersurfaces and hyperkähler fourfolds
[arXiv] 2026-06-09 | Chaos and stability in the marine trophic network: the importance of interactions over complexity
[arXiv] 2026-06-09 | Efficient AI-Inspired Reduction of Feynman Integrals via Tube Seeding
[arXiv] 2026-06-09 | Combined Analysis of Lattice QCD and Experimental Data on the Pion Transition Form Factor
[arXiv] 2026-06-09 | In-situ total scattering investigation of crystalline ordering in amorphous ion-beam sputtered thin films for interferometric gravitational wave detectors
[arXiv] 2026-06-09 | Dynamic Software Updates using CRDTs
[arXiv] 2026-06-09 | Small Data, Big Noise: Adversarial Training for Robust Parameter-Efficient Fine-Tuning
[arXiv] 2026-06-09 | Next Forcing: Causal World Modeling with Multi-Chunk Prediction
[arXiv] 2026-06-09 | TacForeSight: Force-Guided Tactile World Model for Contact-Rich Manipulation
[arXiv] 2026-06-09 | Nonparametric Riemannian Empirical Bayes, and Denoising Measurements on Manifolds
[arXiv] 2026-06-09 | Full-State and Reduced-Moment Encodings: A Representation-Level View of Equilibrium Quantum Many-Body Theory
[arXiv] 2026-06-09 | Reassessing the low-$α$ massive sequence stars in Gaia RVS
[arXiv] 2026-06-09 | Mean Flow Distillation: Robust and Stable Distillation for Flow Matching Models
[arXiv] 2026-06-09 | P3D-Bench: Benchmarking MLLMs for Parametric 3D Generation and Structural Reasoning
[arXiv] 2026-06-09 | Hindered $ΔK=1$ Dipole Strength in octupole bands in $N=90$ $^{154}$Gd from Lifetime Measurements with $γ-γ$ fast timing technique
[arXiv] 2026-06-09 | Data assimilation for subsurface flow using latent diffusion model parameterization: performance of ensemble-Kalman and Monte Carlo techniques
[arXiv] 2026-06-09 | Enumeration of certain subsets of uprooted trees and spherical parking functions
[arXiv] 2026-06-09 | UniPET: a universal network for high-quality PET image denoising across varied dose reduction factors
[arXiv] 2026-06-09 | WorldOlympiad: Can Your World Model Survive a Triathlon?
[arXiv] 2026-06-09 | GASTAG evolutionary tracks and isochrones from coupled 1D and 3D models: systematic temperature offsets in red giants
[arXiv] 2026-06-09 | TRACE: A Unified Rollout Budget Allocation Framework for Efficient Agentic Reinforcement Learning
[arXiv] 2026-06-09 | Designed by Journalists, but Is It for Readers? Rethinking AI Disclosures and Transparency in News
[arXiv] 2026-06-09 | Multimodal Brain Tumour Classification Using Feature Fusion
[arXiv] 2026-06-09 | Do Transformers Actually Help Intrusion Detection? A Temporal Sequence Evaluation on CIC-IDS2017
[arXiv] 2026-06-09 | Dispersive estimates for wave-type equations with time-dependent damping
[arXiv] 2026-06-09 | RoboNaldo: Accurate, Stable and Powerful Humanoid Soccer Shooting via Motion-Guided Curriculum Reinforcement Learning
[arXiv] 2026-06-09 | A Distributed Multi-UGV Exploration Framework With Loop-Aware Planning and Descriptor-Aided Localization in Resource-Limited Environments
[arXiv] 2026-06-09 | Multiplicity-dependent forward jet production in proton-nucleus collisions
[arXiv] 2026-06-09 | Coset Ensemble Decoder for Quantum Error Correction with Algorithm-Hardware Co-Design
[arXiv] 2026-06-09 | Modeling Complex Behaviors: Multi-Personality Composition and Dynamic Switching in Vision-Language Models
[arXiv] 2026-06-09 | Revealing information -- or not -- in a social network of traders
[arXiv] 2026-06-09 | A Spiking Neural Architecture for Coordinating Arm and Locomotor Control
[arXiv] 2026-06-09 | U-TTT: Towards Generalizable PET Image Denoising via Test-Time Training
[arXiv] 2026-06-09 | ALETHEIA: Autonomous Loop for Experimental Theory and HEP Inference Across-data
[arXiv] 2026-06-09 | Making a Name for Myself: On Academic Naming Policies and their Impact
[arXiv] 2026-06-09 | Superficial Beliefs in LLM Decision-Making
[arXiv] 2026-06-09 | Understanding and mitigating the risks of OpenClaw for non-technical users: A practical guide with Skill
[arXiv] 2026-06-09 | A Case Study Reexamining the Cold-Start Problem in Knowledge Tracing Models and Implications for SafeInsights, an Education Research Infrastructure
[arXiv] 2026-06-09 | Cyclic phenomena for composition operators on weighted Bergman spaces
[arXiv] 2026-06-09 | A Companion App for an Autonomous Family Vehicle: Identification of Values for an Autonomous Mobility System
[arXiv] 2026-06-09 | Isolated Singularities for Fractional Hartree Equations
[arXiv] 2026-06-09 | FairWave : A Fairness-Aware Asynchronous DAG-BFT Consensus
[arXiv] 2026-06-09 | Event-based Scheimpflug LiDAR for Ultra-Fast Laser-Scanned Rangefinding
[arXiv] 2026-06-09 | Optimizing 2D Input Representations and Sub-phase Fusion Strategies for Differential Diagnosis of Asthma and COPD Using CNN- and GRU-Based Networks
[arXiv] 2026-06-09 | Quo Vadis, Visual In-Context Learning? A Unified Benchmark Across Domains and Tasks
[arXiv] 2026-06-09 | Dominance and symmetry-breaking rules for the Graph Burning Problem
[arXiv] 2026-06-09 | Labelled Process Logic
[arXiv] 2026-06-09 | Understanding Energy Dependent Hadronic Calorimeter Response from a Machine Learning Perspective
[arXiv] 2026-06-09 | Random Matrix Theory for Chaotic Wave Scattering and Transport
[arXiv] 2026-06-09 | Non-Isomorphic Optimal Cayley Graphs
[arXiv] 2026-06-09 | A Physics-Informed B-Spline Framework for Continuous Approximation of Flow Data
[arXiv] 2026-06-09 | Prime Quadruplets and Jump Conditions on Arithmetic Functions
[arXiv] 2026-06-09 | Extensible links in a broad class of single polymer chain models
[arXiv] 2026-06-09 | Hidden Consensus:Preference-Validity Compression in Human Feedback
[arXiv] 2026-06-09 | Entropy-Aware Domain-Routed Mixture-of-Experts Speech-LLM Framework: A Case Study of Multi-Domain Child-Adult ASR
[arXiv] 2026-06-09 | A stochastic gradient algorithm for non-separable optimization with convergence guarantee
[arXiv] 2026-06-09 | Supermodularity and Submodularity in Network Interdiction
[arXiv] 2026-06-09 | A quiver approach to quasi-quantum groups with the Chevalley property
[arXiv] 2026-06-09 | Genuine Multipartite Nonlocality for Arbitrary Input: Maximal Randomness Generation and Robust Self-Testing
[arXiv] 2026-06-09 | Frontier Coding Agents Use Metaprogramming to Adapt to Unfamiliar Programming Languages
[arXiv] 2026-06-09 | Recoverable but Not Stationary:Local Linear Structures in Weights and Activations
[arXiv] 2026-06-09 | AgniNav: Configuration-Driven Cross-Embodiment Local Planning for Robot Navigation
[arXiv] 2026-06-09 | Flash-GMM: A Memory-Efficient Kernel for Scalable Soft Clustering
[arXiv] 2026-06-09 | Flow-Mediated Regulation of Pathogen Survival in the Human Stomach
[arXiv] 2026-06-09 | The 1st PortraitCraft Challenge: A CVPR 2026 Workshop Competition on Portrait Composition Understanding and Generation
