[2026-04-23 10:22:15] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-22
正在获取论文...
[arXiv] 2026-04-22 | From Scene to Object: Text-Guided Dual-Gaze Prediction
[arXiv] 2026-04-22 | The physics of ELM-free regimes in EUROfusion tokamaks
[arXiv] 2026-04-22 | Dilaton-Induced Resonant Production of Ultralight Vector Dark Matter
[arXiv] 2026-04-22 | Emergence biases in molecular evolution
[arXiv] 2026-04-22 | MOMO: A framework for seamless physical, verbal, and graphical robot skill learning and adaptation
[arXiv] 2026-04-22 | An Explicit Formula for the Benjamin-Ono Hierarchy with Applications to Traveling Waves and Zero-Dispersion Limits
[arXiv] 2026-04-22 | Finding Duplicates in 1.1M BDD Steps: cukereuse, a Paraphrase-Robust Static Detector for Cucumber and Gherkin
[arXiv] 2026-04-22 | Cluster Vertex Deletion on Chordal Graphs
[arXiv] 2026-04-22 | The Origin of Edge of Stability
[arXiv] 2026-04-22 | Absence of Ballistic Transport in Quantum Walks with Asymptotically Reflecting Sites
[arXiv] 2026-04-22 | No planar degeneracy for the Landau gauge quark-gluon vertex
[arXiv] 2026-04-22 | Influence of random surface deformations on the resonance frequencies and quality factors of optical cavities and plasmonic nanoparticles
[arXiv] 2026-04-22 | Bimanual Robot Manipulation via Multi-Agent In-Context Learning
[arXiv] 2026-04-22 | Surrogate modeling for interpreting black-box LLMs in medical predictions
[arXiv] 2026-04-22 | Sheaf Neural Networks on SPD Manifolds: Second-Order Geometric Representation Learning
[arXiv] 2026-04-22 | Beyond Hagedorn: A Harmonic Approach to $T\bar{T}$-deformation
[arXiv] 2026-04-22 | Stabilization of a non-superconducting, orthorhombic phase by over-hydrogenating LaFeSiH
[arXiv] 2026-04-22 | Comparison principles and long time behavior for a diffusive Energy Balance Model with vertical resolution
[arXiv] 2026-04-22 | Accurate and Efficient Interatomic Potentials for Dislocations in InP
[arXiv] 2026-04-22 | Restoring the Conical Intersection Topology using Convex Density Functional Theory
[arXiv] 2026-04-22 | DialToM: A Theory of Mind Benchmark for Forecasting State-Driven Dialogue Trajectories
[arXiv] 2026-04-22 | A Matsushima theorem for K-polystable polarised smooth Fano threefolds
[arXiv] 2026-04-22 | Lexicographic Minimum-Violation Motion Planning using Signal Temporal Logic
[arXiv] 2026-04-22 | On G-birational rigidity of projective spaces
[arXiv] 2026-04-22 | Unlocking the Forecasting Economy: A Suite of Datasets for the Full Lifecycle of Prediction Market: [Experiments \& Analysis]
[arXiv] 2026-04-22 | SHARELIFE Imputations
[arXiv] 2026-04-22 | Vortex dipoles in expanding shell-shaped Bose-Einstein condensates
[arXiv] 2026-04-22 | Controlling microgel morphology and swelling behavior by copolymerization
[arXiv] 2026-04-22 | Second-order topology in two-dimensional azulenoid kekulene carbon lattices
[arXiv] 2026-04-22 | MLG-Stereo: ViT Based Stereo Matching with Multi-Stage Local-Global Enhancement
[arXiv] 2026-04-22 | CyberCertBench: Evaluating LLMs in Cybersecurity Certification Knowledge
[arXiv] 2026-04-22 | Off-shell recursion for all-loop planar integrands in Yang-Mills theory
[arXiv] 2026-04-22 | Interconnecting Regional QKD Networks: Hybrid Key Delivery Across Quantum Domains
[arXiv] 2026-04-22 | Cold-Start Forecasting of New Product Life-Cycles via Conditional Diffusion Models
[arXiv] 2026-04-22 | Mitigating Hallucinations in Large Vision-Language Models without Performance Degradation
[arXiv] 2026-04-22 | New inequalities for eigenvalues of the Dirichlet Laplacian on the hyperbolic space
[arXiv] 2026-04-22 | e112: A Context-Aware Mobile Emergency Communication Platform Leveraging Smartphone Sensing and Cloud Services
[arXiv] 2026-04-22 | Stability-Driven Motion Generation for Object-Guided Human-Human Co-Manipulation
[arXiv] 2026-04-22 | An Explainable Approach to Document-level Translation Evaluation with Topic Modeling
[arXiv] 2026-04-22 | Persistent Homology of the Wiener Sausage II: A Central Limit Theorem for Drifted Planar Brownian Motion
[arXiv] 2026-04-22 | Stellar flare-driven evolution of primordial early exo-Earth atmospheres: Insights from a Young M Dwarf Flare model
[arXiv] 2026-04-22 | Counterexamples to the Lorentzian Calderón problem
[arXiv] 2026-04-22 | Shortest period for outer orbit in compact hierarchical triple? Discovery of SB1 around V0885 Per
[arXiv] 2026-04-22 | Online Survival Analysis: A Bandit Approach under Cox PH Model
[arXiv] 2026-04-22 | Lattice-ordered algebras admitting a polynomial growth continuous function calculus
[arXiv] 2026-04-22 | Generative Augmentation of Imbalanced Flight Records for Flight Diversion Prediction: A Multi-objective Optimisation Framework
[arXiv] 2026-04-22 | Read--Shockley formula for a general Bravais lattice in two dimensions
[arXiv] 2026-04-22 | Multi-Perspective Evidence Synthesis and Reasoning for Unsupervised Multimodal Entity Linking
[arXiv] 2026-04-22 | Lightweight Low-SNR-Robust Semantic Communication System for Autonomous Driving
[arXiv] 2026-04-22 | Rethinking Intrinsic Dimension Estimation in Neural Representations
[arXiv] 2026-04-22 | Acoustic quantum skyrmion-valley Hall effect
[arXiv] 2026-04-22 | Rethinking Where to Edit: Task-Aware Localization for Instruction-Based Image Editing
[arXiv] 2026-04-22 | RADS: Reinforcement Learning-Based Sample Selection Improves Transfer Learning in Low-resource and Imbalanced Clinical Settings
[arXiv] 2026-04-22 | Globally Simple Heffter Arrays $H(n;k)$ with $k \equiv 1 \pmod{4}$
[arXiv] 2026-04-22 | Higher rank Gelfand-Kapranov-Zelevinsky fans
[arXiv] 2026-04-22 | Source localization realizes single frame super-resolution for fluorescence imaging
[arXiv] 2026-04-22 | Cortex 2.0: Grounding World Models in Real-World Industrial Deployment
[arXiv] 2026-04-22 | Secure Rate-Distortion-Perception: A Randomized Distributed Function Computation Approach for Realism
[arXiv] 2026-04-22 | Hybrid Policy Distillation for LLMs
[arXiv] 2026-04-22 | Bio-inspired Color Constancy: From Gray Anchoring Theory to Gray Pixel Methods
[arXiv] 2026-04-22 | Solar Energetic Particle Events and Associated Type II Radio Bursts from Different Source Regions
[arXiv] 2026-04-22 | Robust Fixed-Time Model Reference Adaptive Control
[arXiv] 2026-04-22 | Toward Cooperative Driving in Mixed Traffic: An Adaptive Potential Game-Based Approach with Field Test Verification
[arXiv] 2026-04-22 | Enhancing Speaker Verification with Whispered Speech via Post-Processing
[arXiv] 2026-04-22 | Target-Mass Corrections in the OPE Sum-Rule Approach to Quarkonium-Nucleon Interactions with Global-Fit PDFs: an $x$-Resolved Analysis
[arXiv] 2026-04-22 | Text-to-Distribution Prediction with Quantile Tokens and Neighbor Context
[arXiv] 2026-04-22 | N-fold topological mode replication in hierarchical honeycomb lattices
[arXiv] 2026-04-22 | Photometric Super-Resolution for Improving Galaxy Morphological Measurements using Conditional Generative Adversarial Networks
[arXiv] 2026-04-22 | Quantitative Direct Sampling for Initial Acoustic Sources
[arXiv] 2026-04-22 | Taint-Style Vulnerability Detection and Confirmation for Node.js Packages Using LLM Agent Reasoning
[arXiv] 2026-04-22 | Design Space Exploration for ReRAM-based Architectures to Address Scaling Non-idealities
[arXiv] 2026-04-22 | Koszul duality for quadratic monomial algebras
[arXiv] 2026-04-22 | Physics-Enhanced Deep Learning for Proactive Thermal Runaway Forecasting in Li-Ion Batteries
[arXiv] 2026-04-22 | Duluth at SemEval-2026 Task 6: DeBERTa with LLM-Augmented Data for Unmasking Political Question Evasions
[arXiv] 2026-04-22 | Root numbers for twisted Fermat quotient curves II
[arXiv] 2026-04-22 | Aligning Human-AI-Interaction Trust for Mental Health Support: Survey and Position for Multi-Stakeholders
[arXiv] 2026-04-22 | Epimorphisms of local cohomology modules, a general Peskine-Szpiro theorem, and an application to sheaf cohomology vanishing for thickenings
[arXiv] 2026-04-22 | Meta-Tool: Efficient Few-Shot Tool Adaptation for Small Language Models
[arXiv] 2026-04-22 | An Agentic Approach to Metadata Reasoning
[arXiv] 2026-04-22 | Machine learning moment closure models for the radiative transfer equation IV: enforcing symmetrizable hyperbolicity in two dimensions
[arXiv] 2026-04-22 | HiPO: Hierarchical Preference Optimization for Adaptive Reasoning in LLMs
[arXiv] 2026-04-22 | A GPU-Accelerated Framework for Multi-Attribute Range Filtered Approximate Nearest Neighbor Search
[arXiv] 2026-04-22 | A Benchmark of 25 Nonlinear Functions with Domain-Induced Discontinuity for Global Optimization
[arXiv] 2026-04-22 | Gyrokinetic simulations on zonal flow-turbulence spreading coupling
[arXiv] 2026-04-22 | JoyAI-RA 0.1: A Foundation Model for Robotic Autonomy
[arXiv] 2026-04-22 | Differentiable Conformal Training for LLM Reasoning Factuality
[arXiv] 2026-04-22 | Carathéodory Number in Cycle Convexity
[arXiv] 2026-04-22 | 6.2-GW tabletop attosecond light source
[arXiv] 2026-04-22 | Analysis of Nystrom method with sequential ridge leverage scores
[arXiv] 2026-04-22 | Robust Uniform Recovery of Structured Signals from Nonlinear Observations
[arXiv] 2026-04-22 | Worst-Case Optimal GPU Datalog
[arXiv] 2026-04-22 | Testing replication for an agent-based model of market fragmentation and latency arbitrage
[arXiv] 2026-04-22 | Homogeneous $\mathbb Z/2$-Harmonic Forms and Spinors on $\R^4$ from Regular 4-Polytopes
[arXiv] 2026-04-22 | Dynamic Construction of the Lovász Local Lemma
[arXiv] 2026-04-22 | Stream-CQSA: Avoiding Out-of-Memory in Attention Computation via Flexible Workload Scheduling
[arXiv] 2026-04-22 | Topologically protected interface modes in multi-band damped lattice models
[arXiv] 2026-04-22 | DNA storage approaching the information-theoretic ceiling
[arXiv] 2026-04-22 | Quantum hardware noise learning via differentiable Kraus representation on tensor networks
[arXiv] 2026-04-22 | Machine Learning-Based Characterization of Solar p-Mode Frequency Shifts during Solar Cycle 25
[arXiv] 2026-04-22 | Automatic Ontology Construction Using LLMs as an External Layer of Memory, Verification, and Planning for Hybrid Intelligent Systems
[arXiv] 2026-04-22 | Can "AI" Be a Doctor? A Study of Empathy, Readability, and Alignment in Clinical LLMs
[arXiv] 2026-04-22 | Computing the Exchange Number in Graphs with respect to Cycle Convexity
[arXiv] 2026-04-22 | Designing Approximate Binary Trees for Trees
[arXiv] 2026-04-22 | Twisted Alexander Polynomials, Ribbon Homology Cobordisms, and the Thurston Norm
[arXiv] 2026-04-22 | Physics-Conditioned Synthesis of Internal Ice-Layer Thickness for Incomplete Layer Traces
[arXiv] 2026-04-22 | Efficient Multi-Cohort Inference for Long-Term Effects and Lifetime Value in A/B Testing with User Learning
[arXiv] 2026-04-22 | The Pc1 geomagnetic pulsations in light of the Cepheid theory
[arXiv] 2026-04-22 | Coverage, Not Averages: Semantic Stratification for Trustworthy Retrieval Evaluation
[arXiv] 2026-04-22 | Autark: A Serverless Toolkit for Prototyping Urban Visual Analytics Systems
[arXiv] 2026-04-22 | How do sub-bandgap reflectors affect the performance of PV modules?
[arXiv] 2026-04-22 | Incremental SVD Compression for Nonlinear Oldroyd Equations with General Memory Kernels
[arXiv] 2026-04-22 | Realistic Virtual Flood Experience System Using 360° Videos and 3D City Models Constructed from Building Footprints
[arXiv] 2026-04-22 | Fast Bayesian equipment condition monitoring via simulation based inference: applications to heat exchanger health
[arXiv] 2026-04-22 | Near-Future Policy Optimization
[arXiv] 2026-04-22 | An analytic formula for surface currents generating prescribed plasma equilibrium fields
[arXiv] 2026-04-22 | Heat Transfer Modeling in Enhanced Geothermal Energy: A Three-Temperature Approach for Solid, Injected, and Residing Fluids
[arXiv] 2026-04-22 | Generative Flow Networks for Model Adaptation in Digital Twins of Natural Systems
[arXiv] 2026-04-22 | Divide-and-Conquer Neural Network Surrogates for Quantum Sampling: Accelerating Markov Chain Monte Carlo in Large-Scale Constrained Optimization Problems
[arXiv] 2026-04-22 | EvoAgent: An Evolvable Agent Framework with Skill Learning and Multi-Agent Delegation
[arXiv] 2026-04-22 | FingerEye: Continuous and Unified Vision-Tactile Sensing for Dexterous Manipulation
[arXiv] 2026-04-22 | Storm Surge Modeling, Bias Correction, Graph Neural Networks, Graph Convolution Networks
[arXiv] 2026-04-22 | Kinematic Optimization of Phalanx Length Ratios in Robotic Hands Using Potential Dexterity
[arXiv] 2026-04-22 | CKM Beyond Channel Gain: Spatial Correlation Map Construction with Deep Learning
[arXiv] 2026-04-22 | Variance Is Not Importance: Structural Analysis of Transformer Compressibility Across Model Scales
[arXiv] 2026-04-22 | Cutoff-independent predictions from nuclear lattice effective field theory
[arXiv] 2026-04-22 | Controllable non-Hermitian topology in a dynamically protected cat qubit
[arXiv] 2026-04-22 | Improving clinical interpretability of linear neuroimaging models through feature whitening
[arXiv] 2026-04-22 | Data Integration for Estimating Subgroup-Specific Conditional Average Treatment Effects (CATEs) Using Coarsened External Information in Randomized Trials
[arXiv] 2026-04-22 | Large Language Models Outperform Humans in Fraud Detection and Resistance to Motivated Investor Pressure
[arXiv] 2026-04-22 | CHORUS: An Agentic Framework for Generating Realistic Deliberation Data
[arXiv] 2026-04-22 | Multiple Tor modules: rigidity and Mayer-Vietoris spectral sequences
[arXiv] 2026-04-22 | Load-dependent Hardness Prediction for Materials using Machine Learning
[arXiv] 2026-04-22 | Review: A new method for estimation and use of systematic errors in Poisson regression
[arXiv] 2026-04-22 | Rates of forgetting for the sequentially Markov coalescent
[arXiv] 2026-04-22 | SoK: The Next Frontier in AV Security: Systematizing Perception Attacks and the Emerging Threat of Multi-Sensor Fusion
[arXiv] 2026-04-22 | Overview of results from NA61/SHINE
[arXiv] 2026-04-22 | Deep VLBI constraints on compact radio cores in four ultraluminous X-ray sources
[arXiv] 2026-04-22 | Self-Guided Plan Extraction for Instruction-Following Tasks with Goal-Conditional Reinforcement Learning
[arXiv] 2026-04-22 | Widely degenerate anisotropic diffusion: local boundedness and semicontinuity
[arXiv] 2026-04-22 | Disorder induced time-reversal-odd nonlinear spin and orbital Hall effects
[arXiv] 2026-04-22 | A resolution of Erdős Problem #190 via Erdős-Lovász, BCT, and Baker-Harman-Pintz
[arXiv] 2026-04-22 | Making TransactionIsolation Checking Practical
[arXiv] 2026-04-22 | On the Impact of Face Segmentation-Based Background Removal on Recognition and Morphing Attack Detection
[arXiv] 2026-04-22 | Trust, Lies, and Long Memories: Emergent Social Dynamics and Reputation in Multi-Round Avalon with LLM Agents
[arXiv] 2026-04-22 | Ask Only When Needed: Proactive Retrieval from Memory and Skills for Experience-Driven Lifelong Agents
[arXiv] 2026-04-22 | Blow-up phenomena for the constant Q/R-curvature equation
[arXiv] 2026-04-22 | Exploring Spatial Intelligence from a Generative Perspective
[arXiv] 2026-04-22 | On the Sadowsky functional for anisotropic ribbons
[arXiv] 2026-04-22 | Predictive drift compensation of multi-frame STEM via live scan modification
[arXiv] 2026-04-22 | LayerTracer: A Joint Task-Particle and Vulnerable-Layer Analysis framework for Arbitrary Large Language Model Architectures
[arXiv] 2026-04-22 | A computational alloy design framework for the promotion of amorphous grain boundary complexions
[arXiv] 2026-04-22 | Bulk and surface electronic structure of MoAlB(010)
[arXiv] 2026-04-22 | Multi-Objective RIS Deployment Optimization for Physical Layer Security in ISAC Networks
[arXiv] 2026-04-22 | Reliability as a Design Principle: A Systematic Review and Integrated Framework for Renewable-Based Microgrids
[arXiv] 2026-04-22 | Early-Stage Product Line Validation Using LLMs: A Study on Semi-Formal Blueprint Analysis
[arXiv] 2026-04-22 | Hiding Secrets in the CSI Quotient: A Robust Wi-Fi CSI Steganography System
[arXiv] 2026-04-22 | A unified framework for inexact adaptive stepsizes in the gradient methods, the conjugate gradient methods and the quasi-Newton methods for strictly convex quadratic optimization
