[2026-09-24 23:37:03] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-23
正在获取论文...
[arXiv] 2026-09-23 | Bergman barycentric extensions of boundary homeomorphisms of the complex ball
[arXiv] 2026-09-23 | Charge and spin qubits in interacting quantum dots coupled to Rashba-active leads
[arXiv] 2026-09-23 | Adaptive confidence intervals with missing data
[arXiv] 2026-09-23 | Band-Edge Homogenization and the Sound-Soft Limit of Finite Bubbly Crystals
[arXiv] 2026-09-23 | Label-Efficient Generative Inverse Design and Design-Rule Discovery in Freeform Topological Photonics
[arXiv] 2026-09-23 | Optimal local oscillators for the homodyne detection of multiphoton states
[arXiv] 2026-09-23 | Shorthand Universal Tori for Permutations: Existence, Symmetry, and Generation of Twori
[arXiv] 2026-09-23 | Semiparametric Inference for Dynamic Causal Effects from Observational Time Series
[arXiv] 2026-09-23 | The Fermi-Pasta-Ulam system and the Korteweg-de Vries equation: a low-regularity continuum limit
[arXiv] 2026-09-23 | Universal splitting of nonequilibrium phase transitions in driven Potts heat engines
[arXiv] 2026-09-23 | Semi-discrete Active Flux method for two-dimensional hyperbolic systems with Coriolis source terms
[arXiv] 2026-09-23 | Cooperative Domain-Wall Dynamics in a Two-Dimensional Quasiclassical Holstein Model
[arXiv] 2026-09-23 | Braidings, duoidal categories and pre-Cartier structures for bi(co)modules
[arXiv] 2026-09-23 | Task-Induced Riemannian Metrics for Vision Transformer Feature Spaces
[arXiv] 2026-09-23 | Pinpointing Super-Quadratic Quantum Enumeration Speedups: Exact and Certified Evaluation of the Guessing-Moment Exponent under Product-Distribution Advice
[arXiv] 2026-09-23 | Conservative Three-Layer Schemes for Kirchhoff-Type Equations
[arXiv] 2026-09-23 | Consequential Behaviour and Representational Fairness in the Validation of Synthetic Research
[arXiv] 2026-09-23 | StudentBench: AI and human tutoring yield equivalent GRE learning gains
[arXiv] 2026-09-23 | Towards Energy-Neutral IoT Sensors: Low-Cost Chirp-Based Backscattering Node Using a COTS Microcontroller and Multi-Load Front-End
[arXiv] 2026-09-23 | Homogenization at a polynomial scale in high contrast
[arXiv] 2026-09-23 | Block Erasure Channel and Block z-Channel with Bounded Decoders and Finite Blocklength
[arXiv] 2026-09-23 | On the rates of binary star collisions around hypermassive black holes
[arXiv] 2026-09-23 | Quantum Channel Stein's Lemma with an Exponential Strong Converse
[arXiv] 2026-09-23 | MimicSat: A Reconfigurable Cyber-Physical Testbed For Small Satellite Systems and Cybersecurity Research
[arXiv] 2026-09-23 | Automotive mmWave Spinning Radar Place Recognition with Spatially Gated Feature-Correlation Representation
[arXiv] 2026-09-23 | Scalable simulation of non-Markovian quantum transport by stochastic-phase bath reduction
[arXiv] 2026-09-23 | Parameterized Enumeration of Minimal Defensive Alliances
[arXiv] 2026-09-23 | Juice-SWI during the Lunar-Earth-Gravity-Assist (LEGA) - Part 2: Instrument operations
[arXiv] 2026-09-23 | NV-Reason-CT: 3D Visual Language Model for CT Analysis
[arXiv] 2026-09-23 | Know-Your-Scene (KYS)-SLAM: Hierarchical Semantic-Motion Priors for Feature Matching in Stereo Visual SLAM
[arXiv] 2026-09-23 | A fully implicit electromagnetic energy- and charge-conserving PIC model for simulations of high-$β$ plasma
[arXiv] 2026-09-23 | WhatWorkedBench: Benchmarking Experimental Understanding in AI Agents
[arXiv] 2026-09-23 | On Relationship Between Circuit Depth and Trainability of VQAs
[arXiv] 2026-09-23 | Observable Lyapunov Exponents for Globally Coupled Maps in the Mean-Field Limit
[arXiv] 2026-09-23 | Strong Measurability and Adapted Approximations with Applications to Non-Markovian Control
[arXiv] 2026-09-23 | Learning Where to Look: A Shared Relative-Alignment Module for Time-Series Forecasting and PPG-to-Vital-Sign Reconstruction
[arXiv] 2026-09-23 | Hybrid Gaussians for Robust Open-Vocabulary 3D Segmentation with Multi-View Object Association and Boundary Refinement
[arXiv] 2026-09-23 | Latent evolving World Action Model
[arXiv] 2026-09-23 | Issuer-Sovereign Agentic Payments
[arXiv] 2026-09-23 | Short-term rental market occupancy - daily time series for 2017-2022 on 500 markets worldwide
[arXiv] 2026-09-23 | SatUnreal: A High-Precision Synthetic Dataset for Satellite Stereo Matching via Unreal Engine
[arXiv] 2026-09-23 | Stable Neural Decoding Across Sessions via Task-Conditioned Latent Alignment for Brain-Machine Interfaces
[arXiv] 2026-09-23 | A Harmonic-Regression ARMA model for rotating machinery dynamics identification and fault detection under varying conditions
[arXiv] 2026-09-23 | Extracting CNNs in the Unknown-Architecture and Feedback-Agnostic Setting
[arXiv] 2026-09-23 | Forced Yet Free: What Magicians' Forcing Reveals Beyond Intentional Binding
[arXiv] 2026-09-23 | Multigeometric Breathing Mode Framework for viruses
[arXiv] 2026-09-23 | Multi-Model Analysis of the Astrophysical $S(E)$ Factor for the $^{9}\mathrm{Be}(p,α)^{6}\mathrm{Li}$ Reaction and Its Impact on Astrophysical Reaction Rates
[arXiv] 2026-09-23 | Credible AUctions via MPC Gadgets: Bounding Information Leakage Under Abort
[arXiv] 2026-09-23 | Existence of weak solutions to two-phase Stefan problems for parabolic partial differential equation system
[arXiv] 2026-09-23 | The Complexity of Interference: When Rely/Guarantee Does Not Work
[arXiv] 2026-09-23 | Strain Engineering of the Topological Gap and Tunable Chern Numbers in the 2D Kagome Metal-Organic Framework Eu$_2$(C$_6$H$_4$)$_3$
[arXiv] 2026-09-23 | Shape without scale: an identifiability dichotomy for a bounded tail observed through a non-additive measurement kernel
[arXiv] 2026-09-23 | Probing the $^{12}$C+$^{12}$C fusion reaction via zero-degree spectator measurement in the $^{12}$C($^{14}$N,$αd$)$^{20}$Ne quasi-free reaction
[arXiv] 2026-09-23 | From LiDAR Maps to Visual Localization: Unified Visual Association for Robust Point-Line-Plane Pose Estimation
[arXiv] 2026-09-23 | Guides That Cause Actions: An Offline Study of Guide-Action Mutual Reinforcement in Multimodal Web Agents
[arXiv] 2026-09-23 | Anisotropic upper critical field in the van der Waals superconducting quasicrystal (Ta$_{0.7}$Nb$_{0.3}$)$_{1.6}$Te
[arXiv] 2026-09-23 | THz-Driven Quantum Ionic Magnetism in a Quantum Paraelectric SrTiO3
[arXiv] 2026-09-23 | Anisometric Dielectric Snowman-Particle Provides Improved Control Over Photonic Hook
[arXiv] 2026-09-23 | Alignment Inertia: Auditing the Durability of Training Data Influence Through Policy Override Resistance
[arXiv] 2026-09-23 | Stochastic Augmented Lagrangian Framework with Second-Order Convergence Guarantees for Nonconvex Expectation-Constrained Optimization
[arXiv] 2026-09-23 | Can Vision-Language Models Analyze Human-Centered Video? Mapping Model Capabilities and Human-AI Collaborative Workflows
[arXiv] 2026-09-23 | Is accretion flow magnetically arrested in M87?
[arXiv] 2026-09-23 | Verifiable Hidden Dynamics Play: Generating Agentic RL Environments from Solved Mechanisms
[arXiv] 2026-09-23 | Entropy and complexity in a strong orbit equivalence class via pseudo-Toeplitz subshifts
[arXiv] 2026-09-23 | Completed cohomology of Hilbert modular varieties below middle degree
[arXiv] 2026-09-23 | Discrete Diffusion Models via Evolving Variational Autoregressive Networks
[arXiv] 2026-09-23 | SoK: You Find What You Seek: Rethinking Oracles, Guidance, and Input Generation in Hardware Fuzzing
[arXiv] 2026-09-23 | Teach-to-Crash: A Closed-Loop Student-Teacher LLM Framework for Collision-Inducing Test Scenario Generation
[arXiv] 2026-09-23 | BranchDrive: A Branch-Structured Dataset for Action-Conditioned Driving Prediction
[arXiv] 2026-09-23 | High Dynamic Range Video Reconstruction from Single-Exposure Raw Sequences
[arXiv] 2026-09-23 | CAVEAT: Towards Robust Computer-Use Agents in Incentive-Misaligned Environments
[arXiv] 2026-09-23 | Banana Kick: Response-Informed Skill Evolution for Humanoid Soccer
[arXiv] 2026-09-23 | LLM-Assisted Workflow for Structural Difference Visualization in Evolving Software Requirements
[arXiv] 2026-09-23 | Scalar particle in the Kiselev-anti-de-Sitter black hole background
[arXiv] 2026-09-23 | Risk-Controlled KV-Cache Eviction: From Memory Budgets to Risk Targets
[arXiv] 2026-09-23 | Complete pluriclosed metrics with vanishing Bismut Ricci form on the affine quadric
[arXiv] 2026-09-23 | The Lasserre Rank of the Cropped Hypercube
[arXiv] 2026-09-23 | Order-Dependent Modification of High-Harmonic Generation by Quantum Dissipation and Lamb Shift
[arXiv] 2026-09-23 | Counting Invariants for Torus Quotients under FPF Group Actions
[arXiv] 2026-09-23 | NS-ATTENTION: Newton-Schulz Transformations of Attention Outputs in Vision Transformers
[arXiv] 2026-09-23 | A new upper bound for Sidon sets in $\mathbb{F}_2^{4k+3}$
[arXiv] 2026-09-23 | AI-Driven Neural Surrogates for In Silico Design of Cognitive-Affective Neuromodulation Targets
[arXiv] 2026-09-23 | GA-Agent: Large Language Models as Hyperparameter Optimizers for Evolutionary Controller Synthesis
[arXiv] 2026-09-23 | SkillGym: Internalizing Human Skills into LLMs for Real-World Problem Solving
[arXiv] 2026-09-23 | Characterizing the Daugavet property by squares of rank-one operators
[arXiv] 2026-09-23 | Mixing profile for Glauber dynamics of the discrete Gaussian Free Field starting from super-harmonic functions
[arXiv] 2026-09-23 | Test-Time Adaptation with Query-Dependent Residuals for Visual Document Retrieval
[arXiv] 2026-09-23 | Sensitivity to Higgs Pseudo-Observables in ZH Production at NLO QCD
[arXiv] 2026-09-23 | Robust Adversarial Reinforcement Learning with Risk Sensitivity and Critic Consistency Regularization
[arXiv] 2026-09-23 | Evolutionary Stability Does Not Guarantee Learning Accessibility: A Multi-Agent Reinforcement Learning Perspective on Cooperation Emergence
[arXiv] 2026-09-23 | InternW0: A Foundational Physical World Model for Efficient Real-World Interactions
[arXiv] 2026-09-23 | FedIncome: Federated Learning for Income Estimation in Digital Lending Under Data Sovereignty Constraints
[arXiv] 2026-09-23 | Brain-to-Language Decoding: Tasks, Signals, Methods, Evaluation, Practical Use and Beyond
[arXiv] 2026-09-23 | Continuous auction models
[arXiv] 2026-09-23 | Milnor's inequality and circular elastic knots
[arXiv] 2026-09-23 | Geometric ideal triangulations of hyperbolic 3-manifolds
[arXiv] 2026-09-23 | Generalized Duke's theorem for signed Graphs
[arXiv] 2026-09-23 | SHRAV: State-Hypothesis-Reason-Action-Verify Framework for Physical Modeling and Inverse Design
[arXiv] 2026-09-23 | Construction of vector-valued adelic automorphic forms
[arXiv] 2026-09-23 | EmphTTS: an emphasis-control TTS with reinforcement learning
[arXiv] 2026-09-23 | Hidden not Deleted: How Networks Suppress Entangled Features
[arXiv] 2026-09-23 | MWE-ECL: Recoverable Long-Range Context Does Not Always Override Local Lexical Priors
[arXiv] 2026-09-23 | Geometry and observability of latent texture-coherence diffusions in coherent sea-clutter radar observations
[arXiv] 2026-09-23 | Unity Insight: A Production Code--Asset Index for LLM Coding Agents in Unity Projects
[arXiv] 2026-09-23 | DCRL: Decoupling and Coupling Reinforcement Learning via Policy-Reward Manifold Alignment
[arXiv] 2026-09-23 | Mechanisms of transonic buffet over supercritical airfoils revealed by direct numerical simulations
[arXiv] 2026-09-23 | Characterizing the Carnot cycle at absolute zero: a reply to "Comment on `Proof of the Nernst theorem' "
[arXiv] 2026-09-23 | Relativistic accretion-disc models of Cyg X-1 in the soft state: a case study
[arXiv] 2026-09-23 | Knowledge Distillation for Intelligent Softwarized Networks: Advances and Open Challenges
[arXiv] 2026-09-23 | Stable time-stepping via residual minimization: finite-element and neural-network approximations for transient parabolic problems
[arXiv] 2026-09-23 | EBRL: Asynchronous Embodied RL by Multi-Grained Resource Management
[arXiv] 2026-09-23 | Earth-density effects in long-baseline neutrino experiments in a four-flavor (3+1) sterile-neutrino framework
[arXiv] 2026-09-23 | Evolution and disruption of circular orbits during dynamic black hole scalarization
[arXiv] 2026-09-23 | ProCredit: From Outcome Rewards to Progress Credit in Agentic Reinforcement Learning
[arXiv] 2026-09-23 | xTier: Intelligent Tiering for CXL-Enabled Memory
[arXiv] 2026-09-23 | Correcting for Evidence Uncertainty in the Templated Background Search for the Stochastic Gravitational-Wave Background
[arXiv] 2026-09-23 | Evolution dynamics of spinning binaries in effective-one-body theory to fifth Post-Minkowskian order
[arXiv] 2026-09-23 | The Risk-Sensitive Schrödinger Bridge: Is Not a KL Projection
[arXiv] 2026-09-23 | Distilling Sequential Computation in Transformer Language Models
[arXiv] 2026-09-23 | Explicit pixel-value correction of lateral response artifacts in radiochromic film dosimetry: Evaluation of single-, double-, and triple-channel methods
[arXiv] 2026-09-23 | Tail-Aware Geometry Learning for Conformal Ellipsoids
[arXiv] 2026-09-23 | Electric-field switchable interlayer magnetic order and anomalous valley Hall effect in Janus VSSe bilayers with different interfaces
[arXiv] 2026-09-23 | Local Optimality and Rigidity of Frobenius Tests for Dense High-Dimensional Covariance Alternatives
[arXiv] 2026-09-23 | ZO-COSMO: Index-Free One-Hop Mixing for Decentralized Zeroth-Order Optimization
[arXiv] 2026-09-23 | ZOCheck: CPU-Shadow Checkpointing for Zeroth-Order LLM Fine-Tuning
[arXiv] 2026-09-23 | Data-driven discrete-time deep recurrent neural network-based modeling for dissipative systems
[arXiv] 2026-09-23 | When LLM-Based User Profiling Adds Value in Production Streaming Recommendation
[arXiv] 2026-09-23 | Boyer-Moore Variants for Indeterminate String Matching and Experimental Evaluation
[arXiv] 2026-09-23 | Uncertainty prediction in composite quantum chemistry approaches
[arXiv] 2026-09-23 | Evaluation of pre-trained models for pedagogical assessment of novel AI-assisted educational questions
[arXiv] 2026-09-23 | Less Language, More Latents: Annotation-Efficient VLAs for Driving
[arXiv] 2026-09-23 | Ehrhart theorem for integral-integral affine manifolds with corners
[arXiv] 2026-09-23 | The weak-type $(1,1)$ estimates for wave equation on $ax+b$ groups
[arXiv] 2026-09-23 | NeuralSRNF: Neural Square Root Normal Fields for the Statistical Shape Analysis and Generation of Nonrigid 3D and 4D Objects
[arXiv] 2026-09-23 | Quantum Simulation of Si/SiGe Devices with Experimentally Calibrated Micromagnet Effects
[arXiv] 2026-09-23 | CoRelNav: Collaborative Relational Navigation for Multi-Robot Spatially Constrained Semantic Navigation
[arXiv] 2026-09-23 | Aharonov-Bohm interference probing of chiral Andreev edge states via scanning gate microscopy
[arXiv] 2026-09-23 | The integrability of sesqui-regular graphs with smallest eigenvalue at least $-3$
[arXiv] 2026-09-23 | GLoTouch: Global-to-Local Haptic Perception Using a Parallel Gripper for Object Search, Recognition, and Grasping Without External Vision
[arXiv] 2026-09-23 | Certain Cuntz semigroup properties of extension C*-algebras
[arXiv] 2026-09-23 | Gender Bias in Vision-Language In-Context Learning
[arXiv] 2026-09-23 | A converse to the Erdős-Fuchs theorem
[arXiv] 2026-09-23 | CP asymmetry and visible decay in $3+1$ neutrino oscillations on a quantum computer
[arXiv] 2026-09-23 | Topological Inference for Organoids
[arXiv] 2026-09-23 | Multiprecision computation of bright and dark solitons in the discrete nonlinear Schrödinger equation
[arXiv] 2026-09-23 | Geometric perspective on quantum Rabi model: Super adiabatic universality and curvature non-adiabatic effects
[arXiv] 2026-09-23 | Shift-register synchronization of dual-wavelength pulse trains in resonators with quadratic nonlinearity
[arXiv] 2026-09-23 | Index estimates for complete noncompact free boundary minimal surfaces
[arXiv] 2026-09-23 | Rank weighting and asymmetry in Blest's rank correlation: two exact regions
[arXiv] 2026-09-23 | Multi-Band Optical Variability Characteristics of the $γ$-ray emitting blazar 1ES 0647+250 during its 2020 flare
