[2026-09-14 23:33:16] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-13
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609130000+TO+202609132359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-13 | AsymFlow: Enabling Long-Context LLM Serving via CPU-GPU Prefill-Decode Disaggregation
[ACM] 2026-9-13 | A Low-Overhead, Lightweight, Lossless GPU Compression Algorithm for Numerical Simulations
[ACM] 2026-9-14 | Articulation Work and Conventions: The Workers’ Experience
[IEEE] 2026-9-14 | On-Demand Intermittent Control Methodology for End-Zone Spaces
[IEEE] 2026-9-14 | System Performance Study of Non-Azeotropic Mixed Working Fluid ORC for Power Station Boiler Waste Heat Recovery
[IEEE] 2026-9-14 | Preparation of Surface-Modified Fumed Silica and its Effect on the Water Resistance of Silicone Rubber
[IEEE] 2026-9-14 | Simulation Design of Photovoltaic-Storage Grid-Connection Based on Adaptive Control Strategy VSG
[IEEE] 2026-9-14 | Construction Method of Multi-Modal Knowledge Graph for Safe Operation and Maintenance of Gas Reservoir-Based Underground Gas Storage
[IEEE] 2026-9-14 | Table of Contents
[IEEE] 2026-9-14 | Health Condition Assessment Method for Mixed-Flow Turbine Bearings Based on Multi-Parameter Trend Correlation Feature Mining
[IEEE] 2026-9-14 | Distributed Learning-based MPC for Platooning Control of Heterogeneous Autonomous Surface Vehicles
[IEEE] 2026-9-14 | Freshness-Aware Game-Theoretic DER Coordination for Voltage Regulation under Communication-Delayed Measurements
[IEEE] 2026-9-14 | Safe-CTDE-MACE: QMIX-Based Cooperative Multi-UAV Coverage Exploration with Empirical Safety Filtering
[IEEE] 2026-9-14 | Development of Cascaded Disturbance Rejection Control Strategy for 6-DOF Stewart Platform
[IEEE] 2026-9-14 | State Recognition and Fault Diagnosis of Key Electrical Equipment of Ship Lock Based on Deep Learning
[IEEE] 2026-9-14 | Heat Transfer Characteristics and Mitigation Strategies of Typical Thermal Bridge Nodes in Cold Storage Enclosures
[IEEE] 2026-9-14 | Query-Aware Multi-Relational Evidence Graph for Retrieval-Augmented Generation
[IEEE] 2026-9-14 | Safe and Time-Minimal Control for Overhead Cranes based on MPC and Control Barrier Functions
[IEEE] 2026-9-14 | A Lightweight Spatial-Anchor-Aware Confidence Routing Method for Heterogeneous Scanned Documents
[IEEE] 2026-9-14 | Transformer-Based ControlNet for Structure-Consistent Image-to-Image Stylization with IP-Adapter
[IEEE] 2026-9-14 | Table of Contents
[IEEE] 2026-9-14 | SIEM-Based Security Monitoring Framework in a Hybrid Cloud Enterprise Environment: A Case of the Oman Government
[ACM] 2026-9-13 | Online Scheduling of Battery-Aware Speculative Decoding for Energy-Efficient Cloud-Edge Collaborative LLM Inference
[ACM] 2026-9-13 | FNR: A Probabilistic Data Repair Scheme for Reed-Solomon Coded Storage Amid Network Fluctuations
[ACM] 2026-9-13 | High-Performance Virtual Screening Based on Parallel Molecular Dynamics Simulations with Early Termination
[ACM] 2026-9-14 | GPU-Accelerated Gate-Level Time-Based Power Analysis via Event-Density-Aware Partitioning and Kernel Fusion
[IEEE] 2026-9-14 | Table of Contents
[IEEE] 2026-9-14 | Half Title Page
[IEEE] 2026-9-14 | A Scheduling Optimization Method Considering Directional Penalty of Coordinated Distribution Network and Microgrid
[ACM] 2026-9-14 | Regional Policies for Memory Tiering Systems
[IEEE] 2026-9-14 | OSM Guided Pavement Constrained Navigation Using Segmentation-Based Local Control for Sidewalk Inspection Robots
[IEEE] 2026-9-14 | Charging State Identification and Quality Evaluation of DC Charging Piles Based on Unsupervised Clustering and Supervised Learning
[IEEE] 2026-9-14 | Joint Optimization of Cooling Control and Topologies for Battery Electric Vehicles in Motorsport Applications *
[IEEE] 2026-9-14 | AI Based Student Attendance Tracking System
[IEEE] 2026-9-14 | Torque Assistance for In-Wheel Motor Vehicles: A Sigmoid-Based Strategy in DiL
[IEEE] 2026-9-14 | Heart Artifact Removal in Electrohysterography Measurements Using Algebraic Differentiators
[IEEE] 2026-9-14 | A Unified Power Flow Modelling Framework for System-Embedded Converters with Control Mode Switching
[IEEE] 2026-9-14 | Reinforcement Learning Assists Hughes Model for Multi-agent Evacuation Problems with Obstacles
[IEEE] 2026-9-14 | The Impact of Energy Transition on Carbon Emissions
[IEEE] 2026-9-14 | A Comparative Analysis of Prediction Models for Predicting Student Success Using Simulated Data
[IEEE] 2026-9-14 | Digitalization of Supply Chains: Proxy Validation Using State-Level Logistics Performance
[IEEE] 2026-9-14 | A Noise- Aware Quantum Support Vector Machine Framework for Smart Grid Stability Assessment
[IEEE] 2026-9-14 | Adaptive Multi-domain Joint Radar Target Detection Algorithm Based on Attention Mechanism
[IEEE] 2026-9-14 | Finite-Horizon MDP-based Penalty Parameter Selection for Accelerating Consensus ADMM in Distributed MRTA
[IEEE] 2026-9-14 | Copyright Page
[IEEE] 2026-9-14 | A Lightweight YOLOv8 Network Based on Ghost Modules and SimAM for PCB Defect Detection
[IEEE] 2026-9-14 | Model-based Product Height Control in Directed Energy Deposition Metal Additive Manufacturing via Deep Reinforcement Learning
[IEEE] 2026-9-14 | Early Gastric Cancer Detection: A Cross-Model Comparison of Transfer Learning Approaches on Histopathological Images
[ACM] 2026-9-14 | We Need to Talk About the Actual Guarantees of Rust-based Systems
[ACM] 2026-9-14 | Code Generation from Regression Trees for Microsecond-Scale Decisions in Operating Systems
[ACM] 2026-9-13 | GroupKV: Hierarchical KV Cache Management for Long-Context Diffusion LLM Inference
[ACM] 2026-9-13 | SSQT: A Hardware-Friendly Fusion Compression Framework of Structured Sparsification and Sensitivity-Driven Quantization for Large-Scale Language Models
[ACM] 2026-9-13 | AtomFlow: Accelerating GNN-Based Molecular Dynamics with ab initio Accuracy on Fugaku Supercomputer
[ACM] 2026-9-13 | Pagoda: Time and Energy Rooflines for DNN Workloads on Edge Accelerators Across Power Modes
[ACM] 2026-9-13 | In-Copy Fusion: Runtime Argument Fusion for Efficient OpenMP GPU Offloading
[ACM] 2026-9-14 | Employer organisations and counsellor attitudes towards digital interventions for mental health and wellbeing within the workplace: A qualitative analysis
[ACM] 2026-9-14 | Hydra: Rich and Scalable Functional Verification of eBPF Deployments
[IEEE] 2026-9-14 | XAI System in Banking: AI Anomaly-Driven Credit Card Fraud Detection and Interpretation
[IEEE] 2026-9-14 | A Systematic Class-Wise Analysis of Challenges and Network Efficacy in Camouflaged Crop Detection
[IEEE] 2026-9-14 | Latency Optimization of Cascaded Voice Dialogue Systems with a Pipeline-Parallel Streaming Architecture
[IEEE] 2026-9-14 | Energy Optimization Allocation for Multi-Source Complementary Self-Powered System Based on Photovoltaic-Wind-Raindrop TENG
[IEEE] 2026-9-14 | Pharmacological up-regulation of heart rate in ex vivo heart evaluation
[IEEE] 2026-9-14 | Vehicle-To-Home Energy Management via Jump Linear Quadratic Control
[IEEE] 2026-9-14 | Heterogeneous Graph Neural Network for Carbon Emission Factor Calculation in Distribution System
[IEEE] 2026-9-14 | Research on Anomaly Detection Model Based on Time Series
[IEEE] 2026-9-14 | Early Anomaly Warning for Coal Mills in Thermal Power Plants: A PatchTST-Based Low-Rank Transformer
[IEEE] 2026-9-14 | Jamming Detection for SATCOM Terminal Telemetry Using a New Radio-Based Link Emulator and Temporal Convolutional Network
[IEEE] 2026-9-14 | Proceedings
[IEEE] 2026-9-14 | The Drift Mechanism, Suppression Methods and Reliability Testing of Lithium Battery Management Chips for Grid Energy Storage
[IEEE] 2026-9-14 | Dynamic Carbon Flow Analysis of Integrated Electricity-Gas Systems via the Semi-Analytical Solution Method
[IEEE] 2026-9-14 | Empirical Reliability and Discrepancy Patterns of LLM-Based Automated Writing Assessment in Beginner EFL Education
[IEEE] 2026-9-14 | Machine Learning-Based Prediction of Student Placement Outcomes Using Academic and Skill Indicators
[IEEE] 2026-9-14 | IEEE Proceedings
[ACM] 2026-9-14 | Implicit Physical Coordination as a Group-Level Trait: Preliminary Evidence from Youth Football
[ACM] 2026-9-14 | Bullseye Hash: An Efficient Hash-Table for Sparse Tensor Contraction
[ACM] 2026-9-13 | PIM-Pai: Boosting the Performance of Index Structures with Minimal Effort on Processing-in-Memory Architecture
[ACM] 2026-9-13 | Query Density-Driven Partitioning for Spatiotemporal Load Balancing on Processing-in-Memory Systems
[ACM] 2026-9-13 | HGB+-Tree: An Hourglass-like B+-tree for Persistent Memory
[ACM] 2026-9-13 | CmptQuiet: Optimizing Tail Latency and Throughput in LSM-Tree Key-Value Stores via Contention-Aware Compaction
[ACM] 2026-9-13 | Microservices Scheduling with ReS Model: Characterization, Regulation and Metrics
[ACM] 2026-9-13 | Memory-Aware Joint Optimisation of Partitioning and Scheduling for Pipeline-Parallel Training
[ACM] 2026-9-14 | Speeding up FaaS Warm Starts with Memory Restoration Templates
[IEEE] 2026-9-14 | A General Nonlinear Observer Design for Inertial Navigation Systems with Almost Global Stability Guarantees
[IEEE] 2026-9-14 | Real-Time Motion Planning and Replanning in Free-Space Corridors for Autonomous Valet Parking with Hardware-in-the-Loop Testing
[IEEE] 2026-9-14 | A Comparative Study of MILP and MCTS-Based Scheduling for Multi-Batch Processes
[IEEE] 2026-9-14 | Computationally Efficient and Robust Vehicle State and Road Friction Estimation under Sensor Faults Using a Two-Stage UKF*
[IEEE] 2026-9-14 | Model Predictive Line of Sight Control of An Inland Vessel
[IEEE] 2026-9-14 | An Integrated Framework for Forecast-Driven Priority-Aware Energy Allocation in Microgrids
[IEEE] 2026-9-14 | Characteristic Analysis of AC Series Arc Faults Under Different Load Conditions
[IEEE] 2026-9-14 | Reinforcement Learning-Based Heat-Aware Passive Cell Balancing for Automotive Battery Packs
[IEEE] 2026-9-14 | Smart Water and Fertilizer Control System for Greenhouse Tomatoes
[ACM] 2026-9-14 | The Kernel's Write: Application Read-Only Memory
[IEEE] 2026-9-14 | RS2R: From Coupling-Aware Grasp Synthesis to Robust Sim2Real Transfer for Underactuated Dexterous Hands
[IEEE] 2026-9-14 | Enhancing Sustainability of Interlocking Concrete Mixes Using Cork and Polystyrene as Fine Aggregate Replacements
[IEEE] 2026-9-14 | Markerless Postural Sway Analysis for Mobile Posturography Using Deep Learning-Based Human Pose Estimation
[IEEE] 2026-9-14 | Smart HealthGuard: A Secure Real-Time Healthcare IoT Monitoring Platform
[IEEE] 2026-9-14 | Optimal Operation Strategy of Multi-IEP Game Considering Energy Sharing and Contribution-Based Benefits
[IEEE] 2026-9-14 | Cow Age Prediction Using Dentition Analysis - A Comprehensive Survey
[IEEE] 2026-9-14 | AI-Driven IoT Framework for Sustainable Smart Cities
[ACM] 2026-9-13 | Tempest: A GPU-Accelerated Engine for Streaming Temporal Random Walks
[ACM] 2026-9-13 | SQUASH: Distributed Square Estimation with Provable Error Bounds for Dynamic Graphs
[ACM] 2026-9-13 | ActiveRDMA: SmartNIC-offloaded, Multi-Step RDMA operations
[ACM] 2026-9-13 | RSH-SpMM: A Row-Structured Hybrid Kernel for Sparse Matrix-Matrix Multiplication on GPUs
[ACM] 2026-9-14 | Moral Framing of Military Artificial Intelligence: The Role of Trust and Attitudes in Defensive and Offensive Use
[ACM] 2026-9-14 | Analysis of shared memory between CPUs and GPUs
[IEEE] 2026-9-14 | AI-Driven Intelligent Dispatch System for Power Communication Networks
[IEEE] 2026-9-14 | Smart Wearable Platform for Elderly, Disabled, and Pediatric
[IEEE] 2026-9-14 | Analysis and Visualization of Seismic Waves for Earthquake Prediction Using Deep Learning
[IEEE] 2026-9-14 | Red–Blue Team Simulations as Structured Threat Prioritization Evaluation Mechanisms for SMEs
[IEEE] 2026-9-14 | Model-Guided Local Bayesian Optimization for Tuning of Interpretable Controllers in Injection Molding
[IEEE] 2026-9-14 | Coordinating Heterogeneous Autonomous Electric Vehicle Fleets for Mobility Energy Grid Integration
[IEEE] 2026-9-14 | Configuration-Aware Artificial Potential Field Path Planning for Reconfigurable Snake-Like Underwater Robots
[IEEE] 2026-9-14 | A Lightweight and Noise-Resilient Feature-Decoupling Framework for Multi-Label Power Quality Disturbance Classification
[IEEE] 2026-9-14 | Gas-Solid Two-Phase Flow Characteristics and Sand-Blocking Mechanism of Desert Photovoltaic Arrays
[IEEE] 2026-9-14 | A Large-Scale Practical Power Grid Transient Stability Margin Assessment Method Based on MI-SSA Feature Selection and Two-Stage Transformer Model
[IEEE] 2026-9-14 | Economic Model Predictive Control of a Heat Pump for an Integrated Solar Thermal System
[IEEE] 2026-9-14 | Workforce Capacity Optimization for Priority-Based Preventive and Corrective Facility Maintenance Under Stochastic Demand
[IEEE] 2026-9-14 | Control-Aware Predictive Maintenance of Industrial Robot Motors Using Multi-Sensor Fusion and FDIR Integration
[IEEE] 2026-9-14 | Analysis of General Layout Design for Large-Scale Photovoltaic Projects in the Middle East
[IEEE] 2026-9-14 | Dual-Branch Weighted Root-MUSIC for DOA Estimation in Semi-Passive IRS-Aided Intelligent Wireless Sensing Systems
[IEEE] 2026-9-14 | Study on Multi-Dimensional Performance of a Novel Zeotropic Ejector Refrigeration System Driven by Steel Slag Waste Heat
[IEEE] 2026-9-14 | A Two-Stage Reflection and Reprompting Framework for LLM-Based Solution of Petri Net Reachability Problems in Industrial Applications
[IEEE] 2026-9-14 | Analysis of Surface Discharge and Suppression Measures of Grounding Switches in Ultra-High Voltage Projects
[ACM] 2026-9-13 | OmniPipe: Efficient, Flexible and Scalable Pipeline Parallelism for Large Model Training
[ACM] 2026-9-13 | BP-MDS: Million-Scale Approximate CVRP in Minutes via Parallel Divide-and-Conquer
[ACM] 2026-9-13 | A Neuromorphic Dual-Stage Swin Transformer for Wetland Classification on Edge Platforms
[ACM] 2026-9-14 | Does Violent Video Gaming Induce Hostile Emotional Processing in Habitual Players? Evidence from Eye-Tracking Metrics
[ACM] 2026-9-14 | Experimental Verification of Operator Reliability in Standardised Control Panel Operation Using Eye Tracking in Virtual Reality
[ACM] 2026-9-14 | Characterizing and Bridging the Diagnostic Gap in eBPF Verifier Rejections
[ACM] 2026-9-14 | Hints for Program-Driven Control of Hybrid Volatile/Non-Volatile Caches
[IEEE] 2026-9-14 | Evaluation of Large Language Models' Capabilities in the Field of Mechanical Engineering
[IEEE] 2026-9-14 | Persistent Coverage Control Considering Prior Information of Environment
[IEEE] 2026-9-14 | Quasi-Static Fault-Tolerant Feedback Control of a Quadrotor under Rotor Failure with Provable Safety Guarantees
[IEEE] 2026-9-14 | NHIE-Oman: A Standards-Based National Health Information Exchange Architecture for Interoperable, Secure, and AI-Ready Cross-Sector EHR Integration
[IEEE] 2026-9-14 | Reliable Electronic Voting System Architecture based on Blockchain and Convolutional Neural Networks
[IEEE] 2026-9-14 | Root Locus Criterion for Guaranteed Stability in closed-loop LTI systems under arbitrary Delay
[IEEE] 2026-9-14 | Optimal Actuator Attack Strategies Against Controllability Metrics
[ACM] 2026-9-13 | Aethon: Performance-aware Memory Offloading for Co-running Applications in Public Clouds
[ACM] 2026-9-13 | PruneInfer: Exact Full-Neighborhood GNN Inference of Large Datasets on a Single GPU via Full Topology Pruning
[ACM] 2026-9-13 | Adaptive Operator Fusion with Subproblem Decomposition for Enhanced Memory Efficiency
[ACM] 2026-9-13 | MigMoE: Task-Aware Expert Migration for Faster and More Balanced Expert-Parallel MoE Inference
[ACM] 2026-9-14 | Augmented Intelligence for Professional Recruiting: designing an Advisor-in-the-Loop system to support the job interview process
[ACM] 2026-9-14 | Robot assistants during high mental workload: Understanding Task-Specific Load in Human–Robot Interaction
[ACM] 2026-9-14 | Stance Signaling for Social Justice on Social Media: Does It Boost and Accelerate User Engagement?
[ACM] 2026-9-14 | An LLM-Assisted Framework for Response Selection in Low-Resource Language Dialogue: A Case Study on Taiwan Indigenous Languages
[IEEE] 2026-9-14 | The Utilization and Recognition of Deep Learning Based Automatic Image Recognition Processes of Radiology: Knee Osteoarthritis Detection and Classifications
[IEEE] 2026-9-14 | Design of Robust, Scalable and Secure Enterprisegrade Tier-3 Network for Multiple Sites
[IEEE] 2026-9-14 | IEEE Transactions on Energy Markets, Policy, and Regulation Information for Authors
[IEEE] 2026-9-14 | EnVisHXN-Net: A Vision Transformer and Hybrid CNN-Based Framework for Retinal Fundus Image Analysis and Glaucoma Diagnosis
[ACM] 2026-9-14 | Making Weird Machines Untypeable: A Type-and-Effect View of Microarchitectural Attacks
[ACM] 2026-9-14 | Proceedings of the 4th Workshop on Disruptive Memory Systems
[IEEE] 2026-9-14 | IEEE Access
[IEEE] 2026-9-14 | Intent-Based Networking with Multi-Cloud Orchestration: Systematic Review and Enhancement Framework with Semantic Descriptors and Agentic Artificial Intelligence
[IEEE] 2026-9-14 | A Secure System Architecture for Blockchain Enabled Decentralized Applications
