[2026-05-07 11:10:01] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-05-06
正在获取论文...
[arXiv] 2026-05-06 | Emergence of Localized Surface Plasmons in Unpatterned Hyperdoped Polycrystalline Silicon
[arXiv] 2026-05-06 | A Two-Step Chemical Vapor Deposition Process for the Synthesis of an Ir(111)/Borophene/2D-Hexagonal Boron Nitride Heterostructure by Intrinsic Segregation
[arXiv] 2026-05-06 | First server effect on the expected number of games in tennis
[arXiv] 2026-05-06 | Nuclear level densities in the relativistic Hartree-Bogoliubov plus combinatorial framework
[arXiv] 2026-05-06 | Residual stratification and the Cantor-Bendixson structures of dual algebraic coframes
[arXiv] 2026-05-06 | Agentic Repository Mining: A Multi-Task Evaluation
[arXiv] 2026-05-06 | Existence of detonation wave solutions to the piston problem for the Zeldovich-von Neumann-D{ö}ring combustion model
[arXiv] 2026-05-06 | Toward an Understanding of Developer Behaviour while Using Bug Localization Tools
[arXiv] 2026-05-06 | Primordial black holes from inflation: on the decoupling between large and small scales
[arXiv] 2026-05-06 | A Biased Nonnegative Block Term Tensor Decomposition Model for Dynamic QoS Prediction
[arXiv] 2026-05-06 | Optimal Uncertainty-Aware Calibration for the AX=YB Problem
[arXiv] 2026-05-06 | Revisiting the logical independence
[arXiv] 2026-05-06 | Statistics of the Genus Number of $S_3 \times C_2$ and $D_4$-fields
[arXiv] 2026-05-06 | Minimal generating sets of transfer systems for more non-Abelian Groups
[arXiv] 2026-05-06 | Bridging Perception and Action: A Lightweight Multimodal Meta-Planner Framework for Robust Earth Observation Agents
[arXiv] 2026-05-06 | It's complicated: A Non-parametric Test of Preference Stability between Singles and Couples
[arXiv] 2026-05-06 | Normalized solutions to a class of Kirchhoff type equations with a logarithmic perturbation
[arXiv] 2026-05-06 | TCRTransBench: A Comprehensive Benchmark for Bidirectional TCR-Peptide Sequence Generation
[arXiv] 2026-05-06 | On the semisimplicity and Schur elements of (super)symmetric superalgebras
[arXiv] 2026-05-06 | Continuous Bogoliubov formalism for gravitational-wave generation in a unified dark sector warm inflation
[arXiv] 2026-05-06 | Hamilton decompositions of all directed tori at odd modulus
[arXiv] 2026-05-06 | Exact Dual Geometry of SOC-ICNN Value Functions
[arXiv] 2026-05-06 | SEI-SHIELD: Robust Specific Emitter Identification Under Label Noise Via Self-Supervised Filtering and Iterative Rescue
[arXiv] 2026-05-06 | On Waring rank jumps via critical rank-one approximations
[arXiv] 2026-05-06 | Superconductivity in moiré transition metal dichalcogenide bilayers: comparison of two distinct theoretical approaches
[arXiv] 2026-05-06 | CodeEvolve: LLM-Driven Evolutionary Optimization with Runtime-Enriched Target Selection for Multi-Language Code Enhancement
[arXiv] 2026-05-06 | Physical Adversarial Clothing Evades Visible-Thermal Detectors via Non-Overlapping RGB-T Pattern
[arXiv] 2026-05-06 | AI-Aided Advancements in Autonomous Underwater Vehicle Navigation
[arXiv] 2026-05-06 | Gravitational Waves from Higgs Preheating after Inflaton $Z_2$-Symmetry Breaking
[arXiv] 2026-05-06 | Effective long-range attraction of moiré excitons under the influence of atomic reconstructions and anisotropic screening
[arXiv] 2026-05-06 | Traveling-wave behavior for Fisher-KPP equations in the hyperbolic space
[arXiv] 2026-05-06 | A third-order multi-moment cell-centered Lagrangian scheme for hydrodynamics with an accurate 2D nodal solver
[arXiv] 2026-05-06 | From Reach to Insert: Tactile-Augmented Precision Assembly under Sub-Millimeter Tolerances
[arXiv] 2026-05-06 | Heat and mass transfer through fabric: a model for fabric drying with heated cylinders
[arXiv] 2026-05-06 | Global well-posedness and decay rates for the three dimensional incompressible active liquid crystals
[arXiv] 2026-05-06 | Library learning with e-graphs on jazz harmony
[arXiv] 2026-05-06 | Mixed-Parity Altermagnetism in Collinear Spin-Orbital Magnets
[arXiv] 2026-05-06 | Sharp Capacity Thresholds in Linear Associative Memory: From Winner-Take-All to Listwise Retrieval
[arXiv] 2026-05-06 | Quantum Magic in early FTQC: From Diagonal Clifford Hierarchy No-Go Theorems to Architecture Design Blueprints
[arXiv] 2026-05-06 | Causal discovery under mean independence and linearity
[arXiv] 2026-05-06 | Adaptive MPC for Constrained Trajectory Tracking of Uncertain LTI System with Input-Rate Limits
[arXiv] 2026-05-06 | Symmetric estimator for discrete self-energy of discrete many-body systems
[arXiv] 2026-05-06 | Sequential Monte Carlo for Resilient Networks: Assessment, Mitigation, and Generative Modeling
[arXiv] 2026-05-06 | PAIR-CI: Calibrated Conditional Independence Testing for Causal Discovery with Incomplete Data
[arXiv] 2026-05-06 | Automated Circuit Depth Reduction of Quantum Subroutines via Compilation
[arXiv] 2026-05-06 | DoGMaTiQ: Automated Generation of Question-and-Answer Nuggets for Report Evaluation
[arXiv] 2026-05-06 | D-OPSD: On-Policy Self-Distillation for Continuously Tuning Step-Distilled Diffusion Models
[arXiv] 2026-05-06 | Non-conservation and time non-locality of biased tracers
[arXiv] 2026-05-06 | A Pinned Local Langlands Correspondence for Depth-Zero Supercuspidal Representations
[arXiv] 2026-05-06 | Implicit Representations of Grammaticality in Language Models
[arXiv] 2026-05-06 | Release-free electro-optomechanical crystal modulator
[arXiv] 2026-05-06 | Boundaries of Baker domains of entire functions. A finer approach
[arXiv] 2026-05-06 | Concordance, symmetrization and non-exchangeability for bivariate copulas
[arXiv] 2026-05-06 | Design Conductor 2.0: An agent builds a TurboQuant inference accelerator in 80 hours
[arXiv] 2026-05-06 | The First Token Knows: Single-Decode Confidence for Hallucination Detection
[arXiv] 2026-05-06 | Geometry-Aware State Space Model: A New Paradigm for Whole-Slide Image Representation
[arXiv] 2026-05-06 | Sculpting Spin-Wave Landscapes via Curvature of 2D Magnonic Crystals
[arXiv] 2026-05-06 | Aes3D: Aesthetic Assessment in 3D Gaussian Splatting
[arXiv] 2026-05-06 | Age of Gossip in Ring Networks With Non-Poisson Updates
[arXiv] 2026-05-06 | What Matters in Practical Learned Image Compression
[arXiv] 2026-05-06 | Human-AI Co-Mentorship in Project-Based Learning: A Case Study in Financial Forecasting
[arXiv] 2026-05-06 | Quantum Entanglement in the Dirac Field Quantization around Charged Black Holes
[arXiv] 2026-05-06 | On a Partial Voigt Regularization of the 3D Magnetohydrodynamic Equations in Velocity-Vorticity Form
[arXiv] 2026-05-06 | de la Vallée Poussin Means of Walsh-Fourier Expansions
[arXiv] 2026-05-06 | Low-Cost Black-Box Detection of LLM Hallucinations via Dynamical System Prediction
[arXiv] 2026-05-06 | A Factor-Graph Formulation of CSS Syndrome Decoding: Joint BP and Four-State BP
[arXiv] 2026-05-06 | BDF2-type integrator for Landau-Lifshitz-Gilbert equation in micromagnetics: a-priori error estimates
[arXiv] 2026-05-06 | On immanants of Cayley tables
[arXiv] 2026-05-06 | Effective Field Theory of Large Scale Structure and Newtonian Motion Gauges
[arXiv] 2026-05-06 | Building informative materials datasets beyond targeted objectives
[arXiv] 2026-05-06 | Text Corpora as Concept Fields: Black-Box Hallucination and Novelty Measurement
[arXiv] 2026-05-06 | Quantum algorithm for solving differential equations using SLAC derivatives
[arXiv] 2026-05-06 | Randompack: Cross-Platform Reproducible Random Number Generation and Distribution Sampling
[arXiv] 2026-05-06 | Energy-minimizing measures supported near fractal 1-sets
[arXiv] 2026-05-06 | The Pinocchio Dimension: Phenomenality of Experience as the Primary Axis of LLM Psychometric Differences
[arXiv] 2026-05-06 | Little red dots as obscured little blue dots: relative abundances, luminosities, and black-hole masses
[arXiv] 2026-05-06 | Height-Guided Projection Reparameterization for Camera-LiDAR Occupancy
[arXiv] 2026-05-06 | The Impossibility Triangle of Long-Context Modeling
[arXiv] 2026-05-06 | Growth of shear failure in snow slab avalanche release: analytical solution for a compliant weak layer with finite softening
[arXiv] 2026-05-06 | A Comparison Between Co-Located and Distributed MIMO Deployments in OFDM-ISAC Networks
[arXiv] 2026-05-06 | ScriptHOI: Learning Scripted State Transitions for Open-Vocabulary Human-Object Interaction Detection
[arXiv] 2026-05-06 | Adaptive Learning Strategies for AoA-Based Outdoor Localization: A Comprehensive Framework
[arXiv] 2026-05-06 | Direct Product Flow Matching: Decoupling Radial and Angular Dynamics for Few-Shot Adaptation
[arXiv] 2026-05-06 | Efficient Cost-Based Rewrite in a Bottom-Up Optimizer
[arXiv] 2026-05-06 | Nonequilibrium Fluctuation-Response Theory in the Frequency Domain
[arXiv] 2026-05-06 | Network-Mediated Capacitive Coupling Drives Fast OTOC Saturation in Superconducting Circuits
[arXiv] 2026-05-06 | Few-Shot Learning Pipeline for Monkeypox Skin Disease Classification Using CNN Feature Extractors
[arXiv] 2026-05-06 | Detecting Hallucinations in Large Language Models via Internal Attention Divergence Signals
[arXiv] 2026-05-06 | Hypergraph Generation via Structured Stochastic Diffusion
[arXiv] 2026-05-06 | CuBridge: An LLM-Based Framework for Understanding and Reconstructing High-Performance Attention Kernels
[arXiv] 2026-05-06 | Reconstruction of non-self-adjoint anisotropic and complex inclusions in the Calderón problem
[arXiv] 2026-05-06 | Phase Transitions and Gravitational Waves
[arXiv] 2026-05-06 | Chaotic Contrastive Learning for Robust Texture Classification
[arXiv] 2026-05-06 | Crossing limit cycles of discontinuous piecewise differential systems with Pleshkan's isochronous centers
[arXiv] 2026-05-06 | Uno-Orchestra: Parsimonious Agent Routing via Selective Delegation
[arXiv] 2026-05-06 | Characterizing the quark-hadron mixed phase in compact star cores : sensitivity to nuclear saturation and quark-model parameters at finite-temperature
[arXiv] 2026-05-06 | Misaligned by Reward: Socially Undesirable Preferences in LLMs
[arXiv] 2026-05-06 | Perturbations and greybody bounds of Euler-Heisenberg black holes surrounded by perfect fluid dark matter
[arXiv] 2026-05-06 | Exhaustive Symbolic Integration: Integration by Differentiation and the Landscape of Symbolic Integrability
[arXiv] 2026-05-06 | ICPR 2026 Competition on Privacy-Preserving Person Re-Identification from Top-View RGB-Depth Camera (TVRID)
[arXiv] 2026-05-06 | Skill Neologisms: Towards Skill-based Continual Learning
[arXiv] 2026-05-06 | Order-based Rehearsal Learning
[arXiv] 2026-05-06 | From Defects to Devices: Design Guidelines for High-Performance Diamond-Based Solar Cells and Single-Dopant Diodes
[arXiv] 2026-05-06 | Interaction Tree Semantics for RISC-V: Bridging Compiler and Hardware Verification
[arXiv] 2026-05-06 | When Does Gene Regulatory Network Inference Break? A Controlled Diagnostic Study of Causal and Correlational Methods on Single-Cell Data
[arXiv] 2026-05-06 | Reinforcement Learning for Compositional Generalization with Outcome-Level Optimization
[arXiv] 2026-05-06 | Neural Discovery of Strichartz Extremizers
[arXiv] 2026-05-06 | A Foundation Model for Zero-Shot Logical Rule Induction
[arXiv] 2026-05-06 | Rethinking Local Learning: A Cheaper and Faster Recipe for LLM Post-Training
[arXiv] 2026-05-06 | Can the $L^1$-$L^\infty$ duality be restored for non-dominated families of probability measures?
[arXiv] 2026-05-06 | Strat-Reasoner: Reinforcing Strategic Reasoning of LLMs in Multi-Agent Games
[arXiv] 2026-05-06 | Cross-Model Consistency of Feature Importance in Electrospinning: Separating Robust from Model-Dependent Features
[arXiv] 2026-05-06 | Exploring Clustering Capability of Inpainting Model Embeddings for Pattern-based Individual Identification
[arXiv] 2026-05-06 | ADMM-based decomposed DNN+RLT Relaxations for Completely Positive Models in Electricity Market Clearing
[arXiv] 2026-05-06 | A Comparative Analysis of Machine Learning and Deep Learning Models for Tweet Sentiment Classification: A Case Study on the Sentiment140 Dataset
[arXiv] 2026-05-06 | Buffet Alleviation via Linear Stability Adjoint
[arXiv] 2026-05-06 | Understanding the Dynamics of Evaporation-Driven Colloidal Self-Assembly
[arXiv] 2026-05-06 | Exploration of the inner region of the system HD 142527
[arXiv] 2026-05-06 | Unraveling the Defect Physics of SiC Micropipe Sidewalls by Non-Line-of-Sight Confocal Spectromicroscopy: Amphoteric Giant Traps
[arXiv] 2026-05-06 | Geometry of multilinear varieties over infinite fields and its applications
[arXiv] 2026-05-06 | On Lie Algebras with Only Inner Derivations
[arXiv] 2026-05-06 | Two-Point Resolution in Spectral Super-Resolution
[arXiv] 2026-05-06 | A Queueing-Theoretic Framework for Stability Analysis of LLM Inference with KV Cache Memory Constraints
[arXiv] 2026-05-06 | HeterSEED: Semantics-Structure Decoupling for Heterogeneous Graph Learning under Heterophily
[arXiv] 2026-05-06 | Scalable Structural Estimation of Networked Infrastructure: Exact Decomposition for Localized Coordination
[arXiv] 2026-05-06 | Spectroscopic Disentangling Revealed the Tertiary Component in the Multiple System EM Boo
[arXiv] 2026-05-06 | IntenBot: Flexible and Imprecise Multimodal Input for LLMs to Understand User Intentions for Casual and Human-Like HRI
[arXiv] 2026-05-06 | Differential Spatial Modulation with Transmit Diversity for Pinching-Antenna Systems
[arXiv] 2026-05-06 | Lightning Unified Video Editing via In-Context Sparse Attention
[arXiv] 2026-05-06 | Stage-adaptive audio diffusion modeling
[arXiv] 2026-05-06 | Angle-I2P: Angle-Consistent-Aware Hierarchical Attention for Cross-Modality Outlier Rejection
[arXiv] 2026-05-06 | RLearner-LLM: Balancing Logical Grounding and Fluency in Large Language Models via Hybrid Direct Preference Optimization
[arXiv] 2026-05-06 | Online Riemannian Gradient Descent for Quantum State Tomography with Matrix Product Operators
[arXiv] 2026-05-06 | SADE: Symptom-Aware Diagnostic Escalation for LLM-Based Network Troubleshooting
[arXiv] 2026-05-06 | Velox: Learning Representations of 4D Geometry and Appearance
[arXiv] 2026-05-06 | Euler Singularities II: Interior Quadrupole Blow-Up for Smooth Axisymmetric Euler with Swirl in \texorpdfstring{$\mathbb R^3$}
[arXiv] 2026-05-06 | Deep Learning-Based Computer Vision for Beam Selection and Proactive Blockage Prediction
[arXiv] 2026-05-06 | Predictive and Prescriptive AI toward Optimizing Wildfire Suppression
[arXiv] 2026-05-06 | Distilling Bayesian Belief States into Language Models for Auditable Negotiation
[arXiv] 2026-05-06 | Ilov3Splat: Instance-Level Open-Vocabulary 3D Scene Understanding in Gaussian Splatting
[arXiv] 2026-05-06 | CAR: Query-Guided Confidence-Aware Reranking for Retrieval-Augmented Generation
[arXiv] 2026-05-06 | A Hybrid Method for Low-Resource Named Entity Recognition
[arXiv] 2026-05-06 | Gravitational wave emission from nonspherical collapse in an early matter-dominated era using N-body simulations
[arXiv] 2026-05-06 | CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training
[arXiv] 2026-05-06 | Topology of gradient Ricci shrinkers via weighted $L^2$ cohomology
[arXiv] 2026-05-06 | KEET: Explaining Performance of GPU Kernels Using LLM Agents
[arXiv] 2026-05-06 | Floquet quantum multiparameter estimation with periodic-driving-induced topological phase transition
[arXiv] 2026-05-06 | Stabilization by a background magnetic field: global well-posedness of the compressible isentropic ideal MHD equations with velocity damping
[arXiv] 2026-05-06 | Penalized KLIC Model Selection for the Generalized Method of Moments in Longitudinal Data with Time-Dependent Covariates
[arXiv] 2026-05-06 | Misrouter: Exploiting Routing Mechanisms for Input-Only Attacks on Mixture-of-Experts LLMs
[arXiv] 2026-05-06 | Dissociating spatial frequency reliance from adversarial robustness advantages in neurally guided deep convolutional neural networks
[arXiv] 2026-05-06 | Stability and dynamics of dark-bright solitons in spin-orbit- and Rabi-coupled binary Bose-Einstein condensates
