[2026-08-18 09:34:34] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-17
正在获取论文...
[arXiv] 2026-08-17 | Graph Neural Assisted Actor-Critic for Latency-Efficient Edge Vision System
[arXiv] 2026-08-17 | Robot-Body-Aware Traversal Risk Graph Planning for Wheeled-Legged Robots in Complex Terrain
[arXiv] 2026-08-17 | Scalable Gaussian Process Regression via Deterministic Trigonometric Features: Uniform Bounds for Safe Model Predictive Control
[arXiv] 2026-08-17 | TRACE-CASH: Trial-History-Conditioned Reinforcement Learning for Adaptive Configuration Exploration in Time-Series CASH
[arXiv] 2026-08-17 | SoftModel: A Neural Model That Grows Its Own Topology -- Governed Structural Growth for Continual In-Service Learning
[arXiv] 2026-08-17 | Oort's conjecture on supersingular abelian varieties in odd characteristic
[arXiv] 2026-08-17 | Stable Matrix Parametrizations and Structured Adjoints for Ornstein-Uhlenbeck Processes
[arXiv] 2026-08-17 | Cosmological Signatures of the Conformal and Non-Conformal Next-to-Minimal Two-Higgs-Doublet Model
[arXiv] 2026-08-17 | Maximal correlation under cardinality constraints
[arXiv] 2026-08-17 | A weak order 2 Runge-Kutta method for Itô stochastic delay differential equations
[arXiv] 2026-08-17 | Operator Systems in Duality
[arXiv] 2026-08-17 | Counting Documents Is Not Counting Text: Unit Bias in Web-PDF Corpus Statistics
[arXiv] 2026-08-17 | Incremental Directed Minimum Cut by Dynamizing Gabow's Algorithm
[arXiv] 2026-08-17 | AstronOS: A Unified Execution Model and Runtime for Long-Horizon Agentic Systems
[arXiv] 2026-08-17 | Adaptive Post-Processing Drives Instance-Level Detection in Stroke Lesion Segmentation
[arXiv] 2026-08-17 | Scalable nuclear shell model calculations on noisy quantum computers
[arXiv] 2026-08-17 | Aggressive Non-Orthogonal Transmission with DFT-s-OFDM for Direct Device-to-Satellite Communications
[arXiv] 2026-08-17 | Negative quasiprobability trajectories for Bell-diagonal states under local decoherence
[arXiv] 2026-08-17 | Task-Anchored Representation Shaping for Pre-Trained Model-Based Continual Learning
[arXiv] 2026-08-17 | IndicQE-APE: A Benchmark for Quality Estimation and Automatic Post-Editing for Indic Languages
[arXiv] 2026-08-17 | Unlocking Motion in Expressions: Temporal Calibration for Referring Video Object Segmentation
[arXiv] 2026-08-17 | Unlocking Multi-Component Bulk-Materials Molecular Dynamics with a Small-Footprint Machine Learning Interatomic Potential
[arXiv] 2026-08-17 | GRNEdit: Efficient General Video Editing from a New Binary-Evidence Perspective in Generative Refinement Networks
[arXiv] 2026-08-17 | Modeling Newtonian noise of acoustic origin in the Virgo gravitational wave detector
[arXiv] 2026-08-17 | KC-BFPRL: Knowledge-Guided Multi-UAV Collaboration for Grassland Restoration via Bilevel Formerpointer-Based Reinforcement Learning
[arXiv] 2026-08-17 | Predicting, Evaluating, and Explaining Top Misinformation Spreaders via Archetypal User Behavior
[arXiv] 2026-08-17 | Deep Thought Alignment: Trajectory-Level Latent Distillation for Video Reasoning
[arXiv] 2026-08-17 | $\texttt{Flip-Team}$: Cooperative Takeover Games with Stochastic Human Override
[arXiv] 2026-08-17 | Novel lump solutions of the modified Kadomtsev-Petviashvili-I equation
[arXiv] 2026-08-17 | Executable Code Knowledge: Code as a Native, Validation-Carrying Knowledge Representation for AI Coding Agents
[arXiv] 2026-08-17 | Hierarchical sparse-grid particle-in-cell method with locally adaptive mesh refinement
[arXiv] 2026-08-17 | Minkowski and Abraham Momenta Revisited from the Perspective of Photon Dynamics
[arXiv] 2026-08-17 | PANDA:A Matrix-Free Differentiable NMPC Solver via Proximal Averaged Quasi-Newton with Adaptive Linesearch Algorithm
[arXiv] 2026-08-17 | Decoupled Temporal Encoding for Generative Recommendation
[arXiv] 2026-08-17 | Stochastic Gradient Tracking over Time-Varying Networks: One-Step Lyapunov Analysis
[arXiv] 2026-08-17 | Cyclops: LiDAR as a Camera That Dreams in Color
[arXiv] 2026-08-17 | Seeing Before Answering: Training-Free Visual Layer Profiling for Vision-Language Models
[arXiv] 2026-08-17 | Direct Imaging and Gradient-Based Analysis of the 12 August 2026 Partial Solar Eclipse from a Freely Rotating High-Altitude Balloon
[arXiv] 2026-08-17 | Extending the Constituent Gluon Model to Heavy-Flavour Hybrids: A Unified Study of $c\bar{c}g$ Mesons
[arXiv] 2026-08-17 | On a compact Einstein-type manifolds with Riemannian foliations
[arXiv] 2026-08-17 | Bond Disproportionation, Ligand Holes, and Persistent Spin Textures in Ag$_2$BiO$_3$
[arXiv] 2026-08-17 | The Trade-off Between Covariate Dependence and Latent Structure in Representation Learning
[arXiv] 2026-08-17 | Convolution-Free Holistic Multivariance Decomposition Layer for Efficient Hyperspectral Image Classification Tensor Networks
[arXiv] 2026-08-17 | Speaker-Normalized Semantic Speech Tokens via Iterative S2U-T2U Refinement
[arXiv] 2026-08-17 | Deep Reinforcement Learning Orchestration of Game-Theoretic User Association and Resource Allocation in HetNets
[arXiv] 2026-08-17 | Trusted Hardware Acceleration for Function Secret Sharing
[arXiv] 2026-08-17 | Unified growth rates for operator semigroups under generalized Kreiss conditions
[arXiv] 2026-08-17 | Optical-NIR Multi-band Photometric Analysis and Characterization of Giant Exoplanets with CPI-C
[arXiv] 2026-08-17 | Factorization Bounds and Irreducibility Criteria in Hurwitz Series Rings
[arXiv] 2026-08-17 | INSPIRE: A Benchmark for Instruction-Aware Speech Retrieval
[arXiv] 2026-08-17 | Zero-Shot Frequency Generalization for Radio Map Prediction via Cross-Attention Physics-Residual Learning
[arXiv] 2026-08-17 | Artly: Exploring Digital Artists' Perceptions of AI-Generated Feedback
[arXiv] 2026-08-17 | Construction of two-bubble solutions for the energy-critical NLS in dimension 6
[arXiv] 2026-08-17 | Understanding and Stabilizing Deep Q-Learning via Controlled Bootstrapping and Regulated Value Dynamics
[arXiv] 2026-08-17 | Measuring Obedience to Authority Across Large Language Models with the Milgram Paradigm
[arXiv] 2026-08-17 | Absolute Borel Complexity of Moduli Spaces of Ultrametrics
[arXiv] 2026-08-17 | RadioVIL: Anomaly-Aware Diffusion Models for Radio Map Inpainting and Zero-Shot Vehicle Localization
[arXiv] 2026-08-17 | The multiplication table problem in large dimensions
[arXiv] 2026-08-17 | A Calibrated and Explainable Bimodal Machine Learning Framework for Hybrid Intrusion Detection
[arXiv] 2026-08-17 | A Reconstructed-Laplacian Method for the Surface Biharmonic Equation on Parametric Meshes
[arXiv] 2026-08-17 | An adjoint-free integral feedback method for a parabolic inverse source problem with conditional stability
[arXiv] 2026-08-17 | Incorporating Bounded Rationality into Electric Vehicle Highway Charging Decisions: A Bayesian Game Analysis
[arXiv] 2026-08-17 | Hyperbolic Metamaterials for Enhanced Scintillation
[arXiv] 2026-08-17 | Finite strain homogenization of periodic rod networks with application to semi-flexible biopolymers
[arXiv] 2026-08-17 | Unfolding the low-energy reactor neutrino flux from CE$ν$NS data with a finite Dirac sum
[arXiv] 2026-08-17 | Quot scheme of points on torus knot singularities
[arXiv] 2026-08-17 | Stability Mapping of the New Uranian Moon S/2025 U1 with Updated Masses for Cordelia, Ophelia, and Cressida
[arXiv] 2026-08-17 | Learn What's Left, Not What's Mastered: Saturation Aware Advantage Reweighting for Multi-Reward Policy Optimization
[arXiv] 2026-08-17 | Skill2Query: Exploiting Skill Structure to Generate Pseudo-Queries for Agent Skill Retrieval
[arXiv] 2026-08-17 | Superconducting $T_\mathrm{c}$ up to 20.6 K in bulk YSi$_2$ and YSi$_2$/Si superlattices due to chemical flattening
[arXiv] 2026-08-17 | Assessing Parameter Redundancy in Transformers for Jet Tagging
[arXiv] 2026-08-17 | TR-GS: High-Fidelity Sparse-View CT Volumetric Rendering via t-Distribution Gaussian Splatting and Ray-Confidence Modeling
[arXiv] 2026-08-17 | Simple and distinct zeros in a prime-modulus Dirichlet family at mesoscopic shrinking height
[arXiv] 2026-08-17 | RagGAD: Rationale-Aware Conditional Gaussian Mixture Normalizing Flow for Unsupervised Graph Anomaly Detection
[arXiv] 2026-08-17 | Towards Cyber-Physical Cognition: A Unified Ontology-Driven Knowledge Graph for Real-Time Autonomous Grid Operations
[arXiv] 2026-08-17 | MUPA$^{2}$E: Multimodal Unified Perception with Asymmetric Attention for Emotion Assessment
[arXiv] 2026-08-17 | A Plug-and-Play 2D Motion Interface for Real-World Motion Language Models
[arXiv] 2026-08-17 | Phil Bourne (1953-2026): From Small Molecules to Big Data --- The Journey of a Multifaceted Visionary
[arXiv] 2026-08-17 | Walk Before You Run: The Importance of Data Exploration for Data Analysis Agents
[arXiv] 2026-08-17 | Modelling of Flowing Plasma in the Magnetic Field of the Small Volume Plasma System Experiment
[arXiv] 2026-08-17 | Quantized Coulomb Branches of Separated Cotangent Type and Orthosymplectic Quivers
[arXiv] 2026-08-17 | Mitigating AI Risks in Computing Education via LLM-Driven Lecture Video Curation
[arXiv] 2026-08-17 | On the stability of eigenvalues of varying bilinear forms in abstract Hilbertian settings and applications
[arXiv] 2026-08-17 | Advancing Open and Reproducible Relational Learning: RelArena-$α$, TabPFN-Rel and RPI
[arXiv] 2026-08-17 | Engineering two-qubit gates via anisotropic exchange in germanium spin qubits
[arXiv] 2026-08-17 | BabelSteering: Multilingual Safety Alignment via English Steering Vectors
[arXiv] 2026-08-17 | Disentangling Innovation Practices in Automation-Adopting Organizations: a Co-Performance Perspective
[arXiv] 2026-08-17 | Volume-preserving Lagrangian averaging using polar factorization
[arXiv] 2026-08-17 | The H$α$ specific angular momentum of dwarf galaxies
[arXiv] 2026-08-17 | Unadapted Multilingual ASR on a Garrusi Kurdish Evaluation Set: A Common-Reference Staged Normalization Analysis
[arXiv] 2026-08-17 | Mathematics in the age of the reproduction of intelligence
[arXiv] 2026-08-17 | Quantum Stability of the Fuzzy Sphere Black Hole Horizon
[arXiv] 2026-08-17 | What Does Context Compression Cost an Agent? Interaction Costs Unrevealed by Task-Completion Metrics
[arXiv] 2026-08-17 | Arm-Aware Guided Dexterous Grasp Generation with Arm-Agnostic Grasp Models
[arXiv] 2026-08-17 | A Simple Active-Set Method for PageRank-Based Local Graph Clustering
[arXiv] 2026-08-17 | Towards the Interplanetary Internet: An IoT Perspective
[arXiv] 2026-08-17 | Supersaturation for Eventown via Generator Switching
[arXiv] 2026-08-17 | Revisiting the Performance of Generative Artificial Intelligence on Introductory Object-Oriented Programming Assessments: Insights from 2026
[arXiv] 2026-08-17 | Direct inference of viscoelastic memory from chirp rheometry via physics-informed Gaussian processes
[arXiv] 2026-08-17 | Quantum Wave-Particle Duality in Free-Electron--Free-Electron Entanglement
[arXiv] 2026-08-17 | Exceptional points of the Schwarzschild spectrum under local potential perturbation: The Princess and the Pea
[arXiv] 2026-08-17 | Reliability-Constrained Hybrid Beamforming for Multistatic ISAC in Vehicular Networks
[arXiv] 2026-08-17 | Multipolar Neutrino Radiation in Binary Neutron Star Mergers: Angular Structure, Rotational Variability, and Implications for Electron Fraction
[arXiv] 2026-08-17 | Complete asymptotic expansion for a Durrmeyer variant of operators based on Hermite polynomials
[arXiv] 2026-08-17 | ExaModels.jl: an Algebraic Modeling System for Nonlinear Programming on GPUs
[arXiv] 2026-08-17 | Quantum Mpemba Speedups in the Thermodynamics of Landauer Erasure
[arXiv] 2026-08-17 | Geometry-adaptive Ambisonic encoding for sparse microphone arrays of variable topology using physics-informed diffusion
[arXiv] 2026-08-17 | A Privacy Study of Sparse Collaborative Inference
[arXiv] 2026-08-17 | Adaptive Unequal Error Protection for Semantic Split Learning over Wireless Channels
[arXiv] 2026-08-17 | Efficient nonequilibrium electron dynamics from first-principles: leveraging Koopmans spectral functionals and Wannier localization
[arXiv] 2026-08-17 | Beyond Peak Backlog: Conditional Energy and Temporal Geometry in Capacity-Constrained Delayed Bandit Optimization
[arXiv] 2026-08-17 | First measurements of the branching fractions of $J/ψ$ and $ψ(3686) \to Σ^{0} \barΣ^{0}η$
[arXiv] 2026-08-17 | BaT: Towards Self-Evolving Medical Research Agent with Stage Rubrics
[arXiv] 2026-08-17 | Unified Embodiment Description for functional evaluation of used components in circular manufacturing systems
[arXiv] 2026-08-17 | The dust-rich, gas-depleted protosolar disk as the birthplace of chondrules
[arXiv] 2026-08-17 | Directed strongly regular graphs from groups, loops and quasigroups
[arXiv] 2026-08-17 | A Radio-Bright Local Little Red Dot Analog
[arXiv] 2026-08-17 | Beyond Asking: A Pipeline for Personalized Game Generation that Reads Players from Behavior
[arXiv] 2026-08-17 | RoboStriker: Latent-Space Strategic Games for Autonomous Humanoid Boxing
[arXiv] 2026-08-17 | Conjugacy classes with covering number two in hyperbolic orthogonal groups
[arXiv] 2026-08-17 | Beyond Clear Skies: Synthetic Seasonal and Weather Variations for Real-World Drone Detection
[arXiv] 2026-08-17 | Half a qubit: an algebraic fractionalization
[arXiv] 2026-08-17 | Characterization of Helicopter Rotor Blade Modulation in UHF and Microwave Bands
[arXiv] 2026-08-17 | SparkVLA: Stop-Aware Hierarchical VLA with Adaptive Action Chunking for Long-Horizon Manipulation
[arXiv] 2026-08-17 | QUMem: Personalized Memory for Query-Conditioned User-State Inference in LLM Agents
[arXiv] 2026-08-17 | Digital Twin Degradation: Detecting Cyber Physical Attacks via Temporal Inconsistencies
[arXiv] 2026-08-17 | When Single-Dataset Conclusions Fail: A 45-Task Study of Threshold Tuning and Resampling for Imbalanced Classification
[arXiv] 2026-08-17 | Improving Observability of Relative Orbit Estimation Using Bearing Measurements and Light Curves
[arXiv] 2026-08-17 | Navigating Speech Enhancement for Real-Time MRI: A Systematic Assessment of Signal Quality, Source Preservation, and Downstream Tasks
[arXiv] 2026-08-17 | When More Data Become Less Informative: Finite-Precision Periodicization and Collapse of Forecast-Error Lyapunov Estimates
[arXiv] 2026-08-17 | Strategic Technical Debt: A Real Options Approach to Early-Stage Software Experimentation
[arXiv] 2026-08-17 | Topologically Configurable Nonlinear Vortex Generation at van der Waals Heterostructures
[arXiv] 2026-08-17 | A Curvature Gap for Minimal Submanifolds in Spheres
[arXiv] 2026-08-17 | Representation Is Not Enough: Body-Localized Thermal Evidence for Contactless Stress and Craving Sensing in Opioid Use Disorder
[arXiv] 2026-08-17 | TRACER: Balancing Stability-Plasticity-Cognitivity Trilemma for LLM Enhanced Continual Recommendation
[arXiv] 2026-08-17 | Chiral Damping-Induced Chirality Switching and Control of Domain Walls in Antiferromagnets
[arXiv] 2026-08-17 | Governance at the Boundary: How Agent Decomposition Degrades Policy Compliance
[arXiv] 2026-08-17 | DuplexGen: Decoupling Content, Timing, and Acoustics for Synthetic Dialogue Speech
[arXiv] 2026-08-17 | Diffusion contrast induced dynamics in a time-periodic competition-diffusion system with equal total resources
[arXiv] 2026-08-17 | Deep-learning classification of physically admissible nuclear-matter equations of state
[arXiv] 2026-08-17 | Pluralistic Human-Robot Interaction: Designing for Robot Interaction with Diverse Communities
[arXiv] 2026-08-17 | $R^3$-Bench: LLMs Struggle with Resource-Rational Reasoning under Shared Budgets
[arXiv] 2026-08-17 | Benchmarking Identity-Sensitive LLM Outputs for Surveillance and Security Robots
[arXiv] 2026-08-17 | Breaking the Compression Barrier: Cross-Architecture Compression Boundary Learning via Reverse Regrowth
[arXiv] 2026-08-17 | On the Complexity of BFGS Method for Smooth Convex Optimization
[arXiv] 2026-08-17 | Spatial Temporal Synergy: Balancing Change and Invariance in Text Driven 3D Human Motion Editing
[arXiv] 2026-08-17 | Retrieval-guided Twin Fusion with Similarity-aware Contrast for Molecule-Text Alignment
[arXiv] 2026-08-17 | LineageRAG: Harnessing GraphRAG by Constructing Evidence Lineages with Source Grounding
