[2026-04-11 09:42:18] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-10
正在获取论文...
[IEEE] 2026-4-10 | Bandwidth-Efficient Robust Threshold ECDSA in Three Rounds_supp1-3682606.pdf
[NO] 400/692 | The Evolution of Agile and Hybrid Project Management Methodologies: A Systematic Literature Review
[NO] 401/692 | A Software Tool to Support Structured Object-Oriented Programming
[NO] 402/692 | Detecting Flaky Tests by Controlling Nondeterministic API Behavior
[NO] 403/692 | Quantum-Enhanced Deep Learning for Resilient Cyberattack Detection in Smart Grids
[NO] 404/692 | ATMAD: Agile Transistor Compact Modeling with Parameter Extraction Based on Automatic Differentiation
[NO] 405/692 | Impact-Safe Martial Arts Training via Secure Digital Twin Standardization and 6G Edge-Enabled Collaborative Computing
[NO] 406/692 | DreamAssemble: Complex Multi-object Text-to-3D Generation via Multi-Density Neural Fields
[NO] 407/692 | Field Reconstruction for High-Frequency Electromagnetic Exposure Assessment Based on Deep Learning
[NO] 408/692 | RWW 2027 Call for Papers RWS
[NO] 409/692 | Step Into the Spotlight: Become an IMS2026 Student Ambassador in Boston!
[NO] 410/692 | Numerical and Experimental Investigation of Eddy Current Losses in Superconducting On-Board Magnets for Electrodynamic Suspension
[NO] 411/692 | Topside Ionospheric Characterization and NeQuick2 Model Evaluation Based on Tianmu-1 and COSMIC-2 Observations
[NO] 412/692 | High Performance L-band Thermally Tuned Multi-Channel Interference Laser Based on Butt-joint Regrowth with Fast Characterization
[NO] 413/692 | A Capacitor-Clamped SS Compensated Topology With Inherent Overcurrent Suppression for Inductive Power Transfer
[NO] 414/692 | UAV-assisted Dual-hop Mixed IOCAS/RF Relay System
[NO] 415/692 | Phase-Enhanced Partially Connected Neural Network for Digital Predistortion in Multi-User MIMO Systems
[NO] 416/692 | CFAIR: A Cloud-Hosted Commerce System for Managing Fish Products Utilizing Hyperledger Fabric Blockchain for Data Governance
[NO] 417/692 | Analyzing Credibility of Online Product Reviews Using BERT Model
[NO] 418/692 | Design and Research on Haulage Reducer of Mining Continuous Shearer
[NO] 419/692 | Research on the Impact of Artificial Intelligence Technology Application on Corporate Risk-Taking in Manufacturing Enterprises: Analysis Based on Multiple Linear Regression Model
[YES] 420/692 | Online Input Grammar Synthesis Aided Symbolic Execution
[NO] 421/692 | Process-Centric Analysis of Agentic Software Systems
[NO] 422/692 | Hyper-Exponential Synchronization of Directed Higher-Order Networks
[NO] 423/692 | Front Cover
[NO] 424/692 | Trustworthy Collaborative Inference in Edge LLM Servicing: the Credibility-Aware MoE Scheduling
[NO] 425/692 | Highly Sensitive Optical Fiber Humidity Sensor Based on Cellulose Nanocrystals
[NO] 426/692 | MSG: Multi-Stream Generative Policies for Sample-Efficient Robotic Manipulation_supp1-3682566.mp4
[NO] 427/692 | Influence of Magnetic Field Averaging on Modeling Magnetic Properties of Molecular Nanomagnets
[NO] 428/692 | Journal of Lightwave Technology Information for Authors
[NO] 429/692 | A Lyapunov-Based Event-Triggered Model Predictive Control Approach for Safe Tracking Control of Discrete-Time Nonlinear Systems
[NO] 430/692 | An Application of ChatGPT4o to Generate Requirement Definition Documents and Its Evaluation: An Industrial Case Study
[NO] 431/692 | A Systematic Literature Review of Workflow Efficiency in Software Development Through the Kanban Framework
[NO] 432/692 | An Empirical Study on Software Design Inspections - Effectiveness of Software Design Error Taxonomy
[NO] 433/692 | Strengthening Resilience in DriveCare: A Thorough Assessment of Security Posture
[NO] 434/692 | Reduced-Order Modeling for Wake Flow Past Plates Based on Sparse Identification of Nonlinear Dynamics
[NO] 435/692 | Prunario: Testing Autonomous Driving Systems by Pruning Likely Redundant Scenarios
[NO] 436/692 | A Minimalist Proof Language for Neural Theorem Proving over Isabelle/HOL
[NO] 437/692 | Deegen: A JIT-Capable VM Generator for Dynamic Languages
[NO] 438/692 | A Preview of Upcoming IMS2026 Panels
[NO] 439/692 | Conference Calendar
[NO] 440/692 | Blank Page
[NO] 441/692 | Simplicial Graph-Based Detection and Localization of Cyber Attacks Against Large-Scale Smart Grids
[NO] 442/692 | Optimization of Air-gap Profile in Dual-Permanent-Magnet Vernier Motor for Torque Ripple Reduction
[NO] 443/692 | Low-Cost Implantable Neurophysiology Recorder for Resource-Limited Settings
[NO] 444/692 | Student Paper Competitions at IMS2026
[NO] 445/692 | MTT-S Awards and the 2026 IEEE MTT-S Awards Banquet
[NO] 446/692 | Hybrid Modeling Calculation for High-Frequency Eddy Current Losses in Windings of Permanent Magnet Machines
[NO] 447/692 | TC-14 Technical Committee Report [MTT-S Society News]
[NO] 448/692 | Analysis and Mitigation of Unintentional Reverse Active Power for Grid-Forming Converters During Voltage Sag Recovery
[NO] 449/692 | Preface
[NO] 450/692 | A Multi-Standing-Wave Field Microwave Cavity for Compact Cold-Atom Ramsey Clocks
[NO] 451/692 | Falcon: Event-Driven Hybrid Object Tracking SoC With Bit-Column-Similarity-Based MRAM PIM and Heterogeneous Read-Only-Once Attention Flow
[NO] 452/692 | NVMS-SLAM: Normal Vector-based Multi-Session LiDAR SLAM in Indoor Environments
[NO] 453/692 | Distributed Secure State Estimation Against Byzantine Agents: A Multi-hop Relay-based Sorting and Filtering Method
[NO] 454/692 | Minimal Feedback Control Signaling for RIS: Codebook Design and SNR Analysis
[NO] 455/692 | Spatial-Aware and Viewpoint-Robust Vision-Language Navigation
[NO] 456/692 | A Robust and Efficient Intersection Algorithm for NURBS Surfaces: Handling Small Loops and Tangent Intersections
[NO] 457/692 | A Note on Software Reliability Modeling Based on Hawkes Processes with Gamma Type Base Intensity
[NO] 458/692 | Patterns and widgets for collaboration awareness in next-generation groupware
[NO] 459/692 | Simulation and Optimization of Flow, Heat Transfer and Inclusion Behavior of Four-Strand Tundish
[NO] 460/692 | Mathematical Modeling of Parallel Logistics Path Optimization Problem and Its Solution Via Improved Genetic Algorithm
[NO] 461/692 | Integrated Actuarial-Heritage Resilience Framework for Mega-Disaster Emergency Management of Urban Cultural Infrastructure
[NO] 462/692 | Temperature Uniformity Optimization in Multi-Source Microwave Heating via Topology Reconstruction
[NO] 463/692 | A Metal&amp;#x2013;Quartz Composite Nozzle for Stable Electrohydrodynamic Jet Printing on Flexible Substrates_supp1-3680580.docx
[NO] 464/692 | Decoupled Characterization of Electro-Opto-Mechanical Transduction—Leveraging Pull-In Hysteresis in NEMS Photonic Modulators
[NO] 465/692 | Multi-layer Subspace Knowledge Transfer Framework for Open-set Recognition
[NO] 466/692 | Steady-State Security Region Boundary Characterization in Power Systems With Limited Samples: A Geometry-Guided Hybrid Approach
[NO] 467/692 | Scylla: Translating an Applicative Subset of C to Safe Rust
[NO] 468/692 | Grammar Repair with Examples and Tree Automata
[NO] 469/692 | Class-Dictionary Specialization with Rank-2 Polymorphic Functions
[NO] 470/692 | Multi-Omics Graph Attention Network for Key Gene Prediction in Triple-Negative Breast Cancer_supp1-3682485.doc
[NO] 471/692 | Active Directional Solidification Control for a Structurally Robust Gallium Fixed-Point Blackbody in High-Accuracy Infrared Calibration
[NO] 472/692 | MTT-S Awards Nominations
[NO] 473/692 | The IMS2026 Exhibition
[NO] 474/692 | A Hybrid Transmission Network Traveling Wave Location Method Based on Fault Deduction and Wave Speed Optimization
[NO] 475/692 | Exploratory Analysis of Audio Features for Dominant Feature Identification: A Multimodal Machine Learning Evaluation of Song Popularity Prediction Using Deep Neural Networks, Clustering, and Regression Models
[NO] 476/692 | Level of Satisfaction Among Users of the E-Gov Application ‘Sahel’
[NO] 477/692 | Numerical Study on the Behavior of Exothermic Processes of Packed Bed Latent Heat Storage
[NO] 478/692 | Simulation of the Subchannel Analysis Software DASSH in a Lead Bismuth Eutectic Cooled 19 Pins Rod Bundle
[NO] 479/692 | Storage Location Allocation Under Two-Warehouse Coordination
[NO] 480/692 | Solution of Elliptical Singular Perturbation Problems on Several Types of Layer Adaptive Meshes
[NO] 481/692 | Digital Twin Modeling for the Conveyor Logistics System in the Semi-Finished Product Area of a Cigarette Factory
[NO] 482/692 | Space-Time-Frequency Synthetic Integrated Sensing and Communication Networks
[NO] 483/692 | Design of Intelligent Energy-Saving Dispatching System for 5G Base Stations Based on Edge Computing
[NO] 484/692 | FlePo: GPU Multi-task Scheduling Optimization Framework for Dynamic Scenes
[NO] 485/692 | IRIDIUM: A Framework for Statically Optimizing JavaScript Programs
[NO] 486/692 | A 124 µW Inductive Sensing SoC With Force and Position Detection for Virtual Buttons
[NO] 487/692 | EP-UNet++: Advancing Landslide Monitoring Through Enhanced Remote Sensing Semantic Segmentation
[NO] 488/692 | A Wireless Battery-Free Probe-Free Disposable Electrical-Digital-PCR Chip
[NO] 489/692 | “Feeling” the Stretch: Enhancing Embodiment in Virtual Arm Elongation through Spatiotemporal Modulation of Visio-Haptic Feedback_supp1-3679123.mp4
[NO] 490/692 | Descriptor:
                    <i>Waiting in Line in Virtual Reality Dataset (WAIT)</i>
[NO] 491/692 | Surface Roughness and Accuracy Optimization in Thin-Walled Components by MDP based Reinforcement Learning Technique_supp1-3681771.pdf
[NO] 492/692 | Controlling Powered Prosthesis Joint Impedance over Continuous Stance Transitions Between Walking and Stair Ascent/Descent
[NO] 493/692 | Visualization of Frequency-Varying Mechanical Vibrations via Automatic Resonance Tuning
[NO] 494/692 | Adjustable Low-Cost Highly Sensitive Microwave Oscillator Sensor for Liquid Level Detection
[NO] 495/692 | AV-DTEC: Self-Supervised Audio-Visual Fusion for Drone 3D Trajectory Estimation and Classification
[NO] 496/692 | Cross-Modality Neighborhood Attention Network for Fine-Grained Sketch-Based Image Retrieval
[NO] 497/692 | A Lightweight and Secure Semantic Communication Architecture for Edge–IoT–6G Systems
[NO] 498/692 | Cross-Process Error Detection in Industrial Screw Driving Operations Using Time Series Classification
[NO] 499/692 | Employee Performance when Implementing Agile Practices in an IT Workforce
[NO] 500/692 | Characterization of Impact Damage Uncertainty of Composite Materials Based on Bayesian Neural Network
[NO] 501/692 | Numerical Analysis of the Elastic Waves De-Icing Mechanism Under Impact Loading
[NO] 502/692 | A Fast Detection Method for Joint Bearing Defects of Industrial Robot Based on Time-Frequency-Optimized Blind Deconvolution
[NO] 503/692 | From Symbols to Synapses: The Reemergence of Agency in the Large Language Model Era
[NO] 504/692 | Effect of Undercooling, Noise, and Anisotropy on Equiaxed Dendrite Morphology of Steel during Thin-Slab Continuous Casting Process Using Phase-Field Simulation
[NO] 505/692 | Differential Execution with Lexical Tracing
[NO] 506/692 | Software Artifact for &amp;quot;CMakeSonar: A Static Approach to Detecting CMake Bugs with a Fine-Grained Type System&amp;quot;
[NO] 507/692 | Multi-Layer Network Node Clustering based on Adaptive Layer Aggregation
[NO] 508/692 | Optimization and Computational Performance Analysis of Particle Swarm Optimization Algorithm in Heavy Metal Atmospheric Deposition Transport Modeling
[NO] 509/692 | Attitude Control of Service Spacecraft Using Flexible Rod to Detumble a Non-Cooperative Rotating Satellite
[NO] 510/692 | Research on Face Recognition Based on Optimal Mean Cosine Angle 2DPCA
[NO] 511/692 | CAMO: A Cognitive Architecture for Manufacturing Optimization Integrating Artificial Intelligence and Algorithms
[NO] 512/692 | Wavelength-Tunable Self-Pulsed Tm:GdScO₃ Laser Using an Intracavity Birefringent Filter
[NO] 513/692 | Wave-Equation Diffraction Imaging Using Recursive Beamforming and Envelope Multiplication
[NO] 514/692 | Nash Equilibrium Verification of Inverse Linear-Quadratic Differential Games Over Networks
[NO] 515/692 | IMS2026 Amateur Radio Reception: New Radio Frontiers and Old Radio Friends
[NO] 516/692 | EIRP-Based Ray Tracing Simulation and Experimental EMF Exposure Assessment of Operational 5G-NR MaMIMO Base Stations
[NO] 517/692 | A Multi-Scale Feature Fusion Method Based on DenseNet for UWB Radar Gesture Recognition
[NO] 518/692 | Welcome to IMS2026 in Boston! [From the Editor's Desk]
[NO] 519/692 | Journal of Lightwave Technology Information for Authors
[NO] 520/692 | High-Precision Fluorescent Temperature Probe Based on FIR Method for Human Body Temperature Measurement
[NO] 521/692 | Design Of Multi-stage Multi-section Microstrip line based 8-way Wilkinson Power Divider for Wideband Linear Antenna Array Applications
[NO] 522/692 | Transformer-Enhanced Joint Information Extraction Framework for Bladder Cancer Medical Dialogue Analysis
[NO] 523/692 | Distributed Output Formation Optimal Tracking of Heterogeneous Linear Multiagent Systems via Distributed Time-Varying Optimization
[NO] 524/692 | Enhanced Deadbeat Predictive Current Control of PMSM Drives With Incremental Extended State Observer and Inductance Self-Correcting
[NO] 525/692 | Type Inference for Functional and Imperative Dynamic Languages
[NO] 526/692 | Phaedrus: Predicting Dynamic Application Behavior with Lightweight Generative Models and LLMs
[NO] 527/692 | Reframing Paths as Logic: Semantic Segmentation for Vulnerability Detection
[NO] 528/692 | IMAS2026 CFP
[NO] 529/692 | Scribble-guided Hierarchical Prompt for SAM-Based Weakly Supervised Salient Object Detection
[NO] 530/692 | Low Harmonic MSK/GMSK Backscatter Based on Active Transistor Load
[NO] 531/692 | AI Anomaly Detection of 6G Massive Internet of Things From the Perspective of Complex Networks
[NO] 532/692 | A Hybrid Distorted Coordinate System and Bilayer TSP Optimization for Toolpath Planning in Wire-Arc Additive Manufacturing
[NO] 533/692 | Demagnetization-Induced Harmonic Currents in PMSM Drives: Analysis and Online Neural Network-Based Suppression
[NO] 534/692 | Soft Magnetic Material Core Characterizations and Modeling Under Cryogenic and High Temperature
[YES] 535/692 | Hardware Trojan Design and Detection in Pre-Charge Half Buffer Asynchronous Circuits
[NO] 536/692 | Origami-Inspired 3-DoF Robotic Joint Design with Pneumatic Actuators_supp1-3682523.mp4
[NO] 537/692 | A Unidirectional Modular Magnetic-Coupled Converter (MMCC) With Reduced Switch Capacity for None-Regenerative Motor Drive
[NO] 538/692 | Simultaneous Magnetic Actuation and Compound Localization of an Ultrasound Capsule Endoscope in Endoluminal Environment
[NO] 539/692 | Statistical Beamforming Design for the Downlink MISO-NOMA System
[NO] 540/692 | AOZ-InsDet: A Real-Time Insulator Detection Framework Using Adaptive Optical Zoom for UAV Power Transmission Line Inspection
[NO] 541/692 | Decentralized LLM Deployment in Mobile Edge Computing Networks_supp1-3682257.pdf
[NO] 542/692 | Contrastive Imitation Learning-Based Scheduling Towards Deterministic Coordination of Parallel Flows in TSN-Enabled IIoT
[NO] 543/692 | Advanced Parametric Estimation Methods for Permanent Magnet BLDC Motor under Uncertainties: Quantification of EV dynamics
[NO] 544/692 | Visual Scene Relationship Modeling Algorithm Based on Graph Attention Network
[NO] 545/692 | Optimizing the “Bench Dragon” Movement via the Equidistant Spiral Model
[NO] 546/692 | Joint Sensing, Communication, and Computation for Vertical Federated Edge Learning in Edge Perception Networks_supp1-3674960.pdf
[NO] 547/692 | An Interactive Multiple-Model Approach for Accurate and Interpretable Trajectory Prediction in Autonomous Docking
[NO] 548/692 | IMS2026 Joint RFSA/RFTT Plenary Session and IMS Welcome Reception
[NO] 549/692 | A Comparative Study of Small and Large Language Models for Low-Resource Poultry Disease Knowledge Extraction
[NO] 550/692 | Robust Deadbeat Load Torque Observer-Based Direct Torque and Flux Control for Enhanced Speed and Torque Dynamics in SPMSM Drives
[NO] 551/692 | Exploring Spatial Stratified Heterogeneity Patterns in Spatial Data: Balancing Heterogeneity with Stratification Complexity_supp1-3680542.pdf
[NO] 552/692 | HyTC-TaNet: A Hybrid Deep Learning Model Capturing Multi-day Temporal Dependencies for Daily Mean Air Temperature Estimation with Spatial Applicability Analysis
[NO] 553/692 | Robust Skew-t Kalman Filter for USBL Tightly-Integrated Positioning System under Measurement Uncertainties
[NO] 554/692 | Internet of Drones System for Real-Time Wireless Water Quality Sensing, 2-D Mapping, 3-D Depth Profiling, and Intelligent Sampling_supp1-3680895.pdf
[NO] 555/692 | IEEE Moving
[NO] 556/692 | Wideband Circularly Polarized Small-size Triple-patch LTCC Antenna Array for Terahertz Applications
[NO] 557/692 | Journal of Lightwave Technology Publication Information
[NO] 558/692 | PromptGuard: Soft Prompt-Guided Unsafe Content Moderation for Text-to-Image Models_supp1-3678787.pdf
[NO] 559/692 | Research on Detection of Tiny Irregular Defects on Industrial Surfaces Under Complex Background Interference
[NO] 560/692 | Quantum Truncated Differential Meet-In-The-Middle Attack and Its Applications in Lightweight SPN Ciphers
[NO] 561/692 | Solid Waste Detection with YOLOv9 Using Preprocessing Techniques and Experimental Evaluation, Improving Generalization to Real-World Data via a Data-Centric Preprocessing Pipeline
[NO] 562/692 | Implications of Self-Reported Attitudes Towards UML in Bachelor and Master Software Engineering Courses
[NO] 563/692 | Handling Exceptions and Effects with Automatic Resource Analysis
[NO] 564/692 | IoT-Driven Access Control and Usage Tracking for High Voltage Circuit Breakers with i-Button
[NO] 565/692 | A Bidding Trading Based Virtual Machine Scheduling Approach in Artificial Intelligence Data Centers
[YES] 566/692 | Beyond Coverage: Automatic Test Suite Augmentation for Enhanced Effectiveness using Large Language Models
[NO] 567/692 | Deep Learning-Driven Time-Varying Fading Channel Estimation for Pinching Antenna Systems
[NO] 568/692 | On Safe Sliding Mode Control Design for Nonlinear Uncertain Systems
[NO] 569/692 | Make it PAWssible: a Client-Specific Dedicated Progressive Web Application for Whelps Animal Shelter
[NO] 570/692 | Optimal Selection of Transportation Schemes in Open-Pit Coal Mines Based on Target Cost Decision-Making
[NO] 571/692 | Research on Model-based Requirement Acquisition Method for Civil Aircraft Structural Strength Assessment
[NO] 572/692 | Research on a Coordinated Control Method of New Energy Grid and Energy Storage Based on Data-Driven Information Gap Decision Theory
[NO] 573/692 | Fully-Automatic Type Inference for Borrows with Lifetimes
[YES] 574/692 | Fail Faster: Staging and Fast Randomness for High-Performance PBT
[NO] 575/692 | SymGPT: Auditing Smart Contracts via Combining Symbolic Execution with Large Language Models
[NO] 576/692 | TunnelEye: An Explainable Framework for Real-Time Detection of Malicious DoH Traffic in High-Speed Backbone Networks
[NO] 577/692 | LAMC2026 CFP
[NO] 578/692 | Building a Sustainable Future Through Technology: Highlights of Two MTT-S Inter-Society Technology Panels at EuMW 2025 [MTT-S Society News]
[NO] 579/692 | Robust Bearing Fault Diagnosis via Bio-Inspired Spectral Enhancement and Multi-Modal Contrastive Graph Attention_supp1-3680626.pdf
[NO] 580/692 | An Improved Unevenly Distributed Winding Design to Optimize Winding Factor Families for Fractional Slot Concentrated Windings: The Fraternal Twin Machine Concept
[NO] 581/692 | Trust Me, I’m AI: A User-Centric Review of Human-Machine Interaction and Teaming with Explainable AI
[NO] 582/692 | Does the Optimization of Business Environment Promote the Development of Suburban Railway?——An Empirical Analysis Based on the Two-Way Fixed Effects Model
[NO] 583/692 | Blockchain-Based Multi-Level Data Secure Audit with Hierarchical Key Derivation
[NO] 584/692 | LARTS: Language Abstractions for Real-Time and Secure Systems
[NO] 585/692 | An Inverse Capacitance Differential Equation Based Six-Axis Force/Torque Sensor for the High-Accuracy Decoupling of Complex Multi-axis Loads
[NO] 586/692 | Stochastic Drift Modeling for NDIR Gas Sensors: Separating Environmental Effects and Instrumental Drift
[NO] 587/692 | IEEE Standard for Speech Recognition and Interaction System for Smart Home--Collection Requirements of Corpus and Noise for Laboratory-Level Testing
[NO] 588/692 | Beamformer Fusion Using Deep Learning for 3D Ultrasound Imaging with Sparse Arrays
[NO] 589/692 | Sharpness-aware Fine-Tuning for OOD Detection_supp1-3679195.pdf
[NO] 590/692 | Front Cover
[NO] 591/692 | Extended Multiobject Tracking With Nonparametric Bayesian Learning of Object Classes and Model Parameters
[NO] 592/692 | Standards and Interoperability Profiles for 6G Wearable Health Monitoring: A Reference Architecture for Intelligent Sports Applications
[NO] 593/692 | Accelerated Multiphysics Uncertainty Quantification of RF Components for Heterogeneous Integration Using the Preconditioner-Reuse-Based FEM Solver
[NO] 594/692 | Revisiting Patch-Based Anomaly Detection via Anti-Aliasing Segmentation and Distribution-Aware Memory Refinement
[NO] 595/692 | IEEE App
[NO] 596/692 | IEEE Dataport
[NO] 597/692 | IEEE Conversation
[NO] 598/692 | Over two thousand years of the oracle problem. Insights from Ancient Delphi for the future of blockchain oracles
[NO] 599/692 | A Cross-Hierarchical Difference Feature Fusion Network Based on Multiscale Encoder–Decoder for Coastal Wetlands Hyperspectral Change Detection
[NO] 600/692 | Parametric Study on Heat Transfer Enhancement of Microchannels with Curved Fins Mimicking Shark Skin Structure
[NO] 601/692 | Hybrid Game Control Envelope Synthesis
[NO] 602/692 | TopoGeoNet: A Heterogeneous Model for End-to-End Congestion Prediction and Optimization in FPGA Placement
[YES] 603/692 | RAT-CAT-SAT: Model Checking Memory Consistency Models
[NO] 604/692 | Mechanically Translating Iterative Dataflow Analysis to Algebraic Program Analysis
[NO] 605/692 | Mobile Distributed MIMO (MD-MIMO) for NextG: Mobility Meets Cooperation in Distributed Arrays
[NO] 606/692 | Improved Physics-Driven Neural Network for Solving Inverse Scattering Problems
[NO] 607/692 | JMW 75th Anniversay CFP
[NO] 608/692 | IEEE Connects
[NO] 609/692 | Unidirectional Saturation in Closed-Loop Self-Oscillating Fluxgate Current Sensors: Analysis, Recovery Method, and Circuit Design
[NO] 610/692 | Fine-Grained IoT Device Fingerprinting Using Active Probing
[NO] 611/692 | Table of Contents
[NO] 612/692 | RWW 2027 Call for Papers WISnet
[NO] 613/692 | Z-IDS: Zero-Day Intrusion Detection in IoV using Generative Adversarial Networks
[NO] 614/692 | Aligning Gamification with Learner Motivation: Insights from VR-Based Learning Tasks
[NO] 615/692 | Fracture healing evaluation of tibia treated with external fixator based on vibrational transmissibility: experimental assessment
[NO] 616/692 | Modeling, Characterization, and Compensation of Detection Errors for Differential Frequency Modulation Whole-Angle Hemispherical Resonator Gyroscope
[NO] 617/692 | Credible Uncertainty Quantification under Noise and System Model Mismatch
[NO] 618/692 | Adaptive Virtual Impedance Control for Series Active Compensator to Improve PV Power Injection in Distribution Networks
[NO] 619/692 | A Compact Low-Power Cryo-CMOS Readout With Active Quenching for Superconducting Nanowire Single-Photon Detectors
[NO] 620/692 | Accurate Servo Parameter Identification via Dual Super-Twisting Parallel Observation Network With Cogging Torque Compensation
[NO] 621/692 | Models and Solutions for Vehicle Routing Problem with Simultaneous Divisible Deliveries and Pickups
[NO] 622/692 | Machine Learning in Macroeconomic Forecasting: Applications and Policy Insights for China's Economic Challenges
[NO] 623/692 | Evaluating Brain-Inspired SLAM in Real-World Settings
[NO] 624/692 | Microwave Heating Optimisation Study Based on a PSO-BP Leader Prediction System
[NO] 625/692 | The Influence of Impulse on the De-Icing Effect of Catenary and the Mechanism of Ice Fracture
[YES] 626/692 | RandSet: Randomized Corpus Reduction for Fuzzing Seed Scheduling
[NO] 627/692 | Metamorphic Testing for Infrastructure-as-Code Engines
[NO] 628/692 | Speak Now: Safe Actor Programming with Multiparty Session Types
[NO] 629/692 | Designing GPU Data Structures for Efficient Memory Oversubscription
[NO] 630/692 | Decompiling for Constant-Time Analysis
[NO] 631/692 | The Microsoft-Northwestern-WITNESS Benchmark for Deepfake Detection
[NO] 632/692 | Multicast With Multi-Waveguide PASS via Position and Beam Co-Design
[NO] 633/692 | LLM-based Formality Ranking of Candidate Translations
[NO] 634/692 | Simulating Phishing Attacks via Social Media: Assessing Student Vulnerabilities to Hidden Malicious Links Using Zphisher
[NO] 635/692 | The Random Forest Methods are Used to Co-Optimize Solar and Wind Power Generation
[NO] 636/692 | Tunnel Emergency Evacuation Sign Layout and Luminance Threshold Calculation Under Different Evacuation Types Conditions
[NO] 637/692 | A Learnable SIM Paradigm: Fundamentals, Training Techniques, and Applications
[NO] 638/692 | AICCE: AI Driven Compliance Checker Engine
[NO] 639/692 | Fast-Converging Volterra Equalizer Using Mini-Batch Gradient Descent-based Adam Optimization
[NO] 640/692 | State and Contact Force Estimation for Self-Balancing Electric Bicycles_supp1-3682440.mp4
[NO] 641/692 | Graph-based Reinforcement Learning for Robot Decision Making in Collaborative Robotics_supp1-3682530.mp4
[NO] 642/692 | IMS2026 Project Connect—Making Waves by Connecting Minds
[NO] 643/692 | IMS Workshop Program
[NO] 644/692 | Journal of Lightwave Technology Information for Authors
[NO] 645/692 | Micro and Transport Layer Security Benchmarking of Post-Quantum versus Classical Cryptography
[NO] 646/692 | PLEX: Normalization for Refinement Types
[NO] 647/692 | An Efficient Runtime Verification Toolkit for Self-Adaptive Systems Addressing Runtime System Model Changes
[NO] 648/692 | IMS2026 MTT-S Historical Exhibit
[NO] 649/692 | RFSA2026: The Inaugural RF Systems and Applications Symposium
[NO] 650/692 | A Comprehensive Study of Exploiting GPT Models with Parts-of-Speech Enhanced Adversarial Techniques
[NO] 651/692 | MILE: Multi-Expert Ensemble with Instance Selection for Multi-Class Imbalanced Learning_supp1-3682346.pdf
[NO] 652/692 | VectorGlide: Realizing Continuum Drive Paradigm via Integrated Contact Kino-Dynamic MPC for Wheeled Quadruped Robots_supp1-3682609.mp4
[NO] 653/692 | Symmetric T-Shape Attenuator [enigmas, etc]
[NO] 654/692 | French Ham Radio Academic Symposium in Bordeaux, France [Young Professionals]
[NO] 655/692 | RFTT2026: The Inaugural RF Technology and Techniques Symposium
[NO] 656/692 | Design and Optimization of a Dual Stator U-Type Hybrid Excitation Machine with DC Bias Current
[NO] 657/692 | Model-Free Reinforcement Learning for Optimal Control of Switched Systems
[NO] 658/692 | Enhancing Surface Insulation Performance of Epoxy Resin by Composite Treatment of APPJ and Coating Film
[NO] 659/692 | On the Tail Transition of First Arrival Position Channels: From Cauchy to Exponential Decay
[NO] 660/692 | A 32-Channel Neural-Recording Chip Achieving 117dB Intrinsic-CMRR and 100dB PSRR by CM-Tracking-Dynamic-Power-Rail and CM-Canceling-in-Idle-Phase Techniques
[NO] 661/692 | Duration-Adaptive Time-Frequency Perception Network for Overlapping Sound Event Detection
[NO] 662/692 | EvoSampling: A Granular Ball-Based Evolutionary Hybrid Sampling With Knowledge Transfer for Imbalanced Learning [Research Frontier]_supp1-3657694.pdf
[NO] 663/692 | Automated Repair of Alloy Specifications in the Era of Large Language Models
[NO] 664/692 | Electromagnetic Compatibility Layout Optimization Simulation of Cable Interconnection System
[NO] 665/692 | A Deep Reinforcement Learning Method for Control Optimization in Reservoir Operation
[NO] 666/692 | Adaptive Nonsingular Fast Terminal Sliding Mode Control of Permanent Magnet Linear Synchronous Motor
[NO] 667/692 | Research on Digital Detection and Analysis System for Electrical Faults Based on Online Status
[NO] 668/692 | Research on Ship Heading and Speed Control Based on Self-Coupling PID
[NO] 669/692 | Research on Equipment Fault Diagnosis Technology Based on Intelligent Analysis of Vibration Signals
[NO] 670/692 | Frequency-Spatial Coupled Inference Network for Underwater Image Super-Resolution
[NO] 671/692 | Proceedings of the 2025 7th World Symposium on Software Engineering
[NO] 672/692 | Design of a Wideband Circularly Polarized Phased Array Antenna Based on Sequential Rotation for LEO Satellites Communication
[NO] 673/692 | Loops2Roofs: Diffusion-based 3D Roof Generation using a Loop Representation
[NO] 674/692 | Streaming Hierarchical Clustering Based on Point-Set Kernel
[NO] 675/692 | Continuous-Time Distributed Seeking for Variational Generalized Nash Equilibrium of Online Game
[YES] 676/692 | RWW 2027 Call for Papers SHaRC
[NO] 677/692 | Ombuds Officer [MTT-S Ombuds Officer]
[NO] 678/692 | IMS2026 Startup Pavilion: Showcasing Innovation and Revolutionizing RF
[NO] 679/692 | Front Cover
[NO] 680/692 | Model-based Deep Learning for Joint RIS Phase Shift Compression and WMMSE Beamforming
[NO] 681/692 | Front Cover
[NO] 682/692 | Front Cover
[NO] 683/692 | HESO Based Motor-Level Traction Torque Balancing Strategy for Dual PMSMs in Distributed Rear-Wheel-Drive EV Under Single-Wheel Slip
[NO] 684/692 | Descriptor:
                    <i>A Lightweight Movie Genre Classification Dataset (MovieLite)</i>
[NO] 685/692 | Temperature Sensing via NV Center Photoluminescence Spectrum Powered by Deep Learning
[NO] 686/692 | Human–Machine Fitness While Driving: Evaluating Human Acceptance of Autonomous Driving Styles Through EEG Signal Analysis
