[2026-07-14 10:47:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-13
正在获取论文...
[arXiv] 2026-07-13 | Fundamental Limitations of Fixed-Budget Best-Arm Identification
[arXiv] 2026-07-13 | Phase transition for weakly interacting focusing Gibbs measures with harmonic potential
[arXiv] 2026-07-13 | Peering through the disc of HD 98800 BaBb. Precise timing predictions for the HD 98800 AaAb occultation
[arXiv] 2026-07-13 | Exact Cardinality And Nonredundant Parametrization Of Character-Polynomial Codes
[arXiv] 2026-07-13 | MAGIC: Transition-Aware Generation of Navigable Multi-Scene Game Worlds with Large Language Models
[arXiv] 2026-07-13 | Axion Generation in a Three-Dimensional Optical Trap
[arXiv] 2026-07-13 | HCRMap: Pressure-Aware Hot-Expert Residency Mapping for 3.5D MoE Chiplet Inference
[arXiv] 2026-07-13 | Actor as Its Own Critic: Unifying Region Understanding and Localization via CycleGRPO
[arXiv] 2026-07-13 | Physics-Informed Neural Networks for the High-Resolution Reconstruction of Flow Measurement Indicators in Fluid Dynamics
[arXiv] 2026-07-13 | Algebraic Invariant Quadratization Schemes for Cahn--Hilliard Equations
[arXiv] 2026-07-13 | PaperRouter-Agent: A Content-Grounded LLM Agent for Personalized Hierarchical Paper Routing
[arXiv] 2026-07-13 | Machines that Predict Trajectories from Templates
[arXiv] 2026-07-13 | Tropical Circuits with Scalar Multiplication Gates
[arXiv] 2026-07-13 | Learning Residual Kinematic Corrections for Continuous Neural Decoding via Reinforcement Learning
[arXiv] 2026-07-13 | Pure-homogeneous Abelian groups
[arXiv] 2026-07-13 | Stochastic individual-bases models
[arXiv] 2026-07-13 | Microscopic equivalence of the vortex-entry current and the depairing current in a superconducting thin-film strip
[arXiv] 2026-07-13 | Graph-Compatible Power Concavity in Weakly Coupled Elliptic Systems
[arXiv] 2026-07-13 | SCOPE-RL: Optimizing Reasoning Paths Before and After Success
[arXiv] 2026-07-13 | GEIS: A Generation-Evaluation-Improvement Loop of Agent Skills for Long-Form Article Generation
[arXiv] 2026-07-13 | See like a Robot: Robot-Centric Pointmaps for Vision-Language-Action Models
[arXiv] 2026-07-13 | Global well-posedness of the Toda lattice on an exact spectral phase space
[arXiv] 2026-07-13 | Superdiffusion of cosmic rays in the vicinity of their accelerators and the resulting $γ$-ray emission
[arXiv] 2026-07-13 | LLM-Guided Program Evolution for Targeted Black-Box Attacks on Perceptual Hash Algorithms
[arXiv] 2026-07-13 | Are LLMs ready for HardChoices?
[arXiv] 2026-07-13 | Score-Only Distillation for Compact Dense Retrieval
[arXiv] 2026-07-13 | FAIR GraphRAG: A Retrieval-Augmented Generation Approach for Semantic Data Analysis
[arXiv] 2026-07-13 | Balanced notation for $τ$-rigid pairs
[arXiv] 2026-07-13 | Central Elements and Determinantal Identities in the Elliptic Quantum Algebra \( \mathcal{A}_{q,p}(\widehat{\mathfrak{gl}}_N)\)
[arXiv] 2026-07-13 | Mass--size evolution and the emerging passive--density relation revealed by JWST/NIRCam in the Spiderweb protocluster
[arXiv] 2026-07-13 | Pre-flare and active region plasma flows and structure seen by the short wavelength camera on SOLAR-C/EUVST
[arXiv] 2026-07-13 | Velocity Scheduled Flow Matching
[arXiv] 2026-07-13 | Absence of non-compactly supported minimisers for the Lieb-Oxford bound
[arXiv] 2026-07-13 | Direct Image-to-Modern Vietnamese Translation of Han-Nom Manuscripts via Multimodal RLHF Preference Alignment
[arXiv] 2026-07-13 | Small data global in-time existence for Nakao's problem in two and three space dimensions
[arXiv] 2026-07-13 | EDAR: Learning Environment-Dependent Action Representations for Robotic Manipulation
[arXiv] 2026-07-13 | Cross-Architecture LLM Ensembles, Feature-Based Reranking and Retrieval-Augmented Prompting for Legal Information Processing
[arXiv] 2026-07-13 | GNSS Spoofing Detection in TDD Networks: A 3GPP Standards-Based Security Framework
[arXiv] 2026-07-13 | WALA Learning Executable Latent Actions from Action-Labeled Demonstrations and Action-Free Videos
[arXiv] 2026-07-13 | A method for measuring the dispersion of elastic waves in disordered computer-solids
[arXiv] 2026-07-13 | Robust Subgroup Analysis for Heterogeneous Censored Data
[arXiv] 2026-07-13 | Multiple Instrument Methods Comparison by Precision weighted Deming Regression
[arXiv] 2026-07-13 | On flat translated chains of contactomorphisms of $\mathbb{R}^{2n+1}$ and $\mathbb{R}^{2n} \times S^1$
[arXiv] 2026-07-13 | Infinite support of the Parisi measure in the Sherrington-Kirkpatrick model
[arXiv] 2026-07-13 | Filtration and gradation of quantum affine vertex algebras
[arXiv] 2026-07-13 | Qwen-Audio-VAE Technical Report
[arXiv] 2026-07-13 | GFR-SAM: Training-Free Referring Camouflaged Object Segmentation via Cross-Image Prompting
[arXiv] 2026-07-13 | STARSFLUX: an all-sky catalogue of absolute spectro-photometric calibrators from 0.3 to 30 $μ$m
[arXiv] 2026-07-13 | Exchange topology and criticality in ferrite and chromium spinels: a unified Monte Carlo analysis
[arXiv] 2026-07-13 | Active Offline-to-Online Reinforcement Learning
[arXiv] 2026-07-13 | Stellar flares cannot explain the Galactic 511\,keV emission
[arXiv] 2026-07-13 | Correlation-consistent Gaussian basis sets for copper solids from material-constrained atomic optimization
[arXiv] 2026-07-13 | Near-Optimal Mode Scaling for Finite-Dimensional Boson Sampling via Lie-Algebraic Leakage Bounds
[arXiv] 2026-07-13 | On two counterexamples in the geometry of numbers
[arXiv] 2026-07-13 | On the Hilbert depth of a special class of squarefree monomial ideals
[arXiv] 2026-07-13 | The Coding Conception of Set
[arXiv] 2026-07-13 | Diversified Multinomial Logit Contextual Bandits
[arXiv] 2026-07-13 | RAGU: A Multi-Step GraphRAG Engine with a Compact Domain-Adapted LLM
[arXiv] 2026-07-13 | A multi-scale feature enhanced graph neural network for fluid dynamics prediction in complex geometries
[arXiv] 2026-07-13 | Analytical Theory of Photon Tunneling and Near-Field Heat Transfer Between Dissimilar Materials
[arXiv] 2026-07-13 | The Time-Space Complexity of Checking Multiple Assertions in Quantum Programs
[arXiv] 2026-07-13 | Mapping Oscillatory Flows in a Giant Chromospheric Spiral
[arXiv] 2026-07-13 | Robust Welfare Decentralization under Population Entry
[arXiv] 2026-07-13 | A Model for Mediating Multi-Modal Human Intent into Safe Maneuvers for UAVs
[arXiv] 2026-07-13 | Multi-scale improved predictions for $\boldsymbol{pp \to t\bar{t}W^+ +X}$
[arXiv] 2026-07-13 | How do 3M Command strips work? A fracture mechanics approach
[arXiv] 2026-07-13 | Superlinear complexity of the $(3/2)^n$ steering word
[arXiv] 2026-07-13 | Experimental Review on Bulk Properties and Light/Strange Hadron Production in Heavy-Ion Collisions
[arXiv] 2026-07-13 | The chain replacement of a poset flow
[arXiv] 2026-07-13 | Constraints on Ultra-Light Axions from the DESI DR1 Full Shape, Planck and ACT
[arXiv] 2026-07-13 | Detection of sUAS in Urban Environments using Multi-Antenna Micro-Doppler Radar
[arXiv] 2026-07-13 | Bounding Kirkwood-Dirac negativity of Gaussian processes
[arXiv] 2026-07-13 | Corrected thermodynamics and radiation predictions of modified black bounce compact objects
[arXiv] 2026-07-13 | Ice Deposition Fronts In Porous Bodies From Transient Heating Events In a Protoplanetary Disk
[arXiv] 2026-07-13 | Quantum probe advantage in learning many-body systems
[arXiv] 2026-07-13 | Time-Resolved Connection between Starspots and Flares in Nearby Young Solar-type Stars Observed by TESS
[arXiv] 2026-07-13 | Serrin's Problem under Dirichlet Perturbations: Geometric Compactness and Sharp Planar Stability
[arXiv] 2026-07-13 | Duals of higher vector bundles and cotangents of Lie 2-groupoids
[arXiv] 2026-07-13 | Casting Everything to Online API Services? A Survey of Integrating Localized Speech Recognition Models in Robotic Systems
[arXiv] 2026-07-13 | Strain-controlled crystalline--amorphous transition and flat-band tuning in buckled silicon kagome
[arXiv] 2026-07-13 | Visibility-Region Coupling in XL-MIMO AGV Fleets: Triple-Role Modeling and Masked Beamforming
[arXiv] 2026-07-13 | Tidal deformation and strain accumulation of solid compact stars
[arXiv] 2026-07-13 | The Evolution and Interpretation of "Statistical Purposes"
[arXiv] 2026-07-13 | Multi-Agent LLMs Fail to Explore Each Other
[arXiv] 2026-07-13 | Trotter error compensation with polylogarithmic precision and nested-commutator scaling without ancillas
[arXiv] 2026-07-13 | Fractal uncertainty principle over $\mathbb{Q}_p$
[arXiv] 2026-07-13 | Atomic physical measures for non-invertible random dynamical systems
[arXiv] 2026-07-13 | Microscopic Study of Charge Properties in Halo Nuclei
[arXiv] 2026-07-13 | Asymptotic expansion of induced Grassmannian Chern forms and distribution of random degeneracy sets
[arXiv] 2026-07-13 | Gravitationally Lensed View of DSFG-1 in PLCK G165.7+67.0: Strong Dust Emission and Spatially Resolved Stellar Population Analysis with JWST and SMA
[arXiv] 2026-07-13 | Collisionless whistler heat-flux instability in ultra-high-$β$ plasmas
[arXiv] 2026-07-13 | Amorphous materials as a frontier challenge for universal interatomic potentials
[arXiv] 2026-07-13 | Learning to control switching nonlinear systems with Koopman operator regression
[arXiv] 2026-07-13 | DA-Nav: Direction-Aware City-Scale Vision-Language Navigation
[arXiv] 2026-07-13 | Teaching Speech Enhancement Models to Sing: Domain Adaptation from Speech Enhancement to Singing Voice Separation
[arXiv] 2026-07-13 | Any Proof of Polynomial Hirsch Must be Completely Incoherent
[arXiv] 2026-07-13 | IBPA: Real-time Free-form Manifold Mesh Reconstruction via Incremental Ball Pivoting with Integrated Hole Detection
[arXiv] 2026-07-13 | On the Policy Convergence of Policy Mirror Descent Methods
[arXiv] 2026-07-13 | Moment-Structured Block Encodings of Periodic Finite-Difference Operators
[arXiv] 2026-07-13 | Similarity-Guided Curriculum Fine-Tuning of LLMs for Neural Architecture Synthesis
[arXiv] 2026-07-13 | DiffEEG: A Self-Supervised Denoising Diffusion Model for Learning EEG Generic Representations
[arXiv] 2026-07-13 | A Twin gradient method for unconstrained optimization
[arXiv] 2026-07-13 | Geometric Scaling of Battery Cells and Its Effect on Key Performance Indicators
[arXiv] 2026-07-13 | Robust Spin Qubit Coupler via Minimal Kitaev Chain
[arXiv] 2026-07-13 | Global dimension of a string algebra
[arXiv] 2026-07-13 | Synthesis of Ti2B2Clx MBenes in molten salts from theoretical and experimental perspectives
[arXiv] 2026-07-13 | Condition-Stratified Robustness Analysis of Post-Hoc Calibration Methods for Probabilistic Classifiers
[arXiv] 2026-07-13 | Random Label Prediction Heads for Studying Memorization in Deep Neural Networks
[arXiv] 2026-07-13 | Evidence Subspace Projection: Measuring How Much Evidence Explains Deepfake Detection in Self-Supervised Speech Models
[arXiv] 2026-07-13 | Adaptive Routing for Efficient Diffusion Transformer-Based PNI Prediction
[arXiv] 2026-07-13 | AutoMatBench: An Automatic Optimization Toolkit for the Acceleration of Material Properties Prediction Benchmarking
[arXiv] 2026-07-13 | Dzongkha Next Word Prediction System
[arXiv] 2026-07-13 | A Dual-Band Reconfigurable Shared-Aperture Antenna Array With Independent Sub-6-GHz and Centimeter-Wave Beam Control
[arXiv] 2026-07-13 | CFR-Net:Collaborative Feature Refnement Network for Medical Image Anomaly Detection
[arXiv] 2026-07-13 | Comparative Analysis of GAT and BERT for Human-Like Playtesting
[arXiv] 2026-07-13 | HyperGS: Fast and Generalizable Gaussian Video Representation
[arXiv] 2026-07-13 | Time Is Money: Incentivized Causal Transaction Ordering
[arXiv] 2026-07-13 | Purcell enhanced and blinking free single photons from InAs/GaAs quantum dots in deterministically placed circular Bragg gratings
[arXiv] 2026-07-13 | Compound Interference Recognition for LR-FHSS Satellite IoT Uplinks via Multi-Domain Instance Fusion
[arXiv] 2026-07-13 | Communicating Chess Strategies in Natural Language
[arXiv] 2026-07-13 | Fractionalized metals from doped anyons: Application to tMoTe2
[arXiv] 2026-07-13 | Strong Zero Modes in Supersymmetry-Inspired Quantum Circuits
[arXiv] 2026-07-13 | From diffusion to transmission via EDP-convergence: a paradigmatic multiscale limit
[arXiv] 2026-07-13 | Polynomial-Time Evaluation of Aardal-Lenstra Denumerants via Constant Term Method
[arXiv] 2026-07-13 | Search for two-neutrino double electron capture in $^{36}$Ar with the DarkSide-50 detector
[arXiv] 2026-07-13 | Breuer-Major-Donsker invariance principle
[arXiv] 2026-07-13 | Gauss-Green formulas for divergence measure tensor fields on rough domains
[arXiv] 2026-07-13 | Prezta: Provable Remote Execution of Zero-Trust Authorization using SNARKs
[arXiv] 2026-07-13 | Heterogeneous-Gradient Phase--Polarization Alignment and Maximal-Ratio Weight Allocation for Multi-Aperture Coherent FSO Reception
[arXiv] 2026-07-13 | HourGlass: A probabilistic data-driven temporal downscaler for global and regional weather forecasting
[arXiv] 2026-07-13 | Tunable non-Hermitian skin effect and topological phases in ladders with staggered nonreciprocal inter-leg hopping
[arXiv] 2026-07-13 | Extended Landau--Lifshitz equation for nanomagnets: a path-integral derivation of surface-induced magnetization nutation
[arXiv] 2026-07-13 | Generative AI in Higher Education Laboratory Learning: A Qualitative Case Study of Epistemic Scaffolding and Assessment Boundaries
[arXiv] 2026-07-13 | Observation of $η_{c} \to p\bar{p}η$ via $ψ(3686) \to γp\bar{p}η$
[arXiv] 2026-07-13 | Confidently Wrong: Detecting Hallucinations in Financial Question Answering from LLM Internal States
[arXiv] 2026-07-13 | Ab initio path integral Monte Carlo study of the 2D uniform electron liquid at finite temperatures
[arXiv] 2026-07-13 | Decentralized Model Predictive Control of Connected and Automated Vehicles with Coupled Safety Constraints
[arXiv] 2026-07-13 | A Formal Hierarchical Architecture for Agentic Orchestration with Stack-Based Execution and Lazy Discovery
[arXiv] 2026-07-13 | TIGER: Text-Conditioned Visual Gated Routing with Acceptance Alignment for Multimodal Speculative Decoding
[arXiv] 2026-07-13 | The Equilibrium Is the Initialization: Lazy Identity Collapse in Physics-Structured Deep Equilibrium Reasoning
[arXiv] 2026-07-13 | Neural Discovery of Memory and Nonlocal Kernels in Integro-Differential Equations with Constrained Kolmogorov--Arnold Networks
[arXiv] 2026-07-13 | A TQFT perspective on satellite constructions and toral decompositions
[arXiv] 2026-07-13 | A Novel Graph Fraud Detector via Grouped Attribute Completion and Confidence-Aware Contrastive Learning
[arXiv] 2026-07-13 | Beyond the Eye: Efficient Multimodal Reasoning via Self-Regulated Implicit Visual Tools
[arXiv] 2026-07-13 | Quantum Generalized Equivalent Uniform Dose (QgEUD): A Simulation Method for Phase-Dependent Radiobiological Dose Effects
[arXiv] 2026-07-13 | Revisiting Matching Response and Swept Feature Volumes for Wide-baseline Omnidirectional Stereo
[arXiv] 2026-07-13 | Why Low-Light Cameras Go Color Blind: Removing Color Bias in Raw Denoising
[arXiv] 2026-07-13 | OS-Pruner: Pruning Chains-of-Thought of Reasoning Models via Optimal Stopping
[arXiv] 2026-07-13 | Higher Structures of Rota--Baxter Lie $H$-Pseudoalgebras
[arXiv] 2026-07-13 | NVAITC AI Scientist: A Governed End-to-End Research System -- A Hypertension GWAS Case Study
[arXiv] 2026-07-13 | The SonicAGI System for the REAL-TSE Challenge
[arXiv] 2026-07-13 | Do Video-LLMs Actually Watch? Diagnosing Character-Tracking Failures in Long-Form Video
[arXiv] 2026-07-13 | Exact Frequencies of Consecutive Quadratic Residue and Nonresidue Patterns Modulo a Prime
[arXiv] 2026-07-13 | Finite-time Scaling of the surface special transition in a 3D classical Heisenberg model
[arXiv] 2026-07-13 | The optimal rate of convergence in mean field control via recoupled shadow flows
[arXiv] 2026-07-13 | Tight lower bound for the spectral radius of connected graphs with given matching number
[arXiv] 2026-07-13 | A Flow Model for the Electrified Railway-Power Grid Hybrid Asymmetric Coupled System and its Linearized Method
[arXiv] 2026-07-13 | Last-Iterate Convergence of Single-Loop Stochastic Methods for Constrained Convex-Concave Minimax Problems
[arXiv] 2026-07-13 | Flout at Your Own Risk: LLMs Struggle with Pragmatic Cooperativity Under Epistemic Asymmetry
[arXiv] 2026-07-13 | Domain-Aware Scaling Laws Uncover Data Synergy
