[2026-07-30 11:08:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[arXiv] 2026-07-29 | Evidence-Ledger Adjudication for Claim-Evidence Traceability
[arXiv] 2026-07-29 | Collaborative Weighting with Pessimistic Critic for Mitigating Overestimation in Off-Policy Reinforcement Learning
[arXiv] 2026-07-29 | Classical and vincular patterns of length three in generalized alternating permutations
[arXiv] 2026-07-29 | Global Pass Barriers Without Per-Resource RHI Tracking: A Cross-Vendor Study with Blade
[arXiv] 2026-07-29 | Calibrating the Digital Twin Channel: Statistics-Consistent Sim-to-Lab Adaptation for W-Band Industrial OFDM Links
[arXiv] 2026-07-29 | From Conceptual Hydrologic Models to Conceptually Interpretable Neural Networks: A Snow-Water Mass-Conserving-Perceptron Framework for Discovering Catchment-Scale Precipitation-Storage-Runoff Representations
[arXiv] 2026-07-29 | EvoPINN: Agentic Discovery of Executable Algorithms for Physics-Informed Neural Networks
[arXiv] 2026-07-29 | d-Spectral Bitopological Spaces
[arXiv] 2026-07-29 | Phase Retrievability of Super Operators and Measurements
[arXiv] 2026-07-29 | Learning Dynamic User Personas from Implicit Interaction Streams via Iterative Refinement
[arXiv] 2026-07-29 | On Oliver's relations between infinite series and infinite products
[arXiv] 2026-07-29 | CG-World: A Large-Scale World-State Dataset and Protocol for World Models
[arXiv] 2026-07-29 | Mergeable Model-Side Aggregation States for Long-Context Language Models
[arXiv] 2026-07-29 | Lattice Quantum Chromodynamics for Quantum Simulations
[arXiv] 2026-07-29 | Graphene-based Hemispherical Transmitarray Antenna for Wide-Angle Beam Steering and Ultrafast Moving Target Tracking
[arXiv] 2026-07-29 | FAS-R1: A Unified Multi-Task MLLM for Reasoning Face Anti-Spoofing
[arXiv] 2026-07-29 | Do Unified Multimodal Models Think in One Space? A Lens Through Cross-Branch Steering
[arXiv] 2026-07-29 | Voice Memory for Agentic Speech Recognition
[arXiv] 2026-07-29 | Non-Hermitian Random Matrix Theory of Jamming in Active Disordered Media
[arXiv] 2026-07-29 | Self-similar rigid rotation in anisotropic squeezed Laguerre--Gaussian beams
[arXiv] 2026-07-29 | A Fresh Look at Best Inductive Loop Invariant Synthesis for Bit-Vector Relations
[arXiv] 2026-07-29 | (Im)Paired Programming: Coding Agents Improve Productivity but Harm Understanding
[arXiv] 2026-07-29 | Charged Dirac stars
[arXiv] 2026-07-29 | Practical Quantum Topological Data Analysis with Applications to High-Dimensional Feature Extraction and Time Series Analysis
[arXiv] 2026-07-29 | Mixed partition functions are exactly the graph parameters of exponentially bounded edge-connection rank
[arXiv] 2026-07-29 | The Maxwell Conjecture is False
[arXiv] 2026-07-29 | From Classification to Regression: Using a Fruitfly to Solve Equations
[arXiv] 2026-07-29 | The Fidelity and Feedback Traps: The Case for Health Digital Twins as Modular Evolving Causal Systems
[arXiv] 2026-07-29 | OQRAM: Oblivious Quantum Random Access Memory for Securing Delegated Quantum Queries
[arXiv] 2026-07-29 | Pointwise subexponential growth and near-diffusive displacement on bounded-degree graphs with non-negative Ollivier--Ricci curvature
[arXiv] 2026-07-29 | Inhomogeneous saturation of excitons in monolayer transition-metal dichalcogenides
[arXiv] 2026-07-29 | An Interpretable Low-Rank State-Space Model for Multi-Horizon Simulation of Large-Scale Regional Temperature Fields
[arXiv] 2026-07-29 | Outcomes of Grand Unified Symmetry Breaking
[arXiv] 2026-07-29 | Constructions of $k$-Min-Wise Hash from Bounded Independence
[arXiv] 2026-07-29 | Direct minimization versus iterative embedding in the ghost-Gutzwiller method: a comparative study of magnetism in Mott insulators
[arXiv] 2026-07-29 | Skillful forecasting of offshore winds from satellite scatterometer constellations
[arXiv] 2026-07-29 | Two-Filter Adaptive Gaussian Mixture Smoothing for Nonlinear Systems
[arXiv] 2026-07-29 | Shear-kSZ: A New Estimator for the Matter-Electron Power Spectrum from kSZ Tomography and Weak Lensing
[arXiv] 2026-07-29 | Explainable and Resource-Efficient Spatial Reasoning in Multimodal LLMs for Decision-Critical Applications
[arXiv] 2026-07-29 | Investigating reservoir computing for branch predictionin pipelined processors using emerging CMOS memristor devices
[arXiv] 2026-07-29 | Hybrid SINDy-EnKF in Learning Chikungunya Dynamics from Incomplete, Noisy or Partially Observed Data
[arXiv] 2026-07-29 | SPECTRE: A robust solver for 3D equilibria with arbitrary topology
[arXiv] 2026-07-29 | The Computable but Not Learnable Information-Value-Free Equilibria and Regulation of Algorithmic Collusion
[arXiv] 2026-07-29 | Post-Training at the Edge of Detectability: A Game-Theoretic Approach to Fine-Tuning
[arXiv] 2026-07-29 | Modelling Anomalous Diffusion: The Role of CTRWs and Non-Local Dynamics
[arXiv] 2026-07-29 | Equilibrium Training of Energy-Based Models with Parallel Trajectory Tempering
[arXiv] 2026-07-29 | Entanglement signatures of topological phase transitions in a dirty Weyl semimetal
[arXiv] 2026-07-29 | PIKS: Universal Physics-Informed Kernel Methods
[arXiv] 2026-07-29 | Temporal Interference from Topological Transitions in Monitored Quantum Dynamics
[arXiv] 2026-07-29 | Improved bounds on the inradius and inverse inradius process of the convex hull of planar Brownian motion
[arXiv] 2026-07-29 | Can we live Danckwerts' dream? Mixing Analysis in a Baffled Stirred Tank Reactor Based on 4D-Particle Tracking Experiments
[arXiv] 2026-07-29 | Training Quantum Dragons
[arXiv] 2026-07-29 | Automated NRQCD and NRQED simulations of quarkonium and leptonium production with P-wave states and physical-mass effects
[arXiv] 2026-07-29 | Tangling Pull Requests: Curating a Commit Untangling Dataset from Merged PRs
[arXiv] 2026-07-29 | Recent Progress in Ab-Initio Nuclear Theory for Precision Physics Searches in Muonic Atoms and Superallowed $β$ Decays
[arXiv] 2026-07-29 | The $L^2$ contraction of solutions with large perturbation in multiple space dimensions from the oscillatory dispersive planar shock
[arXiv] 2026-07-29 | Engineering SU($N$)-Symmetric Hubbard Models with Microwave-Shielded Dipolar Molecules
[arXiv] 2026-07-29 | Designing Pairwise-Stable Agent Seating Arrangements
[arXiv] 2026-07-29 | Riesz* Homomorphisms on the copositive Cone
[arXiv] 2026-07-29 | No band gap, no problem: Defects in InAs using a band-avoiding occupation-constrained density functional theory
[arXiv] 2026-07-29 | Step-Attention Refinement of DINOv3 Features for Efficient Anterior Eye Segmentation
[arXiv] 2026-07-29 | On-Policy Distillation for LLM Safety: A Routing Approach to Template-Robust Realignment
[arXiv] 2026-07-29 | Field Codes for Distributed Coupling Samplers and Certified Empirical Transport
[arXiv] 2026-07-29 | Adaptive Multi-Backend Simulation of Near-Clifford Quantum Circuits via Spatial Stabilizer-Frame Partitioning
[arXiv] 2026-07-29 | A Degenerate Singlet-Triplet Qubit with All-Electrical Orthogonal Control
[arXiv] 2026-07-29 | SciFigAlign: Scoring Scientific Figures by Fine-tuned Alignment of Visuals with Manuscript Evidence
[arXiv] 2026-07-29 | CoCaRS: Correlation Calibration-Based Redundancy Suppression for Heterogeneous Knowledge Distillation
[arXiv] 2026-07-29 | Forcing and duality-corrected contracts for volatility control
[arXiv] 2026-07-29 | Correlated Chance Sampling for Monte Carlo Counterfactual Regret Minimization
[arXiv] 2026-07-29 | Lottery Tickets Are Not Deployment Tickets
[arXiv] 2026-07-29 | Unconventional Thermalization of a Three-Wave-Mixing Model
[arXiv] 2026-07-29 | TreeCCA: Canonical Correlation Analysis via Gradient-Boosted Trees
[arXiv] 2026-07-29 | Quantum random-number generator with non-demolition measurements: semi-device-independent implementation
[arXiv] 2026-07-29 | Evaluating Regional Bias in LLMs From Abstract Stereotype to Concrete Social Decision-Making
[arXiv] 2026-07-29 | Interactions between structural and magnetic domains through the Verwey transition in stoichiometric and doped magnetite
[arXiv] 2026-07-29 | Upper bounds for the monotone rank of the unique disjointness matrix
[arXiv] 2026-07-29 | Finite size scaling of bitstring probability distributions for Rydberg arrays
[arXiv] 2026-07-29 | Parameterized Complexity of Fair Coloring Problem
[arXiv] 2026-07-29 | AgentSnare: Learning to Delay, Divert, and Defuse Autonomous Penetration Agents
[arXiv] 2026-07-29 | On a cosmological Oppenheimer-Snyder model: matching McVittie and FLRW spacetimes
[arXiv] 2026-07-29 | Generation of representative powder particle packing in 2D/3D: which tool for which application?
[arXiv] 2026-07-29 | Using large language models to probe the limits of atom-centered structural descriptors
[arXiv] 2026-07-29 | On a shape optimisation problem for Maxwell's eigenvalues on cuboids
[arXiv] 2026-07-29 | Semiparametric Prediction with Efficient Interval Length under a Right-Censored Covariate
[arXiv] 2026-07-29 | OptimismBench: Forecasting Bias and the Alignment Effect in Language Model Judgment
[arXiv] 2026-07-29 | Ferroelectric switchable altermagnetic-like compensated ferrimagnets with charge ordering
[arXiv] 2026-07-29 | A Spectral-Domain Pseudo-Inverse Construction Method for Unitary Diagonalizable Linear Inverse Problems
[arXiv] 2026-07-29 | Bayesian Plackett--Luce latent block models for ranked data
[arXiv] 2026-07-29 | Magnitude of homogeneous Moran sets in the unit interval
[arXiv] 2026-07-29 | Belief-Guided Decision Making with Uncertainty Gating in the Game of Go
[arXiv] 2026-07-29 | Symmetry-Selective Strain Control of Anisotropic Magnetic Response in a Silicon FinFET Double Quantum Dot
[arXiv] 2026-07-29 | What Does It Take to Detect an AI Agent? Minimal Feature Sets for Behavioral Detection under Browser Automation
[arXiv] 2026-07-29 | The electric field gradient tensor as a symmetry-adapted order parameter in Landau theory
[arXiv] 2026-07-29 | Temporally Centered SIGReg Improves Multi-Task LeWorldModel Learning: From Analysis to Method
[arXiv] 2026-07-29 | Quantum Fisher information of the Klein--Gordon, $φ^4$, and Dirac vacua
[arXiv] 2026-07-29 | Cross-organisational Process Mining from Message Logs
[arXiv] 2026-07-29 | $L^p$ Estimates for the $\bar{\partial}$-Problem on Rational Hartogs Triangles
[arXiv] 2026-07-29 | SCALPEL: Semantic Cross-modal Alignment via LLM-Powered Encoder Learning for Medical Vision-Language Representation
[arXiv] 2026-07-29 | Outflow Behavior from the Transonic Advective Disks: A Hydrodynamical Simulation Study
[arXiv] 2026-07-29 | Improved analysis of non-resonant Higgs boson pair production in the $b\bar{b}τ^+τ^-$ final state with $196$ fb$^{-1}$ of data collected at $\sqrt{s}$ = 13 TeV and 13.6 TeV with the ATLAS detector
[arXiv] 2026-07-29 | Detection of AI-generated stems within hybrid human-AI music
[arXiv] 2026-07-29 | Advanced Virgo during the LIGO-Virgo-KAGRA fourth observing run
[arXiv] 2026-07-29 | Douglas Weighted Dirichlet Spaces: Analytic and Probabilistic Aspects
[arXiv] 2026-07-29 | FedWeave: Rethinking the Unit of Specialization in Heterogeneous Federated MoE-LoRA
[arXiv] 2026-07-29 | Fewer Clarifications, Better Code: Benchmarking Cross-Session Personalized Ambiguity Adaptation in Coding Assistants
[arXiv] 2026-07-29 | WikiLoop: Jointly Learning to Build and Navigate Agent-Native Wikis with Downstream Feedback
[arXiv] 2026-07-29 | SpatialQ: Understanding 3D Gaussian Splatting Scene Quality via Visual-based MLLM
[arXiv] 2026-07-29 | Optimal control problems for quasi-linear parabolic equations and their linear approximations
[arXiv] 2026-07-29 | Unified Shared Memory in OpenMP: Implementation, Programmability, and Performance on Intel Accelerators
[arXiv] 2026-07-29 | Recover, Decode, Reguard: Guard-Agnostic Defense Amplification againstEncoded VLM Jailbreaks
[arXiv] 2026-07-29 | Cherenkov Diffraction Radiation Interferometry for Beam Divergence Diagnostics
[arXiv] 2026-07-29 | From Tokens to Watt-hours: Analytical Energy Estimation for LLM Inference on Modern GPUs
[arXiv] 2026-07-29 | Representation Trajectories Matters: Complementary Evidence for OOD Detection and Image Classification
[arXiv] 2026-07-29 | Constraining deviations from the Teukolsky equation with GW250114
[arXiv] 2026-07-29 | Prosody-driven Jailbreaks in Audio LLMs: A Controlled Study and Mechanistic Analysis
[arXiv] 2026-07-29 | Towards an Extended VLTI: Turbulence Characterization for Kilometer-Scale Optical Links at Paranal
[arXiv] 2026-07-29 | Determining Critical Temperature Differences of Low-Temperature-Differential Stirling Engines: Nonlinear Dynamics Approach
[arXiv] 2026-07-29 | When to Treeify Hash Table Buckets: A Reproducible C Study of List, Hybrid, and Red-Black Tree Chaining
[arXiv] 2026-07-29 | Online Monitoring and Risk Assessment of Non-Cooperative UAVs via STL-Aware Adaptive Fusion Kalman Filtering
[arXiv] 2026-07-29 | Repair as Representational Work: Integration Bottlenecks in AI-Assisted Development
[arXiv] 2026-07-29 | Quantum Geometry-Driven RKKY: From Flat to Dispersive Bands
[arXiv] 2026-07-29 | From Interface to Inference: Eliciting Any-Order Inference from Any-Order Models
[arXiv] 2026-07-29 | Chaotic Imprints in Gravitational Waves from Conformal-Anomaly-Corrected Extreme-Mass-Ratio Inspirals
[arXiv] 2026-07-29 | Parameterized Fair Resource Allocation under Diversity Constraints
[arXiv] 2026-07-29 | Reconstructing Backpropagation from Forward Fluctuations in Noise-modulated Neural Networks
[arXiv] 2026-07-29 | Explicit Separations for One-Query Unitary Synthesis
[arXiv] 2026-07-29 | Weak but Not Strong Asymptotic Testability
[arXiv] 2026-07-29 | Bayesian Graphical Models under Positivity Constraints: A Scalable generalized likelihood Approach
[arXiv] 2026-07-29 | Interpretable Image-Level Acne Severity Grading via EfficientNet-B0 Transfer Learning and Grad-CAM
[arXiv] 2026-07-29 | ForgetBench: Benchmarking Forgetting Dynamics of Long-Term Parametric Memory in Language Models
[arXiv] 2026-07-29 | ExplainBench: Evaluating Code Explanations from Agents
[arXiv] 2026-07-29 | Improved Bounds for Distinct Multiples in Intervals
[arXiv] 2026-07-29 | On the denseness of distal points
[arXiv] 2026-07-29 | How Do Researchers Manage Visualization Experiment Stimuli?
[arXiv] 2026-07-29 | Global Exponential Stabilization of the Kinematic Bicycle Model of a Car in Polar Coordinates
[arXiv] 2026-07-29 | Supersaturation in union-closed families of sets
[arXiv] 2026-07-29 | Fully distributed singularity-free prescribed-time stabilization of the continuous-time generalized adaptive Bellman-Ford algorithm
[arXiv] 2026-07-29 | Physics-informed Machine Learning Prediction of Hubbard Interaction Parameters
[arXiv] 2026-07-29 | A Mixed-Resonance Counterexample to the Lukic Conjecture
[arXiv] 2026-07-29 | When Fish Look Alike: Tracking Identities with Dual-branch Elasticity
[arXiv] 2026-07-29 | An Invertible Family of Hurwitz--Lerch Type Functions Associated with $k$-Augmented Centered Triangular Numbers
[arXiv] 2026-07-29 | A Lower Bound on the Sliced Wasserstein Comparison Constant for Translated Measures
[arXiv] 2026-07-29 | Registration-Grounded Spectral Fusion for Unregistered WLI/NBI Endoscopic Lesion Segmentation
[arXiv] 2026-07-29 | CaM-Wolf: Causal-Aware Multimodal Agents for Social Deduction Games
[arXiv] 2026-07-29 | Sensitivity and Differential Privacy in Metric Voting with Distortion below Three
[arXiv] 2026-07-29 | An ER-Model-Based Framework for Case Notion Selection in Object-Centric Processes
[arXiv] 2026-07-29 | Time-delay Control Using a New Nonlinear Adaptive Law for Cable-Driven Robots
[arXiv] 2026-07-29 | QUIC-TRIP: A Triple-Redundant Journey Toward Secure Substation Communications
[arXiv] 2026-07-29 | Resonant Fourier--Tree Factorisation for the Modified Lyons--Sidorova Conjecture
[arXiv] 2026-07-29 | World-Line Actions in Weyl Geometry
[arXiv] 2026-07-29 | TREA-Net: A Transferable Residual Epidemiological Adaptation Network for Dengue Incidence Forecasting
[arXiv] 2026-07-29 | Rotational equivariance and locality in data-driven subgrid-scale closures
